osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction
55409329,EM 500,Rua do Cabeço,tertiary,False,False,377.76800000000003,"LINESTRING (-8.525694 40.5647208, -8.5256173 40.5646963, -8.5254188 40.5646444, -8.5252323 40.56461, -8.5249065 40.5645965, -8.5245944 40.5645983, -8.5244358 40.5646179, -8.5243172 40.5646633, -8.5241662 40.5647564, -8.52405 40.56486, -8.5238497 40.5650743, -8.5237518 40.5651884, -8.5236727 40.5653107, -8.5233721 40.5658361, -8.5232341 40.5660085, -8.5230973 40.5661644, -8.5227314 40.5665304, -8.522683 40.5666017)",,,
55409329,EM 500,Rua do Cabeço,tertiary,False,True,36.078,"LINESTRING (-8.525694 40.5647208, -8.5258989 40.564731, -8.526116 40.5646966)",,,
55423103,,Rua da Escola,residential,False,True,34.794000000000004,"LINESTRING (-8.525694 40.5647208, -8.5257771 40.5647929, -8.5259571 40.5649615)",,,
106467928,,Rua da Salgada,residential,False,False,8.824,"LINESTRING (-8.525499 40.5695421, -8.5253987 40.5695643)",,,
327581832,,Rua do Miradouro,residential,False,False,88.126,"LINESTRING (-8.525499 40.5695421, -8.5256813 40.5698756, -8.5257492 40.5700374, -8.5258244 40.5702927)",,,
327581832,,Rua do Miradouro,residential,False,True,80.752,"LINESTRING (-8.525499 40.5695421, -8.5254117 40.5689019, -8.5254208 40.5688196)",,,
327581832,,Rua do Miradouro,residential,False,False,37.387,"LINESTRING (-8.5258244 40.5702927, -8.525983 40.5706066)",,,
140687057,,Rua da Minhoteira,residential,False,True,113.261,"LINESTRING (-8.5258244 40.5702927, -8.5252505 40.5706885, -8.5249084 40.5710308)",,,
327581832,,Rua do Miradouro,residential,False,True,88.126,"LINESTRING (-8.5258244 40.5702927, -8.5257492 40.5700374, -8.5256813 40.5698756, -8.525499 40.5695421)",,,
508512818,EM 600,Rua do Vieira,tertiary,False,True,103.209,"LINESTRING (-8.5315484 40.5647053, -8.5308657 40.5650021, -8.5304952 40.5651756)",2,50,
140685893,,Travessa Senhora da Saúde,residential,False,True,118.44,"LINESTRING (-8.52978 40.56565, -8.5284543 40.5653031)",,,
508512818,EM 600,Rua do Vieira,tertiary,False,False,80.20599999999999,"LINESTRING (-8.52978 40.56565, -8.53003 40.56548, -8.5304952 40.5651756)",2,50,
508512818,EM 600,Rua do Vieira,tertiary,False,True,87.895,"LINESTRING (-8.52978 40.56565, -8.52963 40.56581, -8.5295787 40.5659115, -8.5295569 40.5660316, -8.5295635 40.56626, -8.5295726 40.5663582, -8.5295755 40.5663953)",2,50,
55423273,EM 600,Rua da Fonte do Roque,tertiary,False,False,0.622,"LINESTRING (-8.5295755 40.5663953, -8.5295782 40.5664005)",,,
55423103,,Rua da Escola,residential,False,False,37.835,"LINESTRING (-8.5295755 40.5663953, -8.5294023 40.5663844, -8.5293033 40.5663759, -8.5291372 40.5663353)",,,
508512818,EM 600,Rua do Vieira,tertiary,False,False,87.895,"LINESTRING (-8.5295755 40.5663953, -8.5295726 40.5663582, -8.5295635 40.56626, -8.5295569 40.5660316, -8.5295787 40.5659115, -8.52963 40.56581, -8.52978 40.56565)",2,50,
55423103,,Rua da Escola,residential,False,False,15.516,"LINESTRING (-8.5284677 40.5661901, -8.5282907 40.5661528)",,,
95221888,,Largo Senhora da Saúde,residential,False,False,98.637,"LINESTRING (-8.5284677 40.5661901, -8.5284543 40.5653031)",,,
55423103,,Rua da Escola,residential,False,True,58.815,"LINESTRING (-8.5284677 40.5661901, -8.529078 40.5663209, -8.5291372 40.5663353)",,,
55423103,,Rua da Escola,residential,False,True,18.049,"LINESTRING (-8.5280848 40.5661094, -8.5282907 40.5661528)",,,
95221879,,Largo Senhora da Saúde,residential,False,False,122.93,"LINESTRING (-8.5280848 40.5661094, -8.5277931 40.5650263)",,,
55423103,,Rua da Escola,residential,False,False,105.507,"LINESTRING (-8.5280848 40.5661094, -8.5272655 40.5658516, -8.5270228 40.5657467, -8.5269594 40.565706)",,,
55423103,,Rua da Escola,residential,False,False,12.974,"LINESTRING (-8.5269594 40.565706, -8.5268399 40.5656327)",,,
