osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction
101153264,Estrada de Circunvalação,residential,False,False,10.341,"LINESTRING (-7.678916 38.9560868, -7.6789159 38.9559938)",,,
239137812,Estrada de Circunvalação,residential,False,True,33.407,"LINESTRING (-7.678916 38.9560868, -7.6786182 38.9562782)",,,
938221052,Largo Senhora da Orada,residential,False,True,45.733,"LINESTRING (-7.6788582 38.9523856, -7.6786635 38.9520032)",,,
101153267,Quinta da Palhavã,residential,False,True,133.126,"LINESTRING (-7.6788582 38.9523856, -7.6795379 38.9522663, -7.6799861 38.952189, -7.6803591 38.9521193)",,,
"[101153264, 938221052]","['Estrada de Circunvalação', 'Largo Senhora da Orada']",residential,False,"[False, True]",408.696,"LINESTRING (-7.6788582 38.9523856, -7.6789684 38.9525493, -7.6790786 38.952713, -7.6791644 38.9530219, -7.6791859 38.9530993, -7.6791859 38.9531851, -7.6789934 38.9539362, -7.6789049 38.9557462, -7.6789159 38.9559938)",,,
938221052,Largo Senhora da Orada,residential,False,False,45.733,"LINESTRING (-7.6786635 38.9520032, -7.6788582 38.9523856)",,,
938221050,Rua da Pedra Moura,tertiary,False,False,151.224,"LINESTRING (-7.6786635 38.9520032, -7.678982 38.9519186, -7.6795292 38.9517689, -7.680323 38.9515747)",EM 372,90,
938221051,Rua da Pedra Moura,tertiary,False,False,209.70999999999998,"LINESTRING (-7.6786635 38.9520032, -7.6783921 38.9519669, -7.6774051 38.9516582, -7.6772462 38.9515851, -7.6771046 38.9514496, -7.6766553 38.951056)",EM 372,,
"[938221052, 938226725]","['Aldeia Nova', 'Largo Senhora da Orada']",residential,False,True,47.542,"LINESTRING (-7.6786635 38.9520032, -7.6784959 38.9522041, -7.6783773 38.9522222, -7.6782586 38.9522404)",,,
95809751,Avenida 5 de Outubro,residential,False,False,66.854,"LINESTRING (-7.676528 38.9564086, -7.6767962 38.9558447)",,,
