osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,ref,width,access,tunnel
221910091,True,Rua Serpa Pinto,residential,False,28.6,"LINESTRING (-7.9147042 38.5703599, -7.9148411 38.5704081, -7.9149085 38.5704481, -7.9149742 38.5705009)",,,,,,,
504478624,True,Rua Serpa Pinto,residential,False,17.879,"LINESTRING (-7.9147042 38.5703599, -7.9148216 38.5703158, -7.9148923 38.5702953)",,,,,,,
154409863,True,Rua da República,residential,False,42.029,"LINESTRING (-7.908245 38.5692115, -7.9082122 38.5695886)",30,,,,,,
78337716,True,Praça 1º de Maio,residential,False,63.646,"LINESTRING (-7.908245 38.5692115, -7.9084034 38.5692197, -7.9089764 38.5692351)",30,,,,,,
92117966,False,Rua Romão Ramalho,residential,False,14.273,"LINESTRING (-7.9100499 38.5689057, -7.9100448 38.569034)",30,,,,,,
295722249,False,Rua Romão Ramalho,residential,True,13.358,"LINESTRING (-7.9100499 38.5689057, -7.9098964 38.568911)",30,,,,,,
295722249,False,Rua Romão Ramalho,residential,False,40.168,"LINESTRING (-7.9100499 38.5689057, -7.910273 38.5688476, -7.9104775 38.5687708)",30,,,,,,
147711866,False,Rua do Raimundo,residential,False,57.576,"LINESTRING (-7.91239 38.5682045, -7.9122529 38.5683578, -7.9122234 38.5684451, -7.9121962 38.5686846)",30,,,,,,
147711866,False,Rua do Raimundo,residential,True,90.333,"LINESTRING (-7.91239 38.5682045, -7.9127195 38.5678449, -7.9130067 38.5675508)",30,,,,,,
550363229,True,,primary,False,14.636000000000001,"LINESTRING (-7.9132466 38.5675394, -7.9132921 38.5675851, -7.9133484 38.5676227, -7.9133653 38.5676314)",,2,roundabout,,,,
33280872,True,Avenida Dinis Miranda,primary,False,25.755,"LINESTRING (-7.9134393 38.5671127, -7.9133127 38.5670622, -7.9131779 38.5670038)",,2,,,,,
550363230,True,,primary,False,23.014,"LINESTRING (-7.9134393 38.5671127, -7.9133599 38.5671428, -7.9132918 38.5671867, -7.9132391 38.567242)",,2,roundabout,,,,
36853767,True,Avenida Túlio Espanca,primary,False,95.713,"LINESTRING (-7.9149467 38.5672687, -7.9141947 38.5673033, -7.9140177 38.5672982, -7.9138707 38.5672307)",,2,,,,,
