osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,bridge,maxspeed
92717893,True,1,EN 15,Avenida Comendador Abílio Seabra,primary,False,78.721,"LINESTRING (-8.3345754 41.2056342, -8.3346652 41.2057363, -8.3348538 41.2058795, -8.3350674 41.205984, -8.3352156 41.2061406)",,,
92718199,False,,EN 15,Avenida Comendador Abílio Seabra,primary,False,110.002,"LINESTRING (-8.3345754 41.2056342, -8.3342984 41.2054392, -8.333745 41.2050351, -8.3336989 41.2050014, -8.3336242 41.2049513)",,,
150224323,True,,,,primary,False,7.653,"LINESTRING (-8.3376619 41.210603, -8.3376742 41.2105348)",,,
377894469,False,,CRIP,Circular Rodoviária Interna de Paredes,primary,False,21.84,"LINESTRING (-8.3376619 41.210603, -8.3376498 41.2104068)",,,
"[379686452, 377894469]",False,,CRIP,Circular Rodoviária Interna de Paredes,primary,True,135.402,"LINESTRING (-8.3376619 41.210603, -8.3376592 41.2107922, -8.3376634 41.2110362, -8.3376195 41.2111632, -8.3375298 41.211283, -8.3373233 41.2113898, -8.337154 41.2114435, -8.337104 41.2114594, -8.3369951 41.2114816, -8.3369139 41.2114982)",,,
61113374,True,2,EN 15,Rotunda 25 de Abril,primary,False,28.378999999999998,"LINESTRING (-8.335779 41.2059602, -8.3356992 41.2058985, -8.3356011 41.2058698, -8.3354816 41.2058672)",roundabout,,
379686458,False,,CRIP,Circular Rodoviária Interna de Paredes,primary,True,13.686,"LINESTRING (-8.3303689 41.209977, -8.3302059 41.2099664)",,,
490074235,False,,CRIP,Circular Rodoviária Interna de Paredes,primary,False,18.848,"LINESTRING (-8.3303689 41.209977, -8.330593 41.2099946)",,,
"[108326473, 796425700, 796425701]",False,,,,residential,False,110.862,"LINESTRING (-8.3303689 41.209977, -8.330357 41.2101025, -8.3303466 41.2102104, -8.330332 41.210364, -8.3302774 41.2104599, -8.3301683 41.2105547, -8.3298261 41.2106557, -8.3296928 41.2106781)",,yes,
377894469,False,,CRIP,Circular Rodoviária Interna de Paredes,primary,True,21.84,"LINESTRING (-8.3376498 41.2104068, -8.3376619 41.210603)",,,
171571923,True,,CRIP,Circular Rodoviária Interna de Paredes,primary,False,48.141999999999996,"LINESTRING (-8.3376498 41.2104068, -8.337711 41.2101384, -8.3377696 41.2100674, -8.3378282 41.2100042)",,,
61113392,False,2,CRIP,Circular Rodoviária Interna de Paredes,primary,True,157.928,"LINESTRING (-8.3276295 41.2094528, -8.3273309 41.20924, -8.3272099 41.2091461, -8.3271266 41.2090076, -8.3271087 41.2088239, -8.3273263 41.2082012)",,,
105885085,True,,,Rua Estrebuela,unclassified,False,117.67500000000001,"LINESTRING (-8.3276295 41.2094528, -8.3279684 41.2092789, -8.3287023 41.2089538, -8.3287783 41.2089414, -8.328845 41.2089465)",,,
490083645,False,2,CRIP,Circular Rodoviária Interna de Paredes,primary,False,43.641999999999996,"LINESTRING (-8.3276295 41.2094528, -8.3278351 41.209596, -8.3279334 41.2096621, -8.3280192 41.2097135)",,,
379686454,False,,CRIP,Circular Rodoviária Interna de Paredes,primary,False,19.831,"LINESTRING (-8.3308753 41.2100183, -8.331111 41.2100374)",,,
379686456,False,,CRIP,Circular Rodoviária Interna de Paredes,primary,True,23.762,"LINESTRING (-8.3308753 41.2100183, -8.330593 41.2099946)",,,
126366873,True,,,,residential,False,18.601,"LINESTRING (-8.3308753 41.2100183, -8.3309412 41.2099407, -8.3309413 41.2098655)",,,
150223009,True,2,,Rotunda 20 de Junho,primary,False,6.549,"LINESTRING (-8.3378282 41.2100042, -8.3378924 41.2099705)",roundabout,,
61113392,False,2,CRIP,Circular Rodoviária Interna de Paredes,primary,False,157.928,"LINESTRING (-8.3273263 41.2082012, -8.3271087 41.2088239, -8.3271266 41.2090076, -8.3272099 41.2091461, -8.3273309 41.20924, -8.3276295 41.2094528)",,,
108321026,True,1,,Circular Rodoviária Interna de Paredes,primary,False,181.459,"LINESTRING (-8.3273263 41.2082012, -8.3274355 41.2080101, -8.3276415 41.2074258, -8.3277392 41.2071487, -8.3277552 41.2070105, -8.3277572 41.2069934, -8.3277139 41.206796, -8.3275901 41.2066458)",,,
61113374,True,2,EN 15,Rotunda 25 de Abril,primary,False,22.667,"LINESTRING (-8.3352156 41.2061406, -8.3352391 41.2061966, -8.3352965 41.2062624, -8.3353651 41.2063042)",roundabout,,
61113374,True,2,EN 15,Rotunda 25 de Abril,primary,False,9.258,"LINESTRING (-8.3358284 41.2060347, -8.335779 41.2059602)",roundabout,,
123169209,True,,EN 15,Avenida dos Bombeiros Voluntários,primary,False,123.555,"LINESTRING (-8.3390457 41.2055403, -8.3386743 41.2056192, -8.3377773 41.2058124, -8.3376247 41.2058431)",,,
61113374,True,2,EN 15,Rotunda 25 de Abril,primary,False,36.27,"LINESTRING (-8.3356692 41.2063122, -8.3357618 41.2062584, -8.3358218 41.2061829, -8.3358408 41.2061127, -8.3358284 41.2060347)",roundabout,,
106522881,True,,EN 15,Avenida dos Bombeiros Voluntários,primary,False,131.826,"LINESTRING (-8.3356692 41.2063122, -8.3358898 41.206294, -8.3365813 41.2061325, -8.3371828 41.205992)",,,
61113374,True,2,EN 15,Rotunda 25 de Abril,primary,False,32.577999999999996,"LINESTRING (-8.3353771 41.2058933, -8.3353053 41.2059334, -8.3352394 41.2060054, -8.335213 41.2060684, -8.3352156 41.2061406)",roundabout,,
92717892,True,1,EN 15,Avenida Comendador Abílio Seabra,primary,False,75.428,"LINESTRING (-8.3353771 41.2058933, -8.3351165 41.2058813, -8.3349068 41.2058258, -8.3347326 41.2057325, -8.3345754 41.2056342)",,,
"[441136563, 105885055]",True,,,Rua Doutor José Leite Vasconcelos,primary,False,121.77800000000002,"LINESTRING (-8.338526 41.2087118, -8.338385 41.208834, -8.3383677 41.2088616, -8.3381259 41.2092376, -8.3380195 41.2093941, -8.3379898 41.2094369, -8.3379234 41.2095209, -8.3378808 41.2095748, -8.3378249 41.2096025, -8.337769 41.2096301)",,,
490083649,False,,,Rua Doutor José Magalhães,residential,True,27.352,"LINESTRING (-8.328845 41.2089465, -8.3290275 41.2087424)",,,
490083647,False,,,Rua Doutor José Magalhães,residential,False,96.481,"LINESTRING (-8.328845 41.2089465, -8.3287205 41.2091535, -8.328591 41.2093299, -8.3285013 41.2094435, -8.3283826 41.2095797, -8.3283192 41.2096561, -8.3283106 41.2096677, -8.3282844 41.2097032)",,,
"[346606414, 1150171302]",False,,,Travessa do Carreiro,residential,False,178.892,"LINESTRING (-8.328845 41.2089465, -8.3289937 41.2090791, -8.3291003 41.2092178, -8.3291754 41.2093469, -8.3292076 41.2094317, -8.3292344 41.2094963, -8.3292988 41.2095043, -8.3294007 41.2095043, -8.3294973 41.209472, -8.3295756 41.2093943, -8.3296524 41.2093852, -8.3297724 41.2094105, -8.3301682 41.2098408)",,,
106522880,True,,,,tertiary,False,7.252,"LINESTRING (-8.3375793 41.2061326, -8.3376611 41.2061542)",,,
105885095,True,,,Rua Doutor José Leite Vasconcelos,primary,False,23.697,"LINESTRING (-8.3379475 41.2097354, -8.3379401 41.2096199, -8.3379841 41.2095487, -8.3379947 41.2095315)",,,
150223009,True,2,,Rotunda 20 de Junho,primary,False,19.535,"LINESTRING (-8.3379475 41.2097354, -8.3379028 41.2096875, -8.3378416 41.2096513, -8.337769 41.2096301)",roundabout,,
"[614633016, 379685615]",False,,,Rua Doutor José Mendes Moreira,residential,False,74.637,"LINESTRING (-8.3334956 41.2091535, -8.3335871 41.2091189, -8.3342704 41.2088209)",,,
"[613969371, 490065750]",True,1,,Rua de Valbom,residential,False,111.604,"LINESTRING (-8.3334956 41.2091535, -8.33361 41.2093994, -8.3336677 41.209606, -8.3335941 41.2096991, -8.3334552 41.209752, -8.3332344 41.2097281, -8.3330665 41.2096706)",,,
491117473,False,,,Rua Doutor José Magalhães,residential,False,35.348,"LINESTRING (-8.3293402 41.2085286, -8.3290275 41.2087424)",,,
491117473,False,,,Rua Doutor José Magalhães,residential,True,69.523,"LINESTRING (-8.3293402 41.2085286, -8.330021 41.20817)",,,
346606411,False,,,Rua do Carreiro,residential,True,163.416,"LINESTRING (-8.3293402 41.2085286, -8.3294821 41.2086561, -8.3295417 41.2086709, -8.3296209 41.2086691, -8.3304284 41.2086023, -8.3308034 41.2085629, -8.3310161 41.2085364, -8.3311888 41.208489)",,,
442034441,True,,,Rua 1º de Dezembro,residential,False,69.341,"LINESTRING (-8.3341924 41.2068851, -8.3349003 41.2065607)",,,
379685481,True,,,Rua Doutor José Barbosa Leão,residential,False,83.633,"LINESTRING (-8.3341924 41.2068851, -8.3344598 41.2071567, -8.3349196 41.2073844)",,,
379685617,True,,,Rua Serpa Pinto,residential,False,50.968,"LINESTRING (-8.3346421 41.2086565, -8.3351498 41.2084031)",,,
105885072,False,,,Rua Doutor José Correia Pacheco,residential,True,72.447,"LINESTRING (-8.3346421 41.2086565, -8.3347917 41.2087445, -8.3351999 41.208957, -8.3353445 41.2090373)",,,
379685616,False,,,Rua Doutor José Correia Pacheco,residential,False,109.975,"LINESTRING (-8.3346421 41.2086565, -8.3344227 41.2084755, -8.333925 41.2078325)",,,
"[614633016, 614633017, 614633018]",False,,,Rua Doutor José Mendes Moreira,residential,True,36.071,"LINESTRING (-8.3346421 41.2086565, -8.3345247 41.2087097, -8.3343449 41.2087883, -8.3342704 41.2088209)",,,
105885069,True,,,Rua Doutor José Correia Pacheco,residential,False,54.114,"LINESTRING (-8.3363877 41.209414, -8.3370125 41.2095401)",,,
126366574,False,,,,residential,False,32.884,"LINESTRING (-8.3363877 41.209414, -8.3365261 41.2091372)",,,
105885072,False,,,Rua Doutor José Correia Pacheco,residential,False,56.189,"LINESTRING (-8.3363877 41.209414, -8.3360266 41.2093585, -8.3357599 41.2092501)",,,
