osmid,highway,maxspeed,oneway,reversed,length,name,geometry,junction
289948407,residential,50,False,True,28.651,,"LINESTRING (-7.5957208 37.9429813, -7.5960186 37.9430873)",
289948410,residential,50,False,False,23.668,Rua António Carlos Calixto,"LINESTRING (-7.5957208 37.9429813, -7.5958159 37.9427821)",
289948424,residential,50,False,False,87.124,Largo do Côrro,"LINESTRING (-7.5957208 37.9429813, -7.5953541 37.9437095)",
289948409,residential,50,False,True,98.296,Rua de Sevilha,"LINESTRING (-7.5957208 37.9429813, -7.5952969 37.9428563, -7.5951227 37.9428192, -7.5950251 37.9428067, -7.5949153 37.9427985, -7.5946368 37.9428078)",
96056540,residential,50,False,False,13.253,Rua João Côrro,"LINESTRING (-7.596697 37.9410412, -7.5967317 37.9409252)",
289948401,residential,50,False,True,54.394,Alameda Abade Correia da Serra,"LINESTRING (-7.596697 37.9410412, -7.5972892 37.9411867)",
289948412,residential,50,False,True,40.017,Rua do Calvário,"LINESTRING (-7.596697 37.9410412, -7.5964663 37.9413517)",
289943835,residential,50,True,False,129.684,Rua João de Deus,"LINESTRING (-7.5972892 37.9411867, -7.5973396 37.9400211)",
289948401,residential,50,False,False,54.394,Alameda Abade Correia da Serra,"LINESTRING (-7.5972892 37.9411867, -7.596697 37.9410412)",
289948401,residential,50,False,True,74.086,Alameda Abade Correia da Serra,"LINESTRING (-7.5972892 37.9411867, -7.5981018 37.941369)",
96056525,residential,50,False,True,28.713,Rua Doutor Ramon Nonato de La Féria,"LINESTRING (-7.5973396 37.9400211, -7.597015 37.9399873)",
289943832,residential,50,False,False,49.512,,"LINESTRING (-7.5973396 37.9400211, -7.5974584 37.9400323, -7.5979002 37.940074)",
"[289943832, 289942399]",residential,50,False,False,118.49099999999999,Rua José Manuel da Graça Afreixo,"LINESTRING (-7.5979002 37.940074, -7.5984278 37.9401374, -7.5992359 37.9402348)",
289943832,residential,50,False,True,49.512,,"LINESTRING (-7.5979002 37.940074, -7.5974584 37.9400323, -7.5973396 37.9400211)",
289958463,residential,50,False,True,11.239,,"LINESTRING (-7.5998428 37.9438542, -7.5998967 37.9439459)",
75447354,residential,50,True,False,67.779,Rua das Portas de Beja,"LINESTRING (-7.5998428 37.9438542, -7.5996962 37.9438319, -7.5996705 37.9438271, -7.5993485 37.9437638, -7.5990943 37.9437037)",
76681590,residential,50,False,False,80.592,Rua Nova,"LINESTRING (-7.5998428 37.9438542, -7.6000171 37.9434014, -7.6000787 37.9432802, -7.6001418 37.9431699)",
289958472,residential,50,False,False,156.989,Rua das Varandas,"LINESTRING (-7.5998428 37.9438542, -7.5997115 37.9440686, -7.5994404 37.9446451, -7.5991922 37.9449441, -7.5990847 37.9451269)",
96056521,residential,50,False,False,68.512,Rua da Portela da Baleizoa,"LINESTRING (-7.5985107 37.945632, -7.5984189 37.9457161, -7.5983284 37.9457538, -7.59821 37.9457868, -7.5978079 37.94586)",
289958471,residential,50,False,True,25.906,Rua dos Farizes,"LINESTRING (-7.5985107 37.945632, -7.5986641 37.9455996, -7.5987919 37.9455615)",
289958466,residential,50,False,True,20.313,Rua de Santo António,"LINESTRING (-7.5955062 37.9450035, -7.5956982 37.9449013)",
289954623,residential,50,False,False,51.447,Rua Ajudante da Terra,"LINESTRING (-7.5955062 37.9450035, -7.5953589 37.9449091, -7.5952438 37.944844, -7.5951524 37.9448019, -7.5950173 37.9447516)",
289958466,residential,50,False,False,49.92,Rua de Santo António,"LINESTRING (-7.5955062 37.9450035, -7.5952384 37.9451278, -7.5950071 37.9452189)",
289958466,residential,50,False,False,30.354,Rua de Santo António,"LINESTRING (-7.5938304 37.94568, -7.5934966 37.9457523)",
289958466,residential,50,False,True,95.129,Rua de Santo António,"LINESTRING (-7.5938304 37.94568, -7.59439 37.945479, -7.5946182 37.9453912, -7.5948075 37.9453091)",
672562188,residential,50,False,True,138.135,Rua Doutor Afonso Henrique de Prado Castro e Lemos,"LINESTRING (-7.5938304 37.94568, -7.5939578 37.9457678, -7.5940835 37.9458165, -7.5942953 37.9458807, -7.59445 37.9459168, -7.5947193 37.9459674, -7.5949131 37.9459903, -7.5950726 37.9459863, -7.5953154 37.945958)",
76681590,residential,50,False,True,9.246,Rua Nova,"LINESTRING (-7.6001894 37.9430957, -7.6001418 37.9431699)",
76681804,residential,50,False,False,34.829,Rua de São Pedro,"LINESTRING (-7.6001894 37.9430957, -7.6002913 37.9429934, -7.6004381 37.9428515)",
