osmid,oneway,ref,highway,reversed,length,geometry,bridge,name,tunnel,junction,maxspeed,access
27868019,False,EM 513,tertiary,False,360.92,"LINESTRING (-8.3078448 41.3727948, -8.3080027 41.3727406, -8.3085902 41.3724495, -8.3087745 41.3724087, -8.3089602 41.3724196, -8.3091345 41.3724996, -8.3095239 41.3728257, -8.3099814 41.3732088, -8.3100955 41.3732466, -8.3101991 41.3732467, -8.3112511 41.3729776, -8.3114891 41.3729065)",,,,,,
"[122313448, 122395221, 122313456]",False,,tertiary,True,173.01500000000001,"LINESTRING (-8.3078448 41.3727948, -8.3078728 41.3728744, -8.308029 41.3735364, -8.3080534 41.3736363, -8.3080845 41.3737717, -8.3082232 41.3742625, -8.3082383 41.3743221)",yes,Ponte Rio Vizela,,,,
122048664,True,,residential,False,124.009,"LINESTRING (-8.3086462 41.3751443, -8.3075965 41.3759338)",,,,,,
40657135,True,,tertiary,False,83.312,"LINESTRING (-8.3086462 41.3751443, -8.308713 41.3752171, -8.3091859 41.3757746)",,Rua Doutor Abílio Torres,,,,
370720791,True,,tertiary,False,17.351,"LINESTRING (-8.3116609 41.3783628, -8.3116559 41.3782068)",,,,,,
"[114796754, 340112406, 114796751]",False,,tertiary,True,281.925,"LINESTRING (-8.3116609 41.3783628, -8.312228 41.3794001, -8.3123507 41.3795538, -8.3125451 41.3797187, -8.3128778 41.3798906, -8.3132831 41.3800422, -8.3134075 41.3800959, -8.3136292 41.3803013)",,,yes,,,
40657137,True,,tertiary,False,11.568000000000001,"LINESTRING (-8.3114108 41.3780179, -8.3113727 41.3780614, -8.31136 41.3781125)",,,,roundabout,,
40657137,True,,tertiary,False,46.26899999999999,"LINESTRING (-8.3116559 41.3782068, -8.311696 41.3781644, -8.3117112 41.3781137, -8.3116991 41.3780624, -8.3116615 41.3780187, -8.3116043 41.3779894, -8.3115364 41.3779789, -8.3114684 41.3779889, -8.3114108 41.3780179)",,,,roundabout,,
114796749,True,EN 106,primary,False,19.752,"LINESTRING (-8.3140839 41.3805292, -8.3141347 41.3805064, -8.3141717 41.3804717, -8.3141903 41.3804296, -8.3141883 41.3803852)",,,,roundabout,,
340112409,True,EN 106,primary,False,23.729000000000003,"LINESTRING (-8.3140839 41.3805292, -8.3141735 41.3805334, -8.3142733 41.3805514, -8.3143548 41.3805834)",,,,,,
114796749,True,EN 106,primary,False,14.085999999999999,"LINESTRING (-8.3141883 41.3803852, -8.3141674 41.380346, -8.3141304 41.3803142, -8.3140814 41.3802934)",,,,roundabout,,
122064284,True,,residential,False,63.702,"LINESTRING (-8.3105683 41.3793722, -8.3105175 41.3794493, -8.3103653 41.3796556, -8.3102377 41.3798877)",,,,,,
547069221,False,,tertiary,False,177.73499999999999,"LINESTRING (-8.3105683 41.3793722, -8.3091868 41.3785105, -8.3089302 41.3783504)",,Rua Nova do Fórum,,,50,
547069225,False,,tertiary,True,166.64000000000001,"LINESTRING (-8.3105683 41.3793722, -8.3111499 41.3797265, -8.3117722 41.3805383)",,Rua Joaquim da Costa Chicória,,,50,
547288995,True,,residential,False,104.76999999999998,"LINESTRING (-8.3105683 41.3793722, -8.3109167 41.3789637, -8.3110322 41.3788044, -8.311208 41.3785621)",,,,,,
547069221,False,,tertiary,True,19.182,"LINESTRING (-8.3060651 41.3775798, -8.3062932 41.3776013)",,Rua Nova do Fórum,,,50,
382460812,True,,tertiary,False,17.502,"LINESTRING (-8.3060651 41.3775798, -8.3059229 41.3775276, -8.3058845 41.3775019)",,Rua Nova do Fórum,,,50,
889391817,True,EN 106,primary,False,16.083,"LINESTRING (-8.3116567 41.3758547, -8.3115491 41.3759747)",,,,,,
121175409,True,,primary,False,8.375,"LINESTRING (-8.3115491 41.3759747, -8.3115104 41.3759743, -8.3114532 41.3759916)",,,,roundabout,,
121175409,True,,primary,False,15.402999999999999,"LINESTRING (-8.3114532 41.3759916, -8.3114093 41.3760239, -8.3113852 41.3760664, -8.3113846 41.3761126)",,,,roundabout,,
122560248,True,,residential,False,40.267,"LINESTRING (-8.3114532 41.3759916, -8.3114094 41.3759429, -8.3112749 41.3756568)",,,,,,
121175409,True,,primary,False,7.364000000000001,"LINESTRING (-8.3116948 41.3760687, -8.3116788 41.3760388, -8.3116718 41.3760258, -8.3116532 41.3760115)",,,,roundabout,,
121175410,False,,secondary,False,147.944,"LINESTRING (-8.3116948 41.3760687, -8.3127847 41.3758915, -8.3131595 41.3758157, -8.3134082 41.3757374)",,,,,,
198438075,True,,primary,False,25.688,"LINESTRING (-8.3116181 41.3763852, -8.3116701 41.3761575)",,,,,,
340112849,False,EN 106,primary,True,52.51,"LINESTRING (-8.3116181 41.3763852, -8.3116328 41.3768573)",,,,,,
889391814,True,,tertiary,False,7.405,"LINESTRING (-8.3097498 41.3764277, -8.3097959 41.3764846)",,Rua Doutor Abílio Torres,,,,
121175411,False,,tertiary,True,141.359,"LINESTRING (-8.3097498 41.3764277, -8.3098611 41.3763764, -8.3113846 41.3761126)",,,,,,
340112849,False,EN 106,primary,False,52.51,"LINESTRING (-8.3116328 41.3768573, -8.3116181 41.3763852)",,,,,,
340112849,False,EN 106,primary,True,29.969,"LINESTRING (-8.3116328 41.3768573, -8.3116777 41.3771247)",,,,,,
122560247,True,,residential,False,171.71699999999998,"LINESTRING (-8.3116328 41.3768573, -8.311962 41.3768323, -8.3123494 41.3768587, -8.3125655 41.376862, -8.3136845 41.3769234)",,,,,,
121175412,True,,tertiary,False,88.214,"LINESTRING (-8.3095405 41.3777057, -8.3094567 41.3777608, -8.3089879 41.3782858, -8.3089302 41.3783504)",,,,,,
121962399,True,,residential,False,70.776,"LINESTRING (-8.3095405 41.3777057, -8.3092884 41.3775891, -8.3092583 41.3775752, -8.3091226 41.3774617, -8.3091265 41.3773134, -8.3091418 41.3772272)",,,,,,
547069221,False,,tertiary,False,46.124,"LINESTRING (-8.3089302 41.3783504, -8.3084699 41.3781207)",,Rua Nova do Fórum,,,50,
547069221,False,,tertiary,True,177.73499999999999,"LINESTRING (-8.3089302 41.3783504, -8.3091868 41.3785105, -8.3105683 41.3793722)",,Rua Nova do Fórum,,,50,
121175412,True,,tertiary,False,169.368,"LINESTRING (-8.311208 41.3785621, -8.3110535 41.3784783, -8.3106011 41.3782329, -8.3098573 41.3778295, -8.3098285 41.3778144, -8.3096031 41.3777093, -8.3095405 41.3777057)",,,,,,
370720294,False,,tertiary,True,24.11,"LINESTRING (-8.311208 41.3785621, -8.311257 41.3784625, -8.311293 41.3783552)",,,,,,
40657135,True,,tertiary,False,86.56700000000001,"LINESTRING (-8.3091859 41.3757746, -8.3093776 41.3759865, -8.3095537 41.3761812, -8.3096486 41.3763028, -8.3097498 41.3764277)",,Rua Doutor Abílio Torres,,,,
121956216,False,,residential,False,97.926,"LINESTRING (-8.3091859 41.3757746, -8.3086911 41.3760059, -8.3081898 41.3762403)",,,,,,
121956218,True,,residential,False,57.349000000000004,"LINESTRING (-8.3088126 41.3771336, -8.3087422 41.3770326, -8.3086577 41.3769115, -8.3084958 41.3766759)",,,,,,
121956218,True,,residential,False,49.021,"LINESTRING (-8.3083081 41.3773488, -8.3084406 41.3773255, -8.3085651 41.3772613, -8.3088126 41.3771336)",,,,,,
121962398,True,,residential,False,88.154,"LINESTRING (-8.3083081 41.3773488, -8.308454 41.3777314, -8.3085056 41.3779808, -8.3084699 41.3781207)",,,,,,
121956216,False,,residential,True,97.926,"LINESTRING (-8.3081898 41.3762403, -8.3086911 41.3760059, -8.3091859 41.3757746)",,,,,,
121956218,True,,residential,False,49.278,"LINESTRING (-8.3081898 41.3762403, -8.3080641 41.3760862, -8.3079756 41.3760803, -8.3078611 41.376129, -8.3077486 41.3761769)",,,,,,
121962397,True,,residential,False,111.164,"LINESTRING (-8.3097959 41.3764846, -8.3096991 41.3765454, -8.3094767 41.3771362, -8.3093939 41.3772166, -8.3091418 41.3772272)",,Rua da Rainha,,,,
889391814,True,,tertiary,False,227.43699999999998,"LINESTRING (-8.3097959 41.3764846, -8.3098699 41.3765766, -8.3104281 41.377216, -8.3105393 41.3773282, -8.3107417 41.3774702, -8.310994 41.3776162, -8.3112759 41.3777302, -8.3113592 41.3777618, -8.3114099 41.3778033, -8.3114362 41.3778739, -8.3114369 41.3779508, -8.3114108 41.3780179)",,Rua Doutor Abílio Torres,,,,
121962397,True,,residential,False,30.14,"LINESTRING (-8.3091418 41.3772272, -8.308861 41.3771728, -8.3088126 41.3771336)",,Rua da Rainha,,,,
547069221,False,,tertiary,True,46.124,"LINESTRING (-8.3084699 41.3781207, -8.3089302 41.3783504)",,Rua Nova do Fórum,,,50,
122397381,False,,residential,False,55.345,"LINESTRING (-8.3084699 41.3781207, -8.3083879 41.3784145, -8.3081804 41.3785361)",,,,,,
547069221,False,,tertiary,False,192.716,"LINESTRING (-8.3084699 41.3781207, -8.307989 41.3779124, -8.3075295 41.3777779, -8.3072182 41.3777091, -8.306953 41.3776667, -8.3065954 41.3776297, -8.3062932 41.3776013)",,Rua Nova do Fórum,,,50,
40657135,True,,tertiary,False,98.63700000000001,"LINESTRING (-8.3082383 41.3743221, -8.3082564 41.3743953, -8.3082919 41.374544, -8.3083358 41.3746655, -8.308395 41.3748027, -8.3084657 41.3749211, -8.308585 41.3750843, -8.3086462 41.3751443)",,Rua Doutor Abílio Torres,,,,
"[122313456, 122395221, 122313448]",False,,tertiary,False,173.015,"LINESTRING (-8.3082383 41.3743221, -8.3082232 41.3742625, -8.3080845 41.3737717, -8.3080534 41.3736363, -8.308029 41.3735364, -8.3078728 41.3728744, -8.3078448 41.3727948)",yes,Ponte Rio Vizela,,,,
