osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,width
318862485,Caminho da Quingosta,residential,False,True,93.625,"LINESTRING (-8.4881321 42.0197227, -8.4880995 42.0196505, -8.488078 42.0195828, -8.48807 42.019525, -8.488086 42.0194054, -8.4881772 42.0191543, -8.4882389 42.0190467, -8.4881638 42.0190268, -8.4880613 42.0190564)",,,
375428259,Avenida Central de Moreira,primary,False,False,134.91400000000002,"LINESTRING (-8.4881321 42.0197227, -8.4883166 42.0196629, -8.4890538 42.0194834, -8.4892304 42.0194329, -8.4893798 42.0193517, -8.4895482 42.0191839)",EN 101,,
375428259,Avenida Central de Moreira,primary,False,True,81.719,"LINESTRING (-8.4881321 42.0197227, -8.4880304 42.0197764, -8.4879999 42.0197925, -8.4879166 42.0198365, -8.4877338 42.0199123, -8.4873923 42.0200226, -8.4872714 42.0200795)",EN 101,,
375428259,Avenida Central de Moreira,primary,False,False,81.719,"LINESTRING (-8.4872714 42.0200795, -8.4873923 42.0200226, -8.4877338 42.0199123, -8.4879166 42.0198365, -8.4879999 42.0197925, -8.4880304 42.0197764, -8.4881321 42.0197227)",EN 101,,
"[375428258, 375428259, 333438645]",Avenida Central de Moreira,primary,False,True,245.101,"LINESTRING (-8.4872714 42.0200795, -8.487167 42.0201431, -8.4870893 42.0202326, -8.4870461 42.0203426, -8.4869353 42.0207878, -8.4869212 42.0208646, -8.4866813 42.0219606, -8.4866746 42.0220106, -8.4866745 42.0221124, -8.486699 42.0222007)",EN 101,yes,
132607357,Rua da Bouça,unclassified,False,True,21.758,"LINESTRING (-8.488793 42.0243921, -8.4887186 42.0244255, -8.4886204 42.0244144, -8.4885685 42.024372)",,,
333438645,Avenida Central de Moreira,primary,False,False,129.517,"LINESTRING (-8.488793 42.0243921, -8.4885631 42.0241476, -8.4879575 42.023407)",EN 101,,
333438645,Avenida Central de Moreira,primary,False,True,49.922,"LINESTRING (-8.488793 42.0243921, -8.4890108 42.0246085, -8.489137 42.0247607)",EN 101,,
132607357,Rua da Bouça,unclassified,False,True,12.808,"LINESTRING (-8.4863014 42.0247557, -8.4862151 42.0248514)",,,
132607357,Rua da Bouça,unclassified,False,False,76.85300000000001,"LINESTRING (-8.4863014 42.0247557, -8.4868963 42.0246524, -8.4871579 42.0245162)",,,
330135793,Rua Salão Paroquial,residential,False,False,117.58400000000002,"LINESTRING (-8.4863014 42.0247557, -8.4863181 42.0246727, -8.4863806 42.024445, -8.4864691 42.0241422, -8.4865207 42.023813, -8.4865362 42.0237138)",,,
132607357,Rua da Bouça,unclassified,False,False,12.808,"LINESTRING (-8.4862151 42.0248514, -8.4863014 42.0247557)",,,
132607354,Rua de Prados,unclassified,False,False,87.85399999999998,"LINESTRING (-8.4862151 42.0248514, -8.4862472 42.0250543, -8.4863376 42.0253379, -8.4864547 42.0256191)",,,
132607357,Rua da Bouça,unclassified,False,True,36.576,"LINESTRING (-8.4862151 42.0248514, -8.4859005 42.0249459, -8.4857977 42.0249373)",,,
"[393241019, 237660547]","['Caminho do Redondelo', 'Travessa de Gramosas']",residential,False,False,172.637,"LINESTRING (-8.4812575 42.0244968, -8.4810992 42.0244829, -8.4809905 42.0244875, -8.4809517 42.0245088, -8.480872 42.0247608, -8.4808686 42.0247718, -8.4808096 42.0250448, -8.4807291 42.0252101, -8.4806781 42.0253257, -8.4806808 42.0253676, -8.480764 42.0256624, -8.4807569 42.0257925)",,,
132607357,Rua da Bouça,unclassified,False,False,258.246,"LINESTRING (-8.4807569 42.0257925, -8.4811599 42.0258551, -8.4813195 42.0258792, -8.4814587 42.0258606, -8.4815758 42.0258204, -8.4818296 42.0257786, -8.482024 42.025753, -8.4821329 42.0257474, -8.4822391 42.0257546, -8.4826569 42.0258322, -8.482755 42.0258359, -8.4828807 42.0258121, -8.4832485 42.0256865, -8.4837702 42.0255699)",,,
132607357,Rua da Bouça,unclassified,False,True,99.537,"LINESTRING (-8.4807569 42.0257925, -8.4804841 42.0257894, -8.4804111 42.0257895, -8.4800563 42.0257864, -8.4797731 42.0257945, -8.4797082 42.025819, -8.4796625 42.0258703, -8.4796424 42.0259165)",,,
"[237660547, 393241019]","['Caminho do Redondelo', 'Travessa de Gramosas']",residential,False,True,172.637,"LINESTRING (-8.4807569 42.0257925, -8.480764 42.0256624, -8.4806808 42.0253676, -8.4806781 42.0253257, -8.4807291 42.0252101, -8.4808096 42.0250448, -8.4808686 42.0247718, -8.480872 42.0247608, -8.4809517 42.0245088, -8.4809905 42.0244875, -8.4810992 42.0244829, -8.4812575 42.0244968)",,,
237990858,Rua da Separra,residential,False,False,55.967999999999996,"LINESTRING (-8.489137 42.0247607, -8.4892399 42.0247418, -8.4894062 42.0247777, -8.4895778 42.0248494, -8.489709 42.024963)",,,
333438645,Avenida Central de Moreira,primary,False,False,49.922,"LINESTRING (-8.489137 42.0247607, -8.4890108 42.0246085, -8.488793 42.0243921)",EN 101,,
333438645,Avenida Central de Moreira,primary,False,True,188.76399999999998,"LINESTRING (-8.489137 42.0247607, -8.4892779 42.0249628, -8.48945 42.0252771, -8.4895149 42.0254342, -8.4895319 42.0255149, -8.4895137 42.0256109, -8.4894523 42.025756, -8.4890953 42.0262803, -8.4890729 42.0263254)",EN 101,,
237990858,Rua da Separra,residential,False,False,53.145,"LINESTRING (-8.4907213 42.0241243, -8.4908768 42.0240811, -8.4911174 42.0239966, -8.4913016 42.0239198)",,,
237990858,Rua da Separra,residential,False,True,15.107,"LINESTRING (-8.4907213 42.0241243, -8.4906427 42.0241574, -8.4905622 42.0241913)",,,
333527613,Travessa de Valterra e Cortinhas,residential,False,False,59.59,"LINESTRING (-8.4907213 42.0241243, -8.4906856 42.0240603, -8.4907047 42.0239838, -8.4907438 42.0239212, -8.4907904 42.0238662, -8.4908353 42.0238096, -8.4908729 42.0237663, -8.4909209 42.0237281, -8.4909374 42.0236823, -8.4909209 42.0236464)",,,
237990858,Rua da Separra,residential,False,False,31.89,"LINESTRING (-8.489709 42.024963, -8.4898026 42.0249645, -8.4899188 42.0249152, -8.4900101 42.0248691, -8.4900485 42.0248474)",,,
237990858,Rua da Separra,residential,False,True,55.967999999999996,"LINESTRING (-8.489709 42.024963, -8.4895778 42.0248494, -8.4894062 42.0247777, -8.4892399 42.0247418, -8.489137 42.0247607)",,,
330141382,Caminho da Granja,residential,False,False,50.501999999999995,"LINESTRING (-8.489709 42.024963, -8.4898353 42.0251962, -8.4899438 42.0253823)",,,
238611253,Rua da Igreja,residential,False,False,389.977,"LINESTRING (-8.4840599 42.024699, -8.4840948 42.0245456, -8.4842025 42.0240863, -8.4844063 42.0236858, -8.4845592 42.0233112, -8.4846117 42.0230101, -8.48465 42.0227902, -8.4846048 42.0224704, -8.4845941 42.0222572, -8.4845985 42.0222427, -8.4846379 42.0221126, -8.4847254 42.0220408, -8.4848424 42.0219977, -8.4850018 42.0219862, -8.4853449 42.0220302, -8.4855164 42.0220259, -8.485712 42.0220887)",,,
376168353,Caminho da Lomba,residential,False,False,39.927,"LINESTRING (-8.4840599 42.024699, -8.4844063 42.0248435, -8.4844613 42.0248927)",,,
333438645,Avenida Central de Moreira,primary,False,False,49.958,"LINESTRING (-8.4879575 42.023407, -8.4876304 42.0230291)",EN 101,,
238611252,Rua de Valterra,residential,False,True,264.60100000000006,"LINESTRING (-8.4879575 42.023407, -8.4881342 42.0233262, -8.4883385 42.0232933, -8.4884538 42.0233132, -8.4885182 42.0233631, -8.4886281 42.0235145, -8.4887274 42.0236002, -8.4888856 42.0237018, -8.4889795 42.0238034, -8.4891056 42.0238492, -8.4895347 42.0239449, -8.4896501 42.0239907, -8.4897439 42.0240764, -8.4898459 42.02418, -8.4899263 42.0242119, -8.4900202 42.0242059, -8.490157 42.024176, -8.4904387 42.0241299, -8.490497 42.0241342, -8.4905622 42.0241913)",,,
333438645,Avenida Central de Moreira,primary,False,True,129.517,"LINESTRING (-8.4879575 42.023407, -8.4885631 42.0241476, -8.488793 42.0243921)",EN 101,,
132607357,Rua da Bouça,unclassified,False,False,110.967,"LINESTRING (-8.4844613 42.0248927, -8.4845731 42.024871, -8.4857977 42.0249373)",,,
132607357,Rua da Bouça,unclassified,False,True,95.11999999999999,"LINESTRING (-8.4844613 42.0248927, -8.4841014 42.025207, -8.4838842 42.0254932, -8.4837702 42.0255699)",,,
376168353,Caminho da Lomba,residential,False,True,39.927,"LINESTRING (-8.4844613 42.0248927, -8.4844063 42.0248435, -8.4840599 42.024699)",,,
333438645,Avenida Central de Moreira,primary,False,True,4.332,"LINESTRING (-8.486699 42.0222007, -8.4867203 42.0222363)",EN 101,,
238611253,Rua da Igreja,residential,False,True,85.734,"LINESTRING (-8.486699 42.0222007, -8.4864743 42.0222412, -8.4863188 42.0222572, -8.4861869 42.0222363, -8.4861122 42.0222132, -8.4857888 42.0221133, -8.485712 42.0220887)",,,
"[375428258, 375428259, 333438645]",Avenida Central de Moreira,primary,False,False,245.101,"LINESTRING (-8.486699 42.0222007, -8.4866745 42.0221124, -8.4866746 42.0220106, -8.4866813 42.0219606, -8.4869212 42.0208646, -8.4869353 42.0207878, -8.4870461 42.0203426, -8.4870893 42.0202326, -8.487167 42.0201431, -8.4872714 42.0200795)",EN 101,yes,
237990858,Rua da Separra,residential,False,False,15.107,"LINESTRING (-8.4905622 42.0241913, -8.4906427 42.0241574, -8.4907213 42.0241243)",,,
237990858,Rua da Separra,residential,False,True,84.67399999999999,"LINESTRING (-8.4905622 42.0241913, -8.4904415 42.0242995, -8.4900967 42.0247892, -8.4900485 42.0248474)",,,
238611252,Rua de Valterra,residential,False,False,264.60100000000006,"LINESTRING (-8.4905622 42.0241913, -8.490497 42.0241342, -8.4904387 42.0241299, -8.490157 42.024176, -8.4900202 42.0242059, -8.4899263 42.0242119, -8.4898459 42.02418, -8.4897439 42.0240764, -8.4896501 42.0239907, -8.4895347 42.0239449, -8.4891056 42.0238492, -8.4889795 42.0238034, -8.4888856 42.0237018, -8.4887274 42.0236002, -8.4886281 42.0235145, -8.4885182 42.0233631, -8.4884538 42.0233132, -8.4883385 42.0232933, -8.4881342 42.0233262, -8.4879575 42.023407)",,,
318862485,Caminho da Quingosta,residential,False,False,47.517,"LINESTRING (-8.4875025 42.0189745, -8.4876142 42.0189925, -8.4877995 42.0190319, -8.4879707 42.0190587, -8.4880324 42.0190647, -8.4880613 42.0190564)",,,
374100516,Beco do Paço,residential,False,False,71.32,"LINESTRING (-8.4875025 42.0189745, -8.4874319 42.0190092, -8.4873417 42.0190825, -8.4872703 42.0191538, -8.4872184 42.0192891, -8.4871895 42.0193916, -8.487105 42.0195222)",,,
374100518,Rua do Paço,residential,False,False,69.16499999999999,"LINESTRING (-8.4875025 42.0189745, -8.4875302 42.019026, -8.4875449 42.0190985, -8.4875527 42.0192853, -8.4875438 42.0194158, -8.487545 42.0194656, -8.4875212 42.0195086, -8.4874829 42.0195827)",,,2.5
330135793,Rua Salão Paroquial,residential,False,True,120.308,"LINESTRING (-8.4865207 42.0227171, -8.4866218 42.022897, -8.4866944 42.0229965, -8.4867749 42.0232216, -8.4867964 42.0233153, -8.4867803 42.023381, -8.4867427 42.0234388, -8.4865362 42.0237138)",,,
330135794,Terreiro de Santa Luzia,residential,False,False,96.702,"LINESTRING (-8.4865207 42.0227171, -8.4864435 42.0226635, -8.4862894 42.0225382, -8.4861837 42.0224577, -8.4860695 42.0223708, -8.4858898 42.0222353, -8.485712 42.0220887)",,,
330138693,Rua do Salão Paroquial,residential,False,True,133.58700000000002,"LINESTRING (-8.4865207 42.0227171, -8.4866864 42.0227793, -8.4867923 42.0228509, -8.486909 42.0229506, -8.487023 42.0231478, -8.4870914 42.0232774, -8.4876304 42.0230291)",,,
330135793,Rua Salão Paroquial,residential,False,False,120.30799999999999,"LINESTRING (-8.4865362 42.0237138, -8.4867427 42.0234388, -8.4867803 42.023381, -8.4867964 42.0233153, -8.4867749 42.0232216, -8.4866944 42.0229965, -8.4866218 42.022897, -8.4865207 42.0227171)",,,
330135793,Rua Salão Paroquial,residential,False,True,117.584,"LINESTRING (-8.4865362 42.0237138, -8.4865207 42.023813, -8.4864691 42.0241422, -8.4863806 42.024445, -8.4863181 42.0246727, -8.4863014 42.0247557)",,,
374182226,Caminho do Senhor dos Aflitos,residential,False,False,62.757999999999996,"LINESTRING (-8.4865362 42.0237138, -8.4863313 42.0237274, -8.4857843 42.0237928)",,,
238611253,Rua da Igreja,residential,False,False,85.73400000000001,"LINESTRING (-8.485712 42.0220887, -8.4857888 42.0221133, -8.4861122 42.0222132, -8.4861869 42.0222363, -8.4863188 42.0222572, -8.4864743 42.0222412, -8.486699 42.0222007)",,,
238611253,Rua da Igreja,residential,False,True,389.977,"LINESTRING (-8.485712 42.0220887, -8.4855164 42.0220259, -8.4853449 42.0220302, -8.4850018 42.0219862, -8.4848424 42.0219977, -8.4847254 42.0220408, -8.4846379 42.0221126, -8.4845985 42.0222427, -8.4845941 42.0222572, -8.4846048 42.0224704, -8.48465 42.0227902, -8.4846117 42.0230101, -8.4845592 42.0233112, -8.4844063 42.0236858, -8.4842025 42.0240863, -8.4840948 42.0245456, -8.4840599 42.024699)",,,
330135794,Terreiro de Santa Luzia,residential,False,True,96.702,"LINESTRING (-8.485712 42.0220887, -8.4858898 42.0222353, -8.4860695 42.0223708, -8.4861837 42.0224577, -8.4862894 42.0225382, -8.4864435 42.0226635, -8.4865207 42.0227171)",,,
330141382,Caminho da Granja,residential,False,True,305.26599999999996,"LINESTRING (-8.491418 42.0270461, -8.4907522 42.0269783, -8.4905139 42.0269097, -8.4899801 42.0269635, -8.489905 42.0269396, -8.4898434 42.026838, -8.4898266 42.0267065, -8.4897575 42.0261665, -8.4899828 42.0254492, -8.4899438 42.0253823)",,,
330153557,Rua do Borral,unclassified,False,False,3.721,"LINESTRING (-8.4837702 42.0255699, -8.483802 42.0255936)",,,
132607357,Rua da Bouça,unclassified,False,False,95.12,"LINESTRING (-8.4837702 42.0255699, -8.4838842 42.0254932, -8.4841014 42.025207, -8.4844613 42.0248927)",,,
132607357,Rua da Bouça,unclassified,False,True,258.246,"LINESTRING (-8.4837702 42.0255699, -8.4832485 42.0256865, -8.4828807 42.0258121, -8.482755 42.0258359, -8.4826569 42.0258322, -8.4822391 42.0257546, -8.4821329 42.0257474, -8.482024 42.025753, -8.4818296 42.0257786, -8.4815758 42.0258204, -8.4814587 42.0258606, -8.4813195 42.0258792, -8.4811599 42.0258551, -8.4807569 42.0257925)",,,
330153557,Rua do Borral,unclassified,False,True,3.721,"LINESTRING (-8.483802 42.0255936, -8.4837702 42.0255699)",,,
330153557,Rua do Borral,unclassified,False,False,252.933,"LINESTRING (-8.483802 42.0255936, -8.4842617 42.0256825, -8.4846908 42.0257622, -8.4854901 42.0260411, -8.4859515 42.0261527, -8.4862036 42.0261646, -8.486725 42.0262024)",,,
374182250,Caminho do Borral,residential,False,False,86.98299999999999,"LINESTRING (-8.483802 42.0255936, -8.4837792 42.0256688, -8.4838078 42.0258887, -8.4839148 42.0261325, -8.4839362 42.0262385, -8.4839112 42.0263577)",,,
132607354,Rua de Prados,unclassified,False,False,191.99200000000002,"LINESTRING (-8.486725 42.0262024, -8.4868913 42.0265083, -8.4869591 42.0265961, -8.4871801 42.0268822, -8.4873075 42.0269365, -8.4876318 42.0270746, -8.4879566 42.0274276, -8.4879989 42.0275756)",,,
132607354,Rua de Prados,unclassified,False,True,36.650999999999996,"LINESTRING (-8.486725 42.0262024, -8.4866395 42.0260451, -8.4865817 42.025891)",,,
330153557,Rua do Borral,unclassified,False,True,252.933,"LINESTRING (-8.486725 42.0262024, -8.4862036 42.0261646, -8.4859515 42.0261527, -8.4854901 42.0260411, -8.4846908 42.0257622, -8.4842617 42.0256825, -8.483802 42.0255936)",,,
333438645,Avenida Central de Moreira,primary,False,True,49.958,"LINESTRING (-8.4876304 42.0230291, -8.4879575 42.023407)",EN 101,,
330138693,Rua do Salão Paroquial,residential,False,False,133.58700000000002,"LINESTRING (-8.4876304 42.0230291, -8.4870914 42.0232774, -8.487023 42.0231478, -8.486909 42.0229506, -8.4867923 42.0228509, -8.4866864 42.0227793, -8.4865207 42.0227171)",,,
333438645,Avenida Central de Moreira,primary,False,False,117.21799999999999,"LINESTRING (-8.4876304 42.0230291, -8.4874645 42.0228373, -8.4873137 42.0226717, -8.4871441 42.022551, -8.4868214 42.0223591, -8.4867502 42.0222862, -8.4867203 42.0222363)",EN 101,,
330260571,Caminho do Outeiro,residential,False,True,12.155,"LINESTRING (-8.4894299 42.0191189, -8.4895482 42.0191839)",,,
376285998,,residential,False,False,40.479,"LINESTRING (-8.4894299 42.0191189, -8.4893684 42.0191404, -8.4892205 42.0191429, -8.4891747 42.0191031, -8.489115 42.0191003, -8.4889744 42.0191227)",,,
330260571,Caminho do Outeiro,residential,False,False,12.155,"LINESTRING (-8.4895482 42.0191839, -8.4894299 42.0191189)",,,
375428259,Avenida Central de Moreira,primary,False,True,134.914,"LINESTRING (-8.4895482 42.0191839, -8.4893798 42.0193517, -8.4892304 42.0194329, -8.4890538 42.0194834, -8.4883166 42.0196629, -8.4881321 42.0197227)",EN 101,,
