osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,maxspeed,ref
40657084,2,Avenida Soeiro Mendes da Maia,secondary,False,False,102.322,"LINESTRING (-8.4728061 41.3457369, -8.472921 41.3457887, -8.4738568 41.3462108)",,,
40657086,,,secondary,True,False,25.356,"LINESTRING (-8.4728061 41.3457369, -8.4727495 41.3456569, -8.4726795 41.3455299)",,,
173166425,2,,primary,True,False,19.824,"LINESTRING (-8.4722042 41.3456107, -8.4724386 41.3455821)",,,
40657085,2,,secondary,True,False,5.728,"LINESTRING (-8.4750878 41.3467944, -8.4751221 41.3467959, -8.475156 41.3467922)",roundabout,,
40657080,,Rua Doutor Oliveira Salazar,living_street,True,False,142.769,"LINESTRING (-8.4755406 41.3480276, -8.4755051 41.3479522, -8.4750985 41.3469622, -8.4750878 41.3467944)",,20,
40657083,,Rua José Luís de Andrade,residential,True,False,198.388,"LINESTRING (-8.4746538 41.3416671, -8.4747697 41.3417224, -8.4765201 41.3424846, -8.4767089 41.3425627)",,,
"[323827315, 323802981]",,"['Rua Sousa Trêpa', 'Praça Conde São Bento']",residential,True,False,181.826,"LINESTRING (-8.4746538 41.3416671, -8.4752409 41.3409107, -8.4755052 41.3405286, -8.4757045 41.3402354)",,50,
262166865,,Rua Eça de Queiroz,residential,True,False,81.793,"LINESTRING (-8.4758354 41.3400316, -8.4757753 41.3400125, -8.4749336 41.3397441)",,,
50730647,2,Avenida de Sousa Cruz,secondary,False,False,6.515,"LINESTRING (-8.4767089 41.3425627, -8.4767305 41.3425064)",,,
50730647,2,Avenida de Sousa Cruz,secondary,False,True,79.733,"LINESTRING (-8.4767089 41.3425627, -8.4766712 41.3426573, -8.4764816 41.343259)",,,
40657084,2,Avenida Soeiro Mendes da Maia,secondary,False,True,41.88,"LINESTRING (-8.4746415 41.3465646, -8.4745347 41.3465272, -8.4742096 41.346374)",,,
185628392,2,Avenida Soeiro Mendes da Maia,secondary,True,False,29.457,"LINESTRING (-8.4746415 41.3465646, -8.4747909 41.3466271, -8.4749506 41.3466924)",,,
40657085,2,,secondary,True,False,16.627,"LINESTRING (-8.475156 41.3467922, -8.4752018 41.3467776, -8.4752398 41.3467534, -8.4752667 41.3467219, -8.4752799 41.3466859)",roundabout,,
185628402,,Rua Professor Doutor Fernando A. Pires de Lima,tertiary,True,False,48.94,"LINESTRING (-8.475156 41.3467922, -8.4755425 41.3468459, -8.4757348 41.3468599)",,,
50730647,2,Avenida de Sousa Cruz,secondary,False,False,82.772,"LINESTRING (-8.4753535 41.3464552, -8.4756042 41.345735)",,,
185628395,,Avenida de Sousa Cruz,secondary,True,False,17.545,"LINESTRING (-8.4753535 41.3464552, -8.4752023 41.3465648)",,,
40657102,2,,primary,True,False,9.831,"LINESTRING (-8.4726795 41.3455299, -8.4726861 41.3454859, -8.4726698 41.3454435)",roundabout,,
40657087,,Rua de Francisco Moreira,residential,True,False,98.32900000000001,"LINESTRING (-8.47267 41.3439534, -8.4728235 41.3440247, -8.4730034 41.3440854, -8.4731847 41.3441117, -8.4733492 41.3441148, -8.4735575 41.3440871, -8.4737061 41.3440584, -8.4737856 41.3440339)",,,
40657096,,Rua do Monsenhor João Gonçalves da Costa,residential,False,True,173.923,"LINESTRING (-8.47267 41.3439534, -8.4723048 41.3437877, -8.4721763 41.343715, -8.4720779 41.3436027, -8.4718955 41.343248, -8.471804 41.3431455, -8.4716825 41.3430728, -8.471541 41.3430415, -8.4714116 41.3430454, -8.4713181 41.3430837, -8.4712343 41.3431337)",,,
40657087,,Rua de Francisco Moreira,residential,True,False,100.435,"LINESTRING (-8.4737856 41.3440339, -8.4738376 41.3440095, -8.4739172 41.3439442, -8.4739673 41.3438731, -8.4741142 41.3433207, -8.4741645 41.3432016)",,,
385850520,,Rua Doutor Francisco Sá Carneiro,residential,True,False,168.735,"LINESTRING (-8.4737856 41.3440339, -8.4738376 41.3440647, -8.4738862 41.3441027, -8.4739603 41.3441607, -8.47448 41.3454371)",,,
40657097,,Rua do Doutor Carneiro Pacheco,residential,False,True,31.667,"LINESTRING (-8.4741645 41.3432016, -8.4738347 41.3430609)",,,
40657097,,Rua do Doutor Carneiro Pacheco,residential,False,False,87.587,"LINESTRING (-8.4741645 41.3432016, -8.4742976 41.3432595, -8.4750716 41.3435974)",,,
40657097,,Rua do Doutor Carneiro Pacheco,residential,False,False,31.667,"LINESTRING (-8.4738347 41.3430609, -8.4741645 41.3432016)",,,
40657089,1,Rua de São Bento,residential,True,False,139.014,"LINESTRING (-8.4738347 41.3430609, -8.473734 41.3431549, -8.4727818 41.3438636, -8.47267 41.3439534)",,,
40657090,1,Largo Coronel Baptista Coelho,residential,True,False,124.025,"LINESTRING (-8.4738347 41.3430609, -8.4738725 41.3430136, -8.4740796 41.3427546, -8.4744756 41.3420572)",,,
"[40657097, 474040867]",2,"['Rua do Doutor Carneiro Pacheco', 'Rua do Doutor José Cardoso de Miranda']",residential,False,True,259.443,"LINESTRING (-8.4738347 41.3430609, -8.4737693 41.3430359, -8.4732429 41.3428196, -8.4729647 41.3427052, -8.4729025 41.3426378, -8.4729082 41.3425589, -8.4730488 41.3423852, -8.4732318 41.3421593, -8.473281 41.3420959, -8.4735756 41.3416999, -8.4737873 41.341444, -8.4738768 41.3413297)",,,
40657091,,Rua do Doutor António Augusto Pires de Lima,residential,True,False,74.935,"LINESTRING (-8.4738768 41.3413297, -8.4740015 41.3413838, -8.4744881 41.3415952, -8.4746538 41.3416671)",,,
"[40657097, 474040867]",2,"['Rua do Doutor Carneiro Pacheco', 'Rua do Doutor José Cardoso de Miranda']",residential,False,False,259.443,"LINESTRING (-8.4738768 41.3413297, -8.4737873 41.341444, -8.4735756 41.3416999, -8.473281 41.3420959, -8.4732318 41.3421593, -8.4730488 41.3423852, -8.4729082 41.3425589, -8.4729025 41.3426378, -8.4729647 41.3427052, -8.4732429 41.3428196, -8.4737693 41.3430359, -8.4738347 41.3430609)",,,
"[474040867, 40657092]",2,"['Rua Zulmira de Azevedo', 'Rua do Doutor José Cardoso de Miranda']",residential,False,True,107.283,"LINESTRING (-8.4738768 41.3413297, -8.4739322 41.3412458, -8.4740389 41.3411037, -8.4744098 41.3406097, -8.474432 41.340572, -8.4744858 41.3404808)",,,
40657093,,,residential,True,False,21.592,"LINESTRING (-8.4712874 41.3434426, -8.4712253 41.3432541)",,,
40657101,,Avenida Unisco Godiniz,primary,False,True,221.014,"LINESTRING (-8.4712874 41.3434426, -8.471515 41.3435749, -8.4722613 41.3440808, -8.472341 41.3441602, -8.4724687 41.3443359, -8.472691 41.3446384, -8.4727361 41.3447211, -8.4727376 41.3448092, -8.4727383 41.3448463, -8.472697 41.3450002)",,,EN 204
40657095,,,residential,True,False,13.409,"LINESTRING (-8.4712253 41.3432541, -8.4712343 41.3431337)",,,
40657096,,Rua do Monsenhor João Gonçalves da Costa,residential,False,False,173.923,"LINESTRING (-8.4712343 41.3431337, -8.4713181 41.3430837, -8.4714116 41.3430454, -8.471541 41.3430415, -8.4716825 41.3430728, -8.471804 41.3431455, -8.4718955 41.343248, -8.4720779 41.3436027, -8.4721763 41.343715, -8.4723048 41.3437877, -8.47267 41.3439534)",,,
40657097,,Rua do Doutor Carneiro Pacheco,residential,False,True,95.07499999999999,"LINESTRING (-8.47981 41.3456206, -8.4797091 41.3455814, -8.4788208 41.345197)",,,
50728115,,Rua de José Bento Correia,residential,False,False,174.592,"LINESTRING (-8.47981 41.3456206, -8.4802718 41.3442314, -8.4803126 41.3440965)",,,
50730724,,Rua de Vilalva,residential,False,True,162.90300000000002,"LINESTRING (-8.47981 41.3456206, -8.479912 41.3456698, -8.4814912 41.3463643)",,,
305069156,,Rua da Indústria,residential,False,True,95.965,"LINESTRING (-8.47981 41.3456206, -8.4797864 41.3457198, -8.4795338 41.3464581)",,,
40657100,1,Avenida Unisco Godiniz,primary,True,False,48.197,"LINESTRING (-8.472697 41.3450002, -8.4726468 41.3450958, -8.4725949 41.3452198, -8.4725836 41.3452466, -8.4724662 41.345395)",,,
40657101,,Avenida Unisco Godiniz,primary,False,False,221.014,"LINESTRING (-8.472697 41.3450002, -8.4727383 41.3448463, -8.4727376 41.3448092, -8.4727361 41.3447211, -8.472691 41.3446384, -8.4724687 41.3443359, -8.472341 41.3441602, -8.4722613 41.3440808, -8.471515 41.3435749, -8.4712874 41.3434426)",,,EN 204
40657102,2,,primary,True,False,9.809000000000001,"LINESTRING (-8.4724662 41.345395, -8.4724204 41.3454225, -8.472392 41.3454612)",roundabout,,
40657102,2,,primary,True,False,19.689,"LINESTRING (-8.4726698 41.3454435, -8.472633 41.3454089, -8.4725815 41.3453875, -8.4725399 41.345384, -8.4725229 41.3453826, -8.4724662 41.345395)",roundabout,,
173166421,1,Avenida Unisco Godiniz,primary,True,False,49.587,"LINESTRING (-8.4726698 41.3454435, -8.4726602 41.3453366, -8.4726654 41.345252, -8.4727001 41.3451049, -8.472697 41.3450002)",,,
41599485,,Rua de Ângelo Andrade,residential,False,True,7.173,"LINESTRING (-8.4734557 41.3402023, -8.4735296 41.3402352)",,,
41599476,,Rua Doutor João Gonçalves ,residential,True,False,208.68,"LINESTRING (-8.4734557 41.3402023, -8.4734092 41.3402042, -8.4730243 41.3402198, -8.4724782 41.3404901, -8.472376 41.3405665, -8.4722949 41.3406745, -8.4722522 41.3407347, -8.4721036 41.3409441, -8.4720056 41.3410396, -8.4718037 41.3411773, -8.471725 41.3412612, -8.4716964 41.3413543)",,,
"[474040867, 40657092]",2,"['Rua do Doutor José Cardoso de Miranda', 'Rua Zulmira de Azevedo']",residential,False,False,107.28299999999999,"LINESTRING (-8.4744858 41.3404808, -8.474432 41.340572, -8.4744098 41.3406097, -8.4740389 41.3411037, -8.4739322 41.3412458, -8.4738768 41.3413297)",,,
40657092,,Rua Zulmira de Azevedo,residential,False,True,90.045,"LINESTRING (-8.4744858 41.3404808, -8.474565 41.3403506, -8.4746668 41.3401831, -8.4749066 41.3397886, -8.4749336 41.3397441)",,,
