osmid,oneway,lanes,name,highway,maxspeed,junction,reversed,length,geometry,bridge,ref,access
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,56.964,"LINESTRING (-8.5473594 40.9288519, -8.5473921 40.9288759, -8.5474351 40.9288888, -8.5474739 40.9289004, -8.5478368 40.9288934, -8.5480182 40.9288899)",,,
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,20.124,"LINESTRING (-8.5480182 40.9288899, -8.5481276 40.9288878, -8.5482084 40.9288614, -8.5482377 40.9288386)",,,
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,18.618000000000002,"LINESTRING (-8.5482377 40.9288386, -8.5482696 40.9288137, -8.548302 40.928752, -8.5483007 40.9286856)",,,
53093323,True,1,Rua 1º Maio,residential,40,,False,13.562,"LINESTRING (-8.5483007 40.9286856, -8.5483455 40.9286341, -8.5483814 40.9285802)",,,
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,14.779,"LINESTRING (-8.5483007 40.9286856, -8.5482658 40.9286246, -8.5482027 40.9285783)",,,
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,26.943,"LINESTRING (-8.5481377 40.9285558, -8.5478171 40.928562)",,,
170484434,True,1,Rua Professor Egas Moniz,secondary,50,,False,27.083,"LINESTRING (-8.5481377 40.9285558, -8.5480851 40.9284905, -8.5480661 40.9284691, -8.5479995 40.928337)",,,
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,36.795,"LINESTRING (-8.5478171 40.928562, -8.5474672 40.9285664, -8.5473864 40.9285928)",,,
170483513,True,1,Rua Doutor Cândido de Pinho,secondary,,,False,28.895000000000003,"LINESTRING (-8.5473864 40.9285928, -8.5472992 40.928604, -8.5472301 40.928617, -8.5471703 40.9286436, -8.5470719 40.9286884)",,,
1182556018,True,2,Rua Doutor Cândido de Pinho,secondary,50,circular,False,33.102000000000004,"LINESTRING (-8.5473864 40.9285928, -8.5473252 40.9286405, -8.5472928 40.9287022, -8.5472941 40.9287687, -8.547329 40.9288296, -8.5473594 40.9288519)",,,
528938272,False,2,Rua Professor Egas Moniz,secondary,50,,True,127.77900000000001,"LINESTRING (-8.5477753 40.9257732, -8.5477793 40.9258134, -8.5477957 40.9259788, -8.5478069 40.926129, -8.5478171 40.9262344, -8.5478405 40.9264751, -8.5478426 40.9264963, -8.5478837 40.9269194)",,,
1120967693,True,,Rua Professor Egas Moniz,secondary,,roundabout,False,14.193000000000001,"LINESTRING (-8.5477753 40.9257732, -8.5478162 40.9257651, -8.547851 40.925747, -8.5478755 40.925721, -8.5478868 40.9256903)",,,
53091717,True,,Avenida Clube Desportivo Feirense,tertiary,,,False,38.234,"LINESTRING (-8.5475664 40.9271766, -8.5476426 40.9271869, -8.5477416 40.9272194, -8.5477806 40.9272367, -8.5478286 40.9272721, -8.5478707 40.9273203, -8.5479171 40.9273705)",,,
436192298,True,,Avenida Clube Desportivo Feirense,tertiary,40,,False,28.517,"LINESTRING (-8.5475664 40.9271766, -8.5477121 40.9271708, -8.5478078 40.9271673, -8.5478488 40.9271582, -8.5478996 40.9271423)",,,
53087878,True,,Rua São Nicolau,residential,,,False,24.148,"LINESTRING (-8.5450222 40.9273283, -8.5449229 40.9271245)",,,
903119853,False,,Avenida Clube Desportivo Feirense,tertiary,40,,False,12.426,"LINESTRING (-8.5450222 40.9273283, -8.544882 40.9273639)",,,
903119853,False,,Avenida Clube Desportivo Feirense,tertiary,40,,True,59.873,"LINESTRING (-8.5450222 40.9273283, -8.5451376 40.9273082, -8.545159 40.9273045, -8.5453516 40.9272927, -8.5454243 40.9272884, -8.5457295 40.9272702)",,,
903119853,False,,Avenida Clube Desportivo Feirense,tertiary,40,,True,9.296,"LINESTRING (-8.5447808 40.9273977, -8.544882 40.9273639)",,,
903119853,False,,Avenida Clube Desportivo Feirense,tertiary,40,,False,89.4,"LINESTRING (-8.5447808 40.9273977, -8.5445458 40.9275069, -8.5443099 40.9276625, -8.5439395 40.9278873)",,,
53085344,False,2,Avenida 25 de Abril,tertiary,40,,False,154.6,"LINESTRING (-8.5434923 40.9282313, -8.5428628 40.9287368, -8.5427421 40.9288353, -8.5423048 40.9291922, -8.5422371 40.929248)",,,
53087881,False,2,Avenida Doutor Belchior Cardoso da Costa,tertiary,50,,False,88.31800000000001,"LINESTRING (-8.5434923 40.9282313, -8.543446 40.9282011, -8.5433598 40.9281449, -8.5427096 40.9277011)",,,
1120967752,False,2,Avenida 25 de Abril,tertiary,40,,True,53.672,"LINESTRING (-8.5434923 40.9282313, -8.5437063 40.9280509, -8.5438143 40.9279758, -8.5439395 40.9278873)",,,
53085516,True,,Rua Professor Egas Moniz,secondary,,roundabout,False,17.758,"LINESTRING (-8.5478868 40.9256903, -8.5478834 40.9256584, -8.5478659 40.9256294, -8.5478362 40.9256066, -8.5477981 40.9255929, -8.547756 40.9255899)",,,
1120967721,True,,Rua Professor Egas Moniz,secondary,,roundabout,False,14.199,"LINESTRING (-8.547756 40.9255899, -8.5477151 40.9255979, -8.5476803 40.925616, -8.5476558 40.925642, -8.5476446 40.9256728)",,,
1149660057,False,2,Largo Doutor Aguiar Cardoso,secondary,50,,False,34.260999999999996,"LINESTRING (-8.547756 40.9255899, -8.5477567 40.9255408, -8.5477579 40.9254579, -8.5477569 40.9252818)",,,
978478151,False,2,Rua António de Castro Corte Real,secondary,30,,True,209.01199999999997,"LINESTRING (-8.5436457 40.9235737, -8.5437528 40.9235668, -8.5438261 40.9235621, -8.5440479 40.9235478, -8.5443434 40.9235287, -8.5444761 40.9235243, -8.5444794 40.9235242, -8.5446452 40.9235353, -8.5447146 40.9235463, -8.5448286 40.9235745, -8.5450595 40.9236475, -8.545355 40.923741, -8.5455486 40.9238039, -8.5455636 40.9238088, -8.5456198 40.923827, -8.5457902 40.9238823, -8.5458999 40.9239179, -8.5459396 40.9239308, -8.5460196 40.9239568)",,,
"[158847735, 158847734, 1120967751]",False,2,"['Largo Camões', 'Rua António de Castro Corte Real']",secondary,"['30', '50']",,False,128.119,"LINESTRING (-8.5436457 40.9235737, -8.5435501 40.9235791, -8.5434455 40.9235874, -8.5434179 40.9235916, -8.5433672 40.9235994, -8.5432098 40.9236235, -8.5431314 40.9236403, -8.5430477 40.9236655, -8.5430318 40.9236711, -8.5429812 40.923689, -8.5429229 40.9237122, -8.5426046 40.9238482, -8.5424729 40.9238988, -8.5422937 40.9239677, -8.5422467 40.9239934)",yes,,
53087882,True,,Rotunda do Rotary Clube da Feira,tertiary,,roundabout,False,25.055999999999997,"LINESTRING (-8.541201 40.9258443, -8.5412315 40.9258293, -8.5412558 40.9258088, -8.5412722 40.9257842, -8.5412796 40.9257573, -8.5412773 40.9257298, -8.5412647 40.9257022, -8.5412424 40.9256783, -8.5412122 40.9256599)",,,
"[1227922264, 53087881]",False,2,Avenida Doutor Belchior Cardoso da Costa,tertiary,50,,True,244.39000000000004,"LINESTRING (-8.541201 40.9258443, -8.5412171 40.9258728, -8.5412853 40.9259934, -8.5413082 40.9260338, -8.5414034 40.9262019, -8.5415415 40.926446, -8.5415973 40.9265413, -8.5416227 40.926577, -8.541737 40.9267375, -8.5418617 40.9269045, -8.5421007 40.9271775, -8.5422484 40.9273126, -8.5424483 40.9274936, -8.5426607 40.9276636, -8.5427096 40.9277011)",,,
182289265,True,1,Avenida Doutor Belchior Cardoso da Costa,tertiary,50,,False,20.273,"LINESTRING (-8.5412122 40.9256599, -8.541128 40.9255773, -8.5410702 40.9255126)",,,
"[1120967722, 1120967723]",True,,Rotunda do Rotary Clube da Feira,tertiary,,roundabout,False,15.317,"LINESTRING (-8.5412122 40.9256599, -8.5411697 40.9256475, -8.5411241 40.9256461, -8.5410804 40.925656, -8.5410434 40.925676)",,,
1120967722,True,,Rotunda do Rotary Clube da Feira,tertiary,,roundabout,False,5.859999999999999,"LINESTRING (-8.5410434 40.925676, -8.5410221 40.9256969, -8.5410084 40.9257211)",,,
