osmid,highway,junction,oneway,reversed,length,name,geometry,maxspeed,ref,lanes,bridge,tunnel
528952294,primary,roundabout,True,False,6.517,,"LINESTRING (-8.4737594 40.8362325, -8.4737528 40.8362909)",,,,,
136990413,residential,,False,True,85.057,Rua Doutor Basílio Lopes Pereira,"LINESTRING (-8.4785611 40.8427194, -8.4781932 40.8428483, -8.4780727 40.84289, -8.4776228 40.8427791)",,,,,
253856898,tertiary,,True,False,45.766,Rua Padre Salgueiro,"LINESTRING (-8.478631 40.8414692, -8.4787074 40.8410617)",,,,,
465675073,living_street,,False,True,25.826,Beco Lar dos Pobres,"LINESTRING (-8.478631 40.8414692, -8.4789348 40.8414357)",,,,,
1080617349,tertiary,,False,True,6.827,Rua Padre Salgueiro,"LINESTRING (-8.478631 40.8414692, -8.4786132 40.8415291)",,,,,
253856898,tertiary,,True,False,32.988,Rua Padre Salgueiro,"LINESTRING (-8.4787431 40.8408503, -8.4787762 40.8407284, -8.478822 40.8405597)",,,,,
43111362,tertiary,roundabout,True,False,20.933999999999997,Largo Luis de Camões,"LINESTRING (-8.4796203 40.838484, -8.4796825 40.8384832, -8.4797423 40.83847, -8.4797954 40.8384455, -8.4798382 40.8384114)",,,,,
138250803,tertiary,,True,False,193.43599999999998,Rua Engenheiro Arantes de Oliveira,"LINESTRING (-8.4806962 40.8348027, -8.4806767 40.8348624, -8.4806685 40.8348772, -8.4806466 40.834972, -8.4806008 40.835216, -8.4805303 40.835532, -8.4805202 40.8355772, -8.4805053 40.8356444, -8.480501 40.8356589, -8.480473 40.8357532, -8.4802813 40.8363365, -8.480243 40.8364324, -8.4802327 40.8364467, -8.4801974 40.8364958)",,,,,
179721380,residential,,False,False,80.75,Rua Doutor Ernesto Soares dos Reis,"LINESTRING (-8.4806962 40.8348027, -8.4806026 40.8347909, -8.4804658 40.8348327, -8.4798018 40.8350382)",50,,,,
1255637132,secondary,,False,False,60.832,Rua Manuel Brandão,"LINESTRING (-8.4825472 40.8369062, -8.4818486 40.836765)",,EN 224,,,
465224390,residential,,False,True,28.346,Rua Professor Fausto de Melo,"LINESTRING (-8.4825472 40.8369062, -8.4824807 40.8371115, -8.4824617 40.8371526)",,,,,
