osmid,lanes,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,width,tunnel,name
"[620076465, 620081102, 94252519]",1,primary_link,True,False,159.243,"LINESTRING (-7.8111854 37.0670841, -7.8112525 37.066976, -7.8113222 37.0667032, -7.8114218 37.0664236, -7.8114657 37.0663307, -7.8115478 37.0662452, -7.8116508 37.0662237, -7.81175 37.0662146, -7.8118796 37.0662328, -7.8119683 37.0662672, -7.8120746 37.0663221, -7.8121455 37.0663869)",,50,yes,,,
620076472,1,primary_link,True,False,16.69,"LINESTRING (-7.8121455 37.0663869, -7.8122409 37.0664377, -7.812259 37.0664484, -7.8123043 37.0664669)",,,,,,
620076530,1,primary_link,True,False,18.808999999999997,"LINESTRING (-7.8121455 37.0663869, -7.8121604 37.0664698, -7.8121544 37.0665239, -7.812154 37.066555)",,,,,,
"[620076461, 94252526]",1,primary_link,True,False,126.77900000000001,"LINESTRING (-7.8121683 37.0662841, -7.8119069 37.0661395, -7.8117667 37.0660311, -7.8116768 37.0659058, -7.8116414 37.0657962, -7.8116245 37.0656916, -7.8116375 37.0654843, -7.8116439 37.0653244)",,,,,,
93703978,1,secondary,True,False,29.665,"LINESTRING (-7.8125426 37.0662799, -7.8124665 37.0663442, -7.8123228 37.0664531, -7.8123043 37.0664669)",,,,,,
620076485,1,primary_link,True,False,34.197,"LINESTRING (-7.8125426 37.0662799, -7.8124413 37.0663073, -7.8123671 37.0663175, -7.8121683 37.0662841)",,,,,,
592118883,1,secondary,True,False,25.024,"LINESTRING (-7.8100029 37.0672722, -7.810255 37.0671713)",,,,,,
620076518,2,primary_link,False,True,7.501,"LINESTRING (-7.8100029 37.0672722, -7.809965 37.0672119)",,,,,,
592118882,1,primary_link,True,False,18.21,"LINESTRING (-7.8100029 37.0672722, -7.8100066 37.0673398, -7.8100485 37.0674299)",,,,,,
"[620076473, 620076490]",1,secondary,True,False,108.078,"LINESTRING (-7.812154 37.066555, -7.8119897 37.0666356, -7.8115841 37.066764, -7.8112887 37.0668283, -7.8110153 37.0668857)",,,,,,
"[620081097, 620081090, 620081099, 620081091]","['1', '2']",primary,True,False,522.219,"LINESTRING (-7.8123072 37.0623804, -7.8122476 37.0628335, -7.8121671 37.0632605, -7.811974 37.0639625, -7.8118694 37.0643392, -7.8114992 37.0655591, -7.8113115 37.0662504, -7.8111901 37.0667229, -7.8111237 37.0669771)",EN 398,70,yes,,,
620076512,1,secondary,True,False,36.63,"LINESTRING (-7.8093891 37.0675898, -7.8095324 37.0675266, -7.8097388 37.0674153)",,,,,,
361757015,1,residential,False,False,179.594,"LINESTRING (-7.8119688 37.0659942, -7.812066 37.0659061, -7.8122832 37.0657869, -7.8123827 37.0657384, -7.8130981 37.06539, -7.8132242 37.0653043, -7.8132849 37.0652111, -7.813362 37.0650658, -7.8134367 37.0650081, -7.8134963 37.0650109)",,50,,,,
"[27504609, 79950210, 638585212]",1,tertiary,False,"[False, True]",579.895,"LINESTRING (-7.8134963 37.0650109, -7.8134788 37.0647287, -7.8134323 37.0645543, -7.8133778 37.0644227, -7.8132668 37.0643403, -7.8131257 37.0642835, -7.8128564 37.0642097, -7.8127799 37.0642007, -7.8126107 37.0641808, -7.8120957 37.0642086, -7.8117425 37.0642822, -7.8115809 37.0643257, -7.8113999 37.0643999, -7.8107259 37.0646067, -7.8101216 37.0646602, -7.8097423 37.0647153, -7.8094253 37.0648167, -7.8089757 37.0650722, -7.8086854 37.0652081, -7.808405 37.0653451, -7.8081475 37.0654136, -7.8080083 37.0654283)",,,,"['4', '4.5', '5']",yes,Estrada do Laranjeiro
361757015,1,residential,False,True,179.59400000000002,"LINESTRING (-7.8134963 37.0650109, -7.8134367 37.0650081, -7.813362 37.0650658, -7.8132849 37.0652111, -7.8132242 37.0653043, -7.8130981 37.06539, -7.8123827 37.0657384, -7.8122832 37.0657869, -7.812066 37.0659061, -7.8119688 37.0659942)",,50,,,,
635037247,2,tertiary,False,True,16.569,"LINESTRING (-7.8134963 37.0650109, -7.8135645 37.0651054, -7.8135891 37.0651402)",,,,,,
361760574,,unclassified,False,True,7.813,"LINESTRING (-7.8107786 37.0666786, -7.8108551 37.0666438)",,,,,,
361759420,1,secondary_link,True,False,27.839,"LINESTRING (-7.8107786 37.0666786, -7.8108555 37.0668834, -7.8108733 37.0669171)",,,,,,
361760574,,unclassified,False,False,145.972,"LINESTRING (-7.8107786 37.0666786, -7.8106399 37.0667332, -7.8104612 37.0668438, -7.8102486 37.0669815, -7.8101821 37.0670132, -7.8100268 37.0670872, -7.809808 37.0672175, -7.8096447 37.0672839, -7.8093794 37.0673444)",,,,,,
361760574,,unclassified,False,False,10.434999999999999,"LINESTRING (-7.8109449 37.0665832, -7.8108924 37.0666187, -7.8108551 37.0666438)",,,,,,
361760574,,unclassified,False,True,145.972,"LINESTRING (-7.8093794 37.0673444, -7.8096447 37.0672839, -7.809808 37.0672175, -7.8100268 37.0670872, -7.8101821 37.0670132, -7.8102486 37.0669815, -7.8104612 37.0668438, -7.8106399 37.0667332, -7.8107786 37.0666786)",,,,,,
"[620076504, 620076515]","['1', '2']",secondary,True,False,60.101,"LINESTRING (-7.810255 37.0671713, -7.8103888 37.0671247, -7.8104934 37.0670958, -7.8108982 37.0670044)",,,,,,
592118881,1,primary_link,True,False,21.644,"LINESTRING (-7.8101688 37.0674105, -7.8100656 37.0673013, -7.8100029 37.0672722)",,,,,,
592118884,1,primary_link,True,False,28.761,"LINESTRING (-7.8101688 37.0674105, -7.8101622 37.0673066, -7.8102118 37.0672232, -7.810255 37.0671713)",,,,,,
592118886,1,secondary,True,False,28.325,"LINESTRING (-7.8097388 37.0674153, -7.80996 37.0672961, -7.8100029 37.0672722)",,,,,,
592118888,1,primary_link,True,False,27.698999999999998,"LINESTRING (-7.8097388 37.0674153, -7.8099073 37.0674094, -7.8099999 37.0674233, -7.8100485 37.0674299)",,,,,,
94252523,1,primary_link,True,False,206.988,"LINESTRING (-7.8100485 37.0674299, -7.8102545 37.0676832, -7.8105334 37.0680587, -7.8106185 37.0682096, -7.8106833 37.0684287, -7.8106838 37.0686149, -7.8106353 37.0689215, -7.8106121 37.0690366, -7.8106248 37.0691568)",,,,,,
620076482,2,primary_link,False,False,8.471,"LINESTRING (-7.8123551 37.0665314, -7.8123043 37.0664669)",,,,,,
620076532,1,secondary,True,False,85.89999999999999,"LINESTRING (-7.8123551 37.0665314, -7.8124166 37.0664944, -7.8127022 37.0662579, -7.8128873 37.0660364, -7.812932 37.0659256)",,,,,,
620076482,2,primary_link,False,True,8.471,"LINESTRING (-7.8123043 37.0664669, -7.8123551 37.0665314)",,,,,,
620076467,1,secondary,True,False,16.576,"LINESTRING (-7.8123043 37.0664669, -7.8122761 37.0664879, -7.812154 37.066555)",,,,,,
620076487,1,primary_link,True,False,24.194,"LINESTRING (-7.8123043 37.0664669, -7.8122878 37.0664078, -7.8122355 37.0663403, -7.8121683 37.0662841)",,,,,,
620076476,1,secondary,True,False,13.076,"LINESTRING (-7.8110153 37.0668857, -7.8109585 37.0668972, -7.8108733 37.0669171)",,,,,,
620076499,1,secondary_link,True,False,8.991,"LINESTRING (-7.8110153 37.0668857, -7.8109641 37.0668658, -7.8109239 37.0668508)",,,,,,
620076507,2,secondary_link,False,True,9.956,"LINESTRING (-7.8108982 37.0670044, -7.8108733 37.0669171)",,,,,,
"[620076493, 620076479]","['1', '2']",secondary,True,False,141.003,"LINESTRING (-7.8108982 37.0670044, -7.8113893 37.0669054, -7.8116789 37.0668337, -7.8120826 37.0666903, -7.8122368 37.0666025, -7.8123551 37.0665314)",,,,,,
620076518,2,primary_link,False,False,7.501,"LINESTRING (-7.809965 37.0672119, -7.8100029 37.0672722)",,,,,,
620076524,1,secondary,True,False,66.163,"LINESTRING (-7.809965 37.0672119, -7.8098973 37.0672569, -7.8098363 37.0672954, -7.8095131 37.0675046, -7.8093891 37.0675898)",,,,,,
620076495,1,secondary_link,True,False,8.632,"LINESTRING (-7.8108733 37.0669171, -7.8109239 37.0668508)",,,,,,
620076507,2,secondary_link,False,False,9.956,"LINESTRING (-7.8108733 37.0669171, -7.8108982 37.0670044)",,,,,,
"[620076520, 620076502]","['1', '2']",secondary,True,False,87.51599999999999,"LINESTRING (-7.8108733 37.0669171, -7.810538 37.0669973, -7.8103338 37.0670487, -7.810075 37.0671547, -7.809965 37.0672119)",,,,,,
361760574,,unclassified,False,False,7.813,"LINESTRING (-7.8108551 37.0666438, -7.8107786 37.0666786)",,,,,,
361760574,,unclassified,False,True,10.434999999999999,"LINESTRING (-7.8108551 37.0666438, -7.8108924 37.0666187, -7.8109449 37.0665832)",,,,,,
620076528,1,secondary_link,True,False,23.813,"LINESTRING (-7.8109239 37.0668508, -7.8108551 37.0666438)",,,,,,
"[620081088, 620081089]",1,primary,True,False,246.408,"LINESTRING (-7.8111237 37.0669771, -7.8110956 37.0671006, -7.8109977 37.0675046, -7.8108421 37.068258, -7.810704 37.0688561, -7.8106248 37.0691568)",EN 398,70,yes,,,
"[620081096, 94252524, 620076510]",1,primary_link,True,False,145.798,"LINESTRING (-7.8111237 37.0669771, -7.8110596 37.0670648, -7.8110493 37.0671087, -7.8109587 37.0674273, -7.8108123 37.067597, -7.8106645 37.0676477, -7.8105401 37.0676515, -7.8104237 37.0676341, -7.8103329 37.0675906, -7.8102762 37.0675485, -7.8102172 37.0674924, -7.8101688 37.0674105)",,50,yes,,,
638597776,1,unclassified,False,True,109.09200000000001,"LINESTRING (-7.8083396 37.0663724, -7.8082336 37.066122, -7.8081703 37.0659295, -7.8081559 37.0658855, -7.8080553 37.0655977, -7.8080083 37.0654283)",,,,,,
"[27504609, 79950210, 638585212]",1,tertiary,False,"[False, True]",579.8950000000001,"LINESTRING (-7.8080083 37.0654283, -7.8081475 37.0654136, -7.808405 37.0653451, -7.8086854 37.0652081, -7.8089757 37.0650722, -7.8094253 37.0648167, -7.8097423 37.0647153, -7.8101216 37.0646602, -7.8107259 37.0646067, -7.8113999 37.0643999, -7.8115809 37.0643257, -7.8117425 37.0642822, -7.8120957 37.0642086, -7.8126107 37.0641808, -7.8127799 37.0642007, -7.8128564 37.0642097, -7.8131257 37.0642835, -7.8132668 37.0643403, -7.8133778 37.0644227, -7.8134323 37.0645543, -7.8134788 37.0647287, -7.8134963 37.0650109)",,,,"['4', '5', '4.5']",yes,Estrada do Laranjeiro
638597776,1,unclassified,False,False,109.092,"LINESTRING (-7.8080083 37.0654283, -7.8080553 37.0655977, -7.8081559 37.0658855, -7.8081703 37.0659295, -7.8082336 37.066122, -7.8083396 37.0663724)",,,,,,
1058789234,,residential,False,True,147.50599999999997,"LINESTRING (-7.8167587 37.0651683, -7.8167835 37.0651265, -7.8167852 37.0650813, -7.8167758 37.0650498, -7.8167577 37.0650198, -7.8167423 37.0650005, -7.8167041 37.0649845, -7.8166498 37.0649807, -7.8165586 37.0649823, -7.8165296 37.0649811, -7.8165009 37.064977, -7.8164885 37.0649692, -7.8164774 37.0649604, -7.816413 37.0648743, -7.8162038 37.0646319, -7.8160469 37.0644681, -7.8158159 37.0642022)",,,,,,
