osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction,maxspeed
126223250,Rua do Cimo do Babalhau,residential,False,False,16.698,"LINESTRING (-8.5394162 39.4752469, -8.5394731 39.4753905)",,,,
283463893,Rua do Carreiro da Fonte,residential,False,False,313.66200000000003,"LINESTRING (-8.5438579 39.4752175, -8.5436596 39.475327, -8.5432471 39.4754244, -8.5425562 39.4756347, -8.5422077 39.4757892, -8.541625 39.4760628, -8.5408352 39.4767108)",,,,
283463894,Rua das Chãs,residential,True,False,67.6,"LINESTRING (-8.5438579 39.4752175, -8.5440689 39.4754147, -8.5442979 39.4757193)",,,,
126223250,Rua do Cimo do Babalhau,residential,False,True,16.698,"LINESTRING (-8.5394731 39.4753905, -8.5394162 39.4752469)",,,,
126223333,Rua do Babalhau,residential,False,False,18.9,"LINESTRING (-8.5394731 39.4753905, -8.5396734 39.4753199)",,,,
978198292,Ladeira da Enfermaria Militar,residential,False,False,20.172,"LINESTRING (-8.5394731 39.4753905, -8.5395274 39.475567)",,,,
283463865,Rua da Várzea,residential,False,False,36.331,"LINESTRING (-8.5370198 39.4755889, -8.5367845 39.4753173)",,,,
297209090,,residential,False,True,31.204,"LINESTRING (-8.5370198 39.4755889, -8.5366893 39.475472)",,,,
283463863,Rua Almirante Reis,residential,True,False,171.374,"LINESTRING (-8.5370198 39.4755889, -8.5372801 39.4758111, -8.5377182 39.4760024, -8.5382814 39.4762381, -8.5386969 39.4763985)",,,,
283463895,Avenida das Amoreiras,residential,False,True,63.036,"LINESTRING (-8.5445768 39.4760902, -8.5448874 39.4766039)",,,,
126223240,Rua de Santo António,residential,True,False,124.285,"LINESTRING (-8.5445768 39.4760902, -8.5444024 39.4762295, -8.5441722 39.4763898, -8.5439078 39.4766812, -8.5437106 39.4769728)",,,,
222704567,Rua de Santo António,residential,True,False,66.148,"LINESTRING (-8.5445768 39.4760902, -8.5449437 39.4757972, -8.5451249 39.4756725)",,,,
126223428,Rua Serpa Pinto,residential,True,False,145.154,"LINESTRING (-8.5386969 39.4763985, -8.5390182 39.4765063, -8.5393781 39.4767116, -8.5396323 39.4770256, -8.5398983 39.4772701)",,,,
283463861,Rua de Miguel Bombarda,residential,True,False,84.259,"LINESTRING (-8.5386969 39.4763985, -8.5388672 39.4766458, -8.5390199 39.4768564, -8.5390424 39.4770439, -8.5390453 39.4770919)",,,,
283463895,Avenida das Amoreiras,residential,False,False,63.036,"LINESTRING (-8.5448874 39.4766039, -8.5445768 39.4760902)",,,,
283463895,Avenida das Amoreiras,residential,False,True,65.934,"LINESTRING (-8.5448874 39.4766039, -8.5452347 39.4771328)",,,,
283463870,Rua de Valverde,residential,False,True,58.417,"LINESTRING (-8.5408352 39.4767108, -8.5409549 39.4768796, -8.5406169 39.4770864)",,,,
283463893,Rua do Carreiro da Fonte,residential,False,True,313.66200000000003,"LINESTRING (-8.5408352 39.4767108, -8.541625 39.4760628, -8.5422077 39.4757892, -8.5425562 39.4756347, -8.5432471 39.4754244, -8.5436596 39.475327, -8.5438579 39.4752175)",,,,
663307167,Travessa da Enfermaria Militar,unclassified,False,False,48.301,"LINESTRING (-8.5408352 39.4767108, -8.5405856 39.4768618, -8.5403669 39.4769481)",,,,
126223240,Rua de Santo António,residential,True,False,27.863,"LINESTRING (-8.5437106 39.4769728, -8.5436504 39.4770786, -8.5436107 39.4772101)",,,,
"[297219018, 126223324]",Calçada das Mestras,residential,False,False,135.29899999999998,"LINESTRING (-8.5437106 39.4769728, -8.5432571 39.4764595, -8.5425086 39.4766037)",,,,
126223296,Ponte do Lamego,residential,True,False,21.124,"LINESTRING (-8.538044 39.4769905, -8.5382897 39.4770016)",yes,,,
"[126223302, 740082527]",Rua do Nogueiral,residential,False,False,84.291,"LINESTRING (-8.538044 39.4769905, -8.537784 39.4769945, -8.5377325 39.4769963, -8.5376893 39.4770146, -8.5376625 39.4770544, -8.5376271 39.4771531, -8.5375883 39.477328, -8.5374914 39.4774635)",,,,
126223384,Largo do Lamego,residential,False,True,37.900000000000006,"LINESTRING (-8.5382897 39.4770016, -8.5385028 39.4770439, -8.5387229 39.4770634)",,,,
283463870,Rua de Valverde,residential,False,True,11.347,"LINESTRING (-8.5406169 39.4770864, -8.5405018 39.4771366)",,,,
283463870,Rua de Valverde,residential,False,False,58.417,"LINESTRING (-8.5406169 39.4770864, -8.5409549 39.4768796, -8.5408352 39.4767108)",,,,
297219020,,residential,False,True,42.441,"LINESTRING (-8.5406169 39.4770864, -8.5406945 39.4771752, -8.5407696 39.4771772, -8.5408603 39.477322, -8.5408997 39.4773687)",,,,
126223384,Largo do Lamego,residential,False,False,27.852,"LINESTRING (-8.5390453 39.4770919, -8.5387229 39.4770634)",,,,
283463868,,residential,True,False,46.873,"LINESTRING (-8.5390453 39.4770919, -8.5395455 39.4772611)",,,,
283463861,Rua de Miguel Bombarda,residential,True,False,37.088,"LINESTRING (-8.5390453 39.4770919, -8.5390624 39.4773685, -8.5390645 39.4774251)",,,,
283463895,Avenida das Amoreiras,residential,False,False,65.934,"LINESTRING (-8.5452347 39.4771328, -8.5448874 39.4766039)",,,,
283463895,Avenida das Amoreiras,residential,False,True,3.867,"LINESTRING (-8.5452347 39.4771328, -8.5452453 39.4771666)",,,,
283463867,Rua de Valverde,residential,True,False,5.508,"LINESTRING (-8.5405018 39.4771366, -8.540458 39.4771728)",,,,
283463870,Rua de Valverde,residential,False,False,11.347,"LINESTRING (-8.5405018 39.4771366, -8.5406169 39.4770864)",,,,
126223348,,residential,False,True,29.276,"LINESTRING (-8.540458 39.4771728, -8.5404217 39.4773066, -8.5404483 39.4774315)",,,,
283463867,Rua de Valverde,residential,True,False,41.653999999999996,"LINESTRING (-8.540458 39.4771728, -8.5403616 39.4772525, -8.5401789 39.4773453, -8.5400749 39.4773993)",,,,
126223240,Rua de Santo António,residential,True,False,46.543,"LINESTRING (-8.5436107 39.4772101, -8.5437012 39.4776228)",,,,
126223216,Calçada António Nunes,residential,True,False,227.267,"LINESTRING (-8.5436107 39.4772101, -8.5425995 39.4771986, -8.5423685 39.4771892, -8.5420133 39.4772689, -8.5416769 39.4773679, -8.5414204 39.4773921, -8.5410342 39.4775134)",,,,
283463869,,residential,True,False,31.648,"LINESTRING (-8.5395455 39.4772611, -8.539752 39.4773069, -8.5398983 39.4772701)",,,,
688090635,Rua António Prestes,residential,False,False,43.83,"LINESTRING (-8.5395455 39.4772611, -8.539694 39.477377, -8.5399297 39.4775196)",,,,
126223428,Rua Serpa Pinto,residential,True,False,20.884,"LINESTRING (-8.5398983 39.4772701, -8.5400749 39.4773993)",,,,
