osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,junction,geometry,access,tunnel
228256534,False,Rua Reitor Pedro Calmon,residential,20,True,14.902,,,,"LINESTRING (-8.6863141 39.2359608, -8.6862381 39.2358404)",,
171771376,True,,primary,50,False,13.546,3,EN 3;EN 114,roundabout,"LINESTRING (-8.6861784 39.2334662, -8.6860473 39.2335335)",,
171771376,True,,primary,50,False,27.004,3,EN 3;EN 114,roundabout,"LINESTRING (-8.6858347 39.234093, -8.6860092 39.2341154, -8.6860734 39.2341086, -8.6861376 39.2340836)",,
172189558,True,Avenida do Brasil,primary,50,False,44.355999999999995,2,EN 3,,"LINESTRING (-8.6858347 39.234093, -8.6858617 39.2341891, -8.6858941 39.2342915, -8.6859719 39.2344054, -8.6860282 39.2344553)",,
152957401,True,Largo Candido dos Reis,residential,,False,35.731,,,,"LINESTRING (-8.6865873 39.2337101, -8.6867606 39.2336356, -8.6868204 39.2336067, -8.6869612 39.2335763)",,
171771376,True,,primary,50,False,26.118000000000002,3,EN 3;EN 114,roundabout,"LINESTRING (-8.6865873 39.2337101, -8.6865814 39.2335772, -8.6865403 39.2334804)",,
171771376,True,,primary,50,False,6.364,3,EN 3;EN 114,roundabout,"LINESTRING (-8.6857634 39.2337859, -8.6857425 39.2338408)",,
171766043,True,Rua Doutor Jaime Figueiredo,primary,50,False,16.967,2,EN 3,,"LINESTRING (-8.6866726 39.2384745, -8.6867822 39.2383477)",,
159814513,False,Rua Alexandre Herculano,primary,,True,213.52800000000002,2,EN 3,,"LINESTRING (-8.6866726 39.2384745, -8.6867544 39.2385308, -8.6875678 39.2390902, -8.6876859 39.2391941, -8.6877755 39.2393039, -8.6878383 39.2394925, -8.6877986 39.2396243, -8.6877727 39.2400184)",,
38538128,True,Avenida 25 de Abril,residential,,False,174.714,,,,"LINESTRING (-8.6919525 39.2352912, -8.6920094 39.2356325, -8.6920557 39.2359105, -8.6921253 39.236418, -8.6921695 39.2368531)",,
523515614,False,Avenida 25 de Abril,residential,,False,256.198,,,,"LINESTRING (-8.6919525 39.2352912, -8.6919338 39.2351863, -8.6919143 39.235115, -8.6918865 39.2350614, -8.6918525 39.2350169, -8.6918179 39.2349808, -8.6917747 39.2349366, -8.6917216 39.2349026, -8.6916745 39.2348778, -8.6916123 39.2348564, -8.6915519 39.2348419, -8.6914914 39.2348336, -8.6914067 39.2348216, -8.6913362 39.2348249, -8.6912393 39.2348406, -8.6894489 39.2353299)",,
38538129,False,,residential,,False,99.833,,,,"LINESTRING (-8.6894489 39.2353299, -8.6885508 39.2355631, -8.6883515 39.2356189)",,
278033255,False,,residential,,False,73.294,,,,"LINESTRING (-8.6894489 39.2353299, -8.6893731 39.2351783, -8.6892975 39.2350142, -8.689227 39.2348519, -8.6892074 39.2347818, -8.6891905 39.2347035)",,
523515614,False,Avenida 25 de Abril,residential,,True,256.198,,,,"LINESTRING (-8.6894489 39.2353299, -8.6912393 39.2348406, -8.6913362 39.2348249, -8.6914067 39.2348216, -8.6914914 39.2348336, -8.6915519 39.2348419, -8.6916123 39.2348564, -8.6916745 39.2348778, -8.6917216 39.2349026, -8.6917747 39.2349366, -8.6918179 39.2349808, -8.6918525 39.2350169, -8.6918865 39.2350614, -8.6919143 39.235115, -8.6919338 39.2351863, -8.6919525 39.2352912)",,
38538130,False,,residential,,False,33.01,,,,"LINESTRING (-8.6891905 39.2347035, -8.6895691 39.2346573)",,
578655611,False,Largo Comendador Paulino da Cunha e Silva,residential,,False,83.568,,,,"LINESTRING (-8.6891905 39.2347035, -8.6882258 39.234784)",,
278033255,False,,residential,,True,73.294,,,,"LINESTRING (-8.6891905 39.2347035, -8.6892074 39.2347818, -8.689227 39.2348519, -8.6892975 39.2350142, -8.6893731 39.2351783, -8.6894489 39.2353299)",,
38538129,False,,residential,,True,75.234,,,,"LINESTRING (-8.6875235 39.2358345, -8.6883515 39.2356189)",,
172189562,True,Avenida do Brasil,primary,50,False,58.406,2,EN 3,,"LINESTRING (-8.6875235 39.2358345, -8.6874569 39.2357317, -8.6872034 39.2353715)",,
38538124,False,Avenida António Maria Batista,residential,,False,77.533,,,,"LINESTRING (-8.6921695 39.2368531, -8.6912731 39.2369174)",,
38538131,True,Rua Fernão Teles de Meneses,residential,,False,53.481,,,,"LINESTRING (-8.688099 39.2338721, -8.6880388 39.2333934)",,
