osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
155151821,2,EN 119,Rua Alexandre Herculano,primary,50,False,False,84.753,"LINESTRING (-8.0120031 39.2474426, -8.0126593 39.2475141, -8.012825 39.2475034, -8.0129744 39.2474706)",,
32855267,2,EN 244,Avenida da Liberdade,primary,20,False,True,83.43,"LINESTRING (-8.0088058 39.2490625, -8.0086368 39.2483237)",,
32855267,2,EN 244,Avenida da Liberdade,primary,20,False,False,38.135,"LINESTRING (-8.0088058 39.2490625, -8.0088314 39.2491754, -8.0088823 39.2494003)",,
150388647,,,Rua Luis de Camões,residential,,True,False,132.203,"LINESTRING (-8.0088058 39.2490625, -8.0101851 39.2489122, -8.0103261 39.2488968)",,
120314471,,,Rua dos Bombeiros Voluntários,tertiary,,False,False,56.145,"LINESTRING (-8.0085382 39.2526258, -8.0080381 39.2529498)",,
120314471,,,Rua dos Bombeiros Voluntários,tertiary,,False,True,13.298,"LINESTRING (-8.0085382 39.2526258, -8.0086588 39.2525511)",,
149161094,2,,Rua Fundação António Prates,residential,,False,False,99.661,"LINESTRING (-8.0085382 39.2526258, -8.0087571 39.2535059)",,
150388645,,,Campo da Restauração,residential,,False,False,92.116,"LINESTRING (-8.0057543 39.252311, -8.0067999 39.2524862)",,
120314478,,,Avenida Marginal,residential,,False,False,221.446,"LINESTRING (-8.0057543 39.252311, -8.0054593 39.2532763, -8.005417 39.2534826, -8.0054171 39.2537492, -8.0054446 39.2538986, -8.0054818 39.2540775, -8.0055221 39.2542669)",,
120314478,,,Avenida Marginal,residential,,False,True,355.577,"LINESTRING (-8.0057543 39.252311, -8.0061203 39.2510236, -8.0063022 39.2502953, -8.0064325 39.2497431, -8.0065944 39.2491805)",,
120314478,,,Avenida Marginal,residential,,False,False,59.149,"LINESTRING (-8.0055221 39.2542669, -8.0057437 39.2547704)",,
120314471,,,Rua dos Bombeiros Voluntários,tertiary,,False,True,71.265,"LINESTRING (-8.0055221 39.2542669, -8.0060656 39.2539485, -8.0061896 39.2538886)",,
120314478,,,Avenida Marginal,residential,,False,True,221.44600000000003,"LINESTRING (-8.0055221 39.2542669, -8.0054818 39.2540775, -8.0054446 39.2538986, -8.0054171 39.2537492, -8.005417 39.2534826, -8.0054593 39.2532763, -8.0057543 39.252311)",,
154805870,,CM 1048,,tertiary,,False,False,162.428,"LINESTRING (-8.0055221 39.2542669, -8.004944 39.2547618, -8.0045946 39.2550719, -8.0043352 39.2553967)",,
120314471,,,Rua dos Bombeiros Voluntários,tertiary,,False,False,68.282,"LINESTRING (-8.0078881 39.2530283, -8.0072312 39.2533723)",,
120314471,,,Rua dos Bombeiros Voluntários,tertiary,,False,True,15.589,"LINESTRING (-8.0078881 39.2530283, -8.0080381 39.2529498)",,
