osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,width,maxspeed,bridge,junction,tunnel
91041174,False,,,residential,True,50.958999999999996,"LINESTRING (-7.8120522 41.0967016, -7.8122445 41.0966489, -7.8124313 41.0965977, -7.8125403 41.0965744, -7.8126315 41.0965794)",Rua Engenheiro Eugénio do Vale Teixeira Junior,,,,,
91041159,False,,,residential,False,66.103,"LINESTRING (-7.8129743 41.0968716, -7.8135763 41.096871, -7.8137601 41.0968963)",,,,,,
127883027,False,,,residential,False,61.234,"LINESTRING (-7.8110169 41.0967128, -7.8110359 41.0961623)",Rua Doutor João da Silva Campos Neves,,,,,
127883027,False,,,residential,True,24.101,"LINESTRING (-7.8110169 41.0967128, -7.8110109 41.0969295)",Rua Doutor João da Silva Campos Neves,,,,,
96805246,False,,,residential,True,54.618,"LINESTRING (-7.8110169 41.0967128, -7.8111505 41.0968131, -7.8113902 41.097025, -7.8113572 41.0970911)",Praceta Engenheiro Arantes e Oliveira,,,,,
96805248,False,,,residential,True,35.404,"LINESTRING (-7.8113572 41.0970911, -7.8116151 41.0973433)",,,,,,
96805246,False,,,residential,False,54.617999999999995,"LINESTRING (-7.8113572 41.0970911, -7.8113902 41.097025, -7.8111505 41.0968131, -7.8110169 41.0967128)",Praceta Engenheiro Arantes e Oliveira,,,,,
"[891948066, 96805255]",False,,,residential,"[False, True]",39.17699999999999,"LINESTRING (-7.8113572 41.0970911, -7.8112746 41.0971157, -7.8110608 41.0969275, -7.8110109 41.0969295)","['Rua do Columela', 'Praceta Engenheiro Arantes e Oliveira']",,,,,
542950969,False,4,,primary,True,6.787,"LINESTRING (-7.8047775 41.0994994, -7.8048445 41.0994651)",Rua Sobral Cid,,,,,
75945243,True,2,EN 2,primary,False,92.392,"LINESTRING (-7.8047775 41.0994994, -7.8048469 41.0995695, -7.8049256 41.099649, -7.8052695 41.0999963, -7.8054602 41.1001507)",,,,,,
908791837,True,,,residential,False,79.894,"LINESTRING (-7.8048208 41.1004023, -7.8048758 41.1004023, -7.8051235 41.1000684, -7.8051777 41.1000589, -7.8053259 41.1001604, -7.8054602 41.1001507)",Rua Fausto Guedes Teixeira,,,,,
122727656,False,2,EM 226,primary,False,23.109,"LINESTRING (-7.8095118 41.1001002, -7.8093811 41.0999172)",Rua Marquês de Pombal,,,,,
122396819,False,,EM 226,primary,False,69.371,"LINESTRING (-7.8095118 41.1001002, -7.8096537 41.1003113, -7.8098567 41.1005615, -7.8099217 41.1006417)",Rua Marquês de Pombal,,,,,
122727907,False,,,residential,True,63.12500000000001,"LINESTRING (-7.8095118 41.1001002, -7.8093447 41.1002533, -7.8093687 41.1004073, -7.8092008 41.1005804)",Rua da Seara,,,,,
122396819,False,,EM 226,primary,True,69.371,"LINESTRING (-7.8099217 41.1006417, -7.8098567 41.1005615, -7.8096537 41.1003113, -7.8095118 41.1001002)",Rua Marquês de Pombal,,,,,
891948062,True,2,EM 539,tertiary,False,63.588,"LINESTRING (-7.8099217 41.1006417, -7.8101165 41.1011317, -7.8101395 41.1011895)",Jardim da República,,,,,
122399621,False,,,residential,False,204.023,"LINESTRING (-7.807803 41.102152, -7.8082724 41.1016858, -7.808458 41.1014734, -7.8085725 41.1012805, -7.8089053 41.1009116, -7.8089746 41.1008, -7.8091512 41.1006315)",Rua da Seara,,,,,
122727502,False,,,residential,False,38.414,"LINESTRING (-7.8091512 41.1006315, -7.8087021 41.1007009)",,,,,,
122727907,False,,,residential,False,7.04,"LINESTRING (-7.8091512 41.1006315, -7.8092008 41.1005804)",Rua da Seara,,,,,
122399621,False,,,residential,True,204.023,"LINESTRING (-7.8091512 41.1006315, -7.8089746 41.1008, -7.8089053 41.1009116, -7.8085725 41.1012805, -7.808458 41.1014734, -7.8082724 41.1016858, -7.807803 41.102152)",Rua da Seara,,,,,
122727502,False,,,residential,True,148.97,"LINESTRING (-7.8072212 41.1013964, -7.8074547 41.1012217, -7.8076264 41.1010933, -7.8083472 41.1007657, -7.8087021 41.1007009)",,,,,,
122726582,True,,,residential,False,32.343,"LINESTRING (-7.808368 41.0956442, -7.8086211 41.0958638)",Rua das Cameiras,,,,,
"[894651768, 122727654]",False,,,residential,False,172.20299999999997,"LINESTRING (-7.808368 41.0956442, -7.8079314 41.0959227, -7.8076451 41.0960341, -7.8074182 41.0961073, -7.8068337 41.0962746, -7.8065582 41.0963397)",Rua dos Loureiros,,,,,
122726582,True,,,residential,False,216.647,"LINESTRING (-7.8060038 41.0947975, -7.8074262 41.0951418, -7.8075151 41.0951854, -7.8075525 41.0952661, -7.8075833 41.0953402, -7.8078041 41.095495, -7.8079072 41.0955382, -7.8082511 41.0955843)",Rua das Cameiras,,,,,
122727655,True,,,residential,False,174.214,"LINESTRING (-7.8060038 41.0947975, -7.805929 41.0950736, -7.8059133 41.0953245, -7.8059683 41.0954765, -7.8059805 41.0955479, -7.8061944 41.095845, -7.8061979 41.0959546, -7.8063678 41.0962874)",,,,,,
122726582,True,,,residential,False,11.846,"LINESTRING (-7.8082511 41.0955843, -7.808368 41.0956442)",Rua das Cameiras,,,,,
122726583,False,,,residential,True,175.559,"LINESTRING (-7.8082511 41.0955843, -7.80822 41.0954947, -7.8082628 41.0953519, -7.8081968 41.0951543, -7.8082047 41.0945296, -7.8082194 41.0944179, -7.8082768 41.0943743, -7.8083748 41.0943443, -7.8086179 41.0943315, -7.8086901 41.0942809)",Rua da Mazeda,,,,,
122726611,False,,,residential,False,30.009,"LINESTRING (-7.8099949 41.0963045, -7.8102702 41.0961319)",,,,,,
122726611,False,,,residential,False,111.65100000000001,"LINESTRING (-7.8099949 41.0963045, -7.8096892 41.0964537, -7.8099719 41.0967046, -7.8099949 41.0963045)",,,,,,
122726611,False,,,residential,True,111.651,"LINESTRING (-7.8099949 41.0963045, -7.8099719 41.0967046, -7.8096892 41.0964537, -7.8099949 41.0963045)",,,,,,
89982933,False,2,,residential,False,383.073,"LINESTRING (-7.8161313 41.0973889, -7.815883 41.0975069, -7.8157201 41.0975337, -7.8156646 41.0975428, -7.8153857 41.0975478, -7.8149669 41.0974171, -7.8149024 41.097397, -7.8144337 41.0973933, -7.8133697 41.097385, -7.8125462 41.0973786, -7.8123407 41.0974477, -7.8121893 41.097529, -7.8120232 41.0976782, -7.8118776 41.0978091)",Rua de Fafel,,50,,,
122726731,False,,,residential,False,50.816,"LINESTRING (-7.8161313 41.0973889, -7.8163711 41.097653, -7.8163807 41.0977898)",,,,,,
122726728,False,,,residential,True,25.495,"LINESTRING (-7.8149112 41.0987631, -7.8152154 41.0987586)",,,,,,
122726731,False,,,residential,False,17.087,"LINESTRING (-7.8149112 41.0987631, -7.8147462 41.0988534)",,,,,,
122726731,False,,,residential,True,25.329,"LINESTRING (-7.8149112 41.0987631, -7.8151466 41.0986202)",,,,,,
122726726,False,2,,residential,True,54.166999999999994,"LINESTRING (-7.8142781 41.100255, -7.8148977 41.1002423, -7.8149243 41.1002418)",Rua Santa Casa da Misericórdia,,50,,,
122726734,False,,,residential,True,43.328,"LINESTRING (-7.8158212 41.1002185, -7.8158121 41.0998289)",,,,,,
122726726,False,2,,residential,False,75.19800000000001,"LINESTRING (-7.8158212 41.1002185, -7.8157951 41.1002192, -7.814956 41.100241, -7.8149243 41.1002418)",Rua Santa Casa da Misericórdia,,50,,,
122726731,False,,,residential,True,17.087,"LINESTRING (-7.8147462 41.0988534, -7.8149112 41.0987631)",,,,,,
122726731,False,,,residential,False,36.483999999999995,"LINESTRING (-7.8147462 41.0988534, -7.814679 41.0989181, -7.8146577 41.0990075, -7.8146837 41.0990804, -7.8147683 41.0991281)",,,,,,
1069372657,False,,,residential,False,72.129,"LINESTRING (-7.8147462 41.0988534, -7.8143866 41.0990614, -7.8144402 41.0991017, -7.8145846 41.0991263, -7.8147683 41.0991281)",,,,,,
122726731,False,,,residential,True,10.336,"LINESTRING (-7.8148904 41.0991413, -7.8147683 41.0991281)",,,,,,
122726732,False,,,residential,False,43.37,"LINESTRING (-7.8148904 41.0991413, -7.8149317 41.0992625, -7.814931 41.0995274)",,,,,,
122726728,False,,,residential,False,25.495,"LINESTRING (-7.8152154 41.0987586, -7.8149112 41.0987631)",,,,,,
122726728,False,,,residential,True,47.792,"LINESTRING (-7.8152154 41.0987586, -7.8157843 41.0987892)",,,,,,
122726736,False,,,residential,True,16.728,"LINESTRING (-7.8152154 41.0987586, -7.8151605 41.0986881, -7.8151466 41.0986202)",,,,,,
122726731,False,,,residential,False,32.98,"LINESTRING (-7.8154586 41.0984394, -7.8151466 41.0986202)",,,,,,
122726731,False,,,residential,True,32.149,"LINESTRING (-7.8154586 41.0984394, -7.815758 41.0982586)",,,,,,
122726733,False,,,residential,False,31.04,"LINESTRING (-7.8154586 41.0984394, -7.8158289 41.098432)",,,,,,
122726728,False,,,residential,False,47.792,"LINESTRING (-7.8157843 41.0987892, -7.8152154 41.0987586)",,,,,,
122726733,False,,,residential,True,31.04,"LINESTRING (-7.8158289 41.098432, -7.8154586 41.0984394)",,,,,,
122726729,False,,,residential,True,20.714,"LINESTRING (-7.8158289 41.098432, -7.8157698 41.0983588, -7.815758 41.0982586)",,,,,,
122726732,False,,,residential,True,41.441,"LINESTRING (-7.8149243 41.1002418, -7.8149398 41.0998693)",,,,,,
122726726,False,2,,residential,False,54.166999999999994,"LINESTRING (-7.8149243 41.1002418, -7.8148977 41.1002423, -7.8142781 41.100255)",Rua Santa Casa da Misericórdia,,50,,,
122726726,False,2,,residential,True,75.19800000000001,"LINESTRING (-7.8149243 41.1002418, -7.814956 41.100241, -7.8157951 41.1002192, -7.8158212 41.1002185)",Rua Santa Casa da Misericórdia,,50,,,
122726731,False,,,residential,False,10.336,"LINESTRING (-7.8147683 41.0991281, -7.8148904 41.0991413)",,,,,,
122726731,False,,,residential,True,36.483999999999995,"LINESTRING (-7.8147683 41.0991281, -7.8146837 41.0990804, -7.8146577 41.0990075, -7.814679 41.0989181, -7.8147462 41.0988534)",,,,,,
1069372657,False,,,residential,True,72.12899999999999,"LINESTRING (-7.8147683 41.0991281, -7.8145846 41.0991263, -7.8144402 41.0991017, -7.8143866 41.0990614, -7.8147462 41.0988534)",,,,,,
122726731,False,,,residential,False,76.373,"LINESTRING (-7.8163807 41.0977898, -7.8163594 41.0978807, -7.8162903 41.0979583, -7.815758 41.0982586)",,,,,,
122726731,False,,,residential,True,50.816,"LINESTRING (-7.8163807 41.0977898, -7.8163711 41.097653, -7.8161313 41.0973889)",,,,,,
122726731,False,,,residential,False,32.149,"LINESTRING (-7.815758 41.0982586, -7.8154586 41.0984394)",,,,,,
122726729,False,,,residential,False,20.714,"LINESTRING (-7.815758 41.0982586, -7.8157698 41.0983588, -7.8158289 41.098432)",,,,,,
122726731,False,,,residential,True,76.373,"LINESTRING (-7.815758 41.0982586, -7.8162903 41.0979583, -7.8163594 41.0978807, -7.8163807 41.0977898)",,,,,,
122726731,False,,,residential,False,25.329,"LINESTRING (-7.8151466 41.0986202, -7.8149112 41.0987631)",,,,,,
122726731,False,,,residential,True,32.98,"LINESTRING (-7.8151466 41.0986202, -7.8154586 41.0984394)",,,,,,
122726736,False,,,residential,False,16.728,"LINESTRING (-7.8151466 41.0986202, -7.8151605 41.0986881, -7.8152154 41.0987586)",,,,,,
542937192,False,,,residential,False,33.512,"LINESTRING (-7.814931 41.0995274, -7.8145494 41.0996176)",,,,,,
122726732,False,,,residential,False,38.027,"LINESTRING (-7.814931 41.0995274, -7.8149324 41.0996681, -7.8149398 41.0998693)",,,,,,
122726732,False,,,residential,True,43.37,"LINESTRING (-7.814931 41.0995274, -7.8149317 41.0992625, -7.8148904 41.0991413)",,,,,,
122726734,False,,,residential,False,102.144,"LINESTRING (-7.814931 41.0995274, -7.8156629 41.0995105, -7.8157845 41.0995759, -7.8158143 41.0997854, -7.8158121 41.0998289)",,,,,,
122726843,False,,,residential,False,127.213,"LINESTRING (-7.8118315 41.1013928, -7.8121225 41.1012353, -7.8122115 41.1011793, -7.812266 41.101141, -7.8125994 41.1010148, -7.8127084 41.1010077, -7.8127777 41.1010246, -7.8130434 41.1011828, -7.8131174 41.1011941)",,,,,,
122726843,False,,,residential,True,103.35300000000001,"LINESTRING (-7.8118315 41.1013928, -7.8122433 41.1018329, -7.812439 41.102195)",,,,,,
127631434,True,2,EM 539,tertiary,False,13.665000000000001,"LINESTRING (-7.8109279 41.1027567, -7.8108957 41.1027529, -7.8108635 41.1027567, -7.8108344 41.1027678, -7.8108113 41.1027852, -7.8107965 41.1028071)",,,,,roundabout,
1151509070,True,1,EM 539,tertiary,False,139.024,"LINESTRING (-7.8109279 41.1027567, -7.8108872 41.1026838, -7.810797 41.1025951, -7.8107493 41.1025319, -7.810712 41.1024646, -7.8106324 41.1022686, -7.8104169 41.1017377, -7.8104 41.1016943, -7.8103989 41.1016677, -7.810408 41.101642, -7.8104228 41.1016215, -7.8104546 41.1016005)",,,,,,
122726840,False,,,residential,False,33.86,"LINESTRING (-7.812793 41.101911, -7.8128044 41.1019645, -7.8126803 41.1021967)",,,,,,
122726841,False,2,EM 539,tertiary,True,10.275,"LINESTRING (-7.8111735 41.1029125, -7.8112534 41.1029826)",,,,,,
1151509072,True,1,EM 539,tertiary,False,18.429,"LINESTRING (-7.8111735 41.1029125, -7.810997 41.1028136)",,,,,,
122726841,False,2,EM 539,tertiary,False,10.275,"LINESTRING (-7.8112534 41.1029826, -7.8111735 41.1029125)",,,,,,
122726834,False,,,residential,False,98.014,"LINESTRING (-7.8140313 41.1023106, -7.813098 41.102842)",,,,,,
122726834,False,,,residential,True,197.736,"LINESTRING (-7.8140313 41.1023106, -7.8142349 41.1020511, -7.8143695 41.1018263, -7.8143699 41.101711, -7.8142874 41.1015998, -7.8134858 41.101362, -7.8131788 41.101271, -7.8131174 41.1011941)",,,,,,
