osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,ref
119695004,tertiary,roundabout,True,False,7.554,"LINESTRING (-8.5505887 40.9809107, -8.550567 40.9809405, -8.550556 40.9809734)",,,,
119695035,tertiary,,False,False,102.21800000000002,"LINESTRING (-8.5508018 40.9812577, -8.550787 40.9818221, -8.5507936 40.9819315, -8.5508192 40.9820139, -8.5508671 40.9820891, -8.5508987 40.9821188, -8.5509365 40.9821455)",Rua 1.º de Maio,,,
979707693,tertiary,,True,False,18.248,"LINESTRING (-8.5508018 40.9812577, -8.5508298 40.9811328, -8.5508381 40.9810959)",Rua 1.º de Maio,,,
119695004,tertiary,roundabout,True,False,15.322000000000001,"LINESTRING (-8.5508993 40.9810316, -8.5509084 40.9809862, -8.5508965 40.9809411, -8.5508651 40.9809018)",,,,
119695010,tertiary,,True,False,23.067999999999998,"LINESTRING (-8.5508993 40.9810316, -8.5510406 40.9809885, -8.5511541 40.9809539)",Avenida de Lourosa,,,
120605128,residential,,True,False,58.94200000000001,"LINESTRING (-8.5445556 40.9875642, -8.5446257 40.9873823, -8.5447103 40.9872238, -8.5448183 40.9870749)",Travessa do Lusitânia,,,
197868055,tertiary,,False,True,278.565,"LINESTRING (-8.5511541 40.9809539, -8.5518786 40.9808891, -8.5523697 40.9808648, -8.5531867 40.9808267, -8.5544596 40.9807392)",Avenida de Lourosa,2,,
197868232,tertiary,,True,False,24.942,"LINESTRING (-8.5511541 40.9809539, -8.5510191 40.9809296, -8.55095 40.9809171, -8.5508651 40.9809018)",Avenida de Lourosa,,,
119695004,tertiary,roundabout,True,False,12.538,"LINESTRING (-8.5508651 40.9809018, -8.5508275 40.9808771, -8.5507823 40.9808614, -8.5507331 40.9808558)",,,,
119695004,tertiary,roundabout,True,False,10.808,"LINESTRING (-8.5505964 40.9810754, -8.5506279 40.9810974, -8.5506655 40.9811131, -8.5507069 40.9811215)",,,,
119695004,tertiary,roundabout,True,False,8.93,"LINESTRING (-8.5508381 40.9810959, -8.5508581 40.9810826, -8.5508752 40.9810673, -8.550889 40.9810501, -8.5508993 40.9810316)",,,,
120553245,residential,,False,False,63.470000000000006,"LINESTRING (-8.5472211 40.9880317, -8.5472482 40.9879226, -8.547201 40.9877675, -8.5471965 40.9875962, -8.5472666 40.9874782)",Rua da Lavoura,,,
120605246,residential,,False,False,37.793,"LINESTRING (-8.5472211 40.9880317, -8.5471042 40.9879729, -8.5468335 40.9878592)",Rua da Lourocoop,,40,
120605211,residential,,False,True,145.12300000000002,"LINESTRING (-8.5526233 40.9830581, -8.5525449 40.9832771, -8.5524665 40.9834043, -8.5523686 40.9835404, -8.5520511 40.9839132, -8.5519649 40.9839694, -8.5516513 40.9840612)",Travessa das Pereiras,,,
120604849,residential,,False,False,60.457,"LINESTRING (-8.5499716 40.9831198, -8.5499502 40.9830996, -8.5498993 40.9830108, -8.5498875 40.9829487, -8.5498514 40.982738, -8.5498313 40.9825929)",Rua do Côvo,,,
120604849,residential,,False,True,200.26700000000002,"LINESTRING (-8.5499716 40.9831198, -8.5501031 40.9832445, -8.5501972 40.9834635, -8.5502834 40.9837327, -8.5503775 40.984002, -8.5504754 40.9841203, -8.5507302 40.9842269, -8.5509105 40.9843334, -8.5510908 40.9844665, -8.5511926 40.9845755)",Rua do Côvo,,,
120605117,residential,,False,False,44.441,"LINESTRING (-8.5499716 40.9831198, -8.5497974 40.9832386, -8.5495387 40.9833451)",Travessa do Côvo,,,
120604845,residential,,False,False,336.022,"LINESTRING (-8.5540823 40.98332, -8.5543224 40.9833496, -8.5547046 40.9833792, -8.5549103 40.9833644, -8.5550181 40.9833792, -8.555072 40.9834309, -8.555072 40.9834975, -8.5549348 40.9837712, -8.5548026 40.9842742, -8.5547389 40.9848549, -8.5546213 40.9853541, -8.5545919 40.9856352)",Rua de São Tiago,,,
120605253,residential,,False,False,266.665,"LINESTRING (-8.5540823 40.98332, -8.5538374 40.9836418, -8.5534895 40.9842779, -8.5532593 40.9845849, -8.5529457 40.9850842, -8.5527987 40.9852802, -8.5527203 40.9854799)",Rua 1.º de Dezembro,,,
120605253,residential,,False,True,141.377,"LINESTRING (-8.5540823 40.98332, -8.5543322 40.9830056, -8.5543665 40.982939, -8.5544674 40.9826427, -8.5545649 40.9823417, -8.5546395 40.9821316)",Rua 1.º de Dezembro,,,
120605117,residential,,False,True,44.441,"LINESTRING (-8.5495387 40.9833451, -8.5497974 40.9832386, -8.5499716 40.9831198)",Travessa do Côvo,,,
"[120874290, 120604852]",residential,,False,True,288.971,"LINESTRING (-8.544996 40.9838643, -8.5451332 40.9837686, -8.5451959 40.983715, -8.5452273 40.9835937, -8.5450509 40.9831883, -8.5450548 40.9830966, -8.5451018 40.9830493, -8.5453723 40.9830019, -8.545729 40.9829516, -8.5460112 40.9829457, -8.5461993 40.9829753, -8.5463639 40.982999, -8.5465364 40.9829842, -8.5467206 40.9829457, -8.5468449 40.9829264, -8.5471031 40.9828896, -8.5472982 40.9828853)",Rua Nova do Boco,,,
120605035,residential,,False,False,199.11599999999999,"LINESTRING (-8.544996 40.9838643, -8.5451446 40.9838808, -8.5457098 40.983931, -8.5471463 40.9840208, -8.547357 40.9840338)",Rua Nova de Lourosa,,,
120605051,residential,,False,False,137.308,"LINESTRING (-8.5491703 40.9839694, -8.5491977 40.9831735, -8.5490252 40.9829487, -8.5489276 40.9827857)",Travessa do Boco II,,,
120605226,residential,,True,False,195.24300000000002,"LINESTRING (-8.5474274 40.984097, -8.5474214 40.9842581, -8.546929 40.9852775, -8.5468912 40.9853673, -8.546748 40.9857684)",Rua das Escolas C+S,,,
