osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,lanes,junction
210669780,EN 208,Avenida do Conde,primary,False,True,72.776,"LINESTRING (-8.6153738 41.1925703, -8.614521 41.1926989)",,,,,
210669780,EN 208,Avenida do Conde,primary,False,False,79.55199999999999,"LINESTRING (-8.6153738 41.1925703, -8.615609 41.1926221, -8.6160963 41.1927345, -8.6162717 41.1928003)",,,,,
160766734,EN 208,Avenida do Conde,primary,False,True,52.539,"LINESTRING (-8.6114135 41.1931866, -8.6113433 41.1931918, -8.6107897 41.1932405)",,,,,
210669780,EN 208,Avenida do Conde,primary,False,False,163.006,"LINESTRING (-8.6114135 41.1931866, -8.6115653 41.1931687, -8.613317 41.1928757)",,,,,
210669781,,Rua Godinho de Faria,secondary,False,False,151.16,"LINESTRING (-8.6114135 41.1931866, -8.6114227 41.1930923, -8.6114593 41.1922996, -8.6114782 41.1919153, -8.6114907 41.1918287)",,,,,
1016953418,,Rua Godinho de Faria,secondary,False,True,164.502,"LINESTRING (-8.6114135 41.1931866, -8.6114064 41.1932509, -8.6112989 41.1938885, -8.6111953 41.1946004, -8.6111887 41.1946562)",50,,,,
26248541,EN 208,Avenida do Conde,primary,False,False,13.9,"LINESTRING (-8.6076434 41.1939567, -8.6077964 41.193908)",,,,,
13797528,,Rua de Silva Brinco,secondary,False,False,275.75100000000003,"LINESTRING (-8.6124044 41.188434, -8.6124226 41.1883846, -8.6124426 41.1882988, -8.6125802 41.1877652, -8.6127507 41.1872372, -8.6129856 41.1862838, -8.6130185 41.1861728, -8.6130455 41.1860028)",,,,,
36997779,,Rua do Telheiro,residential,True,False,161.913,"LINESTRING (-8.6124044 41.188434, -8.6124701 41.1884391, -8.6127481 41.1883994, -8.6131817 41.1883104, -8.6134377 41.1882528, -8.6135522 41.1881739, -8.6137414 41.1879188, -8.6139332 41.1877206)",,3,,,
"[160766776, 38455667, 160766781]",,Rua de Silva Brinco,secondary,False,True,209.876,"LINESTRING (-8.6124044 41.188434, -8.6123883 41.1884913, -8.6119364 41.1902218, -8.6119277 41.1902526, -8.611914 41.1902848)",,,yes,,
36005750,,Rua Padre Costa,tertiary,True,False,156.972,"LINESTRING (-8.609299 41.1933897, -8.6092169 41.1932488, -8.6085712 41.1920886)",,,,,
"[160766745, 1009285831]",EN 208,Avenida do Conde,primary,True,False,47.037000000000006,"LINESTRING (-8.609299 41.1933897, -8.6091907 41.1934294, -8.6090355 41.1934864, -8.6088 41.1935842)",,,,,
36966148,,,tertiary,True,False,11.824,"LINESTRING (-8.6085712 41.1920886, -8.60843 41.1920928)",,,,,
"[616120490, 36005750]",,"['Avenida Marechal Gomes da Costa', 'Rua Padre Costa']",tertiary,True,False,29.098000000000003,"LINESTRING (-8.6085712 41.1920886, -8.6085468 41.1920288, -8.6085391 41.19198, -8.6085484 41.1919455, -8.60858 41.1918332)",,,,,
37014843,,Avenida Marechal Gomes da Costa,tertiary,True,False,36.939,"LINESTRING (-8.60858 41.1918332, -8.6087604 41.19153)",,,,,
36005751,,Rua Padre Costa,tertiary,True,False,56.255,"LINESTRING (-8.608189 41.1913581, -8.6084381 41.191828)",,,,,
36005757,,Rua José Coutinho,tertiary,False,False,54.943,"LINESTRING (-8.608189 41.1913581, -8.6076135 41.1911202)",,,,,
37014844,,,tertiary,True,False,12.491,"LINESTRING (-8.6084381 41.191828, -8.608507 41.1918478, -8.60858 41.1918332)",,,,,
"[616120489, 36966146]",,"['Avenida Marechal Gomes da Costa', 'Rua Padre Costa']",tertiary,True,False,30.663999999999998,"LINESTRING (-8.6084381 41.191828, -8.6084821 41.1919714, -8.6084601 41.1920483, -8.60843 41.1920928)",,,,,
36005752,,Avenida Marechal Gomes da Costa,tertiary,False,True,64.383,"LINESTRING (-8.6097406 41.1898996, -8.6094562 41.1904376)",,,,,
36005756,,Rua da Estação,tertiary,False,False,76.093,"LINESTRING (-8.6097406 41.1898996, -8.6106377 41.1900116)",,,,,
"[36968124, 779664094]",,Rua do Flor de Infesta,residential,False,"[False, True]",334.371,"LINESTRING (-8.6097406 41.1898996, -8.6095676 41.189874, -8.6073426 41.1897209, -8.6072285 41.1897571, -8.60719 41.1897914, -8.6071576 41.1898396, -8.6071451 41.1899245, -8.607151 41.1899909, -8.6072929 41.1901172, -8.6075577 41.190398, -8.6076554 41.1905473, -8.6076904 41.1907181)",,,,,
36005756,,Rua da Estação,tertiary,False,True,76.093,"LINESTRING (-8.6106377 41.1900116, -8.6097406 41.1898996)",,,,,
354120871,,Rua de Nossa Senhora de Lurdes,residential,False,True,58.146,"LINESTRING (-8.6106377 41.1900116, -8.6104848 41.1905217)",,,,,
36005756,,Rua da Estação,tertiary,False,False,182.49099999999999,"LINESTRING (-8.6106377 41.1900116, -8.6116997 41.1901598, -8.6127754 41.1903356)",,,,,
160766769,,Rua da Estação,tertiary,False,False,54.441,"LINESTRING (-8.613238 41.1904934, -8.6138749 41.1905934)",,,,2,
160766771,,Rua da Estação,tertiary,True,False,43.059000000000005,"LINESTRING (-8.613238 41.1904934, -8.6130621 41.1904235, -8.612863 41.1903401, -8.6127754 41.1903356)",,,,,
160766769,,Rua da Estação,tertiary,False,False,81.823,"LINESTRING (-8.6138749 41.1905934, -8.6148438 41.1906927)",,,,2,
160766769,,Rua da Estação,tertiary,False,True,54.441,"LINESTRING (-8.6138749 41.1905934, -8.613238 41.1904934)",,,,2,
36968134,,Rua da Conceição,residential,True,False,127.86399999999999,"LINESTRING (-8.6138749 41.1905934, -8.6136848 41.1911258, -8.6135136 41.1917104)",,,,,
160766769,,Rua da Estação,tertiary,False,True,81.823,"LINESTRING (-8.6148438 41.1906927, -8.6138749 41.1905934)",,,,2,
36005755,,Rua de Santo António do Telheiro,residential,False,False,31.658,"LINESTRING (-8.6148438 41.1906927, -8.6149072 41.1905484, -8.6149127 41.1904958, -8.6149169 41.1904159)",,6,,,
36968136,,Travessa da Estação,residential,False,False,90.014,"LINESTRING (-8.6148438 41.1906927, -8.6144945 41.1913782, -8.6144578 41.1914483)",,,,,
160766769,,Rua da Estação,tertiary,False,False,36.367000000000004,"LINESTRING (-8.6148438 41.1906927, -8.6149721 41.1907036, -8.6150727 41.1907137, -8.6152749 41.1907341)",,,,2,
36005755,,Rua de Santo António do Telheiro,residential,False,False,179.614,"LINESTRING (-8.6149169 41.1904159, -8.6147881 41.1903553, -8.6139211 41.1902283, -8.613886 41.1901745, -8.6139345 41.1899433, -8.6141982 41.1894386)",,6,,,
36005755,,Rua de Santo António do Telheiro,residential,False,True,31.657999999999998,"LINESTRING (-8.6149169 41.1904159, -8.6149127 41.1904958, -8.6149072 41.1905484, -8.6148438 41.1906927)",,6,,,
36997778,,Rua Padre Luís António Farinhote,residential,False,False,336.30999999999995,"LINESTRING (-8.6149169 41.1904159, -8.6156138 41.1904315, -8.6157642 41.1903736, -8.6163782 41.189923, -8.6166349 41.1896987, -8.6167168 41.1894868, -8.6167189 41.1893478, -8.6166509 41.189311, -8.6156223 41.1892515, -8.6153237 41.1893101)",,,,,
"[36005755, 63844509]",,Rua de Santo António do Telheiro,residential,False,False,215.31400000000002,"LINESTRING (-8.6141982 41.1894386, -8.6143957 41.1890614, -8.6148926 41.1881127, -8.6151557 41.1876414)",,6,,,
36005755,,Rua de Santo António do Telheiro,residential,False,True,179.61400000000003,"LINESTRING (-8.6141982 41.1894386, -8.6139345 41.1899433, -8.613886 41.1901745, -8.6139211 41.1902283, -8.6147881 41.1903553, -8.6149169 41.1904159)",,6,,,
36997778,,Rua Padre Luís António Farinhote,residential,False,True,95.34899999999999,"LINESTRING (-8.6141982 41.1894386, -8.6142871 41.1894345, -8.6149092 41.1893742, -8.6153237 41.1893101)",,,,,
63844509,,Rua de Santo António do Telheiro,residential,False,True,94.369,"LINESTRING (-8.6157302 41.1869111, -8.6151557 41.1876414)",,6,,,
36005753,,Largo,residential,False,False,46.760000000000005,"LINESTRING (-8.6157302 41.1869111, -8.6154514 41.1866844, -8.6153366 41.1866137)",,,,,
36997784,,Rua da Fonte,residential,True,False,96.102,"LINESTRING (-8.6157302 41.1869111, -8.6158036 41.1868873, -8.6160597 41.1866548, -8.6162667 41.1864197, -8.6163014 41.1863457, -8.6163041 41.1862041)",,,,,
36005753,,Largo,residential,False,False,31.642,"LINESTRING (-8.6153366 41.1866137, -8.6149594 41.1866336)",,,,,
36005753,,Largo,residential,False,True,46.760000000000005,"LINESTRING (-8.6153366 41.1866137, -8.6154514 41.1866844, -8.6157302 41.1869111)",,,,,
37262656,,,residential,False,False,40.949,"LINESTRING (-8.6153366 41.1866137, -8.6154383 41.186511, -8.6154991 41.1863972, -8.6155176 41.1862805)",,,,,
36005753,,Largo,residential,False,True,31.642,"LINESTRING (-8.6149594 41.1866336, -8.6153366 41.1866137)",,,,,
36005754,,Rua da Capela do Telheiro,residential,False,False,46.833,"LINESTRING (-8.6149594 41.1866336, -8.6144006 41.1866104)",,,,,
13797528,,Rua de Silva Brinco,secondary,False,True,275.751,"LINESTRING (-8.6130455 41.1860028, -8.6130185 41.1861728, -8.6129856 41.1862838, -8.6127507 41.1872372, -8.6125802 41.1877652, -8.6124426 41.1882988, -8.6124226 41.1883846, -8.6124044 41.188434)",,,,,
36005754,,Rua da Capela do Telheiro,residential,False,True,26.467,"LINESTRING (-8.6130455 41.1860028, -8.6131882 41.186043, -8.6133211 41.1861152)",,,,,
36997781,,Rua Doutor Campos Monteiro,residential,False,False,87.249,"LINESTRING (-8.6130455 41.1860028, -8.6129398 41.186001, -8.6120573 41.1860201, -8.6120036 41.1860245)",,,,,
36005757,,Rua José Coutinho,tertiary,False,True,54.943,"LINESTRING (-8.6076135 41.1911202, -8.608189 41.1913581)",,,,,
743532994,,Rua Padre Costa,tertiary,False,False,5.802,"LINESTRING (-8.6076135 41.1911202, -8.6075505 41.1910984)",,,,,
36005754,,Rua da Capela do Telheiro,residential,False,True,46.833,"LINESTRING (-8.6144006 41.1866104, -8.6149594 41.1866336)",,,,,
36005754,,Rua da Capela do Telheiro,residential,False,False,79.093,"LINESTRING (-8.6144006 41.1866104, -8.6138003 41.1865079, -8.613724 41.1864739, -8.6135633 41.1863388)",,,,,
607977723,,Rua do Telheiro,residential,True,False,131.033,"LINESTRING (-8.6144006 41.1866104, -8.6142468 41.1867708, -8.6141199 41.1870703, -8.6140489 41.1873848, -8.613982 41.187608, -8.6139332 41.1877206)",,3,,,
63844509,,Rua de Santo António do Telheiro,residential,False,False,94.369,"LINESTRING (-8.6151557 41.1876414, -8.6157302 41.1869111)",,6,,,
"[36005755, 63844509]",,Rua de Santo António do Telheiro,residential,False,True,215.31400000000002,"LINESTRING (-8.6151557 41.1876414, -8.6148926 41.1881127, -8.6143957 41.1890614, -8.6141982 41.1894386)",,6,,,
