osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,access,bridge,ref,junction
37264204,True,Rua Mateus Vicente de Oliveira,residential,False,146.597,"LINESTRING (-9.2556708 38.7564353, -9.2558181 38.7566269, -9.2565402 38.757566)",,,,,,
1056838783,False,Avenida José Elias Garcia,tertiary,False,72.23,"LINESTRING (-9.2556708 38.7564353, -9.2560399 38.7565488, -9.2562271 38.7566169, -9.2564302 38.7567005)",2,50,yes,,,
1056838783,False,Avenida José Elias Garcia,tertiary,True,76.71000000000001,"LINESTRING (-9.2556708 38.7564353, -9.2553314 38.7563382, -9.2552644 38.7563321, -9.2551689 38.7563338, -9.2549893 38.756344, -9.2548097 38.7563542)",2,50,yes,,,
301786625,True,Rua Doutor Higino de Sousa,residential,False,47.314,"LINESTRING (-9.2570463 38.757059, -9.2570108 38.7571135, -9.2568105 38.7574427)",,50,,,,
1056838783,False,Avenida José Elias Garcia,tertiary,False,115.66599999999998,"LINESTRING (-9.2570463 38.757059, -9.257163 38.757135, -9.2573892 38.7572734, -9.2575018 38.7573412, -9.2575905 38.7573872, -9.2576625 38.7574057, -9.2577276 38.7574135, -9.2578209 38.757418, -9.2580859 38.7574261, -9.258231 38.7574306)",2,50,yes,,,
1056838783,False,Avenida José Elias Garcia,tertiary,True,62.643,"LINESTRING (-9.2570463 38.757059, -9.2569897 38.7570211, -9.2566064 38.7567904, -9.256469 38.7567211)",2,50,yes,,,
"[244901940, 1056838783]",False,Avenida José Elias Garcia,tertiary,False,31.227,"LINESTRING (-9.258231 38.7574306, -9.2583415 38.757433, -9.258591 38.7574382)",2,50,yes,,,
1056838783,False,Avenida José Elias Garcia,tertiary,True,115.666,"LINESTRING (-9.258231 38.7574306, -9.2580859 38.7574261, -9.2578209 38.757418, -9.2577276 38.7574135, -9.2576625 38.7574057, -9.2575905 38.7573872, -9.2575018 38.7573412, -9.2573892 38.7572734, -9.257163 38.757135, -9.2570463 38.757059)",2,50,yes,,,
"[244901940, 244901941]",False,Avenida José Elias Garcia,tertiary,False,31.055999999999997,"LINESTRING (-9.258591 38.7574382, -9.2587313 38.7574411, -9.2589491 38.7574396)",2,50,yes,,,
"[244901940, 1056838783]",False,Avenida José Elias Garcia,tertiary,True,31.227,"LINESTRING (-9.258591 38.7574382, -9.2583415 38.757433, -9.258231 38.7574306)",2,50,yes,,,
138837364,True,Avenida José Elias Garcia,tertiary,False,25.095,"LINESTRING (-9.2593405 38.7573806, -9.2594152 38.7573791, -9.259628 38.7573569)",1,,,,,
"[426225298, 426225299, 244901941]",False,Avenida José Elias Garcia,tertiary,True,34.566,"LINESTRING (-9.2593405 38.7573806, -9.2591563 38.757408, -9.2590099 38.7574303, -9.2589491 38.7574396)",2,50,yes,yes,,
1230018738,True,Praça Dom Pedro IV,primary,False,6.943,"LINESTRING (-9.259628 38.7573569, -9.2596598 38.7573758, -9.2596962 38.7573889)",2,,,,EN 117,roundabout
"[86968321, 1087069708, 1087069709]",True,,primary,False,273.178,"LINESTRING (-9.2596962 38.7573889, -9.2597686 38.7575978, -9.2597656 38.7578633, -9.2597637 38.7581163, -9.2597097 38.7582638, -9.2596198 38.7583777, -9.2594829 38.7585554, -9.2594404 38.7587122, -9.2593996 38.7591389, -9.2593888 38.759225, -9.2593597 38.7595207, -9.2593424 38.7595558, -9.2593157 38.7595942, -9.2592876 38.7596241, -9.2592574 38.7596501, -9.2592018 38.7596802, -9.259144 38.7597017)",1,,,,EN 117,
1237733949,True,Praça Dom Pedro IV,primary,False,17.278,"LINESTRING (-9.2596962 38.7573889, -9.2597452 38.757396, -9.2597948 38.7573925, -9.2598414 38.7573787, -9.2598815 38.7573557)",2,,,,EN 117,roundabout
1237733948,True,Praça Dom Pedro IV,primary,False,6.874,"LINESTRING (-9.2598815 38.7573557, -9.2599067 38.7573318, -9.2599247 38.7573043)",2,,,,EN 117,roundabout
86968323,True,Praça Dom Pedro IV,primary,False,19.17,"LINESTRING (-9.2599247 38.7573043, -9.2599363 38.7572622, -9.2599312 38.7572192, -9.2599099 38.7571795, -9.2598743 38.7571465)",2,,,,EN 117,roundabout
138837359,True,,tertiary,False,26.001,"LINESTRING (-9.2599247 38.7573043, -9.2600167 38.7572274, -9.2601419 38.7571436)",,,,,,
138837377,True,,primary,False,24.871,"LINESTRING (-9.2598488 38.7571319, -9.2597995 38.7570238, -9.2597812 38.7569158)",,,,,EN 117,
1237733952,True,Praça Dom Pedro IV,primary,False,19.293,"LINESTRING (-9.2598488 38.7571319, -9.2597974 38.7571153, -9.259742 38.7571115, -9.2596877 38.7571208, -9.2596395 38.7571425)",2,,,,EN 117,roundabout
1237733952,True,Praça Dom Pedro IV,primary,False,10.465,"LINESTRING (-9.2596395 38.7571425, -9.2595993 38.7571776, -9.259576 38.757221)",2,,,,EN 117,roundabout
163591971,True,Rua de Timor,tertiary,False,33.939,"LINESTRING (-9.260912 38.7566505, -9.260538 38.7565605)",2,50,yes,,,
367133887,False,Rua de Timor,tertiary,False,30.208,"LINESTRING (-9.260912 38.7566505, -9.2612592 38.7566282)",2,50,,,,
37264195,False,,tertiary,False,39.338,"LINESTRING (-9.260912 38.7566505, -9.2607949 38.7566976, -9.2605484 38.7568296, -9.2605322 38.7568422)",,,,,,
367133887,False,Rua de Timor,tertiary,False,15.74,"LINESTRING (-9.2614796 38.7566163, -9.2616607 38.7566066)",2,50,,,,
367133887,False,Rua de Timor,tertiary,True,19.159,"LINESTRING (-9.2614796 38.7566163, -9.2613751 38.7566207, -9.2612592 38.7566282)",2,50,,,,
1053034585,False,Rua de Macau,residential,False,63.496,"LINESTRING (-9.2614796 38.7566163, -9.2614708 38.7565389, -9.261462 38.7564615, -9.2613835 38.7560504)",2,50,,,,
37264195,False,,tertiary,True,47.665,"LINESTRING (-9.2601419 38.7571436, -9.2601633 38.757132, -9.2605322 38.7568422)",,,,,,
138837360,True,,tertiary,False,23.231,"LINESTRING (-9.2601419 38.7571436, -9.2600316 38.7571496, -9.2598743 38.7571465)",,,,,,
1053034585,False,Rua de Macau,residential,True,63.496,"LINESTRING (-9.2613835 38.7560504, -9.261462 38.7564615, -9.2614708 38.7565389, -9.2614796 38.7566163)",2,50,,,,
37264206,True,Rua Doutor Joaquim Eleutério Gaspar Gomes,residential,False,65.019,"LINESTRING (-9.2566669 38.7563689, -9.2567332 38.7563961, -9.2573306 38.756641)",,,,,,
37264204,True,Rua Mateus Vicente de Oliveira,residential,False,12.927,"LINESTRING (-9.2565402 38.757566, -9.2566138 38.7576671)",,,,,,
138837361,True,,residential,False,11.74,"LINESTRING (-9.2568105 38.7574427, -9.2568579 38.7575416)",,,,,,
301786625,True,Rua Doutor Higino de Sousa,residential,False,27.154000000000003,"LINESTRING (-9.2568105 38.7574427, -9.2565955 38.7575408, -9.2565402 38.757566)",,50,,,,
382769127,True,Avenida Capitão António Gomes Rocha,tertiary,False,28.834,"LINESTRING (-9.2616612 38.7608207, -9.2615869 38.7607757, -9.2613985 38.7606617)",,,,,,
240198918,True,Rotunda Dom Ayres de Saldanha de Menezes e Sousa,tertiary,False,4.292,"LINESTRING (-9.2613985 38.7606617, -9.2613987 38.7606231)",,,,,,roundabout
240198918,True,Rotunda Dom Ayres de Saldanha de Menezes e Sousa,tertiary,False,17.134,"LINESTRING (-9.2613079 38.7605378, -9.2612593 38.7605308, -9.2612106 38.7605373, -9.2611677 38.7605564, -9.2611358 38.7605858)",,,,,,roundabout
240198782,True,Avenida General Humberto Delgado,tertiary,False,22.037,"LINESTRING (-9.2611358 38.7605858, -9.2610635 38.7606093, -9.2609076 38.7606727)",,,,,,
