osmid,oneway,name,highway,reversed,length,bridge,geometry,lanes,ref,junction
180712713,True,Rua da Vila,residential,False,18.574,,"LINESTRING (-8.36044 39.9218884, -8.3602228 39.9219009)",,,
"[907387925, 292151077, 907387924, 744895005]",False,"['Largo 12 de Novembro', 'Rua 12 de Novembro']",residential,True,198.654,yes,"LINESTRING (-8.36044 39.9218884, -8.3604896 39.9217177, -8.3605243 39.9216279, -8.3607781 39.9210789, -8.3608618 39.9206993, -8.360968 39.9202177, -8.3609804 39.9201614, -8.3609815 39.9201565)",,,
185580980,False,Rua Armando Moreira,residential,True,58.883,,"LINESTRING (-8.3583347 39.9238869, -8.3590031 39.923754)",,,
744894993,False,Largo das Figueiras,residential,False,18.313,,"LINESTRING (-8.3583347 39.9238869, -8.35827 39.9239084, -8.3582429 39.9239224, -8.3582283 39.923934, -8.3582157 39.9239502, -8.3582082 39.9239716, -8.3582027 39.9239997)",,,
908835974,False,Largo das Figueiras,residential,False,26.555,,"LINESTRING (-8.3583347 39.9238869, -8.3582618 39.9238875, -8.3582352 39.9238863, -8.3582002 39.9238824, -8.3581568 39.9238729, -8.3581113 39.9238543, -8.3580422 39.9238237)",,,
185580983,False,Rua do Fetal,residential,False,109.015,,"LINESTRING (-8.3563404 39.9241598, -8.3563756 39.9242091, -8.3568579 39.9248589, -8.3569682 39.9250138)",,,
744894998,True,Rua do Castelo,residential,False,105.47899999999998,,"LINESTRING (-8.3563404 39.9241598, -8.3561791 39.9242274, -8.3560274 39.9242682, -8.3558545 39.9243117, -8.3556695 39.9243568, -8.3554917 39.9243939, -8.3553334 39.9244356, -8.3552493 39.9244662, -8.3551958 39.9244885, -8.3551875 39.9244936)",,,
502767043,False,Rua Canto do Castelo,residential,False,36.427,,"LINESTRING (-8.3551875 39.9244936, -8.3550118 39.924195)",,,
744894998,True,Rua do Castelo,residential,False,36.783,,"LINESTRING (-8.3551875 39.9244936, -8.355145 39.92452, -8.3550361 39.924622, -8.354963 39.9246728, -8.3548796 39.9247231)",,,
180712713,True,Rua da Vila,residential,False,43.038,,"LINESTRING (-8.3602228 39.9219009, -8.3597184 39.9219138)",,,
180713919,True,Rua Manuel Pintassilgo,residential,False,72.7,,"LINESTRING (-8.3602228 39.9219009, -8.3605463 39.9225058)",,,
180712713,True,Rua da Vila,residential,False,89.021,,"LINESTRING (-8.3584471 39.9219871, -8.3577312 39.9221082, -8.3574451 39.9222013)",,,
180714394,True,Rua da Rascoia,residential,False,96.013,,"LINESTRING (-8.3584471 39.9219871, -8.3583185 39.9215481, -8.3582832 39.9213434, -8.3582549 39.9211375)",,,
180712713,True,Rua da Vila,residential,False,40.915,,"LINESTRING (-8.3609125 39.9218324, -8.3606298 39.9218811, -8.36044 39.9218884)",,,
180713953,True,Rua da Esperança,residential,False,75.72099999999999,,"LINESTRING (-8.3570153 39.9223542, -8.3566456 39.9224076, -8.356468 39.9224357, -8.3563484 39.92245, -8.3562667 39.9224497, -8.3562035 39.922444, -8.3561452 39.9224237)",,,
744895003,False,Rua Nova,secondary,False,163.285,,"LINESTRING (-8.3631848 39.9215085, -8.3614676 39.9221581)",2,EM 595,
180712713,True,Rua da Vila,residential,False,200.35399999999998,,"LINESTRING (-8.3631848 39.9215085, -8.3622319 39.9214983, -8.3621489 39.9214983, -8.3620652 39.9215048, -8.3609125 39.9218324)",,,
180716044,False,Praça Costa Rego,residential,False,14.109,,"LINESTRING (-8.3571144 39.9237649, -8.3569753 39.9238336)",,,
