osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes,junction
166775781,True,secondary,False,37.726,"LINESTRING (-16.7367035 32.7425608, -16.7367351 32.7425203, -16.7367583 32.742476, -16.7367728 32.742429, -16.736778 32.7423808, -16.7367738 32.7423324, -16.7367604 32.7422853, -16.736738 32.7422406)",ER 214,Estrada Regional 214,50,2,roundabout
106495096,True,secondary,False,28.489,"LINESTRING (-16.7372874 32.7418882, -16.7371548 32.7418308, -16.7370122 32.7417787)",ER 214,Estrada Regional 214,40,1,
141363955,False,secondary,True,16.777,"LINESTRING (-16.7372874 32.7418882, -16.7373235 32.7418976, -16.7374587 32.741933)",ER 214,Estrada Regional 214,40,,
77397902,True,secondary,False,34.469,"LINESTRING (-16.7362468 32.7421847, -16.7360798 32.7421952, -16.7358825 32.7422278)",ER 214,Estrada Regional 214,50,1,
166775783,True,secondary,False,29.294000000000004,"LINESTRING (-16.7362468 32.7421847, -16.7362102 32.742216, -16.7361799 32.7422517, -16.7361566 32.7422909, -16.7361408 32.7423328, -16.736133 32.7423762, -16.7361333 32.7424202)",ER 214,Estrada Regional 214,50,2,roundabout
77397903,True,secondary,False,32.091,"LINESTRING (-16.7358825 32.7422278, -16.7360184 32.7423036, -16.7361333 32.7424202)",ER 214,Estrada Regional 214,50,2,
1099465089,False,residential,True,110.391,"LINESTRING (-16.7358624 32.7362699, -16.7365175 32.7370957)",,Rua do Cais,,,
"[166775817, 166775755, 166775788]",True,secondary,False,38.717,"LINESTRING (-16.7370122 32.7417787, -16.7369781 32.7417401, -16.7369279 32.7417173, -16.7368708 32.7417143, -16.7368178 32.7417318, -16.7367784 32.7417663, -16.7367623 32.7417998, -16.7367597 32.7418358, -16.736771 32.7418706)",ER 214,Estrada Regional 214,40,1,roundabout
106495106,True,secondary,False,30.015,"LINESTRING (-16.7369681 32.7419152, -16.7370914 32.7419059, -16.7372874 32.7418882)",ER 214,Estrada Regional 214,40,1,
106495110,True,secondary,False,16.958000000000002,"LINESTRING (-16.7369681 32.7419152, -16.737 32.7418881, -16.7370192 32.7418536, -16.7370235 32.7418157, -16.7370122 32.7417787)",ER 214,Estrada Regional 214,40,1,roundabout
166775763,True,secondary,False,9.404,"LINESTRING (-16.7368721 32.7419345, -16.7369223 32.7419327, -16.7369681 32.7419152)",ER 214,Estrada Regional 214,40,1,roundabout
106495111,True,secondary,False,40.081,"LINESTRING (-16.736771 32.7418706, -16.7367199 32.7419797, -16.7366566 32.7420614, -16.7365859 32.7420952, -16.7364983 32.7421185)",ER 214,Estrada Regional 214,50,1,
166775801,True,secondary,False,12.206,"LINESTRING (-16.736771 32.7418706, -16.7368119 32.7419134, -16.7368721 32.7419345)",ER 214,Estrada Regional 214,40,1,roundabout
131902247,False,residential,False,60.063,"LINESTRING (-16.7391614 32.7377031, -16.7396494 32.737352)",,,,,
131902247,False,residential,True,60.063,"LINESTRING (-16.7396494 32.737352, -16.7391614 32.7377031)",,,,,
217223778,True,residential,False,88.473,"LINESTRING (-16.7396494 32.737352, -16.7397284 32.7374389, -16.7398578 32.7375359, -16.7403171 32.7377212, -16.7404274 32.7377839)",,Estrada da Banda do Silva,,,
131902244,False,residential,False,72.123,"LINESTRING (-16.7398877 32.7363816, -16.7400661 32.7362552, -16.7401305 32.736218, -16.7401975 32.7362011, -16.740278 32.7362135, -16.7403759 32.7362575, -16.7404813 32.7362935, -16.740564 32.736301)",,,,,
131902246,False,residential,False,87.166,"LINESTRING (-16.7410993 32.7388528, -16.7410114 32.7389381, -16.7409375 32.7390711, -16.7406609 32.7390014, -16.7403481 32.739101)",,,,,
131902244,False,residential,True,72.123,"LINESTRING (-16.740564 32.736301, -16.7404813 32.7362935, -16.7403759 32.7362575, -16.740278 32.7362135, -16.7401975 32.7362011, -16.7401305 32.736218, -16.7400661 32.7362552, -16.7398877 32.7363816)",,,,,
"[217223776, 217223734]",False,tertiary,True,156.891,"LINESTRING (-16.740564 32.736301, -16.7406097 32.7363438, -16.741147 32.7368621, -16.7414635 32.7370866, -16.7417579 32.7372853)",,Rua da Pedra D'Eira,,2,
"[1193491169, 172368979, 217223780, 217223743]",False,tertiary,False,243.711,"LINESTRING (-16.740564 32.736301, -16.7405273 32.7362616, -16.7404596 32.7362015, -16.7400715 32.7358279, -16.7399773 32.7357418, -16.7399254 32.7357213, -16.7398748 32.7357379, -16.7396433 32.7358739, -16.7393916 32.735959, -16.7392005 32.7360208, -16.7391137 32.7360797, -16.7390166 32.7362631, -16.7389039 32.736451, -16.7387381 32.7366065)",,"['Rua Marginal da Padadeira', ""Rua da Pedra D'Eira""]",,2,
131902246,False,residential,True,87.166,"LINESTRING (-16.7403481 32.739101, -16.7406609 32.7390014, -16.7409375 32.7390711, -16.7410114 32.7389381, -16.7410993 32.7388528)",,,,,
217223774,True,residential,False,231.15900000000002,"LINESTRING (-16.7403481 32.739101, -16.7399414 32.7385791, -16.7397872 32.7384358, -16.7395954 32.7383354, -16.739358 32.7381899, -16.7392306 32.7381211, -16.7391382 32.7380443, -16.7389285 32.7378194, -16.7388056 32.7377059, -16.7387471 32.7376676, -16.7386526 32.7376344)",,,,,
141363962,False,residential,False,36.86,"LINESTRING (-16.7382512 32.7379842, -16.7379885 32.7377371)",,,,,
141363962,False,residential,True,54.062,"LINESTRING (-16.7382512 32.7379842, -16.7384989 32.7377652, -16.7386526 32.7376344)",,,,,
710721236,False,residential,True,138.559,"LINESTRING (-16.7382512 32.7379842, -16.7383451 32.7380822, -16.7383897 32.7381279, -16.7384395 32.7381698, -16.7385354 32.7382046, -16.7387216 32.7382592, -16.7387988 32.7383058, -16.7388524 32.7383569, -16.7388986 32.7384181, -16.7389328 32.7385097, -16.738949 32.7385881, -16.7389619 32.7386646, -16.739005 32.738738, -16.7390666 32.7388273, -16.7391179 32.7389058)",,,,,
217223768,False,tertiary,False,35.579,"LINESTRING (-16.7362751 32.7384827, -16.7366543 32.738508)",,,,,
26979297,False,residential,True,115.009,"LINESTRING (-16.7362751 32.7384827, -16.736138 32.73849, -16.7359556 32.7385069, -16.7357411 32.738552, -16.7353132 32.738684, -16.7351455 32.7387275, -16.7350908 32.738739)",,,,,
26979308,False,tertiary,True,65.83500000000001,"LINESTRING (-16.7362751 32.7384827, -16.7362464 32.7381514, -16.7362569 32.7379314, -16.7362627 32.737892)",,,,,
26979313,False,residential,True,7.465,"LINESTRING (-16.7364605 32.7392954, -16.7365304 32.7393278)",,,,,
168325863,False,residential,True,14.355,"LINESTRING (-16.7364605 32.7392954, -16.7363286 32.7393614)",,,,,
375128139,False,residential,False,91.785,"LINESTRING (-16.7364605 32.7392954, -16.7364559 32.7390991, -16.7364398 32.738975, -16.7364505 32.7388893, -16.7365122 32.7387799, -16.7366543 32.738508)",,,,,
26979313,False,residential,False,7.465,"LINESTRING (-16.7365304 32.7393278, -16.7364605 32.7392954)",,,,,
168325863,False,residential,False,14.355,"LINESTRING (-16.7363286 32.7393614, -16.7364605 32.7392954)",,,,,
204284737,True,tertiary,False,10.17,"LINESTRING (-16.7368443 32.7372857, -16.7368513 32.7372558, -16.7368454 32.7372257, -16.7368275 32.7371992)",,Largo Manuel Alves,,,roundabout
172368959,True,residential,False,62.163,"LINESTRING (-16.7372444 32.7382508, -16.7366543 32.738508)",,,,,
168383750,True,residential,False,114.112,"LINESTRING (-16.7372444 32.7382508, -16.7371372 32.7380385, -16.7371209 32.7379219, -16.7371171 32.7378949, -16.7368443 32.7372857)",,,,,
217223713,True,secondary,False,13.239,"LINESTRING (-16.7396685 32.7433692, -16.7396331 32.7433701, -16.7395993 32.7433788, -16.7395692 32.7433945, -16.739545 32.7434162)",ER 214,Estrada Regional 214,40,1,roundabout
"[168383554, 217223706]",False,secondary,False,264.064,"LINESTRING (-16.739545 32.7434162, -16.7394663 32.7433195, -16.7393888 32.7432357, -16.7390526 32.742801, -16.7388992 32.7426188, -16.7385011 32.7421416, -16.7383779 32.742039, -16.7382771 32.7420208, -16.7379944 32.7419916, -16.7375751 32.7419555)",ER 214,Estrada Regional 214,40,,
217223727,True,secondary,False,31.167,"LINESTRING (-16.739545 32.7434162, -16.7395302 32.7434385, -16.7395216 32.7434629, -16.7395197 32.7434883, -16.7395246 32.7435135, -16.739536 32.7435371, -16.7395533 32.743558, -16.7395757 32.7435751, -16.739602 32.7435877, -16.7396311 32.743595, -16.7396613 32.7435967, -16.7396912 32.7435927)",ER 214,Estrada Regional 214,40,1,roundabout
169223272,False,residential,False,40.781,"LINESTRING (-16.7421597 32.742902, -16.7420742 32.742955, -16.7420338 32.742989, -16.7420135 32.7430147, -16.7420034 32.7430438, -16.7420017 32.7430786, -16.7420093 32.7431525, -16.7420139 32.7431802, -16.7420168 32.7432113)",,,,,
385779605,False,secondary,False,86.925,"LINESTRING (-16.7421597 32.742902, -16.7419691 32.742666, -16.7415483 32.7423179)",ER 214,Estrada Regional 214,40,2,
169223258,False,residential,False,35.769999999999996,"LINESTRING (-16.7420168 32.7432113, -16.7418522 32.7432312, -16.7417854 32.7432627, -16.741755 32.7432918, -16.7417105 32.743361)",,,,,
169223272,False,residential,True,40.781,"LINESTRING (-16.7420168 32.7432113, -16.7420139 32.7431802, -16.7420093 32.7431525, -16.7420017 32.7430786, -16.7420034 32.7430438, -16.7420135 32.7430147, -16.7420338 32.742989, -16.7420742 32.742955, -16.7421597 32.742902)",,,,,
169223258,False,residential,True,35.769999999999996,"LINESTRING (-16.7417105 32.743361, -16.741755 32.7432918, -16.7417854 32.7432627, -16.7418522 32.7432312, -16.7420168 32.7432113)",,,,,
169223262,False,residential,True,104.328,"LINESTRING (-16.7417105 32.743361, -16.7414547 32.7433962, -16.7414174 32.7434126, -16.7413867 32.7434376, -16.7413881 32.743487, -16.7413844 32.7435062, -16.741377 32.7435321, -16.7413561 32.7435531, -16.7413211 32.7435706, -16.7412159 32.7435924, -16.7411609 32.7435926, -16.7411204 32.7435814, -16.7410894 32.7435685, -16.7409367 32.7435166, -16.7409054 32.743512, -16.7408472 32.7434996, -16.7408336 32.7434918, -16.7408224 32.7434793, -16.7408009 32.743439)",,,,,
169223262,False,residential,False,104.32799999999999,"LINESTRING (-16.7408009 32.743439, -16.7408224 32.7434793, -16.7408336 32.7434918, -16.7408472 32.7434996, -16.7409054 32.743512, -16.7409367 32.7435166, -16.7410894 32.7435685, -16.7411204 32.7435814, -16.7411609 32.7435926, -16.7412159 32.7435924, -16.7413211 32.7435706, -16.7413561 32.7435531, -16.741377 32.7435321, -16.7413844 32.7435062, -16.7413881 32.743487, -16.7413867 32.7434376, -16.7414174 32.7434126, -16.7414547 32.7433962, -16.7417105 32.743361)",,,,,
385779614,True,residential,False,109.221,"LINESTRING (-16.7412653 32.7406559, -16.7414635 32.7416239)",,Rua do Serrado dos Marmeleiros,,,
169877407,False,residential,False,258.18100000000004,"LINESTRING (-16.7412653 32.7406559, -16.7416413 32.7405755, -16.7416911 32.7405829, -16.7417236 32.7406187, -16.7418128 32.7408069, -16.7418358 32.7408293, -16.7418705 32.7408298, -16.7419829 32.740799, -16.7420192 32.7408017, -16.7420459 32.7408216, -16.7421723 32.7410383, -16.7421753 32.7410643, -16.7421593 32.7410903, -16.7420515 32.7411897, -16.7420462 32.7412221, -16.7420565 32.7412585, -16.7420966 32.7413056, -16.742209 32.7413764, -16.7422306 32.7414003, -16.7422357 32.7414319, -16.7422049 32.7415363, -16.7421791 32.7415622, -16.7421393 32.7415722, -16.7414635 32.7416239)",,,,,
26977311,True,residential,False,80.73800000000001,"LINESTRING (-16.7414635 32.7416239, -16.7416147 32.7421577, -16.7416198 32.7422088, -16.7416048 32.7422508, -16.7415483 32.7423179)",,Rua do Serrado dos Marmeleiros,,,
169877407,False,residential,True,258.18100000000004,"LINESTRING (-16.7414635 32.7416239, -16.7421393 32.7415722, -16.7421791 32.7415622, -16.7422049 32.7415363, -16.7422357 32.7414319, -16.7422306 32.7414003, -16.742209 32.7413764, -16.7420966 32.7413056, -16.7420565 32.7412585, -16.7420462 32.7412221, -16.7420515 32.7411897, -16.7421593 32.7410903, -16.7421753 32.7410643, -16.7421723 32.7410383, -16.7420459 32.7408216, -16.7420192 32.7408017, -16.7419829 32.740799, -16.7418705 32.7408298, -16.7418358 32.7408293, -16.7418128 32.7408069, -16.7417236 32.7406187, -16.7416911 32.7405829, -16.7416413 32.7405755, -16.7412653 32.7406559)",,,,,
375128140,False,tertiary,False,61.43300000000001,"LINESTRING (-16.737955 32.7370144, -16.7377201 32.7371271, -16.7375756 32.737158, -16.7374458 32.7371718, -16.7373396 32.737178)",,Rua Marginal da Padadeira,,,
"[385779611, 375128133]",False,tertiary,True,86.169,"LINESTRING (-16.737955 32.7370144, -16.7386015 32.7366833, -16.7386632 32.7366511, -16.7387381 32.7366065)",,Rua Marginal da Padadeira,,,
