osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes,junction
26166087,True,residential,False,211.461,"LINESTRING (-16.7405337 32.742171, -16.7404319 32.7420738, -16.7403843 32.7419974, -16.7403618 32.7417608, -16.740512 32.7411907, -16.7405169 32.7411662, -16.7406884 32.7403389)",,,,,
"[375128123, 141363957]",False,secondary,False,164.805,"LINESTRING (-16.7405337 32.742171, -16.7404438 32.7422444, -16.7403441 32.7423623, -16.7402615 32.7424815, -16.740164 32.7427455, -16.739989 32.7432667, -16.7399717 32.7433125, -16.7399148 32.7433781, -16.7397908 32.7434814)",ER 214,Estrada Regional 214,40,2,
217223711,False,secondary,True,109.84100000000001,"LINESTRING (-16.7405337 32.742171, -16.7406195 32.7421264, -16.7407533 32.7420804, -16.7408865 32.742044, -16.7409766 32.7420305, -16.7410787 32.7420252, -16.7411726 32.7420428, -16.7412514 32.742088, -16.7415483 32.7423179)",ER 214,Estrada Regional 214,40,2,
217223719,True,secondary,False,18.499999999999996,"LINESTRING (-16.7397908 32.7434814, -16.7397876 32.7434578, -16.7397785 32.7434353, -16.7397642 32.7434148, -16.7397451 32.7433973, -16.7397341 32.7433907, -16.7397221 32.7433835, -16.7396962 32.743374, -16.7396685 32.7433692)",ER 214,Estrada Regional 214,40,1,roundabout
"[375128123, 141363957]",False,secondary,True,164.805,"LINESTRING (-16.7397908 32.7434814, -16.7399148 32.7433781, -16.7399717 32.7433125, -16.739989 32.7432667, -16.740164 32.7427455, -16.7402615 32.7424815, -16.7403441 32.7423623, -16.7404438 32.7422444, -16.7405337 32.742171)",ER 214,Estrada Regional 214,40,2,
166775777,True,secondary,False,25.174,"LINESTRING (-16.7364983 32.7421185, -16.7363644 32.7421296, -16.7362468 32.7421847)",ER 214,Estrada Regional 214,50,2,roundabout
"[26977234, 385779612]",False,residential,False,155.838,"LINESTRING (-16.7406884 32.7403389, -16.7405945 32.7403208, -16.7404135 32.7402836, -16.7402311 32.7402757, -16.7400594 32.740296, -16.7398958 32.7403219, -16.7395954 32.740375, -16.7394559 32.7403817, -16.7393044 32.7403659, -16.7392078 32.7403434, -16.7390616 32.7402858)",,Rua da Palmeira,,,
217223735,True,residential,False,68.273,"LINESTRING (-16.7406884 32.7403389, -16.7408459 32.7397975, -16.7408728 32.7397456)",,,,,
936520311,True,residential,False,25.328,"LINESTRING (-16.7408728 32.7397456, -16.7410851 32.7396042)",,Caminho do Âncora,,,
217223760,True,residential,False,21.631999999999998,"LINESTRING (-16.7408728 32.7397456, -16.7407765 32.7396282, -16.7407409 32.7395858)",,,,,
385779615,True,residential,False,110.938,"LINESTRING (-16.7408728 32.7397456, -16.7409211 32.7397545, -16.7409506 32.7397723, -16.7409834 32.7398104, -16.7410994 32.7401118, -16.7412653 32.7406559)",,Rua do Serrado dos Marmeleiros,,,
"[385779611, 375128133]",False,tertiary,False,86.169,"LINESTRING (-16.7387381 32.7366065, -16.7386632 32.7366511, -16.7386015 32.7366833, -16.737955 32.7370144)",,Rua Marginal da Padadeira,,,
"[375128137, 26977374, 385778735]",False,residential,True,92.82000000000001,"LINESTRING (-16.7387381 32.7366065, -16.7387894 32.7366434, -16.7389212 32.7367212, -16.7391056 32.7368383, -16.7393435 32.7369838, -16.7395195 32.7371194)",,Estrada da Banda do Silva,,,
"[1193491169, 172368979, 217223780, 217223743]",False,tertiary,True,243.711,"LINESTRING (-16.7387381 32.7366065, -16.7389039 32.736451, -16.7390166 32.7362631, -16.7391137 32.7360797, -16.7392005 32.7360208, -16.7393916 32.735959, -16.7396433 32.7358739, -16.7398748 32.7357379, -16.7399254 32.7357213, -16.7399773 32.7357418, -16.7400715 32.7358279, -16.7404596 32.7362015, -16.7405273 32.7362616, -16.740564 32.736301)",,"['Rua Marginal da Padadeira', ""Rua da Pedra D'Eira""]",,2,
217223753,False,residential,True,39.213,"LINESTRING (-16.7390616 32.7402858, -16.7387371 32.7400625)",,Rua da Palmeira,,,
26977954,True,residential,False,368.3110000000001,"LINESTRING (-16.7390616 32.7402858, -16.739075 32.7405504, -16.7390744 32.7406846, -16.7390737 32.7407844, -16.7390724 32.740864, -16.7390844 32.7409345, -16.7390992 32.7409903, -16.7391173 32.7410428, -16.7391837 32.741195, -16.7392004 32.7412452, -16.7392078 32.7412971, -16.7392165 32.7413845, -16.7392326 32.7414827, -16.7392521 32.7415182, -16.739293 32.7415616, -16.739348 32.7415983, -16.7394391 32.7416446, -16.7395049 32.7416773, -16.7395424 32.7417072, -16.7395726 32.7417444, -16.7396108 32.7418166, -16.7396577 32.7419142, -16.7396866 32.74197, -16.7397523 32.7420828, -16.7397624 32.7421172, -16.739761 32.7421505, -16.7397456 32.7421916, -16.73959 32.7424421, -16.7395726 32.7424951, -16.7395666 32.7425543, -16.7395645 32.7426045, -16.7395827 32.742757, -16.7396712 32.7432097, -16.7396743 32.7432804, -16.7396685 32.7433692)",,,,,
"[26977234, 385779612]",False,residential,True,155.838,"LINESTRING (-16.7390616 32.7402858, -16.7392078 32.7403434, -16.7393044 32.7403659, -16.7394559 32.7403817, -16.7395954 32.740375, -16.7398958 32.7403219, -16.7400594 32.740296, -16.7402311 32.7402757, -16.7404135 32.7402836, -16.7405945 32.7403208, -16.7406884 32.7403389)",,Rua da Palmeira,,,
217223753,False,residential,False,39.213,"LINESTRING (-16.7387371 32.7400625, -16.7390616 32.7402858)",,Rua da Palmeira,,,
"[26977249, 375128138]",True,residential,False,199.009,"LINESTRING (-16.7387371 32.7400625, -16.7386244 32.740155, -16.7385694 32.7402103, -16.7385574 32.7402926, -16.7385735 32.740384, -16.7385976 32.7404686, -16.7386392 32.7405859, -16.7386378 32.7406468, -16.7386137 32.7406829, -16.7385548 32.7407311, -16.738088 32.7409773, -16.7379954 32.7410371, -16.7377943 32.7411195, -16.7376738 32.7411517, -16.7374711 32.7411804)",,Rua da Vinha,,,
26977243,True,residential,False,249.36899999999994,"LINESTRING (-16.737691 32.7380636, -16.7377768 32.7382237, -16.7378131 32.7382869, -16.737868 32.7383411, -16.7379968 32.7384166, -16.738096 32.7385227, -16.7381269 32.7386062, -16.7381631 32.738763, -16.738202 32.7389931, -16.7382181 32.7390833, -16.7382664 32.7392063, -16.7383093 32.7392875, -16.7383669 32.7393642, -16.7384326 32.7394071, -16.7385077 32.7394906, -16.7385373 32.7395582, -16.7385842 32.7396823, -16.7386392 32.7398459, -16.7387371 32.7400625)",,Rua da Palmeira,,,
217223755,True,residential,False,46.684,"LINESTRING (-16.737691 32.7380636, -16.7374983 32.7381388, -16.7372444 32.7382508)",,,,,
217223750,True,tertiary,False,83.85499999999999,"LINESTRING (-16.7374711 32.7411804, -16.737455 32.7414015, -16.7374738 32.7416615, -16.7374734 32.7417646, -16.7374731 32.7418192, -16.7374587 32.741933)",,Estrada da Banda D´Além,40,1,
217223711,False,secondary,False,109.84100000000001,"LINESTRING (-16.7415483 32.7423179, -16.7412514 32.742088, -16.7411726 32.7420428, -16.7410787 32.7420252, -16.7409766 32.7420305, -16.7408865 32.742044, -16.7407533 32.7420804, -16.7406195 32.7421264, -16.7405337 32.742171)",ER 214,Estrada Regional 214,40,2,
385779605,False,secondary,True,86.925,"LINESTRING (-16.7415483 32.7423179, -16.7419691 32.742666, -16.7421597 32.742902)",ER 214,Estrada Regional 214,40,2,
141363962,False,residential,True,36.86,"LINESTRING (-16.7379885 32.7377371, -16.7382512 32.7379842)",,,,,
141363963,True,residential,False,45.742,"LINESTRING (-16.7379885 32.7377371, -16.737691 32.7380636)",,,,,
"[141363961, 172371113]",True,residential,False,97.94299999999998,"LINESTRING (-16.7386526 32.7376344, -16.7385316 32.7375586, -16.7383685 32.7374605, -16.7382825 32.7374132, -16.7381397 32.7373202, -16.73809 32.7372677, -16.7380557 32.7371677, -16.7379967 32.7370638, -16.737955 32.7370144)",,Rua de São Sebastião,,,
141363962,False,residential,False,54.062,"LINESTRING (-16.7386526 32.7376344, -16.7384989 32.7377652, -16.7382512 32.7379842)",,,,,
26977322,False,residential,True,337.129,"LINESTRING (-16.7424484 32.739736, -16.7424707 32.7397087, -16.7424866 32.7396741, -16.742484 32.7395385, -16.7425839 32.7393339, -16.7425947 32.7392612, -16.7425918 32.7391965, -16.7425525 32.7391233, -16.7424861 32.7390597, -16.7421854 32.7388854, -16.7420981 32.7388102, -16.7420152 32.7387241, -16.7418404 32.7384702, -16.7417745 32.7384046, -16.7416841 32.7383652, -16.7416521 32.7383604, -16.741592 32.7383515, -16.7412013 32.7383673, -16.7409866 32.7383109, -16.7408434 32.7382132, -16.740743 32.7380384, -16.7404274 32.7377839)",,Estrada da Banda do Silva,,,
26977421,False,residential,True,21.412,"LINESTRING (-16.7424484 32.739736, -16.7425372 32.7397673, -16.7426698 32.7397705)",,,,,
26977322,False,residential,False,337.12899999999996,"LINESTRING (-16.7404274 32.7377839, -16.740743 32.7380384, -16.7408434 32.7382132, -16.7409866 32.7383109, -16.7412013 32.7383673, -16.741592 32.7383515, -16.7416521 32.7383604, -16.7416841 32.7383652, -16.7417745 32.7384046, -16.7418404 32.7384702, -16.7420152 32.7387241, -16.7420981 32.7388102, -16.7421854 32.7388854, -16.7424861 32.7390597, -16.7425525 32.7391233, -16.7425918 32.7391965, -16.7425947 32.7392612, -16.7425839 32.7393339, -16.742484 32.7395385, -16.7424866 32.7396741, -16.7424707 32.7397087, -16.7424484 32.739736)",,Estrada da Banda do Silva,,,
26977375,True,residential,False,113.72699999999999,"LINESTRING (-16.7404274 32.7377839, -16.7403642 32.7377048, -16.7398129 32.7373822, -16.7396635 32.7372205, -16.7395195 32.7371194)",,Estrada da Banda do Silva,,,
26977373,True,residential,False,28.863,"LINESTRING (-16.7395195 32.7371194, -16.7396033 32.7372265, -16.7396494 32.737352)",,Estrada da Banda do Silva,,,
"[375128137, 26977374, 385778735]",False,residential,False,92.82000000000001,"LINESTRING (-16.7395195 32.7371194, -16.7393435 32.7369838, -16.7391056 32.7368383, -16.7389212 32.7367212, -16.7387894 32.7366434, -16.7387381 32.7366065)",,Estrada da Banda do Silva,,,
"[217223776, 217223734]",False,tertiary,False,156.89099999999996,"LINESTRING (-16.7417579 32.7372853, -16.7414635 32.7370866, -16.741147 32.7368621, -16.7406097 32.7363438, -16.740564 32.736301)",,Rua da Pedra D'Eira,,2,
26977421,False,residential,False,21.412,"LINESTRING (-16.7426698 32.7397705, -16.7425372 32.7397673, -16.7424484 32.739736)",,,,,
217223790,True,residential,False,7.079,"LINESTRING (-16.7410851 32.7396042, -16.7411451 32.7395654)",,Caminho do Âncora,,,
936520310,False,residential,True,41.21,"LINESTRING (-16.7410851 32.7396042, -16.7409919 32.7395006, -16.7409687 32.7394877, -16.7409335 32.7394915, -16.7407409 32.7395858)",,Caminho do Âncora,,,
217223737,True,residential,False,44.191,"LINESTRING (-16.7407409 32.7395858, -16.7404803 32.7392543)",,,,,
936520310,False,residential,False,41.21,"LINESTRING (-16.7407409 32.7395858, -16.7409335 32.7394915, -16.7409687 32.7394877, -16.7409919 32.7395006, -16.7410851 32.7396042)",,Caminho do Âncora,,,
26977906,False,residential,False,101.68999999999998,"LINESTRING (-16.7388922 32.7434057, -16.7385668 32.7431736, -16.7384148 32.7431207, -16.7380839 32.7430578, -16.738016 32.7430532, -16.7379297 32.7430707)",,,,,
217223732,False,residential,False,44.323,"LINESTRING (-16.7379297 32.7430707, -16.7380493 32.7434564)",,Rua das Feiteirinhas,40,,
26977906,False,residential,True,101.69,"LINESTRING (-16.7379297 32.7430707, -16.738016 32.7430532, -16.7380839 32.7430578, -16.7384148 32.7431207, -16.7385668 32.7431736, -16.7388922 32.7434057)",,,,,
26978958,False,residential,True,128.391,"LINESTRING (-16.7379297 32.7430707, -16.7377931 32.7426851, -16.7375751 32.7419555)",,Rua das Feiteirinhas,40,,
168383552,True,secondary,False,16.628,"LINESTRING (-16.7396912 32.7435927, -16.7397187 32.7435835, -16.7397432 32.7435695, -16.7397635 32.7435513, -16.7397787 32.7435299, -16.7397879 32.7435062, -16.7397908 32.7434814)",ER 214,Estrada Regional 214,40,1,roundabout
217223732,False,residential,True,44.323,"LINESTRING (-16.7380493 32.7434564, -16.7379297 32.7430707)",,Rua das Feiteirinhas,40,,
217223706,False,secondary,True,11.17,"LINESTRING (-16.7374587 32.741933, -16.7375751 32.7419555)",ER 214,Estrada Regional 214,40,,
141363955,False,secondary,False,16.777,"LINESTRING (-16.7374587 32.741933, -16.7373235 32.7418976, -16.7372874 32.7418882)",ER 214,Estrada Regional 214,40,,
26979297,False,residential,False,115.00900000000001,"LINESTRING (-16.7350908 32.738739, -16.7351455 32.7387275, -16.7353132 32.738684, -16.7357411 32.738552, -16.7359556 32.7385069, -16.736138 32.73849, -16.7362751 32.7384827)",,,,,
217223768,False,tertiary,True,35.579,"LINESTRING (-16.7366543 32.738508, -16.7362751 32.7384827)",,,,,
86869344,True,tertiary,False,315.703,"LINESTRING (-16.7366543 32.738508, -16.7368582 32.7387452, -16.7369038 32.7387991, -16.736944 32.7388532, -16.737003 32.7389536, -16.737164 32.7391397, -16.7372417 32.7392627, -16.7373021 32.7393947, -16.737337 32.7395774, -16.7373571 32.7397128, -16.737392 32.7400726, -16.7374671 32.7407551, -16.7374805 32.7410281, -16.7374711 32.7411804)",,Estrada da Banda D´Além,40,1,
375128139,False,residential,True,91.785,"LINESTRING (-16.7366543 32.738508, -16.7365122 32.7387799, -16.7364505 32.7388893, -16.7364398 32.738975, -16.7364559 32.7390991, -16.7364605 32.7392954)",,,,,
26979462,False,residential,False,75.60600000000001,"LINESTRING (-16.739718 32.7394733, -16.7400742 32.7393473, -16.7402217 32.739301, -16.7403424 32.7392785, -16.7404803 32.7392543)",,,,,
217223741,True,residential,False,21.059,"LINESTRING (-16.7404803 32.7392543, -16.7403481 32.739101)",,,,,
26979462,False,residential,True,75.606,"LINESTRING (-16.7404803 32.7392543, -16.7403424 32.7392785, -16.7402217 32.739301, -16.7400742 32.7393473, -16.739718 32.7394733)",,,,,
106495108,True,secondary,False,38.756,"LINESTRING (-16.736738 32.7422406, -16.7367227 32.7421415, -16.736741 32.7420746, -16.736782 32.7420114, -16.7368721 32.7419345)",ER 214,Estrada Regional 214,50,1,
166775767,True,secondary,False,26.845,"LINESTRING (-16.736738 32.7422406, -16.7366342 32.7421572, -16.7364983 32.7421185)",ER 214,Estrada Regional 214,50,2,roundabout
26978464,True,secondary,False,33.961,"LINESTRING (-16.7361333 32.7424202, -16.7361504 32.7424806, -16.7361836 32.7425361, -16.736231 32.7425837, -16.7362676 32.7426088, -16.7363081 32.7426291, -16.7363518 32.7426442)",ER 214,Estrada Regional 214,50,2,roundabout
166775770,True,secondary,False,36.219,"LINESTRING (-16.7363518 32.7426442, -16.7364276 32.7426574, -16.736505 32.7426551, -16.7365796 32.7426374, -16.736647 32.7426054, -16.7367035 32.7425608)",ER 214,Estrada Regional 214,50,2,roundabout
