osmid,name,highway,oneway,reversed,length,ref,geometry,junction,lanes,maxspeed
187151162,Rua do Fiães,residential,False,False,21.326,,"LINESTRING (-6.7209072 41.5682483, -6.7211496 41.5683107)",,,
392534160,Rua Central,primary,False,True,16.074,EN 217,"LINESTRING (-6.7209072 41.5682483, -6.7209826 41.5681152)",,,
645526249,Rua Central,primary,False,False,21.442,EN 217,"LINESTRING (-6.7209072 41.5682483, -6.7207676 41.5684104)",,,
392534160,Rua Central,primary,False,False,12.289,EN 217,"LINESTRING (-6.7218628 41.566415, -6.721811 41.5665185)",,,
392534160,Rua Central,primary,False,True,87.314,EN 217,"LINESTRING (-6.7218628 41.566415, -6.7226406 41.5658878)",,,
1150581312,,residential,False,True,36.409,,"LINESTRING (-6.7218628 41.566415, -6.7218138 41.5662407, -6.721869 41.5660972)",,,
187150655,Rua Central,primary,False,True,45.344,EN 217,"LINESTRING (-6.7194514 41.5715585, -6.7194679 41.5711509)",,,
645526282,,residential,False,False,77.82,,"LINESTRING (-6.7194514 41.5715585, -6.7198991 41.570944)",,,
187151173,Rua da Veiga,residential,False,False,45.306,,"LINESTRING (-6.7194676 41.5706954, -6.7198991 41.570944)",,,
"[187150655, 645526247]",Rua Central,primary,False,False,50.691,EN 217,"LINESTRING (-6.7194676 41.5706954, -6.7194796 41.5708626, -6.7194679 41.5711509)",,,
645526247,Rua Central,primary,False,True,50.801,EN 217,"LINESTRING (-6.7194676 41.5706954, -6.7194312 41.5706033, -6.7193479 41.5705189, -6.7192556 41.5704285, -6.7192177 41.5702892)",,,
645526247,Rua Central,primary,False,False,13.887,EN 217,"LINESTRING (-6.7192546 41.5701674, -6.7192177 41.5702892)",,,
645526247,Rua Central,primary,False,True,86.138,EN 217,"LINESTRING (-6.7192546 41.5701674, -6.7198154 41.5695162)",,,
187151158,Rua de Santo Apolinário,residential,False,False,58.574,,"LINESTRING (-6.7192546 41.5701674, -6.7189818 41.5700731, -6.7186304 41.5699246)",,,
187151172,,residential,False,False,29.116,,"LINESTRING (-6.7232577 41.5653031, -6.7230366 41.5651345, -6.7230226 41.5651111)",,,
392534160,Rua Central,primary,False,False,83.095,EN 217,"LINESTRING (-6.7232577 41.5653031, -6.7227747 41.5657969, -6.7226406 41.5658878)",,,
"[392534160, 392534161]",Rua Central,primary,False,True,151.961,EN 217,"LINESTRING (-6.7232577 41.5653031, -6.7239701 41.5645437, -6.7243106 41.5641864)",,,
645526247,Rua Central,primary,False,True,13.887,EN 217,"LINESTRING (-6.7192177 41.5702892, -6.7192546 41.5701674)",,,
645526247,Rua Central,primary,False,False,50.801,EN 217,"LINESTRING (-6.7192177 41.5702892, -6.7192556 41.5704285, -6.7193479 41.5705189, -6.7194312 41.5706033, -6.7194676 41.5706954)",,,
645526281,,residential,False,False,197.899,,"LINESTRING (-6.7192177 41.5702892, -6.7185554 41.5705189, -6.7183958 41.5708905, -6.7194679 41.5711509)",,,
645526234,,residential,False,True,31.781,,"LINESTRING (-6.7192608 41.5686243, -6.7196033 41.5687509)",,,
187151167,Rua da Praça,residential,False,False,156.553,,"LINESTRING (-6.7192608 41.5686243, -6.7193278 41.5683975, -6.7197161 41.5678135, -6.7200252 41.567344)",,,
187151167,Rua da Praça,residential,False,True,30.905,,"LINESTRING (-6.7192608 41.5686243, -6.7191743 41.568849, -6.7191358 41.5688824)",,,
187152053,Largo do Toural,residential,False,True,45.611,,"LINESTRING (-6.7214957 41.5671484, -6.7220301 41.56724)",,,
392534160,Rua Central,primary,False,False,21.526,EN 217,"LINESTRING (-6.7214957 41.5671484, -6.721405 41.5673297)",,,
392534160,Rua Central,primary,False,True,74.793,EN 217,"LINESTRING (-6.7214957 41.5671484, -6.721811 41.5665185)",,,
187151161,,residential,False,False,56.936,,"LINESTRING (-6.7214957 41.5671484, -6.7212161 41.5671212, -6.7208218 41.5671814)",,,
187151160,Rua Vale do Sabor,residential,False,False,59.266,,"LINESTRING (-6.7195692 41.5669165, -6.718898 41.5667379)",,,
187151160,Rua Vale do Sabor,residential,False,True,54.386,,"LINESTRING (-6.7195692 41.5669165, -6.7200574 41.567047, -6.720162 41.5671112)",,,
187151169,Rua da Calha,residential,False,True,192.79999999999998,,"LINESTRING (-6.7195692 41.5669165, -6.7201539 41.5667379, -6.7208265 41.5666135, -6.7213395 41.5665533, -6.721811 41.5665185)",,,
392534161,Rua Central,primary,False,False,13.203,EN 217,"LINESTRING (-6.7244027 41.5640897, -6.7243106 41.5641864)",,,
392534161,Rua Central,primary,False,True,100.612,EN 217,"LINESTRING (-6.7244027 41.5640897, -6.7250853 41.5633428)",,,
