osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,lanes,access
166710487,False,EM 103,Avenida da Liberdade,secondary,True,15.001,"LINESTRING (-8.6192749 41.5335554, -8.6192112 41.5334292)",,,,
110542531,False,,Campo 5 de Outubro,residential,False,109.591,"LINESTRING (-8.6192749 41.5335554, -8.6192937 41.533635, -8.6193064 41.5336957, -8.6194081 41.5342275, -8.619448 41.5344173, -8.6194514 41.5344885, -8.6194507 41.5345312)",,,,
"[166709132, 110548615]",True,,"['Avenida da Liberdade', 'Rua Cândido dos Reis']",residential,False,154.607,"LINESTRING (-8.6192749 41.5335554, -8.6193593 41.5335584, -8.6194424 41.5335633, -8.6194986 41.5335595, -8.6196556 41.5335218, -8.62062 41.5331578, -8.6209666 41.5330269)",,,,
104213925,False,EM 103,Avenida da Liberdade,secondary,False,44.165000000000006,"LINESTRING (-8.6176911 41.5317003, -8.6178018 41.5316839, -8.6178757 41.5316732, -8.618211 41.531621)",,,,
104522791,True,EM 103,Avenida Dr. Sidónio Pais,secondary,False,130.44400000000002,"LINESTRING (-8.6176911 41.5317003, -8.6174871 41.5316577, -8.6164878 41.5316188, -8.6161336 41.5316054)",50,,,
104522801,False,,,residential,True,49.263,"LINESTRING (-8.6176911 41.5317003, -8.6177377 41.53185, -8.6178395 41.5321291)",50,,,
1193113244,False,,Rua Filipa Borges,residential,False,13.187,"LINESTRING (-8.6224869 41.5318564, -8.6226372 41.5318939)",,,,
110704239,False,,,tertiary,False,11.525,"LINESTRING (-8.6234871 41.5296866, -8.6233584 41.5296484)",,,,
110704242,False,,Rua Doutor Santos Júnior,tertiary,False,49.267,"LINESTRING (-8.6234871 41.5296866, -8.6236174 41.5297535, -8.6239751 41.5299373)",,,,
745483541,False,,Rua do Senhor dos Aflitos,residential,True,109.67599999999999,"LINESTRING (-8.6234871 41.5296866, -8.6241283 41.5294219, -8.6242059 41.5293769, -8.6242628 41.5293065, -8.6243043 41.5290258)",,,,
110704239,False,,,tertiary,True,11.525,"LINESTRING (-8.6233584 41.5296484, -8.6234871 41.5296866)",,,,
42022530,True,,Rua Fernando de Magalhães,tertiary,False,32.858000000000004,"LINESTRING (-8.6233584 41.5296484, -8.6234267 41.5294511, -8.6234436 41.5293603)",,,,
110676577,False,,,residential,False,43.165,"LINESTRING (-8.6233584 41.5296484, -8.6233246 41.5296709, -8.6232921 41.5296926, -8.6232321 41.5297325, -8.6229767 41.5298471, -8.6229323 41.529867)",,,,
42022530,True,,Rua Fernando de Magalhães,tertiary,False,35.612,"LINESTRING (-8.6234436 41.5293603, -8.6234487 41.5292657, -8.6234491 41.5291534, -8.6234351 41.5290406)",,,,
108119143,False,,,secondary_link,True,14.045,"LINESTRING (-8.6169709 41.5340162, -8.6169054 41.5338998)",,,,
183838656,True,EM 103,Avenida dos Combatentes da Grande Guerra,secondary,False,118.37200000000001,"LINESTRING (-8.6169709 41.5340162, -8.6171688 41.5339606, -8.6177182 41.5338185, -8.6183132 41.5336647)",,,,
646224118,False,EM 103,Avenida Dom Nuno Álvares Pereira,secondary,True,64.335,"LINESTRING (-8.6169709 41.5340162, -8.6170056 41.5340866, -8.6172211 41.5345636)",,,,
1190606904,True,,Avenida dos Combatentes da Grande Guerra,tertiary,False,10.517,"LINESTRING (-8.6162814 41.5341902, -8.6164001 41.5341578)",,,,
42022460,False,,Rua Cândido da Cunha,residential,True,134.543,"LINESTRING (-8.6150221 41.534533, -8.6149511 41.5344235, -8.6146131 41.5339019, -8.6143165 41.5334444)",,,,
42022989,False,,Avenida Alcaides de Faria,tertiary,False,161.84199999999998,"LINESTRING (-8.6150221 41.534533, -8.6147885 41.5346172, -8.6134798 41.5351012, -8.6132777 41.5351759)",,,,
183293025,False,,Avenida dos Combatentes da Grande Guerra,tertiary,True,28.904,"LINESTRING (-8.6150221 41.534533, -8.6151454 41.5344934, -8.6153352 41.5344209)",,,,
42022459,False,,Largo Campo 25 de Abril,residential,True,32.312,"LINESTRING (-8.6149065 41.5351096, -8.6150042 41.5350333, -8.6151751 41.5348998)",,,,
177238664,True,,Largo Campo 25 de Abril,residential,False,126.239,"LINESTRING (-8.6149065 41.5351096, -8.6146205 41.535216, -8.6137276 41.5356323, -8.6135965 41.5356793)",,,,
42022471,True,EN 205,Avenida Dr. Sidónio Pais,primary,False,97.044,"LINESTRING (-8.6158996 41.5316225, -8.6157018 41.5316506, -8.6156884 41.5316524, -8.6156002 41.531664, -8.6147578 41.5317985)",,,,
"[1193108786, 1193108788]",True,EN 205,,primary,False,16.293,"LINESTRING (-8.6158996 41.5316225, -8.6158744 41.5316539, -8.6158625 41.5316894, -8.6158627 41.5316921, -8.6158648 41.531726, -8.6158813 41.5317605)",50,roundabout,,
142342102,True,EN 205,,primary,False,5.448,"LINESTRING (-8.6158813 41.5317605, -8.6158995 41.5317809, -8.6159226 41.5317982)",50,roundabout,,
104522800,True,,Campo da República,residential,False,28.104,"LINESTRING (-8.6159226 41.5317982, -8.6160438 41.5319663, -8.6161119 41.5320011)",50,,,
142342102,True,EN 205,,primary,False,16.258,"LINESTRING (-8.6159226 41.5317982, -8.6159645 41.5318169, -8.6160119 41.5318258, -8.6160607 41.531824, -8.6161066 41.5318116)",50,roundabout,,
177238792,True,,,residential,False,8.113,"LINESTRING (-8.6176964 41.5335858, -8.6176039 41.5336088)",,,,
42022473,False,,,residential,True,66.981,"LINESTRING (-8.6176964 41.5335858, -8.6176626 41.5334682, -8.6175901 41.5333897, -8.6172963 41.5330717)",,,,
104522787,False,,,residential,True,58.591,"LINESTRING (-8.6176964 41.5335858, -8.6181089 41.5334791, -8.6181597 41.5333746, -8.6182616 41.5333287)",,,,
34964844,True,EM 103,Avenida Dr. Sidónio Pais,secondary,False,126.797,"LINESTRING (-8.6161874 41.5317379, -8.6164785 41.5317301, -8.6174872 41.5317663, -8.6176911 41.5317003)",50,,,
1193108787,True,EN 205,,primary,False,16.267,"LINESTRING (-8.6161874 41.5317379, -8.6161945 41.5317017, -8.6161874 41.5316655, -8.6161664 41.5316325, -8.6161336 41.5316054)",50,roundabout,,
42083750,False,,,residential,False,109.424,"LINESTRING (-8.6191221 41.52978, -8.6191911 41.5298352, -8.6191594 41.5300006, -8.619056 41.5302915, -8.61886 41.5307067)",,,,
"[481270288, 1193108801]",False,EN 205,Rua Doutor José António Peixoto Pereiro Machado,primary,False,67.04599999999999,"LINESTRING (-8.6191221 41.52978, -8.6189551 41.5298502, -8.6185793 41.5299185, -8.6185105 41.5299254, -8.618353 41.5299324)",,,,
"[481270288, 201771195]",False,EN 205,"['Rua Fernando de Magalhães', 'Rua Doutor José António Peixoto Pereiro Machado']",primary,True,35.156,"LINESTRING (-8.6191221 41.52978, -8.6193068 41.5296995, -8.6193657 41.5296705, -8.6194812 41.5296138)",,,,
1193144960,False,EN 205,Rua Doutor José António Peixoto Pereiro Machado,primary,True,18.892,"LINESTRING (-8.6178175 41.5299608, -8.618044 41.5299501)",,,,
