osmid,name,highway,oneway,reversed,length,lanes,ref,geometry
41595037,Avenida Central,residential,False,True,80.725,,,"LINESTRING (-84.0086919 10.4549058, -84.0080747 10.4545075)"
375843162,Calle Central,tertiary,False,True,102.13300000000001,2,505,"LINESTRING (-84.0086919 10.4549058, -84.0087354 10.4548292, -84.0088114 10.4546955, -84.008893 10.4544866, -84.0090487 10.4540594)"
544448328,Calle Central,tertiary,False,False,210.441,2,505,"LINESTRING (-84.0086919 10.4549058, -84.0085728 10.4551013, -84.008179 10.4557629, -84.008076 10.4559346, -84.0080153 10.4560348, -84.0077123 10.4565348)"
40416490,Avenida 7,residential,True,False,150.043,,,"LINESTRING (-84.0073304 10.4571552, -84.0059765 10.4573746)"
544448328,Calle Central,tertiary,False,False,9.61,2,505,"LINESTRING (-84.0073304 10.4571552, -84.0073217 10.4572412)"
544448328,Calle Central,tertiary,False,True,80.641,2,505,"LINESTRING (-84.0073304 10.4571552, -84.0077123 10.4565348)"
37570977,Calle 1,residential,False,False,76.497,,,"LINESTRING (-84.0059765 10.4573746, -84.0062619 10.4567465)"
320729605,,residential,False,False,8.463,,,"LINESTRING (-84.0059765 10.4573746, -84.0059514 10.4574466)"
40416490,Avenida 7,residential,True,False,157.41,,,"LINESTRING (-84.0059765 10.4573746, -84.0054874 10.4574501, -84.0045525 10.4575818)"
41595037,Avenida Central,residential,False,False,50.225,,,"LINESTRING (-84.0076854 10.4542678, -84.0080747 10.4545075)"
37570977,Calle 1,residential,False,True,209.385,,,"LINESTRING (-84.0076854 10.4542678, -84.0073779 10.4547479, -84.0071352 10.4551458, -84.0067069 10.455886)"
41595037,Avenida Central,residential,False,True,119.17,,,"LINESTRING (-84.0076854 10.4542678, -84.0071383 10.4539114, -84.0067768 10.453676)"
544448328,Calle Central,tertiary,False,False,80.641,2,505,"LINESTRING (-84.0077123 10.4565348, -84.0073304 10.4571552)"
41595045,Avenida 3,residential,False,False,131.504,,,"LINESTRING (-84.0077123 10.4565348, -84.0074812 10.4563793, -84.0067069 10.455886)"
