osmid,oneway,lanes,highway,reversed,length,geometry,bridge,name,junction,maxspeed
73897693,True,2,secondary,False,44.162,"LINESTRING (31.1434953 -26.3285323, 31.1432154 -26.3282244)",,,,
73897698,True,2,primary,False,9.761,"LINESTRING (31.1434953 -26.3285323, 31.1435861 -26.3284994)",,,,
132722201,False,,unclassified,True,8.599,"LINESTRING (31.1417092 -26.3291476, 31.1417012 -26.3292246)",,,,
73897698,True,2,primary,False,157.912,"LINESTRING (31.1417092 -26.3291476, 31.1418702 -26.3291296, 31.1420921 -26.3290537, 31.1431877 -26.3286496)",,,,
698762031,True,2,primary,False,12.61,"LINESTRING (31.1435861 -26.3284994, 31.143661 -26.3285908)",,,,
"[162142929, 73897699, 162142925]",True,2,secondary,False,295.84700000000004,"LINESTRING (31.1435861 -26.3284994, 31.1451251 -26.3279421, 31.1453866 -26.3278374, 31.145578 -26.3277559, 31.1458488 -26.32764, 31.1460361 -26.3275389, 31.1462004 -26.3274337, 31.1462616 -26.3273749)",yes,Makhosikhosi Street,,
422834553,True,,tertiary,False,13.181,"LINESTRING (31.146357 -26.327457, 31.1462616 -26.3273749)",,,,
"[162142922, 73891267, 162142923]",True,2,secondary,False,266.821,"LINESTRING (31.146357 -26.327457, 31.1461604 -26.3276083, 31.1459318 -26.3277474, 31.1457195 -26.3278389, 31.1454403 -26.3279505, 31.1451321 -26.3280656, 31.1447655 -26.3282121, 31.1444946 -26.3283125, 31.1440416 -26.3284527, 31.1439555 -26.328484)",yes,Makhosikhosi Street,,
76780722,False,,secondary,False,90.013,"LINESTRING (31.1446369 -26.3263396, 31.1455297 -26.3262172)",,Mahlokohla Street,,
76780717,True,,secondary,False,39.084,"LINESTRING (31.1446369 -26.3263396, 31.1444574 -26.3264051, 31.1444108 -26.3264363, 31.1443732 -26.3264792, 31.1443373 -26.3265426)",,Warner Street,,
698762030,True,2,primary,False,12.647,"LINESTRING (31.143563 -26.3286285, 31.1434953 -26.3285323)",,,,
1017529580,True,2,primary,False,20.972,"LINESTRING (31.143563 -26.3286285, 31.1433708 -26.3287053)",,,,
73897701,True,2,primary,False,34.445,"LINESTRING (31.143661 -26.3285908, 31.1438854 -26.3288264)",,,,
1017529580,True,2,primary,False,10.628,"LINESTRING (31.143661 -26.3285908, 31.143563 -26.3286285)",,,,
132722201,False,,unclassified,False,8.599,"LINESTRING (31.1417012 -26.3292246, 31.1417092 -26.3291476)",,,,
73897696,True,2,primary,False,76.274,"LINESTRING (31.1417012 -26.3292246, 31.1415119 -26.3292296, 31.141319 -26.3292041, 31.1409475 -26.3291284)",,,,
"[762427136, 73897693, 762427135]",True,2,secondary,False,183.447,"LINESTRING (31.1432154 -26.3282244, 31.1430231 -26.3279797, 31.1429256 -26.3278105, 31.1429049 -26.3277589, 31.1428529 -26.3276291, 31.1428271 -26.3274559, 31.1428163 -26.3273836, 31.1428127 -26.3273153, 31.1428219 -26.3272151, 31.1428573 -26.3270815, 31.1428868 -26.3270216, 31.1429162 -26.3269617, 31.1429707 -26.3268951, 31.1430228 -26.3268297, 31.1430565 -26.3267873, 31.1431047 -26.3267355)",yes,,,
73897696,True,2,primary,False,17.929,"LINESTRING (31.1409475 -26.3291284, 31.1407736 -26.3290871)",,,,
445501837,True,,primary_link,False,25.533,"LINESTRING (31.1409475 -26.3291284, 31.1408539 -26.32917, 31.1407387 -26.3292585)",,,,
162185709,True,,secondary,False,14.005,"LINESTRING (31.1407963 -26.3288726, 31.1407832 -26.328998)",,Doctor Sishayi Road,,
445501839,True,,primary_link,False,20.666,"LINESTRING (31.1407963 -26.3288726, 31.1408417 -26.3289578, 31.1408994 -26.3290332)",,,,
689937811,True,2,primary,False,15.447,"LINESTRING (31.1406595 -26.3290581, 31.1405109 -26.3290186)",,,,
698762033,True,,secondary,False,9.832,"LINESTRING (31.1406595 -26.3290581, 31.1406737 -26.3289706)",,Doctor Sishayi Road,,
689937816,True,,secondary,False,48.021,"LINESTRING (31.1406974 -26.3287931, 31.1407247 -26.3285004, 31.1407285 -26.3283623)",,Doctor Sishayi Road,,
689937821,True,2,primary,False,11.82,"LINESTRING (31.1407736 -26.3290871, 31.1406595 -26.3290581)",,,,
689937825,True,,secondary,False,19.374,"LINESTRING (31.1407736 -26.3290871, 31.1407387 -26.3292585)",,Mhlambanyatsi Road,,
73897698,True,2,primary,False,11.33,"LINESTRING (31.1406737 -26.3289706, 31.1407832 -26.328998)",,,,
689937816,True,,secondary,False,19.878,"LINESTRING (31.1406737 -26.3289706, 31.1406974 -26.3287931)",,Doctor Sishayi Road,,
73897698,True,2,primary,False,12.224,"LINESTRING (31.1407832 -26.328998, 31.1408994 -26.3290332)",,,,
698762032,True,,secondary,False,9.954,"LINESTRING (31.1407832 -26.328998, 31.1407736 -26.3290871)",,Doctor Sishayi Road,,
76781722,False,,secondary,False,19.945,"LINESTRING (31.1435305 -26.3221557, 31.1435077 -26.3219775)",,Gwamile Street,,
76781723,True,,secondary,False,107.85,"LINESTRING (31.1435305 -26.3221557, 31.1435595 -26.3222208, 31.143596 -26.3223427, 31.1436688 -26.3228595, 31.1436996 -26.3231107)",,Gwamile Street,,
76777000,True,,secondary,False,11.168,"LINESTRING (31.1424559 -26.3253096, 31.1424455 -26.3252096)",,Mdzimba Avenue,,
"[162185709, 162185707, 76784445]",True,,secondary,False,346.646,"LINESTRING (31.1424559 -26.3253096, 31.142286 -26.3253318, 31.1421232 -26.3253558, 31.1420279 -26.3253859, 31.1418774 -26.3254574, 31.1417816 -26.3255097, 31.1415738 -26.3256415, 31.1414104 -26.3257754, 31.141331 -26.3258466, 31.1412026 -26.3259617, 31.1410778 -26.3260941, 31.140966 -26.3262772, 31.1409184 -26.3263594, 31.1408771 -26.3264793, 31.1408268 -26.326601, 31.1407968 -26.3266732, 31.1407641 -26.3267733, 31.1407342 -26.3269221, 31.1407206 -26.3270562, 31.1407212 -26.3271114, 31.1407222 -26.3271797, 31.1407423 -26.3274209, 31.1407655 -26.3276393)",yes,Doctor Sishayi Road,,
162185711,True,,secondary,False,11.433,"LINESTRING (31.1424455 -26.3252096, 31.1425602 -26.325208)",,Doctor Sishayi Road,,
76777000,True,,secondary,False,188.00400000000002,"LINESTRING (31.1424455 -26.3252096, 31.1424693 -26.3249778, 31.1425043 -26.3248346, 31.1425729 -26.3246163, 31.142778 -26.3242827, 31.1430735 -26.3238556, 31.1431979 -26.3236882)",,Mdzimba Avenue,,
76780709,True,,secondary,False,1.966,"LINESTRING (31.1441209 -26.326391, 31.1441386 -26.3263832)",,,roundabout,
73897697,True,2,secondary,False,85.681,"LINESTRING (31.1440966 -26.3266042, 31.1440125 -26.326566, 31.1439319 -26.3265479, 31.1437808 -26.3265299, 31.1435955 -26.3265479, 31.1434685 -26.3265786, 31.1432759 -26.326658)",,,,
76780709,True,,secondary,False,27.581,"LINESTRING (31.1440966 -26.3266042, 31.1440602 -26.3265595, 31.1440475 -26.3265053, 31.1440564 -26.3264602, 31.1440819 -26.3264206, 31.1441209 -26.326391)",,,roundabout,
76780709,True,,secondary,False,29.614,"LINESTRING (31.1443373 -26.3265426, 31.1443157 -26.3265826, 31.1442806 -26.3266139, 31.1442359 -26.326633, 31.1441867 -26.3266379, 31.1441385 -26.3266279, 31.1440966 -26.3266042)",,,roundabout,
73897697,True,2,secondary,False,9.555,"LINESTRING (31.1432759 -26.326658, 31.1431994 -26.3267098)",,,,
132863046,False,,unclassified,False,7.547,"LINESTRING (31.1432759 -26.326658, 31.1432653 -26.3265908)",,,,
76780709,True,,secondary,False,4.682,"LINESTRING (31.1442235 -26.3263755, 31.1442676 -26.32639)",,,roundabout,
76784447,True,,secondary,False,5.509,"LINESTRING (31.1431671 -26.3266696, 31.1431994 -26.3267098)",,Mdzimba Avenue,,
762427135,True,2,secondary,False,13.136,"LINESTRING (31.1431671 -26.3266696, 31.1432653 -26.3265908)",,,,
76780709,True,,secondary,False,19.695,"LINESTRING (31.1442676 -26.32639, 31.1443044 -26.3264161, 31.1443302 -26.3264513, 31.1443424 -26.3264919, 31.1443373 -26.3265426)",,,roundabout,
76780718,True,,secondary,False,37.230999999999995,"LINESTRING (31.1442676 -26.32639, 31.1444579 -26.3263623, 31.1446369 -26.3263396)",,Warner Street,,
73897697,True,2,secondary,False,9.089,"LINESTRING (31.1431994 -26.3267098, 31.1431382 -26.3267704)",,,,
