osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel
"[1171489638, 99246575, 137559442, 137559443, 1074156790]",,Varpo g.,residential,30,False,True,563.4979999999999,"LINESTRING (23.3099011 55.9300611, 23.3099662 55.9300972, 23.310237 55.9302471, 23.3109209 55.9306004, 23.3109795 55.9306326, 23.3112494 55.9307807, 23.3113988 55.9308628, 23.3116696 55.9310114, 23.3120436 55.9312475, 23.3120904 55.9312716, 23.3121875 55.9313257, 23.3126071 55.9315594, 23.3133121 55.931933, 23.3133987 55.9319829, 23.3135581 55.9320712, 23.3137341 55.9321553, 23.3143439 55.9324921, 23.3148814 55.9327768, 23.3151491 55.9329216, 23.315472 55.9330971, 23.3162078 55.9334883, 23.3163884 55.9335908)",,building_passage
"[953967514, 153198163]",3,Dvaro g.,residential,30,False,False,581.943,"LINESTRING (23.3083435 55.9307023, 23.3085134 55.9307949, 23.3086892 55.9308908, 23.3091132 55.931122, 23.3096421 55.9314104, 23.3099305 55.9315667, 23.3101616 55.9316919, 23.3107684 55.9320208, 23.3108355 55.9320555, 23.3115781 55.9324582, 23.3120021 55.9326878, 23.3120902 55.9327354, 23.3124277 55.9329179, 23.3128464 55.9331445, 23.3130374 55.9332477, 23.31321 55.9333409, 23.3138752 55.9337001, 23.3139806 55.9337572, 23.314529 55.9340545, 23.3147459 55.9341721, 23.3150581 55.9343413)",,
"[153198216, 991926098]",3,Trakų g.,residential,50,False,False,143.608,"LINESTRING (23.3178348 55.9314604, 23.3181509 55.9312246, 23.3182052 55.9311841, 23.3182228 55.9311709, 23.318383 55.9310515, 23.3186506 55.9308518, 23.3187593 55.9307707, 23.319213 55.9304251)",,
"[1018248072, 928907702]",,Vasario 16-osios g.,residential,30,False,False,100.35900000000001,"LINESTRING (23.3178348 55.9314604, 23.3180282 55.9315727, 23.3185153 55.9318316, 23.3190013 55.9320827)",,
"[947857140, 716899381, 1018258262, 99246559]","['2', '3']",Tilžės g.,trunk,30,False,False,508.49500000000006,"LINESTRING (23.3177724 55.9327799, 23.3176708 55.9327203, 23.3173262 55.9325301, 23.3168865 55.9322864, 23.3168031 55.9322429, 23.3161082 55.9318704, 23.315877 55.9317467, 23.3154619 55.9315242, 23.3151433 55.9313519, 23.3140443 55.9307338, 23.3137008 55.9305544, 23.3132636 55.9303109, 23.3130158 55.9301798, 23.3125372 55.9299313, 23.3124143 55.9298675, 23.3118965 55.9296064)",A12,
129206712,4,Aušros al.,secondary,30,False,True,124.74600000000001,"LINESTRING (23.3177724 55.9327799, 23.3176541 55.932851, 23.3171032 55.9331748, 23.3164992 55.9335263, 23.3163884 55.9335908)",,
129801965,3,Aušros al.,residential,30,False,False,108.94699999999999,"LINESTRING (23.3177724 55.9327799, 23.3178922 55.9327124, 23.3183533 55.9324503, 23.3185696 55.9323276, 23.3188904 55.9321456, 23.3190013 55.9320827)",,
"[962250665, 99246582]","['4', '3']",Tilžės g.,trunk,50,False,True,160.95999999999998,"LINESTRING (23.3177724 55.9327799, 23.3178836 55.9328461, 23.3183291 55.9331122, 23.3186937 55.9333463, 23.3194633 55.9338737)",A12,
103187298,3,Aušros al.,secondary,50,False,True,54.852,"LINESTRING (23.3087039 55.9379868, 23.3081027 55.9383473)",,
1251434556,3,Aušros al.,secondary,50,False,False,28.002000000000002,"LINESTRING (23.3087039 55.9379868, 23.308808 55.9379264, 23.3090203 55.9378079)",,
99246556,2,Dvaro g.,secondary,50,False,False,14.005,"LINESTRING (23.3190252 55.9371287, 23.3191612 55.937229)",,
99246541,2,Dvaro g.,secondary,50,False,True,95.534,"LINESTRING (23.3190252 55.9371287, 23.3189664 55.9370845, 23.3182051 55.9365018, 23.3181134 55.9364379)",,
129401571,,Gluosnių g.,residential,50,False,True,114.22200000000001,"LINESTRING (23.3190252 55.9371287, 23.3190857 55.9370963, 23.3191193 55.9370827, 23.3194035 55.9369676, 23.3200062 55.9367284, 23.3205088 55.9365256)",,
99246556,2,Dvaro g.,secondary,50,False,True,14.005,"LINESTRING (23.3191612 55.937229, 23.3190252 55.9371287)",,
99246556,2,Dvaro g.,secondary,50,False,False,82.168,"LINESTRING (23.3191612 55.937229, 23.3192283 55.9372796, 23.3196634 55.9376078, 23.3199491 55.9378217)",,
153198215,,Topolių g.,residential,50,False,False,171.293,"LINESTRING (23.3191612 55.937229, 23.3190659 55.9372741, 23.3184049 55.9376036, 23.3179816 55.93781, 23.3173784 55.938091, 23.3170828 55.9382377)",,
99246556,2,Dvaro g.,secondary,50,False,True,79.106,"LINESTRING (23.3207101 55.9383913, 23.3201815 55.937995, 23.3199491 55.9378217)",,
129401571,,Gluosnių g.,residential,50,False,False,114.222,"LINESTRING (23.3205088 55.9365256, 23.3200062 55.9367284, 23.3194035 55.9369676, 23.3191193 55.9370827, 23.3190857 55.9370963, 23.3190252 55.9371287)",,
129401571,,Gluosnių g.,residential,50,False,True,58.233000000000004,"LINESTRING (23.3205088 55.9365256, 23.3210473 55.9363027, 23.3212659 55.9362184)",,
137657952,,Putinų g.,residential,50,False,True,189.01899999999998,"LINESTRING (23.3205088 55.9365256, 23.3207771 55.9367208, 23.3214458 55.9372199, 23.3221571 55.9377017, 23.3223896 55.9378592)",,
"[947857140, 716899381, 1018258262, 99246559]","['2', '3']",Tilžės g.,trunk,30,False,True,508.495,"LINESTRING (23.3118965 55.9296064, 23.3124143 55.9298675, 23.3125372 55.9299313, 23.3130158 55.9301798, 23.3132636 55.9303109, 23.3137008 55.9305544, 23.3140443 55.9307338, 23.3151433 55.9313519, 23.3154619 55.9315242, 23.315877 55.9317467, 23.3161082 55.9318704, 23.3168031 55.9322429, 23.3168865 55.9322864, 23.3173262 55.9325301, 23.3176708 55.9327203, 23.3177724 55.9327799)",A12,
55595022,,Pakalnės g.,residential,50,False,False,120.566,"LINESTRING (23.3201631 55.9297234, 23.3208944 55.9300731, 23.3211457 55.9302522, 23.3213477 55.9304256, 23.3214231 55.930528)",,
153198216,,Trakų g.,residential,50,False,True,97.94200000000001,"LINESTRING (23.3201631 55.9297234, 23.3197263 55.9300493, 23.3196546 55.9301028, 23.3194238 55.930275, 23.3193706 55.9303147, 23.3193146 55.9303565, 23.319213 55.9304251)",,
153198215,,Topolių g.,residential,50,False,True,171.29300000000003,"LINESTRING (23.3170828 55.9382377, 23.3173784 55.938091, 23.3179816 55.93781, 23.3184049 55.9376036, 23.3190659 55.9372741, 23.3191612 55.937229)",,
99246570,,Talšos g.,residential,50,False,False,158.082,"LINESTRING (23.321086 55.9344374, 23.3214391 55.9344664, 23.3222274 55.9345311, 23.3227243 55.9345719, 23.3229637 55.9345916, 23.3235979 55.9346409)",,
99246550,,Vaisių g.,residential,50,False,False,276.988,"LINESTRING (23.3149559 55.9379899, 23.3143403 55.9376398, 23.3142012 55.9375607, 23.3139497 55.9374176, 23.3137101 55.9372814, 23.3135872 55.9372217, 23.3132354 55.9370507, 23.3129876 55.9369139, 23.3129018 55.9368666, 23.3124018 55.9365906, 23.312269 55.9365167, 23.312155 55.9364533, 23.3118597 55.9362891, 23.3117822 55.936246)",,
99246564,,S. Lukauskio g.,residential,50,False,False,261.648,"LINESTRING (23.3149559 55.9379899, 23.3152607 55.9378374, 23.3153468 55.9377953, 23.3159117 55.9375193, 23.3159994 55.9374765, 23.3171275 55.9369253, 23.3172155 55.9368823, 23.3178046 55.9365945, 23.3180108 55.9364938, 23.3181134 55.9364379)",,
99246564,,S. Lukauskio g.,residential,50,False,True,44.258,"LINESTRING (23.3149559 55.9379899, 23.3144626 55.9382317, 23.3144214 55.9382522)",,
99246556,2,Dvaro g.,secondary,50,False,False,79.106,"LINESTRING (23.3199491 55.9378217, 23.3201815 55.937995, 23.3207101 55.9383913)",,
99246556,2,Dvaro g.,secondary,50,False,True,82.16799999999999,"LINESTRING (23.3199491 55.9378217, 23.3196634 55.9376078, 23.3192283 55.9372796, 23.3191612 55.937229)",,
99246550,,Vaisių g.,residential,50,False,True,276.988,"LINESTRING (23.3117822 55.936246, 23.3118597 55.9362891, 23.312155 55.9364533, 23.312269 55.9365167, 23.3124018 55.9365906, 23.3129018 55.9368666, 23.3129876 55.9369139, 23.3132354 55.9370507, 23.3135872 55.9372217, 23.3137101 55.9372814, 23.3139497 55.9374176, 23.3142012 55.9375607, 23.3143403 55.9376398, 23.3149559 55.9379899)",,
"[864278825, 864278826, 953967515, 864277935]","['2', '3', '4']",Aušros al.,secondary,"['30', '50']",False,False,294.09000000000003,"LINESTRING (23.3117822 55.936246, 23.3118899 55.9361851, 23.3124101 55.9358864, 23.3128681 55.9356234, 23.3132719 55.935387, 23.3135245 55.9352391, 23.3140497 55.9349317, 23.3141204 55.9348903, 23.3142968 55.934787, 23.3150581 55.9343413)",,
"[953967516, 953967517, 114870516]",3,Aušros al.,secondary,50,False,True,116.26399999999998,"LINESTRING (23.3117822 55.936246, 23.3115108 55.9363995, 23.3111904 55.9365807, 23.3108249 55.9367874, 23.3104686 55.9369889)",,
99246570,,Talšos g.,residential,50,False,True,158.082,"LINESTRING (23.3235979 55.9346409, 23.3229637 55.9345916, 23.3227243 55.9345719, 23.3222274 55.9345311, 23.3214391 55.9344664, 23.321086 55.9344374)",,
183428053,2,Ežero g.,secondary,40,False,False,246.16999999999996,"LINESTRING (23.3235979 55.9346409, 23.3235849 55.9345403, 23.323573 55.933426, 23.3235698 55.9333587, 23.3235481 55.9327354, 23.3235318 55.9324276)",,
196106992,2,Ežero g.,secondary,50,False,True,79.279,"LINESTRING (23.3235979 55.9346409, 23.3236136 55.934818, 23.3236284 55.9349481, 23.3236503 55.9350657, 23.3237141 55.935267, 23.3237456 55.9353477)",,
99246541,2,Dvaro g.,secondary,50,False,False,95.534,"LINESTRING (23.3181134 55.9364379, 23.3182051 55.9365018, 23.3189664 55.9370845, 23.3190252 55.9371287)",,
"[953967512, 99246541]","['2', '3']",Dvaro g.,secondary,50,False,True,301.20399999999995,"LINESTRING (23.3181134 55.9364379, 23.3180713 55.9364053, 23.3177572 55.9361654, 23.3176858 55.9361145, 23.3175208 55.9359896, 23.3174457 55.9359353, 23.3173363 55.9358597, 23.3170087 55.9356225, 23.3169472 55.9355858, 23.316457 55.9352355, 23.3163073 55.935137, 23.3160413 55.9349626, 23.3159396 55.9348899, 23.3155475 55.9346272, 23.3151204 55.9343751, 23.3150581 55.9343413)",,
99246564,,S. Lukauskio g.,residential,50,False,True,261.648,"LINESTRING (23.3181134 55.9364379, 23.3180108 55.9364938, 23.3178046 55.9365945, 23.3172155 55.9368823, 23.3171275 55.9369253, 23.3159994 55.9374765, 23.3159117 55.9375193, 23.3153468 55.9377953, 23.3152607 55.9378374, 23.3149559 55.9379899)",,
196106992,2,Ežero g.,secondary,50,False,False,6.197,"LINESTRING (23.3237709 55.9354016, 23.3237456 55.9353477)",,
183428053,2,Ežero g.,secondary,40,False,True,246.17,"LINESTRING (23.3235318 55.9324276, 23.3235481 55.9327354, 23.3235698 55.9333587, 23.323573 55.933426, 23.3235849 55.9345403, 23.3235979 55.9346409)",,
114870551,,,primary_link,50,True,False,42.432,"LINESTRING (23.3084147 55.9377394, 23.3085904 55.9378233, 23.3087421 55.9378531, 23.3090203 55.9378079)",,
945430389,2,Žemaitės g.,primary,50,True,False,32.881,"LINESTRING (23.3084147 55.9377394, 23.3086646 55.9379532, 23.3087039 55.9379868)",,
"[83631001, 114870516]",3,Aušros al.,secondary,50,False,False,65.212,"LINESTRING (23.3090203 55.9378079, 23.3090905 55.9377682, 23.3091767 55.9377194, 23.3094181 55.9375829, 23.3094724 55.9375522, 23.3097571 55.9373912)",,
1251434556,3,Aušros al.,secondary,50,False,True,28.002000000000002,"LINESTRING (23.3090203 55.9378079, 23.308808 55.9379264, 23.3087039 55.9379868)",,
114870552,,,living_street,,False,False,153.303,"LINESTRING (23.3079553 55.9364519, 23.3088002 55.9368924, 23.3093004 55.9371531, 23.3094653 55.9372391, 23.3097571 55.9373912)",,
114870516,,Aušros al.,secondary,50,False,True,62.966,"LINESTRING (23.3104686 55.9369889, 23.3097571 55.9373912)",,
"[953967516, 114870516, 953967517]",3,Aušros al.,secondary,50,False,False,116.26400000000001,"LINESTRING (23.3104686 55.9369889, 23.3108249 55.9367874, 23.3111904 55.9365807, 23.3115108 55.9363995, 23.3117822 55.936246)",,
114870537,,Salantų g.,living_street,,False,False,188.43999999999997,"LINESTRING (23.3104686 55.9369889, 23.3095634 55.9365143, 23.3092466 55.9363482, 23.3086904 55.9360565, 23.3086448 55.9360326, 23.3082876 55.9362499)",,
114870537,,Salantų g.,living_street,,False,True,188.44,"LINESTRING (23.3082876 55.9362499, 23.3086448 55.9360326, 23.3086904 55.9360565, 23.3092466 55.9363482, 23.3095634 55.9365143, 23.3104686 55.9369889)",,
114870516,,Aušros al.,secondary,50,False,False,62.966,"LINESTRING (23.3097571 55.9373912, 23.3104686 55.9369889)",,
"[83631001, 114870516]",3,Aušros al.,secondary,50,False,True,65.212,"LINESTRING (23.3097571 55.9373912, 23.3094724 55.9375522, 23.3094181 55.9375829, 23.3091767 55.9377194, 23.3090905 55.9377682, 23.3090203 55.9378079)",,
114870552,,,living_street,,False,True,153.303,"LINESTRING (23.3097571 55.9373912, 23.3094653 55.9372391, 23.3093004 55.9371531, 23.3088002 55.9368924, 23.3079553 55.9364519)",,
129401571,,Gluosnių g.,residential,50,False,False,5.808,"LINESTRING (23.3213416 55.9361879, 23.3212659 55.9362184)",,
137657952,,Putinų g.,residential,50,False,False,189.019,"LINESTRING (23.3223896 55.9378592, 23.3221571 55.9377017, 23.3214458 55.9372199, 23.3207771 55.9367208, 23.3205088 55.9365256)",,
"[1171489638, 99246575, 137559442, 137559443, 1074156790]",,Varpo g.,residential,30,False,False,563.4979999999999,"LINESTRING (23.3163884 55.9335908, 23.3162078 55.9334883, 23.315472 55.9330971, 23.3151491 55.9329216, 23.3148814 55.9327768, 23.3143439 55.9324921, 23.3137341 55.9321553, 23.3135581 55.9320712, 23.3133987 55.9319829, 23.3133121 55.931933, 23.3126071 55.9315594, 23.3121875 55.9313257, 23.3120904 55.9312716, 23.3120436 55.9312475, 23.3116696 55.9310114, 23.3113988 55.9308628, 23.3112494 55.9307807, 23.3109795 55.9306326, 23.3109209 55.9306004, 23.310237 55.9302471, 23.3099662 55.9300972, 23.3099011 55.9300611)",,building_passage
129206712,4,Aušros al.,secondary,30,False,False,124.746,"LINESTRING (23.3163884 55.9335908, 23.3164992 55.9335263, 23.3171032 55.9331748, 23.3176541 55.932851, 23.3177724 55.9327799)",,
"[864277936, 953967513]",3,Aušros al.,secondary,"['30', '50']",False,True,117.601,"LINESTRING (23.3163884 55.9335908, 23.3156384 55.9340166, 23.3153841 55.9341589, 23.3151245 55.9343042, 23.3150581 55.9343413)",,
"[153198227, 969549463]",,Varpo g.,residential,"['30', '50']",False,False,421.62800000000004,"LINESTRING (23.3163884 55.9335908, 23.316513 55.9336568, 23.3167977 55.933804, 23.3169532 55.93389, 23.3171049 55.9339703, 23.3176227 55.9342475, 23.3177765 55.9343388, 23.3182058 55.9345969, 23.3183414 55.9346785, 23.3184736 55.9347479, 23.318748 55.9348921, 23.3187813 55.9349096, 23.3190053 55.9350272, 23.3191625 55.9351098, 23.3196126 55.9353462, 23.3197141 55.9353995, 23.3201786 55.9356412, 23.3206181 55.9358742, 23.3206854 55.9359096, 23.3211863 55.9361726, 23.3212344 55.9361979, 23.3212659 55.9362184)",,
153198172,,Gluosnių g.,residential,50,True,False,68.559,"LINESTRING (23.3222566 55.9358454, 23.3221676 55.9358768, 23.3220855 55.9359057, 23.3218199 55.9360124, 23.3213416 55.9361879)",,
"[196106994, 427684407]",2,Tilžės g.,trunk,50,False,False,280.09,"LINESTRING (23.3222566 55.9358454, 23.3221973 55.9358059, 23.3217923 55.9354795, 23.3216134 55.9353339, 23.3212394 55.935065, 23.3210676 55.9349503, 23.3203327 55.9344598, 23.3196768 55.934022, 23.3195829 55.9339607, 23.3194633 55.9338737)",A12,
129401571,,Gluosnių g.,residential,50,False,True,5.808,"LINESTRING (23.3212659 55.9362184, 23.3213416 55.9361879)",,
129401571,,Gluosnių g.,residential,50,False,False,58.233000000000004,"LINESTRING (23.3212659 55.9362184, 23.3210473 55.9363027, 23.3205088 55.9365256)",,
"[153198227, 969549463]",,Varpo g.,residential,"['50', '30']",False,True,421.62800000000004,"LINESTRING (23.3212659 55.9362184, 23.3212344 55.9361979, 23.3211863 55.9361726, 23.3206854 55.9359096, 23.3206181 55.9358742, 23.3201786 55.9356412, 23.3197141 55.9353995, 23.3196126 55.9353462, 23.3191625 55.9351098, 23.3190053 55.9350272, 23.3187813 55.9349096, 23.318748 55.9348921, 23.3184736 55.9347479, 23.3183414 55.9346785, 23.3182058 55.9345969, 23.3177765 55.9343388, 23.3176227 55.9342475, 23.3171049 55.9339703, 23.3169532 55.93389, 23.3167977 55.933804, 23.316513 55.9336568, 23.3163884 55.9335908)",,
153198216,,Trakų g.,residential,50,False,False,97.94200000000001,"LINESTRING (23.319213 55.9304251, 23.3193146 55.9303565, 23.3193706 55.9303147, 23.3194238 55.930275, 23.3196546 55.9301028, 23.3197263 55.9300493, 23.3201631 55.9297234)",,
"[153198216, 991926098]",3,Trakų g.,residential,50,False,True,143.608,"LINESTRING (23.319213 55.9304251, 23.3187593 55.9307707, 23.3186506 55.9308518, 23.318383 55.9310515, 23.3182228 55.9311709, 23.3182052 55.9311841, 23.3181509 55.9312246, 23.3178348 55.9314604)",,
181444842,,Rūtų g.,residential,50,False,False,192.00300000000001,"LINESTRING (23.319213 55.9304251, 23.3196075 55.930591, 23.3198763 55.9307105, 23.3204275 55.9309583, 23.3205311 55.931021, 23.3210379 55.9315659, 23.3211393 55.9316701, 23.3212103 55.931652)",,
55595022,,Pakalnės g.,residential,50,False,True,120.566,"LINESTRING (23.3214231 55.930528, 23.3213477 55.9304256, 23.3211457 55.9302522, 23.3208944 55.9300731, 23.3201631 55.9297234)",,
181444842,,Rūtų g.,residential,50,False,True,192.00300000000001,"LINESTRING (23.3212103 55.931652, 23.3211393 55.9316701, 23.3210379 55.9315659, 23.3205311 55.931021, 23.3204275 55.9309583, 23.3198763 55.9307105, 23.3196075 55.930591, 23.319213 55.9304251)",,
183428178,,Žvejų skg.,residential,50,False,True,257.669,"LINESTRING (23.3226282 55.9325054, 23.3221152 55.932635, 23.3219827 55.9326744, 23.3216861 55.9327941, 23.3210943 55.9329186, 23.321001 55.9330034, 23.3209585 55.9331613, 23.3200467 55.9336067, 23.3198267 55.9337005, 23.3195955 55.9338107, 23.3194633 55.9338737)",,
99246529,,Talšos g.,residential,50,True,False,120.644,"LINESTRING (23.3194633 55.9338737, 23.3197823 55.9339818, 23.3202274 55.9342158, 23.3203671 55.9342769, 23.3206696 55.9343633, 23.321086 55.9344374)",,
"[962250665, 99246582]","['4', '3']",Tilžės g.,trunk,50,False,False,160.96,"LINESTRING (23.3194633 55.9338737, 23.3186937 55.9333463, 23.3183291 55.9331122, 23.3178836 55.9328461, 23.3177724 55.9327799)",A12,
183428178,,Žvejų skg.,residential,50,False,False,257.669,"LINESTRING (23.3194633 55.9338737, 23.3195955 55.9338107, 23.3198267 55.9337005, 23.3200467 55.9336067, 23.3209585 55.9331613, 23.321001 55.9330034, 23.3210943 55.9329186, 23.3216861 55.9327941, 23.3219827 55.9326744, 23.3221152 55.932635, 23.3226282 55.9325054)",,
"[196106994, 427684407]",2,Tilžės g.,trunk,50,False,True,280.09,"LINESTRING (23.3194633 55.9338737, 23.3195829 55.9339607, 23.3196768 55.934022, 23.3203327 55.9344598, 23.3210676 55.9349503, 23.3212394 55.935065, 23.3216134 55.9353339, 23.3217923 55.9354795, 23.3221973 55.9358059, 23.3222566 55.9358454)",A12,
196106992,2,Ežero g.,secondary,50,False,True,6.197,"LINESTRING (23.3237456 55.9353477, 23.3237709 55.9354016)",,
196106992,2,Ežero g.,secondary,50,False,False,79.279,"LINESTRING (23.3237456 55.9353477, 23.3237141 55.935267, 23.3236503 55.9350657, 23.3236284 55.9349481, 23.3236136 55.934818, 23.3235979 55.9346409)",,
99246564,,S. Lukauskio g.,residential,50,False,False,44.258,"LINESTRING (23.3144214 55.9382522, 23.3144626 55.9382317, 23.3149559 55.9379899)",,
