osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,access,tunnel
"[1158400201, 1158400203, 1158400198]",A7,J. Basanavičiaus g.,trunk,50,False,True,140.39000000000001,"LINESTRING (22.7555331 54.6399199, 22.7556269 54.6399, 22.75633 54.6397475, 22.7571321 54.6395735, 22.7572555 54.6395474, 22.7575775 54.6394792)","['2', '3']",,,
256432284,,Mindaugo g.,residential,,False,False,169.458,"LINESTRING (22.7546616 54.6387075, 22.7542432 54.6381518, 22.7541735 54.6381052, 22.7540072 54.6380897, 22.7527465 54.6382977)",,,,
256432284,,Mindaugo g.,residential,,False,True,146.013,"LINESTRING (22.7546616 54.6387075, 22.7546924 54.6387503, 22.7550315 54.6392222, 22.755428 54.6397738, 22.7555331 54.6399199)",,,,
"[262922724, 923352654]",,"['Vilniaus g.', 'J. Janonio g.']",residential,,False,False,283.975,"LINESTRING (22.7546616 54.6387075, 22.7526178 54.6391266, 22.7533421 54.6403561)",,,,
"[262922724, 923352654]",,"['Vilniaus g.', 'J. Janonio g.']",residential,,False,True,283.975,"LINESTRING (22.7533421 54.6403561, 22.7526178 54.6391266, 22.7546616 54.6387075)",,,,
1158400202,A7,J. Basanavičiaus g.,trunk,50,False,False,324.11400000000003,"LINESTRING (22.7533421 54.6403561, 22.7521063 54.6406156, 22.7519731 54.6406445, 22.7517518 54.6406935, 22.7515499 54.6407299, 22.7513291 54.6407786, 22.7487917 54.6412958, 22.7485983 54.6413352)",2,,,
1158400202,A7,J. Basanavičiaus g.,trunk,50,False,True,149.113,"LINESTRING (22.7533421 54.6403561, 22.7537017 54.6402777, 22.7554302 54.6399402, 22.7555331 54.6399199)",2,,,
256432284,,Mindaugo g.,residential,,False,True,169.458,"LINESTRING (22.7527465 54.6382977, 22.7540072 54.6380897, 22.7541735 54.6381052, 22.7542432 54.6381518, 22.7546616 54.6387075)",,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,False,20.016,"LINESTRING (22.7586134 54.6447551, 22.758612 54.6446852, 22.7585624 54.6445789)",2,,,
256432292,,Švyturio g.,residential,,False,False,146.993,"LINESTRING (22.7543496 54.6447384, 22.7565184 54.644323)",,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,True,9.076,"LINESTRING (22.7582189 54.64398, 22.7582657 54.644057)",2,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,False,120.845,"LINESTRING (22.7582189 54.64398, 22.7579308 54.6434956, 22.7578404 54.6433437, 22.7576081 54.6429523)",2,,,
256432292,,Švyturio g.,residential,,False,True,115.878,"LINESTRING (22.7582189 54.64398, 22.7576356 54.6441026, 22.7565184 54.644323)",,,,
256432293,,Vienybės g.,residential,,False,False,39.448,"LINESTRING (22.7550664 54.6452732, 22.7556486 54.645162)",,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,False,61.092,"LINESTRING (22.7585624 54.6445789, 22.7582657 54.644057)",2,,,
256432293,,Vienybės g.,residential,,False,True,198.375,"LINESTRING (22.7585624 54.6445789, 22.7556486 54.645162)",,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,True,20.016,"LINESTRING (22.7585624 54.6445789, 22.758612 54.6446852, 22.7586134 54.6447551)",2,,,
256432294,,Sodų g.,residential,,False,False,18.266,"LINESTRING (22.7560921 54.6462499, 22.7560451 54.6460879)",,,,
256432293,,Vienybės g.,residential,,False,False,198.375,"LINESTRING (22.7556486 54.645162, 22.7585624 54.6445789)",,,,
256432293,,Vienybės g.,residential,,False,True,39.448,"LINESTRING (22.7556486 54.645162, 22.7550664 54.6452732)",,,,
256432294,,Sodų g.,residential,,False,True,106.069,"LINESTRING (22.7556486 54.645162, 22.7560451 54.6460879)",,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,True,6.182,"LINESTRING (22.757578 54.6428995, 22.7576081 54.6429523)",2,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,False,101.149,"LINESTRING (22.757578 54.6428995, 22.7574693 54.6427151, 22.7574129 54.6426002, 22.7573834 54.6424869, 22.7573721 54.6423553, 22.7573769 54.6421103, 22.7573736 54.6420063)",2,,,
256432294,,Sodų g.,residential,,False,False,106.069,"LINESTRING (22.7560451 54.6460879, 22.7556486 54.645162)",,,,
256432294,,Sodų g.,residential,,False,True,18.266,"LINESTRING (22.7560451 54.6460879, 22.7560921 54.6462499)",,,,
"[136214789, 256432303]",,Draugystės g.,residential,,False,True,674.877,"LINESTRING (22.7560451 54.6460879, 22.7547419 54.6463426, 22.7541629 54.6464694, 22.7536662 54.6465637, 22.7533334 54.6465708, 22.7529722 54.6464868, 22.7527665 54.6464389, 22.7524523 54.6463926, 22.7521565 54.6463569, 22.7519777 54.6462745, 22.7518965 54.6461431, 22.7517596 54.6459041, 22.7508029 54.6442333, 22.7507491 54.6441393, 22.7500154 54.6428881)",,,,
37406831,5103,Kudirkos Naumiesčio g.,secondary,50,False,True,35.097,"LINESTRING (22.7487404 54.641503, 22.7488778 54.6415086, 22.7492844 54.6415259)",,,,
462435769,5103,Kudirkos Naumiesčio g.,secondary,50,True,False,26.601999999999997,"LINESTRING (22.7487404 54.641503, 22.7485645 54.6414804, 22.7485033 54.6414426, 22.7484507 54.6413652)",1,,,
258003611,,Kovo 8-osios g.,residential,,False,False,45.374,"LINESTRING (22.7483199 54.6437443, 22.7480359 54.6433708)",,,,
"[461203361, 461203362, 210015119]",A7,,trunk,5,True,False,305.85600000000005,"LINESTRING (22.7466967 54.6417452, 22.7466571 54.6417949, 22.7465051 54.6419516, 22.7464955 54.6419608, 22.7462813 54.6421937, 22.7462671 54.642209, 22.746222 54.6422578, 22.7459382 54.6425715, 22.7458743 54.642625, 22.7457745 54.6426758, 22.7456635 54.6427063, 22.7455289 54.6427189, 22.7453815 54.6427137, 22.7452068 54.6426768, 22.7449013 54.6425803, 22.7447394 54.6425292, 22.7446585 54.6425037, 22.7445776 54.6424781, 22.7443499 54.6424062, 22.7442369 54.6423659, 22.7441334 54.6423104, 22.7440916 54.6422515, 22.7440741 54.6421508, 22.7440741 54.6420222, 22.7440725 54.6419571, 22.744009 54.6418249, 22.7439445 54.6417208)",2,,yes,building_passage
"[1158400210, 224841653]",A7,J. Basanavičiaus g.,trunk,50,False,True,120.524,"LINESTRING (22.7466967 54.6417452, 22.7474217 54.6415819, 22.7482694 54.6414046, 22.7484507 54.6413652)",2,,yes,
258003611,,Kovo 8-osios g.,residential,,False,True,163.619,"LINESTRING (22.7466967 54.6417452, 22.7474588 54.6427021, 22.7477758 54.6430775)",,,,
258003611,,Kovo 8-osios g.,residential,,False,False,36.657,"LINESTRING (22.7480359 54.6433708, 22.7477758 54.6430775)",,,,
258003611,,Kovo 8-osios g.,residential,,False,True,45.374,"LINESTRING (22.7480359 54.6433708, 22.7483199 54.6437443)",,,,
258003612,,Rūtų g.,residential,,False,False,138.32299999999998,"LINESTRING (22.7480359 54.6433708, 22.748213 54.6433281, 22.7490753 54.6430946, 22.7492818 54.6430433, 22.7500154 54.6428881)",1,,,
136214789,,Draugystės g.,residential,,False,True,158.605,"LINESTRING (22.7500154 54.6428881, 22.7492844 54.6415259)",,,,
"[136214789, 256432303]",,Draugystės g.,residential,,False,False,674.877,"LINESTRING (22.7500154 54.6428881, 22.7507491 54.6441393, 22.7508029 54.6442333, 22.7517596 54.6459041, 22.7518965 54.6461431, 22.7519777 54.6462745, 22.7521565 54.6463569, 22.7524523 54.6463926, 22.7527665 54.6464389, 22.7529722 54.6464868, 22.7533334 54.6465708, 22.7536662 54.6465637, 22.7541629 54.6464694, 22.7547419 54.6463426, 22.7560451 54.6460879)",,,,
258003612,,Rūtų g.,residential,,False,True,138.323,"LINESTRING (22.7500154 54.6428881, 22.7492818 54.6430433, 22.7490753 54.6430946, 22.748213 54.6433281, 22.7480359 54.6433708)",1,,,
258003613,,,residential,,False,False,136.24800000000002,"LINESTRING (22.7456868 54.6432692, 22.7468987 54.6431753, 22.7476966 54.6430953, 22.7477758 54.6430775)",,,,
258003611,,Kovo 8-osios g.,residential,,False,True,36.657,"LINESTRING (22.7477758 54.6430775, 22.7480359 54.6433708)",,,,
258003611,,Kovo 8-osios g.,residential,,False,False,163.619,"LINESTRING (22.7477758 54.6430775, 22.7474588 54.6427021, 22.7466967 54.6417452)",,,,
258003613,,,residential,,False,True,136.248,"LINESTRING (22.7477758 54.6430775, 22.7476966 54.6430953, 22.7468987 54.6431753, 22.7456868 54.6432692)",,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,False,6.182,"LINESTRING (22.7576081 54.6429523, 22.757578 54.6428995)",2,,,
122404927,5130,Dariaus ir Girėno g.,secondary,50,False,True,120.845,"LINESTRING (22.7576081 54.6429523, 22.7578404 54.6433437, 22.7579308 54.6434956, 22.7582189 54.64398)",2,,,
319342633,,V. Kudirkos g.,residential,,False,False,77.488,"LINESTRING (22.7576081 54.6429523, 22.7575377 54.6429595, 22.7574384 54.6429642, 22.7564055 54.6429514)",,,,
319342633,,V. Kudirkos g.,residential,,False,True,84.795,"LINESTRING (22.7550928 54.6429424, 22.7552142 54.6429242, 22.7559483 54.6429469, 22.7564055 54.6429514)",,,,
256432292,,Švyturio g.,residential,,False,True,146.993,"LINESTRING (22.7565184 54.644323, 22.7543496 54.6447384)",,,,
256432292,,Švyturio g.,residential,,False,False,115.878,"LINESTRING (22.7565184 54.644323, 22.7576356 54.6441026, 22.7582189 54.64398)",,,,
345623098,,V. Kudirkos skg.,residential,,False,False,153.845,"LINESTRING (22.7565184 54.644323, 22.7564862 54.6442656, 22.7563937 54.6440623, 22.7563669 54.6439676, 22.7563535 54.6438799, 22.7564055 54.6429514)",,,,
319342633,,V. Kudirkos g.,residential,,False,False,84.795,"LINESTRING (22.7564055 54.6429514, 22.7559483 54.6429469, 22.7552142 54.6429242, 22.7550928 54.6429424)",,,,
319342633,,V. Kudirkos g.,residential,,False,True,77.488,"LINESTRING (22.7564055 54.6429514, 22.7574384 54.6429642, 22.7575377 54.6429595, 22.7576081 54.6429523)",,,,
345623098,,V. Kudirkos skg.,residential,,False,True,153.845,"LINESTRING (22.7564055 54.6429514, 22.7563535 54.6438799, 22.7563669 54.6439676, 22.7563937 54.6440623, 22.7564862 54.6442656, 22.7565184 54.644323)",,,,
1158400202,A7,J. Basanavičiaus g.,trunk,50,False,True,10.067,"LINESTRING (22.7484507 54.6413652, 22.7485983 54.6413352)",2,,,
"[1158400210, 224841653]",A7,J. Basanavičiaus g.,trunk,50,False,False,120.524,"LINESTRING (22.7484507 54.6413652, 22.7482694 54.6414046, 22.7474217 54.6415819, 22.7466967 54.6417452)",2,,yes,
1158400202,A7,J. Basanavičiaus g.,trunk,50,False,False,10.067,"LINESTRING (22.7485983 54.6413352, 22.7484507 54.6413652)",2,,,
462435770,5103,Kudirkos Naumiesčio g.,secondary,50,True,False,20.868000000000002,"LINESTRING (22.7485983 54.6413352, 22.7486691 54.6414381, 22.7487404 54.641503)",1,,,
1158400202,A7,J. Basanavičiaus g.,trunk,50,False,True,324.11400000000003,"LINESTRING (22.7485983 54.6413352, 22.7487917 54.6412958, 22.7513291 54.6407786, 22.7515499 54.6407299, 22.7517518 54.6406935, 22.7519731 54.6406445, 22.7521063 54.6406156, 22.7533421 54.6403561)",2,,,
