osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel,junction
13867755,Statybininkų g.,residential,False,True,225.95200000000003,"LINESTRING (25.0532949 54.6411943, 25.0532671 54.6410161, 25.0532477 54.6409517, 25.053195 54.6407382, 25.0530943 54.6403892, 25.0530775 54.6402866, 25.0531384 54.6397905, 25.053118 54.6394164, 25.053085 54.6392193, 25.0530774 54.639174)",,,,,
13867756,Mokyklos g.,residential,False,False,155.88,"LINESTRING (25.0532949 54.6411943, 25.0522356 54.6412463, 25.0520189 54.6412563, 25.0508789 54.6412951)",,,,,
13867756,Mokyklos g.,residential,False,True,110.21199999999999,"LINESTRING (25.0532949 54.6411943, 25.0534921 54.6411847, 25.0547893 54.6411218, 25.0549114 54.6411257, 25.0549999 54.6411375)",,,,,
13867756,Mokyklos g.,residential,False,False,110.212,"LINESTRING (25.0549999 54.6411375, 25.0549114 54.6411257, 25.0547893 54.6411218, 25.0534921 54.6411847, 25.0532949 54.6411943)",,,,,
919604250,Fabriko g.,secondary,False,False,149.099,"LINESTRING (25.0549999 54.6411375, 25.0548791 54.6414351, 25.0547842 54.6416288, 25.0547472 54.6417042, 25.054391 54.642431)",2,4707,50,,
919604250,Fabriko g.,secondary,False,True,244.297,"LINESTRING (25.0549999 54.6411375, 25.0552029 54.6407519, 25.0553651 54.6404438, 25.0554182 54.640343, 25.0555052 54.6401778, 25.0557106 54.6397877, 25.0561065 54.6390359)",2,4707,50,,
917214465,Geležinkelio g.,secondary,False,False,99.281,"LINESTRING (25.0526778 54.6441235, 25.0513768 54.6441353, 25.051135 54.6441375)",1,4727,50,,
919604253,,secondary,True,False,41.981,"LINESTRING (25.0526778 54.6441235, 25.053206 54.6441482, 25.0533283 54.6441438)",,4727,,,
13867752,Lauko g.,residential,False,True,227.03300000000002,"LINESTRING (25.0506848 54.6399945, 25.0505271 54.6399984, 25.0502585 54.6400121, 25.0485924 54.6401032, 25.0474921 54.640145, 25.0471735 54.6401805)",,,50,,
13867753,Pakalnės g.,residential,False,False,145.572,"LINESTRING (25.0506848 54.6399945, 25.0506205 54.6395048, 25.0505918 54.6391488, 25.050564 54.6388577, 25.050546 54.6386879)",,,,,
13867753,Pakalnės g.,residential,False,True,145.16,"LINESTRING (25.0506848 54.6399945, 25.0507364 54.6403714, 25.0507918 54.6407304, 25.0508005 54.6407865, 25.0508789 54.6412951)",,,,,
13867753,Pakalnės g.,residential,False,False,105.023,"LINESTRING (25.051135 54.6441375, 25.0511044 54.6437274, 25.0510858 54.6431935)",,,,,
25922616,Geležinkelio g.,secondary,False,False,216.782,"LINESTRING (25.051135 54.6441375, 25.0500664 54.6441821, 25.0497361 54.6441959, 25.04943 54.6442087, 25.0486533 54.644242, 25.0482794 54.6442594, 25.0477749 54.6442801)",1,4727,50,,
917214465,Geležinkelio g.,secondary,False,True,99.281,"LINESTRING (25.051135 54.6441375, 25.0513768 54.6441353, 25.0526778 54.6441235)",1,4727,50,,
"[980657880, 1042435490, 1044579093]",Geležinkelio g.,living_street,False,True,144.18699999999998,"LINESTRING (25.051135 54.6441375, 25.0513774 54.6441912, 25.0514335 54.6442036, 25.0520166 54.6441975, 25.0525345 54.6442019, 25.0526254 54.6442117, 25.0527247 54.6442414, 25.0528114 54.64427, 25.0529052 54.6443175, 25.0530451 54.6443968, 25.053143 54.6444948)",,,20,,
980657881,Geležinkelio g.,living_street,False,False,117.326,"LINESTRING (25.051135 54.6441375, 25.0514677 54.6440742, 25.0529409 54.6440739)",,,20,,
