osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,bridge,junction
406546395,Kvėdarnos g.,primary,False,False,44.045,164,"LINESTRING (21.9316743 55.7224142, 21.9316729 55.7222777, 21.9316699 55.7220181)",2,50,,
"[84724743, 1266115303]",J. Naujalio g.,residential,False,False,125.28399999999999,,"LINESTRING (21.9316743 55.7224142, 21.9318438 55.7224145, 21.9324536 55.7224157, 21.9329503 55.7223875, 21.9332983 55.7223607, 21.9335995 55.7223217, 21.9336586 55.7223117)",,50,,
"[261384032, 1266115329]",Plungės g.,primary,False,True,112.45400000000001,164,"LINESTRING (21.9316743 55.7224142, 21.9316711 55.7227662, 21.9316651 55.7233693, 21.9316668 55.7234255)",2,50,,
"[84725233, 1266115305]",Žemaičių g.,residential,False,True,380.573,,"LINESTRING (21.9316699 55.7220181, 21.9315352 55.7220206, 21.9307977 55.7218759, 21.930598 55.7218367, 21.9298702 55.7216939, 21.9291321 55.721549, 21.9286406 55.7214526, 21.9285601 55.7214368, 21.9278558 55.7212986, 21.9276356 55.7212569, 21.9261106 55.7209755, 21.9260214 55.7209584, 21.925913 55.7209377)",,50,,
406546395,Kvėdarnos g.,primary,False,False,117.57500000000002,164,"LINESTRING (21.9316699 55.7220181, 21.931648 55.7216992, 21.9316466 55.7216847, 21.9316281 55.721502, 21.9316218 55.72144, 21.9316088 55.7213117, 21.9315755 55.7209621)",2,50,,
406546395,Kvėdarnos g.,primary,False,True,44.045,164,"LINESTRING (21.9316699 55.7220181, 21.9316729 55.7222777, 21.9316743 55.7224142)",2,50,,
84725262,Dariaus ir Girėno g.,residential,False,True,321.0779999999999,,"LINESTRING (21.9315755 55.7209621, 21.9314776 55.7209523, 21.9313905 55.720947, 21.9301937 55.7207795, 21.9298218 55.7207271, 21.9295236 55.7206767, 21.9293337 55.7206368, 21.9291176 55.7205598, 21.9289742 55.7204884, 21.928854 55.7204166, 21.9286155 55.7202419, 21.9285648 55.7201985, 21.9284825 55.7201281, 21.9282357 55.7198519, 21.9279546 55.7195571, 21.9277617 55.719353)",,50,,
84726357,Jūros g.,residential,False,False,132.71,,"LINESTRING (21.9315755 55.7209621, 21.9317365 55.7209696, 21.9318935 55.7209715, 21.9327187 55.7209785, 21.9328641 55.7209528, 21.9329351 55.7209065, 21.9329545 55.7208554, 21.9329868 55.7206594, 21.9330286 55.7205081)",,,,
406546395,Kvėdarnos g.,primary,False,False,155.455,164,"LINESTRING (21.9315755 55.7209621, 21.9315767 55.7205836, 21.9315773 55.7205262, 21.9315792 55.720357, 21.9315797 55.7203177, 21.9315813 55.7201697, 21.9315818 55.7201213, 21.9315837 55.7199551, 21.9315841 55.7199159, 21.9315794 55.7197059, 21.9315816 55.7195641)",2,50,,
406546395,Kvėdarnos g.,primary,False,True,117.57499999999999,164,"LINESTRING (21.9315755 55.7209621, 21.9316088 55.7213117, 21.9316218 55.72144, 21.9316281 55.721502, 21.9316466 55.7216847, 21.931648 55.7216992, 21.9316699 55.7220181)",2,50,,
84724743,J. Naujalio g.,residential,False,True,93.62700000000001,,"LINESTRING (21.935003 55.7219501, 21.9345762 55.7220971, 21.9343885 55.7221493, 21.9342287 55.7221925, 21.9340315 55.7222351, 21.9336586 55.7223117)",,50,,
84725832,Liepų g.,residential,False,True,168.53300000000002,,"LINESTRING (21.9283849 55.7222335, 21.9274358 55.7221959, 21.9271651 55.7221852, 21.9266204 55.7221636, 21.9265213 55.7221597, 21.9258063 55.7221314, 21.9257004 55.7221272)",,,,
84723622,Paupio g.,residential,False,False,107.387,,"LINESTRING (21.929214 55.7242716, 21.9285996 55.7248851, 21.9283716 55.7251128)",,,,
752250485,Miškų g.,residential,False,True,102.215,,"LINESTRING (21.9267906 55.7260023, 21.9264863 55.7260086, 21.9261644 55.7260153, 21.9257407 55.7260113, 21.9251589 55.7260043)",,,,
84725448,Taikos g.,residential,False,False,193.092,,"LINESTRING (21.9193771 55.7236336, 21.919467 55.7234907, 21.9195595 55.7233118, 21.9196048 55.7232241, 21.9196624 55.7231126, 21.9196939 55.7230516, 21.9197759 55.722893, 21.919786 55.7228735, 21.919865 55.7227205, 21.9198735 55.7227041, 21.91996 55.7225366, 21.9199883 55.7224818, 21.9202633 55.7219706)",,,,
1266115300,Daržų g.,residential,False,False,142.927,,"LINESTRING (21.9193771 55.7236336, 21.9197597 55.7236658, 21.9206095 55.7237381, 21.9209256 55.7237695, 21.9213023 55.7238057, 21.9216308 55.7238361)",,,,
84725832,Liepų g.,residential,False,False,168.53300000000002,,"LINESTRING (21.9257004 55.7221272, 21.9258063 55.7221314, 21.9265213 55.7221597, 21.9266204 55.7221636, 21.9271651 55.7221852, 21.9274358 55.7221959, 21.9283849 55.7222335)",,,,
84726546,Žalioji g.,residential,False,False,132.945,,"LINESTRING (21.9257004 55.7221272, 21.9257104 55.7220728, 21.925719 55.7220257, 21.9257378 55.7219233, 21.9257499 55.7218572, 21.9257828 55.7216775, 21.9258149 55.7215023, 21.9258789 55.7211531, 21.9259092 55.7209876, 21.925913 55.7209377)",,,,
84726546,Žalioji g.,residential,False,True,223.63400000000001,,"LINESTRING (21.9257004 55.7221272, 21.9256885 55.7221991, 21.9256765 55.722271, 21.9256117 55.7226601, 21.9255826 55.7228344, 21.9255361 55.7231136, 21.9255079 55.7232832, 21.9254137 55.7238486, 21.9254049 55.7239017, 21.9253782 55.7240625, 21.925367 55.7241296)",,,,
84724613,,residential,False,False,124.68299999999999,,"LINESTRING (21.9202633 55.7219706, 21.9209289 55.7220299, 21.9212769 55.7220629, 21.9222277 55.7221529)",,,,
84725448,Taikos g.,residential,False,True,193.092,,"LINESTRING (21.9202633 55.7219706, 21.9199883 55.7224818, 21.91996 55.7225366, 21.9198735 55.7227041, 21.919865 55.7227205, 21.919786 55.7228735, 21.9197759 55.722893, 21.9196939 55.7230516, 21.9196624 55.7231126, 21.9196048 55.7232241, 21.9195595 55.7233118, 21.919467 55.7234907, 21.9193771 55.7236336)",,,,
84723942,Žemaitės g.,residential,False,False,52.64,,"LINESTRING (21.933821 55.7235023, 21.9338054 55.7235607, 21.9339001 55.7239716)",,,,
84723942,Žemaitės g.,residential,False,True,133.403,,"LINESTRING (21.933821 55.7235023, 21.933828 55.7234034, 21.9337755 55.7231892, 21.9337366 55.7230307, 21.9337521 55.7225649, 21.9336586 55.7223117)",,,,
84725861,Laisvės a.,residential,False,True,134.803,,"LINESTRING (21.933821 55.7235023, 21.9332379 55.7234979, 21.9327164 55.723494, 21.9322047 55.7234902, 21.9318869 55.7234879, 21.9316686 55.7234857)",,50,,
84723622,Paupio g.,residential,False,True,123.71000000000001,,"LINESTRING (21.9268571 55.7254692, 21.9272264 55.7255105, 21.9275039 55.7255415, 21.9277401 55.7255659, 21.9278551 55.72556, 21.9279433 55.7255327, 21.9283716 55.7251128)",,,,
84726014,Daržų g.,residential,False,False,133.76600000000002,,"LINESTRING (21.9232429 55.7240131, 21.9239809 55.7240767, 21.9247748 55.7241135, 21.925367 55.7241296)",,,,
261219078,Daržų g.,residential,False,True,262.894,,"LINESTRING (21.9232429 55.7240131, 21.9234868 55.7231144, 21.9235332 55.7228989, 21.9236006 55.7225836, 21.9236776 55.7222754, 21.9237458 55.7220021, 21.9237718 55.7218982, 21.9238282 55.7216721)",,,,
1266115300,Daržų g.,residential,False,True,102.856,,"LINESTRING (21.9232429 55.7240131, 21.9231642 55.7240047, 21.9223013 55.7239117, 21.9216308 55.7238361)",,,,
84725262,Dariaus ir Girėno g.,residential,False,False,321.07800000000003,,"LINESTRING (21.9277617 55.719353, 21.9279546 55.7195571, 21.9282357 55.7198519, 21.9284825 55.7201281, 21.9285648 55.7201985, 21.9286155 55.7202419, 21.928854 55.7204166, 21.9289742 55.7204884, 21.9291176 55.7205598, 21.9293337 55.7206368, 21.9295236 55.7206767, 21.9298218 55.7207271, 21.9301937 55.7207795, 21.9313905 55.720947, 21.9314776 55.7209523, 21.9315755 55.7209621)",,50,,
166821144,,primary,False,False,452.727,197,"LINESTRING (21.9277617 55.719353, 21.9234486 55.7196676, 21.9232298 55.7196842, 21.9223464 55.7197453, 21.9220725 55.7197618, 21.9217979 55.7197754, 21.9215126 55.7197837, 21.9212246 55.7197854, 21.9208802 55.7197811, 21.9205811 55.7197736)",,,,
166821144,,primary,False,True,176.516,197,"LINESTRING (21.9277617 55.719353, 21.929038 55.719257, 21.9305561 55.7191464)",,,,
261384032,Plungės g.,primary,False,False,6.695,164,"LINESTRING (21.9316686 55.7234857, 21.9316668 55.7234255)",2,50,,
84725861,Laisvės a.,residential,False,False,134.803,,"LINESTRING (21.9316686 55.7234857, 21.9318869 55.7234879, 21.9322047 55.7234902, 21.9327164 55.723494, 21.9332379 55.7234979, 21.933821 55.7235023)",,50,,
261384032,Plungės g.,primary,False,True,52.421,164,"LINESTRING (21.9316686 55.7234857, 21.9316703 55.723543, 21.9316757 55.7237217, 21.9316736 55.7239571)",2,50,,
84723942,Žemaitės g.,residential,False,False,133.40300000000002,,"LINESTRING (21.9336586 55.7223117, 21.9337521 55.7225649, 21.9337366 55.7230307, 21.9337755 55.7231892, 21.933828 55.7234034, 21.933821 55.7235023)",,,,
84724743,J. Naujalio g.,residential,False,False,93.627,,"LINESTRING (21.9336586 55.7223117, 21.9340315 55.7222351, 21.9342287 55.7221925, 21.9343885 55.7221493, 21.9345762 55.7220971, 21.935003 55.7219501)",,50,,
"[1266115303, 84724743]",J. Naujalio g.,residential,False,True,125.28399999999998,,"LINESTRING (21.9336586 55.7223117, 21.9335995 55.7223217, 21.9332983 55.7223607, 21.9329503 55.7223875, 21.9324536 55.7224157, 21.9318438 55.7224145, 21.9316743 55.7224142)",,50,,
84726546,Žalioji g.,residential,False,True,132.945,,"LINESTRING (21.925913 55.7209377, 21.9259092 55.7209876, 21.9258789 55.7211531, 21.9258149 55.7215023, 21.9257828 55.7216775, 21.9257499 55.7218572, 21.9257378 55.7219233, 21.925719 55.7220257, 21.9257104 55.7220728, 21.9257004 55.7221272)",,,,
"[1266115305, 84725233]",Žemaičių g.,residential,False,False,380.57300000000004,,"LINESTRING (21.925913 55.7209377, 21.9260214 55.7209584, 21.9261106 55.7209755, 21.9276356 55.7212569, 21.9278558 55.7212986, 21.9285601 55.7214368, 21.9286406 55.7214526, 21.9291321 55.721549, 21.9298702 55.7216939, 21.930598 55.7218367, 21.9307977 55.7218759, 21.9315352 55.7220206, 21.9316699 55.7220181)",,50,,
"[1266115305, 1266115306]",Žemaičių g.,residential,False,True,202.833,,"LINESTRING (21.925913 55.7209377, 21.9257778 55.7209119, 21.924996 55.7207577, 21.9246645 55.720695, 21.9246489 55.720692, 21.9242465 55.7206159, 21.9230367 55.7203871, 21.9228464 55.7203511)",,50,,
84726014,Daržų g.,residential,False,False,363.41300000000007,,"LINESTRING (21.9259816 55.7243122, 21.9261141 55.724315, 21.9265511 55.7243178, 21.9269714 55.7243213, 21.9271488 55.724315, 21.9272332 55.7243062, 21.9273861 55.7242795, 21.927613 55.7242182, 21.9282717 55.7239739, 21.9284428 55.7239325, 21.9285704 55.7239142, 21.929044 55.7238936, 21.929486 55.7238717, 21.9295907 55.7238693, 21.9297023 55.7238779, 21.9298273 55.7239076, 21.9299729 55.723977, 21.9305817 55.7243556, 21.9310721 55.7245222, 21.9311484 55.7245481)",,,,
84726014,Daržų g.,residential,False,True,43.704,,"LINESTRING (21.9259816 55.7243122, 21.9258705 55.7242915, 21.9254999 55.7241827, 21.925367 55.7241296)",,,,
"[84723806, 260444754, 261383990]",A. Ašmanto g.,residential,False,"[False, True]",207.33200000000002,,"LINESTRING (21.9259816 55.7243122, 21.9259778 55.7243823, 21.9259655 55.7246056, 21.9259284 55.7246678, 21.9258626 55.7247201, 21.9257665 55.7247709, 21.9254721 55.7249002, 21.9253567 55.7249662, 21.9252728 55.7250387, 21.9252069 55.7251212, 21.9251623 55.7252029, 21.9251479 55.7253095, 21.925153 55.7255906, 21.9251539 55.7256867, 21.9251589 55.7260043)",,,yes,
84726357,Jūros g.,residential,False,True,132.71,,"LINESTRING (21.9330286 55.7205081, 21.9329868 55.7206594, 21.9329545 55.7208554, 21.9329351 55.7209065, 21.9328641 55.7209528, 21.9327187 55.7209785, 21.9318935 55.7209715, 21.9317365 55.7209696, 21.9315755 55.7209621)",,,,
84723622,Paupio g.,residential,False,False,123.70999999999998,,"LINESTRING (21.9283716 55.7251128, 21.9279433 55.7255327, 21.9278551 55.72556, 21.9277401 55.7255659, 21.9275039 55.7255415, 21.9272264 55.7255105, 21.9268571 55.7254692)",,,,
84723622,Paupio g.,residential,False,True,107.387,,"LINESTRING (21.9283716 55.7251128, 21.9285996 55.7248851, 21.929214 55.7242716)",,,,
84726855,Paupio g.,residential,False,False,117.55000000000001,,"LINESTRING (21.9283716 55.7251128, 21.9292738 55.7253456, 21.9296281 55.7254373, 21.9299868 55.7255296, 21.9300782 55.7255531)",,,,
261219078,Daržų g.,residential,False,False,262.894,,"LINESTRING (21.9238282 55.7216721, 21.9237718 55.7218982, 21.9237458 55.7220021, 21.9236776 55.7222754, 21.9236006 55.7225836, 21.9235332 55.7228989, 21.9234868 55.7231144, 21.9232429 55.7240131)",,,,
84723806,A. Ašmanto g.,residential,False,False,95.36400000000002,,"LINESTRING (21.9247067 55.7268197, 21.9247407 55.7267708, 21.9249274 55.7265026, 21.9249657 55.7264421, 21.9250791 55.726251, 21.9251127 55.726186, 21.9251351 55.726116, 21.9251589 55.7260043)",,,,
84835034,Palangos g.,residential,False,False,14.933,,"LINESTRING (21.9204482 55.7198851, 21.9205811 55.7197736)",,,,
1266115306,Žemaičių g.,residential,False,True,42.084,,"LINESTRING (21.9204482 55.7198851, 21.9198395 55.7197248)",,50,,
1266115306,Žemaičių g.,residential,False,False,158.958,,"LINESTRING (21.9204482 55.7198851, 21.920606 55.7199274, 21.9214635 55.7200895, 21.9219717 55.7201857, 21.9223988 55.7202664, 21.9228464 55.7203511)",,50,,
84723942,Žemaitės g.,residential,False,True,193.786,,"LINESTRING (21.9342993 55.7256995, 21.9342733 55.7255833, 21.9342436 55.7254505, 21.934199 55.7252512, 21.934122 55.7249067, 21.9340631 55.7246433, 21.9339307 55.7240514, 21.9339001 55.7239716)",,,,
84725321,Oginskių g.,residential,False,False,280.274,,"LINESTRING (21.9342993 55.7256995, 21.9337805 55.7257271, 21.9312234 55.7257822, 21.9300116 55.725815, 21.9299304 55.7257916, 21.9298491 55.7257682)",,50,,
84726014,Daržų g.,residential,False,False,43.70400000000001,,"LINESTRING (21.925367 55.7241296, 21.9254999 55.7241827, 21.9258705 55.7242915, 21.9259816 55.7243122)",,,,
84726014,Daržų g.,residential,False,True,133.766,,"LINESTRING (21.925367 55.7241296, 21.9247748 55.7241135, 21.9239809 55.7240767, 21.9232429 55.7240131)",,,,
84726546,Žalioji g.,residential,False,False,223.63400000000001,,"LINESTRING (21.925367 55.7241296, 21.9253782 55.7240625, 21.9254049 55.7239017, 21.9254137 55.7238486, 21.9255079 55.7232832, 21.9255361 55.7231136, 21.9255826 55.7228344, 21.9256117 55.7226601, 21.9256765 55.722271, 21.9256885 55.7221991, 21.9257004 55.7221272)",,,,
84724400,Sodų g.,residential,False,True,190.859,,"LINESTRING (21.9216308 55.7238361, 21.9217073 55.7236205, 21.9217369 55.7235367, 21.9217468 55.7235089, 21.9218097 55.7233317, 21.9218124 55.7233241, 21.9218754 55.7231463, 21.9218901 55.7231047, 21.9219267 55.7230017, 21.9219651 55.7228935, 21.9219935 55.7228134, 21.9220268 55.7227195, 21.9220691 55.7226002, 21.9221093 55.7224868, 21.9222277 55.7221529)",,,,
1266115300,Daržų g.,residential,False,False,102.85600000000001,,"LINESTRING (21.9216308 55.7238361, 21.9223013 55.7239117, 21.9231642 55.7240047, 21.9232429 55.7240131)",,,,
1266115300,Daržų g.,residential,False,True,142.927,,"LINESTRING (21.9216308 55.7238361, 21.9213023 55.7238057, 21.9209256 55.7237695, 21.9206095 55.7237381, 21.9197597 55.7236658, 21.9193771 55.7236336)",,,,
84723942,Žemaitės g.,residential,False,False,193.786,,"LINESTRING (21.9339001 55.7239716, 21.9339307 55.7240514, 21.9340631 55.7246433, 21.934122 55.7249067, 21.934199 55.7252512, 21.9342436 55.7254505, 21.9342733 55.7255833, 21.9342993 55.7256995)",,,,
84723942,Žemaitės g.,residential,False,True,52.64,,"LINESTRING (21.9339001 55.7239716, 21.9338054 55.7235607, 21.933821 55.7235023)",,,,
84724400,Sodų g.,residential,False,False,204.065,,"LINESTRING (21.9228464 55.7203511, 21.922828 55.7204127, 21.9226081 55.7210502, 21.922542 55.7212418, 21.9224717 55.7214455, 21.9224173 55.7216034, 21.9224124 55.7216175, 21.9223518 55.7217933, 21.9222755 55.7220143, 21.9222277 55.7221529)",,,,
"[1266115305, 1266115306]",Žemaičių g.,residential,False,False,202.83299999999997,,"LINESTRING (21.9228464 55.7203511, 21.9230367 55.7203871, 21.9242465 55.7206159, 21.9246489 55.720692, 21.9246645 55.720695, 21.924996 55.7207577, 21.9257778 55.7209119, 21.925913 55.7209377)",,50,,
1266115306,Žemaičių g.,residential,False,True,158.958,,"LINESTRING (21.9228464 55.7203511, 21.9223988 55.7202664, 21.9219717 55.7201857, 21.9214635 55.7200895, 21.920606 55.7199274, 21.9204482 55.7198851)",,50,,
"[261383990, 260444754, 84723806]",A. Ašmanto g.,residential,False,"[False, True]",207.332,,"LINESTRING (21.9251589 55.7260043, 21.9251539 55.7256867, 21.925153 55.7255906, 21.9251479 55.7253095, 21.9251623 55.7252029, 21.9252069 55.7251212, 21.9252728 55.7250387, 21.9253567 55.7249662, 21.9254721 55.7249002, 21.9257665 55.7247709, 21.9258626 55.7247201, 21.9259284 55.7246678, 21.9259655 55.7246056, 21.9259778 55.7243823, 21.9259816 55.7243122)",,,yes,
84723806,A. Ašmanto g.,residential,False,True,95.364,,"LINESTRING (21.9251589 55.7260043, 21.9251351 55.726116, 21.9251127 55.726186, 21.9250791 55.726251, 21.9249657 55.7264421, 21.9249274 55.7265026, 21.9247407 55.7267708, 21.9247067 55.7268197)",,,,
752250485,Miškų g.,residential,False,False,102.21499999999999,,"LINESTRING (21.9251589 55.7260043, 21.9257407 55.7260113, 21.9261644 55.7260153, 21.9264863 55.7260086, 21.9267906 55.7260023)",,,,
84724400,Sodų g.,residential,False,False,190.859,,"LINESTRING (21.9222277 55.7221529, 21.9221093 55.7224868, 21.9220691 55.7226002, 21.9220268 55.7227195, 21.9219935 55.7228134, 21.9219651 55.7228935, 21.9219267 55.7230017, 21.9218901 55.7231047, 21.9218754 55.7231463, 21.9218124 55.7233241, 21.9218097 55.7233317, 21.9217468 55.7235089, 21.9217369 55.7235367, 21.9217073 55.7236205, 21.9216308 55.7238361)",,,,
84724400,Sodų g.,residential,False,True,204.065,,"LINESTRING (21.9222277 55.7221529, 21.9222755 55.7220143, 21.9223518 55.7217933, 21.9224124 55.7216175, 21.9224173 55.7216034, 21.9224717 55.7214455, 21.922542 55.7212418, 21.9226081 55.7210502, 21.922828 55.7204127, 21.9228464 55.7203511)",,,,
84724613,,residential,False,True,124.68299999999999,,"LINESTRING (21.9222277 55.7221529, 21.9212769 55.7220629, 21.9209289 55.7220299, 21.9202633 55.7219706)",,,,
255185852,,primary,True,False,50.114,197,"LINESTRING (21.9326228 55.7189975, 21.9319891 55.7190829, 21.9318502 55.7191126)",,,,
255185850,Plungės g.,primary,True,False,40.897000000000006,164,"LINESTRING (21.931597 55.718547, 21.9316603 55.7188315, 21.9317064 55.7189083)",,,,
166821143,,primary,True,False,12.102,,"LINESTRING (21.9317064 55.7189083, 21.9317497 55.7189204, 21.9317883 55.7189367, 21.9318211 55.7189567, 21.9318469 55.7189797)",,,,roundabout
255185846,Plungės g.,primary,True,False,41.452,164,"LINESTRING (21.931488 55.7189147, 21.931597 55.718547)",,,,
166821143,,primary,True,False,14.087,,"LINESTRING (21.931488 55.7189147, 21.9315405 55.7189033, 21.931596 55.7188983, 21.9316521 55.7189, 21.9317064 55.7189083)",,,,roundabout
166821143,,primary,True,False,15.278,,"LINESTRING (21.9318469 55.7189797, 21.9318683 55.7190119, 21.9318761 55.7190459, 21.93187 55.7190801, 21.9318502 55.7191126)",,,,roundabout
255185851,,primary,True,False,48.849000000000004,197,"LINESTRING (21.9318469 55.7189797, 21.9320334 55.7190016, 21.9326228 55.7189975)",,,,
166821143,,primary,True,False,14.524999999999999,,"LINESTRING (21.9313503 55.719015, 21.9313691 55.7189841, 21.9313994 55.7189563, 21.9314397 55.7189328, 21.931488 55.7189147)",,,,roundabout
166821143,,primary,True,False,13.561,,"LINESTRING (21.9318502 55.7191126, 21.9318221 55.7191386, 21.9317851 55.7191609, 21.931741 55.7191786, 21.9316914 55.7191908)",,,,roundabout
166821144,,primary,False,False,176.516,197,"LINESTRING (21.9305561 55.7191464, 21.929038 55.719257, 21.9277617 55.719353)",,,,
255185848,,primary,True,False,52.120000000000005,197,"LINESTRING (21.9305561 55.7191464, 21.9311253 55.7190691, 21.931214 55.7190571, 21.9313503 55.719015)",,,,
166821143,,primary,True,False,17.507,,"LINESTRING (21.9314301 55.7191586, 21.9313987 55.7191393, 21.9313737 55.7191171, 21.9313559 55.7190929, 21.9313459 55.7190672, 21.931344 55.719041, 21.9313503 55.719015)",,,,roundabout
255185847,,primary,True,False,55.132000000000005,197,"LINESTRING (21.9314301 55.7191586, 21.9313261 55.7191394, 21.9311296 55.719133, 21.9305561 55.7191464)",,,,
166821143,,primary,True,False,15.242,,"LINESTRING (21.9316914 55.7191908, 21.9316439 55.7191968, 21.9315953 55.7191978, 21.9315471 55.7191938, 21.9315011 55.7191849, 21.9314587 55.7191714)",,,,roundabout
255185853,Kvėdarnos g.,primary,True,False,42.236000000000004,164,"LINESTRING (21.9316914 55.7191908, 21.9316683 55.7192271, 21.9316513 55.7192791, 21.9316411 55.719333, 21.9316374 55.7194049, 21.9315816 55.7195641)",,50,,
255185849,Kvėdarnos g.,primary,True,False,44.443,164,"LINESTRING (21.9315816 55.7195641, 21.9315398 55.7194135, 21.9315264 55.7193338, 21.9314881 55.7192192, 21.9314587 55.7191714)",,50,,
406546395,Kvėdarnos g.,primary,False,True,155.455,164,"LINESTRING (21.9315816 55.7195641, 21.9315794 55.7197059, 21.9315841 55.7199159, 21.9315837 55.7199551, 21.9315818 55.7201213, 21.9315813 55.7201697, 21.9315797 55.7203177, 21.9315792 55.720357, 21.9315773 55.7205262, 21.9315767 55.7205836, 21.9315755 55.7209621)",2,50,,
84726384,Laisvės a.,residential,True,False,107.017,,"LINESTRING (21.9321913 55.7239607, 21.9326222 55.7239638, 21.9329749 55.7239663, 21.9339001 55.7239716)",,50,,
838387060,Laisvės a.,residential,False,False,32.422,,"LINESTRING (21.9321913 55.7239607, 21.9318882 55.7239587, 21.9316736 55.7239571)",,50,,
261384032,Plungės g.,primary,False,True,6.695,164,"LINESTRING (21.9316668 55.7234255, 21.9316686 55.7234857)",2,50,,
"[261384032, 1266115329]",Plungės g.,primary,False,False,112.45400000000001,164,"LINESTRING (21.9316668 55.7234255, 21.9316651 55.7233693, 21.9316711 55.7227662, 21.9316743 55.7224142)",2,50,,
406546396,Laisvės g.,residential,False,True,110.856,,"LINESTRING (21.9316668 55.7234255, 21.9315674 55.723425, 21.9310918 55.7234228, 21.9302898 55.7234192, 21.9301215 55.7232191)",,,,
406546396,Laisvės g.,residential,False,False,110.856,,"LINESTRING (21.9301215 55.7232191, 21.9302898 55.7234192, 21.9310918 55.7234228, 21.9315674 55.723425, 21.9316668 55.7234255)",,,,
166821143,,primary,True,False,2.288,,"LINESTRING (21.9314587 55.7191714, 21.9314301 55.7191586)",,,,roundabout
1266115306,Žemaičių g.,residential,False,False,42.084,,"LINESTRING (21.9198395 55.7197248, 21.9204482 55.7198851)",,50,,
143238874,Žemaičių g.,primary,False,False,46.778999999999996,197,"LINESTRING (21.9198395 55.7197248, 21.9202016 55.7197543, 21.9205811 55.7197736)",,,,
84726014,Daržų g.,residential,False,True,363.41299999999995,,"LINESTRING (21.9311484 55.7245481, 21.9310721 55.7245222, 21.9305817 55.7243556, 21.9299729 55.723977, 21.9298273 55.7239076, 21.9297023 55.7238779, 21.9295907 55.7238693, 21.929486 55.7238717, 21.929044 55.7238936, 21.9285704 55.7239142, 21.9284428 55.7239325, 21.9282717 55.7239739, 21.927613 55.7242182, 21.9273861 55.7242795, 21.9272332 55.7243062, 21.9271488 55.724315, 21.9269714 55.7243213, 21.9265511 55.7243178, 21.9261141 55.724315, 21.9259816 55.7243122)",,,,
261384032,Plungės g.,primary,False,False,74.142,164,"LINESTRING (21.9311484 55.7245481, 21.9312501 55.7244498, 21.9313157 55.7243888, 21.9314525 55.7242644, 21.9315646 55.7241498, 21.931628 55.7240849, 21.9316492 55.7240368, 21.9316736 55.7239571)",2,50,,
