osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,lanes
75012010,Le Clos de Carrel,unclassified,20 mph,False,True,45.054,"LINESTRING (-2.1998301 49.1948691, -2.199789 49.1949849, -2.1996961 49.1952647)",,,
217461934,Clos de Carrel,unclassified,20 mph,True,False,117.844,"LINESTRING (-2.1998301 49.1948691, -2.1998534 49.1948092, -2.1998869 49.1947229, -2.1999372 49.1945933, -2.1999791 49.1945201, -2.2001125 49.1944855, -2.2002026 49.1945017, -2.2002741 49.1945428, -2.2002964 49.1945761, -2.2002895 49.1946183, -2.2002626 49.1946702, -2.2001977 49.194711, -2.1998301 49.1948691)",,,
75012041,Don Farm,unclassified,20 mph,False,False,59.114,"LINESTRING (-2.1985961 49.1950982, -2.1993873 49.1952219)",,,
"[930737985, 713287026, 263090891, 713287029]",Route des Quennevais,secondary,30 mph,False,False,180.30999999999997,"LINESTRING (-2.1985961 49.1950982, -2.1987945 49.1945146, -2.1989384 49.1940914, -2.1989567 49.1940426, -2.1989992 49.1939247, -2.1990149 49.1938788, -2.1991091 49.1936102, -2.199142 49.1935164)",B36,yes,
263090891,Route des Quennevais,secondary,30 mph,False,True,139.856,"LINESTRING (-2.1985961 49.1950982, -2.1984737 49.195425, -2.1984704 49.1954339, -2.1982374 49.1960559, -2.1982346 49.1960635, -2.1981385 49.1963199)",B36,,
931212438,La Route des Genets,primary,30 mph,False,False,10.026,"LINESTRING (-2.1968082 49.1897566, -2.1969404 49.1897824)",A13,,2
931212438,La Route des Genets,primary,30 mph,False,True,61.943,"LINESTRING (-2.1968082 49.1897566, -2.1959992 49.1895812)",A13,,2
73913748,Park Estate,residential,20 mph,False,False,191.881,"LINESTRING (-2.1968082 49.1897566, -2.1968206 49.1896941, -2.1968897 49.1892035, -2.1969106 49.1891733, -2.1969692 49.1891353, -2.1976345 49.1889333, -2.1980675 49.1888007, -2.1983463 49.1887011, -2.1984612 49.1886653)",,,
444882570,Le Clos des Sables,residential,20 mph,False,False,47.98,"LINESTRING (-2.2037178 49.1900414, -2.2038149 49.1904682)",,,
1257003214,Route Orange,primary,30 mph,False,False,191.186,"LINESTRING (-2.2037178 49.1900414, -2.2051003 49.1897998, -2.2053656 49.1897534, -2.2054703 49.1897351, -2.2062593 49.1895972)",A13,,2
1257003214,Route Orange,primary,30 mph,False,True,148.737,"LINESTRING (-2.2037178 49.1900414, -2.2028395 49.1901888, -2.2017388 49.1903825)",A13,,2
75012041,Don Farm,unclassified,20 mph,False,True,22.938,"LINESTRING (-2.1996961 49.1952647, -2.1993873 49.1952219)",,,
75012010,Le Clos de Carrel,unclassified,20 mph,False,False,45.054,"LINESTRING (-2.1996961 49.1952647, -2.199789 49.1949849, -2.1998301 49.1948691)",,,
75012041,Don Farm,unclassified,20 mph,False,False,70.049,"LINESTRING (-2.1996961 49.1952647, -2.2002447 49.1953433, -2.2004492 49.1953387, -2.2006371 49.1952984)",,,
8590582,Rue du Pont Marquet,secondary,30 mph,False,True,74.246,"LINESTRING (-2.195833 49.1921296, -2.1968306 49.1919854)",B25,,
8048322,Petite Route des Mielles,unclassified,20 mph,False,False,239.26900000000003,"LINESTRING (-2.195833 49.1921296, -2.1956578 49.1917629, -2.1953892 49.191201, -2.1952529 49.1909158, -2.1951226 49.190756, -2.194747 49.1904159, -2.1945415 49.1901706)",,,
8048322,Petite Route des Mielles,unclassified,20 mph,False,True,238.544,"LINESTRING (-2.195833 49.1921296, -2.1964938 49.1928561, -2.1965913 49.1929808, -2.1966279 49.1930277, -2.1966633 49.1930701, -2.1967791 49.1933495, -2.196831 49.1936229, -2.1968339 49.193692, -2.1968373 49.1937755, -2.1968402 49.1938473, -2.1968465 49.1940029, -2.1968489 49.1940628, -2.1968511 49.1941169)",,,
931212438,La Route des Genets,primary,30 mph,False,False,23.113,"LINESTRING (-2.1939087 49.1890988, -2.1942016 49.1891798)",A13,,2
1266647797,Route des Genets,primary,30 mph,False,True,14.464,"LINESTRING (-2.1939087 49.1890988, -2.1937236 49.189051)",A13,,2
8048322,Petite Route des Mielles,unclassified,20 mph,False,True,128.283,"LINESTRING (-2.1939087 49.1890988, -2.193947 49.1892419, -2.1941782 49.1896579, -2.1942598 49.1898046, -2.1944709 49.1900805, -2.1945224 49.1901478, -2.1945415 49.1901706)",,,
73913748,Park Estate,residential,20 mph,False,True,191.881,"LINESTRING (-2.1984612 49.1886653, -2.1983463 49.1887011, -2.1980675 49.1888007, -2.1976345 49.1889333, -2.1969692 49.1891353, -2.1969106 49.1891733, -2.1968897 49.1892035, -2.1968206 49.1896941, -2.1968082 49.1897566)",,,
73913476,La Rue des Faunois,residential,20 mph,False,False,58.09,"LINESTRING (-2.1981385 49.1963199, -2.1973612 49.1961978)",,,
263090891,Route des Quennevais,secondary,30 mph,False,True,33.145,"LINESTRING (-2.1981385 49.1963199, -2.1980232 49.1966083)",B36,,
263090891,Route des Quennevais,secondary,30 mph,False,False,139.856,"LINESTRING (-2.1981385 49.1963199, -2.1982346 49.1960635, -2.1982374 49.1960559, -2.1984704 49.1954339, -2.1984737 49.195425, -2.1985961 49.1950982)",B36,,
73913476,La Rue des Faunois,residential,20 mph,False,False,22.386,"LINESTRING (-2.1973612 49.1961978, -2.19706 49.1961555)",,,
73913476,La Rue des Faunois,residential,20 mph,False,True,58.09,"LINESTRING (-2.1973612 49.1961978, -2.1981385 49.1963199)",,,
73913477,Le Mielle Clement,residential,20 mph,False,True,196.02700000000002,"LINESTRING (-2.1973612 49.1961978, -2.1977634 49.1951055, -2.1978921 49.194783, -2.1980157 49.1944877)",,,
73913477,Le Mielle Clement,residential,20 mph,False,False,71.237,"LINESTRING (-2.1980157 49.1944877, -2.198221 49.1945312, -2.1982929 49.1945188, -2.1983335 49.1944985, -2.1983557 49.1944587, -2.1983513 49.1944104, -2.1983146 49.1943825, -2.1981918 49.1943591, -2.1981109 49.1943616, -2.1980636 49.1943704, -2.1980157 49.1944877)",,,
73913477,Le Mielle Clement,residential,20 mph,False,True,71.237,"LINESTRING (-2.1980157 49.1944877, -2.1980636 49.1943704, -2.1981109 49.1943616, -2.1981918 49.1943591, -2.1983146 49.1943825, -2.1983513 49.1944104, -2.1983557 49.1944587, -2.1983335 49.1944985, -2.1982929 49.1945188, -2.198221 49.1945312, -2.1980157 49.1944877)",,,
73913477,Le Mielle Clement,residential,20 mph,False,False,196.027,"LINESTRING (-2.1980157 49.1944877, -2.1978921 49.194783, -2.1977634 49.1951055, -2.1973612 49.1961978)",,,
74383929,Le Parc du Pont Marquet,residential,20 mph,False,False,55.836,"LINESTRING (-2.1952034 49.1952832, -2.194435 49.195286)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,False,29.86,"LINESTRING (-2.1952034 49.1952832, -2.1951963 49.1950147)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,True,21.644,"LINESTRING (-2.1952034 49.1952832, -2.1952184 49.1954776)",,,
74383929,Le Parc du Pont Marquet,residential,20 mph,False,True,55.836,"LINESTRING (-2.194435 49.195286, -2.1952034 49.1952832)",,,
74383932,Le Parc du Pont Marquet,residential,20 mph,False,False,60.945,"LINESTRING (-2.1951768 49.1948082, -2.1943384 49.1948232)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,False,19.649,"LINESTRING (-2.1951768 49.1948082, -2.195174 49.1946315)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,True,23.005,"LINESTRING (-2.1951768 49.1948082, -2.1951963 49.1950147)",,,
74383932,Le Parc du Pont Marquet,residential,20 mph,False,True,60.945,"LINESTRING (-2.1943384 49.1948232, -2.1951768 49.1948082)",,,
74383934,Le Parc du Pont Marquet,residential,20 mph,False,False,53.305,"LINESTRING (-2.1951963 49.1950147, -2.1959284 49.1949843)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,False,23.005,"LINESTRING (-2.1951963 49.1950147, -2.1951768 49.1948082)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,True,29.86,"LINESTRING (-2.1951963 49.1950147, -2.1952034 49.1952832)",,,
74383934,Le Parc du Pont Marquet,residential,20 mph,False,False,20.135,"LINESTRING (-2.1959284 49.1949843, -2.1962053 49.1949775)",,,
74383934,Le Parc du Pont Marquet,residential,20 mph,False,True,53.305,"LINESTRING (-2.1959284 49.1949843, -2.1951963 49.1950147)",,,
74383935,Le Parc du Pont Marquet,residential,20 mph,False,False,39.714,"LINESTRING (-2.1959284 49.1949843, -2.1959191 49.1946272)",,,
74383934,Le Parc du Pont Marquet,residential,20 mph,False,True,20.135,"LINESTRING (-2.1962053 49.1949775, -2.1959284 49.1949843)",,,
74383935,Le Parc du Pont Marquet,residential,20 mph,False,True,39.714,"LINESTRING (-2.1959191 49.1946272, -2.1959284 49.1949843)",,,
74383938,Le Parc du Pont Marquet,residential,,False,False,57.857,"LINESTRING (-2.1952184 49.1954776, -2.1960146 49.1954732)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,False,21.644,"LINESTRING (-2.1952184 49.1954776, -2.1952034 49.1952832)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,True,31.058,"LINESTRING (-2.1952184 49.1954776, -2.1952216 49.1957569)",,,
74383938,Le Parc du Pont Marquet,residential,,False,True,57.857,"LINESTRING (-2.1960146 49.1954732, -2.1952184 49.1954776)",,,
74383945,Le Parc du Pont Marquet,residential,20 mph,False,True,19.649,"LINESTRING (-2.195174 49.1946315, -2.1951768 49.1948082)",,,
74383946,Le Parc du Pont Marquet,residential,20 mph,False,True,63.392,"LINESTRING (-2.1943492 49.1957557, -2.1949483 49.1957565, -2.1952216 49.1957569)",,,
73913476,La Rue des Faunois,residential,20 mph,False,True,22.386,"LINESTRING (-2.19706 49.1961555, -2.1973612 49.1961978)",,,
73913476,La Rue des Faunois,residential,20 mph,False,False,61.344,"LINESTRING (-2.19706 49.1961555, -2.1963491 49.1960528, -2.1962403 49.1960262)",,,
74384583,Mayfield Avenue,residential,20 mph,False,False,161.26,"LINESTRING (-2.19706 49.1961555, -2.1968812 49.1969259, -2.1978787 49.1970853)",,,
263090891,Route des Quennevais,secondary,30 mph,False,False,54.069,"LINESTRING (-2.1978787 49.1970853, -2.1980232 49.1966083)",B36,,
263090891,Route des Quennevais,secondary,30 mph,False,True,12.625,"LINESTRING (-2.1978787 49.1970853, -2.1978484 49.1971971)",B36,,
74384583,Mayfield Avenue,residential,20 mph,False,True,161.26,"LINESTRING (-2.1978787 49.1970853, -2.1968812 49.1969259, -2.19706 49.1961555)",,,
263090891,Route des Quennevais,secondary,30 mph,False,False,12.625,"LINESTRING (-2.1978484 49.1971971, -2.1978787 49.1970853)",B36,,
74384588,La Belle Vue,residential,20 mph,False,False,50.961,"LINESTRING (-2.1978484 49.1971971, -2.1980501 49.1972185, -2.1985407 49.1972705)",,,
