osmid,ref,highway,oneway,reversed,length,geometry,name,bridge,junction,lanes,maxspeed,access
372753949,N 7,primary,False,False,102.013,"LINESTRING (47.0893795 -21.4583109, 47.0891342 -21.4585147, 47.0888934 -21.4586611, 47.088581 -21.4588444)",,,,,,
390099389,N 7,primary,False,True,54.389,"LINESTRING (47.0893795 -21.4583109, 47.08953 -21.4581547, 47.089654 -21.4580139, 47.0897226 -21.4579405)",,,,,,
114715290,,tertiary,False,False,38.03,"LINESTRING (47.0875518 -21.4544151, 47.0875888 -21.4543268, 47.0875955 -21.4543108, 47.0876846 -21.4540962)",Làlana Rakotozafy Alphonse,,,,,
114715291,,residential,False,False,66.531,"LINESTRING (47.0875518 -21.4544151, 47.087694 -21.4543824, 47.088179 -21.454284)",,,,,,
"[365729430, 393171590]",,tertiary,False,True,115.769,"LINESTRING (47.0875518 -21.4544151, 47.0872012 -21.4544903, 47.0864636 -21.4546563)",Araben'ny Fahaleovantena,,,,,
486420348,,tertiary,False,False,28.058,"LINESTRING (47.0876846 -21.4540962, 47.0877722 -21.4538574)",Làlana Rakotozafy Alphonse,,,,,
114715290,,tertiary,False,True,38.03,"LINESTRING (47.0876846 -21.4540962, 47.0875955 -21.4543108, 47.0875888 -21.4543268, 47.0875518 -21.4544151)",Làlana Rakotozafy Alphonse,,,,,
114715291,,residential,False,True,29.971,"LINESTRING (47.0876846 -21.4540962, 47.0878241 -21.4541098, 47.0879694 -21.4540777)",,,,,,
114715317,,residential,True,False,55.062,"LINESTRING (47.0828927 -21.4539332, 47.0833561 -21.4541765)",Passage de Serbie,,,,,
114720534,,tertiary,True,False,161.46099999999998,"LINESTRING (47.0828927 -21.4539332, 47.0828822 -21.4539997, 47.0826575 -21.4544959, 47.0823611 -21.4550682, 47.0822644 -21.4552591)",Làlana Pasitera Eugène Groult,,,,,
114183525,,tertiary,False,False,91.842,"LINESTRING (47.081408 -21.4554682, 47.0816128 -21.4554277, 47.0818845 -21.4553806, 47.0822644 -21.4552591)",Làlana Pasitera Eugène Groult,,,,,
365731415,,tertiary,False,False,48.842,"LINESTRING (47.081408 -21.4554682, 47.0815643 -21.4555388, 47.0817389 -21.4555962, 47.0818483 -21.4556227)",Làlana Pasitera Ramasitera,,,,,
1188229709,,tertiary,False,True,40.481,"LINESTRING (47.0818483 -21.4556227, 47.0822335 -21.4555594)",Araben'ny Fahaleovantena,,,,,
365731415,,tertiary,False,True,48.842,"LINESTRING (47.0818483 -21.4556227, 47.0817389 -21.4555962, 47.0815643 -21.4555388, 47.081408 -21.4554682)",Làlana Pasitera Ramasitera,,,,,
1188229712,,tertiary,True,False,47.236999999999995,"LINESTRING (47.0818483 -21.4556227, 47.0822237 -21.455776, 47.0822669 -21.455792)",Boulevard Philibert Tsiranana,,,,,
114183530,,tertiary,True,False,19.101,"LINESTRING (47.084942 -21.4564675, 47.0849656 -21.456445, 47.085009 -21.4563106)",Boulevard Philibert Tsiranana,,,,,
391705162,,residential,False,True,65.60900000000001,"LINESTRING (47.084942 -21.4564675, 47.0848955 -21.456656, 47.0847989 -21.4570423)",,,,,,
114715302,,residential,False,False,126.133,"LINESTRING (47.0889908 -21.4534857, 47.0886243 -21.453631, 47.0883615 -21.4537609, 47.0880472 -21.4539823, 47.0879694 -21.4540777)",,,,,,
114183530,,tertiary,True,False,51.886,"LINESTRING (47.0837856 -21.4561881, 47.0842709 -21.4563053)",Boulevard Philibert Tsiranana,,,,,
366376937,,residential,False,True,65.277,"LINESTRING (47.0837856 -21.4561881, 47.0836246 -21.4567557)",,,,,,
1188229711,,residential,False,False,18.204,"LINESTRING (47.0837856 -21.4561881, 47.0838266 -21.4560289)",,,,,,
391705188,,residential,False,False,118.245,"LINESTRING (47.086201 -21.4556912, 47.0863648 -21.4550645, 47.0864636 -21.4546563)",,,,,,
114715291,,residential,False,False,37.693,"LINESTRING (47.088179 -21.454284, 47.0881574 -21.4541899, 47.0881493 -21.4541546, 47.0881156 -21.4540997, 47.0880614 -21.4540719, 47.0879694 -21.4540777)",,,,,,
114715291,,residential,False,True,66.531,"LINESTRING (47.088179 -21.454284, 47.087694 -21.4543824, 47.0875518 -21.4544151)",,,,,,
114717668,,residential,False,False,156.42399999999998,"LINESTRING (47.088179 -21.454284, 47.0882164 -21.4543037, 47.0882658 -21.4543849, 47.0883886 -21.4548104, 47.0884834 -21.4552272, 47.0884923 -21.4552951, 47.0884743 -21.4553621, 47.0884475 -21.4554027, 47.0883141 -21.4555864)",,,,,,
396881213,,tertiary,False,False,66.529,"LINESTRING (47.0852436 -21.4554601, 47.0854014 -21.4548801)",,,,,,
396881213,,tertiary,False,True,84.222,"LINESTRING (47.0852436 -21.4554601, 47.085039 -21.4561932)",,,,,,
391705169,,residential,False,True,125.338,"LINESTRING (47.0852436 -21.4554601, 47.0847855 -21.455354, 47.084602 -21.455308, 47.0842467 -21.4552267, 47.0840755 -21.4551662)",,,,,,
114183525,,tertiary,False,True,91.84200000000001,"LINESTRING (47.0822644 -21.4552591, 47.0818845 -21.4553806, 47.0816128 -21.4554277, 47.081408 -21.4554682)",Làlana Pasitera Eugène Groult,,,,,
"[114715314, 391630732]",,tertiary,False,False,73.967,"LINESTRING (47.0822644 -21.4552591, 47.0823746 -21.455243, 47.0826159 -21.4550994, 47.0827259 -21.455017, 47.0828522 -21.4549035)",,,,,,
396881213,,tertiary,False,True,66.529,"LINESTRING (47.0854014 -21.4548801, 47.0852436 -21.4554601)",,,,,,
365729430,,tertiary,False,False,104.98400000000001,"LINESTRING (47.0854014 -21.4548801, 47.0855865 -21.4548386, 47.0863912 -21.4546734)",Araben'ny Fahaleovantena,,,,,
391534307,,tertiary,False,True,140.856,"LINESTRING (47.0854014 -21.4548801, 47.0847071 -21.4550299, 47.0845821 -21.4550569, 47.0840755 -21.4551662)",Araben'ny Fahaleovantena,,,,,
114715291,,residential,False,False,29.971,"LINESTRING (47.0879694 -21.4540777, 47.0878241 -21.4541098, 47.0876846 -21.4540962)",,,,,,
114715291,,residential,False,True,37.693,"LINESTRING (47.0879694 -21.4540777, 47.0880614 -21.4540719, 47.0881156 -21.4540997, 47.0881493 -21.4541546, 47.0881574 -21.4541899, 47.088179 -21.454284)",,,,,,
114715302,,residential,False,True,126.13300000000001,"LINESTRING (47.0879694 -21.4540777, 47.0880472 -21.4539823, 47.0883615 -21.4537609, 47.0886243 -21.453631, 47.0889908 -21.4534857)",,,,,,
114715293,,residential,False,True,129.925,"LINESTRING (47.0840755 -21.4551662, 47.0828522 -21.4549035)",,,,,,
366619798,,residential,False,True,99.326,"LINESTRING (47.0840755 -21.4551662, 47.0838266 -21.4560289)",,,,,,
414050895,,tertiary,False,False,90.982,"LINESTRING (47.0840755 -21.4551662, 47.0832168 -21.4553416)",Araben'ny Fahaleovantena,,,,,
114715304,,residential,False,True,161.172,"LINESTRING (47.0840755 -21.4551662, 47.0842 -21.4547183, 47.084198 -21.4546534, 47.0841452 -21.4545944, 47.0837235 -21.4543685, 47.0834465 -21.4542277, 47.0833561 -21.4541765)",Rue Marcoz,,,,,
