osmid,oneway,highway,reversed,length,ref,geometry
1182013753,True,secondary,False,46.072,,"LINESTRING (47.6048666 -23.348814, 47.6047136 -23.3492038)"
1182013755,False,secondary,False,219.494,N 12a,"LINESTRING (47.6048666 -23.348814, 47.6047649 -23.3487831, 47.6046771 -23.3487171, 47.6045993 -23.3486593, 47.6045302 -23.3485897, 47.6044652 -23.3484967, 47.6044102 -23.3484044, 47.6043596 -23.3482513, 47.6043423 -23.3480573, 47.6043942 -23.347832, 47.6044788 -23.3475942, 47.6044974 -23.3474729, 47.6045014 -23.3473116, 47.6044969 -23.3470609)"
92462781,False,tertiary,False,229.449,N 18,"LINESTRING (47.6046899 -23.3503375, 47.6044214 -23.3507908, 47.6043578 -23.3508878, 47.6041916 -23.3511415, 47.6040214 -23.3512975, 47.6039304 -23.3513219, 47.6037957 -23.351334, 47.6030276 -23.3512975)"
193679525,False,secondary,False,115.756,N 12a,"LINESTRING (47.6046899 -23.3503375, 47.6046851 -23.3502852, 47.6047006 -23.3502224, 47.6047703 -23.350061, 47.6049026 -23.3497544, 47.6051025 -23.3493758)"
193679525,False,secondary,True,123.73400000000001,N 12a,"LINESTRING (47.6046899 -23.3503375, 47.6047136 -23.3504012, 47.6047398 -23.3504566, 47.6049185 -23.3507611, 47.6051451 -23.3510879, 47.6053121 -23.3512876)"
92462781,False,tertiary,True,172.412,N 18,"LINESTRING (47.5999978 -23.3515406, 47.6011373 -23.3508825, 47.6013828 -23.3507468, 47.6014389 -23.3507468)"
1182013721,False,residential,False,251.52,,"LINESTRING (47.5999978 -23.3515406, 47.5999721 -23.3514707, 47.5999738 -23.3514091, 47.6004981 -23.3504845, 47.6005746 -23.350384, 47.6009889 -23.3503414, 47.6014389 -23.3507468)"
92462781,False,tertiary,False,173.699,N 18,"LINESTRING (47.6030276 -23.3512975, 47.6026112 -23.3511647, 47.6024504 -23.3511228, 47.6022963 -23.3510664, 47.6017798 -23.3508879, 47.6017181 -23.3508698, 47.6015811 -23.3508235, 47.6015169 -23.3507911, 47.6014389 -23.3507468)"
92462781,False,tertiary,True,229.44899999999998,N 18,"LINESTRING (47.6030276 -23.3512975, 47.6037957 -23.351334, 47.6039304 -23.3513219, 47.6040214 -23.3512975, 47.6041916 -23.3511415, 47.6043578 -23.3508878, 47.6044214 -23.3507908, 47.6046899 -23.3503375)"
570494676,False,residential,False,113.62400000000001,,"LINESTRING (47.6030276 -23.3512975, 47.6029787 -23.351375, 47.6029673 -23.3514565, 47.6031938 -23.3520274, 47.6032636 -23.3522613)"
424376164,False,residential,False,298.968,,"LINESTRING (47.6052818 -23.3490074, 47.606269 -23.3484591, 47.6063408 -23.3483955, 47.6063528 -23.3483848, 47.6064236 -23.3482236, 47.6067681 -23.3469126)"
424376176,False,residential,False,299.99199999999996,,"LINESTRING (47.6052818 -23.3490074, 47.606126 -23.3492795, 47.6064071 -23.3496782, 47.6067269 -23.3499835, 47.6070368 -23.3502696, 47.607303 -23.3504526, 47.6074526 -23.350555, 47.6075324 -23.3506198)"
1182013756,True,secondary,False,49.249,N 12a,"LINESTRING (47.6052818 -23.3490074, 47.6052781 -23.3489903, 47.6052685 -23.3489723, 47.6052559 -23.3489607, 47.605239 -23.3489486, 47.6049612 -23.348831, 47.6048666 -23.348814)"
193679525,False,secondary,False,123.734,N 12a,"LINESTRING (47.6053121 -23.3512876, 47.6051451 -23.3510879, 47.6049185 -23.3507611, 47.6047398 -23.3504566, 47.6047136 -23.3504012, 47.6046899 -23.3503375)"
193679525,False,secondary,True,144.696,N 12a,"LINESTRING (47.6053121 -23.3512876, 47.6054274 -23.3514216, 47.605477 -23.3514567, 47.6055609 -23.351514, 47.6056407 -23.3515469, 47.6057275 -23.3515771, 47.6058039 -23.3515881, 47.6060437 -23.3515958, 47.6062153 -23.3515749, 47.6064213 -23.3515352, 47.6066043 -23.3515327)"
"[1182013744, 1182013745, 1182013743]",False,residential,"[False, True]",235.17600000000002,,"LINESTRING (47.6053121 -23.3512876, 47.6052306 -23.3513602, 47.6052484 -23.351482, 47.6054415 -23.3516531, 47.6058492 -23.3519868, 47.606041 -23.3521, 47.6060946 -23.3521037, 47.606273 -23.3519794, 47.6064849 -23.3519178, 47.6065654 -23.3519215, 47.6065868 -23.351903, 47.6066043 -23.3515327)"
193679525,False,secondary,False,15.67,N 12a,"LINESTRING (47.6067561 -23.3515516, 47.6066282 -23.3515324, 47.6066043 -23.3515327)"
193679525,False,secondary,True,69.047,N 12a,"LINESTRING (47.6067561 -23.3515516, 47.6068503 -23.3515915, 47.6069402 -23.35165, 47.6070079 -23.3517245, 47.6072063 -23.3519967)"
424376176,False,residential,True,130.626,,"LINESTRING (47.6067561 -23.3515516, 47.606988 -23.3512543, 47.6072443 -23.3509177, 47.6075324 -23.3506198)"
193679525,False,secondary,False,69.047,N 12a,"LINESTRING (47.6072063 -23.3519967, 47.6070079 -23.3517245, 47.6069402 -23.35165, 47.6068503 -23.3515915, 47.6067561 -23.3515516)"
92462781,False,tertiary,False,172.412,N 18,"LINESTRING (47.6014389 -23.3507468, 47.6013828 -23.3507468, 47.6011373 -23.3508825, 47.5999978 -23.3515406)"
1182013721,False,residential,True,251.52,,"LINESTRING (47.6014389 -23.3507468, 47.6009889 -23.3503414, 47.6005746 -23.350384, 47.6004981 -23.3504845, 47.5999738 -23.3514091, 47.5999721 -23.3514707, 47.5999978 -23.3515406)"
