osmid,oneway,ref,highway,reversed,length,geometry,junction,bridge
118983076,True,N 7,primary,False,31.096,"LINESTRING (46.1328431 -22.4008489, 46.1326015 -22.4008405, 46.1325408 -22.4008395)",,
118983102,False,,residential,True,56.346999999999994,"LINESTRING (46.1328431 -22.4008489, 46.1326991 -22.4005263, 46.1326571 -22.4003734)",,
118983073,False,,residential,False,132.435,"LINESTRING (46.1261067 -22.4030811, 46.1252291 -22.403953)",,
118983073,False,,residential,True,118.379,"LINESTRING (46.1261067 -22.4030811, 46.1268925 -22.4023029)",,
118983082,False,,residential,True,218.614,"LINESTRING (46.1261067 -22.4030811, 46.1271822 -22.4039774, 46.1276862 -22.4043975)",,
118983102,False,,residential,False,115.539,"LINESTRING (46.1297462 -22.4017494, 46.1288056 -22.4011807)",,
118983102,False,,residential,True,42.869,"LINESTRING (46.1297462 -22.4017494, 46.1300952 -22.4019604)",,
118983112,False,,residential,False,136.403,"LINESTRING (46.1297462 -22.4017494, 46.1300592 -22.4013487, 46.1304871 -22.4007323)",,
311399528,False,,unclassified,True,145.392,"LINESTRING (46.1245594 -22.4075778, 46.1252683 -22.4068591, 46.1255206 -22.4066188)",,
118983064,True,,primary,False,11.859,"LINESTRING (46.1287688 -22.4033006, 46.1287111 -22.4033008, 46.1286667 -22.4033348)",roundabout,
118983064,True,,primary,False,16.398,"LINESTRING (46.1286789 -22.4034299, 46.128726 -22.4034528, 46.1287785 -22.4034455, 46.1288162 -22.4034108)",roundabout,
311399528,False,,unclassified,False,134.55200000000002,"LINESTRING (46.1286789 -22.4034299, 46.1284782 -22.4035937, 46.1279659 -22.4041164, 46.1277776 -22.4043057)",,
118983075,False,,residential,False,9.262,"LINESTRING (46.1305507 -22.4007913, 46.1304871 -22.4007323)",,
118983083,False,,residential,False,83.653,"LINESTRING (46.1305507 -22.4007913, 46.1305086 -22.4015426)",,
118983075,False,,residential,True,72.937,"LINESTRING (46.1305507 -22.4007913, 46.1310375 -22.4008213, 46.1312545 -22.4008628)",,
311399528,False,,unclassified,False,48.748,"LINESTRING (46.1268541 -22.4052499, 46.1265262 -22.4055666)",,
311399528,False,,unclassified,True,127.675,"LINESTRING (46.1268541 -22.4052499, 46.1276862 -22.4043975)",,
311407311,False,,residential,True,94.127,"LINESTRING (46.1268541 -22.4052499, 46.1261691 -22.4046882)",,
118983076,True,N 7,primary,False,45.987,"LINESTRING (46.1300952 -22.4019604, 46.1297932 -22.4022655)",,
118983102,False,,residential,False,42.869,"LINESTRING (46.1300952 -22.4019604, 46.1297462 -22.4017494)",,
721826709,False,,residential,True,44.458,"LINESTRING (46.1300952 -22.4019604, 46.1304484 -22.4021911)",,
311399528,False,,unclassified,False,127.675,"LINESTRING (46.1276862 -22.4043975, 46.1268541 -22.4052499)",,
311399528,False,,unclassified,True,13.874,"LINESTRING (46.1276862 -22.4043975, 46.1277776 -22.4043057)",,
118983082,False,,residential,False,218.614,"LINESTRING (46.1276862 -22.4043975, 46.1271822 -22.4039774, 46.1261067 -22.4030811)",,
118983112,False,,residential,True,76.37,"LINESTRING (46.1308151 -22.400119, 46.1306406 -22.4005112, 46.1304871 -22.4007323)",,
118983124,False,,residential,True,148.849,"LINESTRING (46.1308151 -22.400119, 46.1302981 -22.3999736, 46.1294172 -22.399772)",,
118983075,False,,residential,False,72.937,"LINESTRING (46.1312545 -22.4008628, 46.1310375 -22.4008213, 46.1305507 -22.4007913)",,
118983076,True,N 7,primary,False,108.118,"LINESTRING (46.1312545 -22.4008628, 46.1311707 -22.4009075, 46.1310749 -22.4009811, 46.1305086 -22.4015426)",,
722019855,False,,residential,True,91.94800000000001,"LINESTRING (46.1312545 -22.4008628, 46.1314563 -22.401256, 46.1316689 -22.4015948)",,
118983076,True,N 7,primary,False,62.062,"LINESTRING (46.1291763 -22.4028888, 46.1287688 -22.4033006)",,
118983132,False,,unclassified,False,23.031,"LINESTRING (46.1291763 -22.4028888, 46.1293395 -22.4030307)",,
118983076,True,N 7,primary,False,132.397,"LINESTRING (46.1325408 -22.4008395, 46.1315522 -22.4008436, 46.1313684 -22.4008454, 46.1312954 -22.4008566, 46.1312545 -22.4008628)",,
118983130,False,,residential,False,159.332,"LINESTRING (46.1309607 -22.4055413, 46.1304213 -22.4043939, 46.1303486 -22.4043222, 46.1302865 -22.4042615)",,
"[118983130, 118983061, 118983118]",False,,residential,True,167.58599999999998,"LINESTRING (46.1309607 -22.4055413, 46.1310026 -22.4056277, 46.131146 -22.4058141, 46.1313434 -22.4059987, 46.1314282 -22.4061386, 46.1315008 -22.4063576, 46.1315304 -22.4065082, 46.1315869 -22.4066994, 46.1316221 -22.4068067, 46.1316291 -22.4068777)",,yes
"[524657225, 311399518]",False,,residential,True,254.667,"LINESTRING (46.1309607 -22.4055413, 46.1310349 -22.4052476, 46.1311159 -22.4048856, 46.1312072 -22.4041462, 46.13066 -22.4040463, 46.1303172 -22.4038774)",,
118983126,False,,residential,False,128.463,"LINESTRING (46.1254558 -22.4054437, 46.1245554 -22.4046426)",,
118983126,False,,residential,True,92.058,"LINESTRING (46.1254558 -22.4054437, 46.1261034 -22.4060155)",,
311399521,False,,residential,False,60.705,"LINESTRING (46.1254558 -22.4054437, 46.1258441 -22.4050324)",,
659468282,False,,residential,True,87.937,"LINESTRING (46.1254558 -22.4054437, 46.1249017 -22.4060462)",,
118983073,False,,residential,False,118.379,"LINESTRING (46.1268925 -22.4023029, 46.1261067 -22.4030811)",,
118983108,False,N 7,primary,False,148.06,"LINESTRING (46.1268925 -22.4023029, 46.1266549 -22.4021689, 46.1263758 -22.4019912, 46.1256979 -22.4015597)",,
118983108,False,N 7,primary,True,215.602,"LINESTRING (46.1268925 -22.4023029, 46.1270227 -22.4023738, 46.1274626 -22.4026189, 46.1285767 -22.4032956, 46.1286667 -22.4033348)",,
118983064,True,,primary,False,9.629999999999999,"LINESTRING (46.128825 -22.4033657, 46.1288069 -22.4033257, 46.1287688 -22.4033006)",roundabout,
118983091,True,N 7,primary,False,64.797,"LINESTRING (46.128825 -22.4033657, 46.1289833 -22.4032436, 46.1293395 -22.4030307)",,
311399515,False,,residential,True,91.898,"LINESTRING (46.1258441 -22.4050324, 46.1265262 -22.4055666)",,
311399521,False,,residential,False,50.805,"LINESTRING (46.1258441 -22.4050324, 46.1261691 -22.4046882)",,
311399521,False,,residential,True,60.705,"LINESTRING (46.1258441 -22.4050324, 46.1254558 -22.4054437)",,
118983102,False,,residential,True,219.286,"LINESTRING (46.1294172 -22.399772, 46.1292553 -22.3999424, 46.1283899 -22.4008258, 46.1283845 -22.4008917, 46.1284792 -22.4009833, 46.1288056 -22.4011807)",,
118983124,False,,residential,False,148.849,"LINESTRING (46.1294172 -22.399772, 46.1302981 -22.3999736, 46.1308151 -22.400119)",,
118983124,False,,residential,True,288.033,"LINESTRING (46.1294172 -22.399772, 46.1290891 -22.3997828, 46.1279669 -22.3997703, 46.127399 -22.3997474, 46.1266163 -22.3997482)",,
118983073,False,,residential,False,103.327,"LINESTRING (46.1252291 -22.403953, 46.1245554 -22.4046426)",,
118983073,False,,residential,True,132.435,"LINESTRING (46.1252291 -22.403953, 46.1261067 -22.4030811)",,
311407311,False,,residential,False,126.575,"LINESTRING (46.1252291 -22.403953, 46.1261691 -22.4046882)",,
118983091,True,N 7,primary,False,94.448,"LINESTRING (46.1293395 -22.4030307, 46.1301031 -22.4025584)",,
118983132,False,,unclassified,False,130.684,"LINESTRING (46.1293395 -22.4030307, 46.1303255 -22.4037725)",,
118983132,False,,unclassified,True,23.031,"LINESTRING (46.1293395 -22.4030307, 46.1291763 -22.4028888)",,
118983091,True,N 7,primary,False,41.568,"LINESTRING (46.1301031 -22.4025584, 46.130439 -22.4023503)",,
118983117,False,,residential,False,44.409,"LINESTRING (46.1301031 -22.4025584, 46.1303992 -22.4028492)",,
118983117,False,,residential,True,45.56,"LINESTRING (46.1301031 -22.4025584, 46.1297932 -22.4022655)",,
311399515,False,,residential,False,91.898,"LINESTRING (46.1265262 -22.4055666, 46.1258441 -22.4050324)",,
311399515,False,,residential,True,64.382,"LINESTRING (46.1265262 -22.4055666, 46.1269582 -22.4059858)",,
311399528,False,,unclassified,False,66.187,"LINESTRING (46.1265262 -22.4055666, 46.1261034 -22.4060155)",,
311399528,False,,unclassified,True,48.748,"LINESTRING (46.1265262 -22.4055666, 46.1268541 -22.4052499)",,
118983126,False,,residential,False,92.058,"LINESTRING (46.1261034 -22.4060155, 46.1254558 -22.4054437)",,
118983126,False,,residential,True,65.759,"LINESTRING (46.1261034 -22.4060155, 46.1265624 -22.4064274)",,
311399528,False,,unclassified,False,89.943,"LINESTRING (46.1261034 -22.4060155, 46.1255206 -22.4066188)",,
311399528,False,,unclassified,True,66.187,"LINESTRING (46.1261034 -22.4060155, 46.1265262 -22.4055666)",,
118983064,True,,primary,False,5.096,"LINESTRING (46.1288162 -22.4034108, 46.128825 -22.4033657)",roundabout,
