osmid,oneway,highway,access,reversed,length,ref,geometry,bridge
375500663,False,residential,yes,False,105.97200000000001,,"LINESTRING (48.8077654 -19.898842, 48.8078773 -19.8989521, 48.807984 -19.8993791, 48.8083625 -19.8993123)",
375500657,False,residential,yes,False,49.835,,"LINESTRING (48.8066037 -19.8990795, 48.8061457 -19.8992036)",
375500662,False,residential,yes,False,150.046,,"LINESTRING (48.8066037 -19.8990795, 48.8070878 -19.9003498)",
375500662,False,residential,yes,True,99.718,,"LINESTRING (48.8066037 -19.8990795, 48.8063051 -19.8982278)",
375500657,False,residential,yes,True,124.605,,"LINESTRING (48.8066037 -19.8990795, 48.807663 -19.8988406, 48.8077654 -19.898842)",
570675397,False,tertiary,,False,37.203,N 11a,"LINESTRING (48.8089536 -19.8990773, 48.8090491 -19.8993996)",
570675397,False,tertiary,,True,48.27,N 11a,"LINESTRING (48.8089536 -19.8990773, 48.8088325 -19.8986584)",
"[375500665, 570675390, 570675391]",False,residential,yes,False,64.06,,"LINESTRING (48.8089536 -19.8990773, 48.8092308 -19.8990107, 48.8094418 -19.8989546, 48.8095456 -19.898929)",yes
375500657,False,residential,yes,True,49.835,,"LINESTRING (48.8061457 -19.8992036, 48.8066037 -19.8990795)",
571660596,False,residential,yes,False,155.198,,"LINESTRING (48.8061457 -19.8992036, 48.8066135 -19.9005282)",
375500657,False,residential,yes,False,124.221,,"LINESTRING (48.8061457 -19.8992036, 48.80581 -19.8992697, 48.8050705 -19.899473, 48.8049978 -19.8994889)",
375500676,False,residential,yes,True,104.977,,"LINESTRING (48.8061457 -19.8992036, 48.8059801 -19.898401, 48.8059825 -19.8982745)",
375500657,False,residential,yes,True,4.1,,"LINESTRING (48.8049592 -19.8994954, 48.8049978 -19.8994889)",
375500661,False,residential,,True,115.738,,"LINESTRING (48.8049592 -19.8994954, 48.8047614 -19.8984713)",
375500681,False,residential,yes,False,125.454,,"LINESTRING (48.8080313 -19.8998754, 48.8084883 -19.9009186)",
375500681,False,residential,yes,True,111.866,,"LINESTRING (48.8080313 -19.8998754, 48.8070878 -19.9003498)",
377509135,False,residential,,False,119.6,,"LINESTRING (48.8080313 -19.8998754, 48.8083245 -19.8997665, 48.8085329 -19.899616, 48.8087252 -19.8995492, 48.8090491 -19.8993996)",
375500681,False,residential,yes,False,53.411,,"LINESTRING (48.8066135 -19.9005282, 48.8070878 -19.9003498)",
570727625,False,residential,yes,True,5.149,,"LINESTRING (48.8066135 -19.9005282, 48.806578 -19.9005603)",
571660596,False,residential,yes,True,155.198,,"LINESTRING (48.8066135 -19.9005282, 48.8061457 -19.8992036)",
570675388,False,residential,yes,False,145.326,,"LINESTRING (48.8104693 -19.9006262, 48.8117803 -19.900192)",
178560496,False,tertiary,,False,554.809,N 11a,"LINESTRING (48.8104693 -19.9006262, 48.8107345 -19.9010915, 48.8108574 -19.9011916, 48.8110783 -19.9013266, 48.8117333 -19.9016612, 48.811872 -19.9017429, 48.8119653 -19.9018635, 48.8121986 -19.9024494, 48.8122349 -19.90287, 48.8122726 -19.9032911, 48.8123872 -19.9037818, 48.8124725 -19.9040608, 48.8125372 -19.904197, 48.8126644 -19.9043043, 48.8128038 -19.9044119, 48.8130398 -19.9046351)",
178560496,False,tertiary,,True,106.562,N 11a,"LINESTRING (48.8104693 -19.9006262, 48.809962 -19.8998828, 48.8099085 -19.8998271)",
"[570675389, 570968254, 570968255]",False,residential,yes,True,103.388,,"LINESTRING (48.8104693 -19.9006262, 48.8102321 -19.9007072, 48.8100827 -19.9007604, 48.8097064 -19.9008822, 48.8095326 -19.9009215)",yes
375500660,False,residential,yes,True,44.683,,"LINESTRING (48.8052721 -19.9007939, 48.8051726 -19.9004031)",
570727625,False,residential,yes,False,150.562,,"LINESTRING (48.8052721 -19.9007939, 48.8053725 -19.900873, 48.8055104 -19.9009227, 48.8056869 -19.9009267, 48.8058166 -19.9008876, 48.8059309 -19.9008632, 48.8060242 -19.9008251, 48.8061841 -19.9007551, 48.8063218 -19.9007256, 48.8064386 -19.9006337, 48.806578 -19.9005603)",
375500663,False,residential,yes,True,105.97200000000001,,"LINESTRING (48.8083625 -19.8993123, 48.807984 -19.8993791, 48.8078773 -19.8989521, 48.8077654 -19.898842)",
377509137,False,residential,yes,False,106.83,,"LINESTRING (48.8095456 -19.898929, 48.8099085 -19.8998271)",
375500665,False,residential,yes,False,245.18,,"LINESTRING (48.8095456 -19.898929, 48.8100016 -19.8987905, 48.8117755 -19.8982468)",
"[375500665, 570675390, 570675391]",False,residential,yes,True,64.06,,"LINESTRING (48.8095456 -19.898929, 48.8094418 -19.8989546, 48.8092308 -19.8990107, 48.8089536 -19.8990773)",yes
377509137,False,residential,yes,True,106.83,,"LINESTRING (48.8099085 -19.8998271, 48.8095456 -19.898929)",
570675394,False,tertiary,,True,33.216,N 11a,"LINESTRING (48.8099085 -19.8998271, 48.8095935 -19.8998659)",yes
178560496,False,tertiary,,False,106.562,N 11a,"LINESTRING (48.8099085 -19.8998271, 48.809962 -19.8998828, 48.8104693 -19.9006262)",
570675394,False,tertiary,,False,33.216,N 11a,"LINESTRING (48.8095935 -19.8998659, 48.8099085 -19.8998271)",yes
1030425317,False,tertiary,,True,38.451,N 11a,"LINESTRING (48.8095935 -19.8998659, 48.8092272 -19.8998966)",
375500679,False,residential,yes,False,62.217,,"LINESTRING (48.8095935 -19.8998659, 48.8095669 -19.8999244, 48.8095496 -19.8999812, 48.8095348 -19.9000284, 48.8094508 -19.9000819, 48.8093344 -19.9000394, 48.8092272 -19.8998966)",
375500662,False,residential,yes,True,150.046,,"LINESTRING (48.8070878 -19.9003498, 48.8066037 -19.8990795)",
375500681,False,residential,yes,False,111.866,,"LINESTRING (48.8070878 -19.9003498, 48.8080313 -19.8998754)",
375500681,False,residential,yes,True,53.411,,"LINESTRING (48.8070878 -19.9003498, 48.8066135 -19.9005282)",
178560496,False,tertiary,,True,554.8090000000001,N 11a,"LINESTRING (48.8130398 -19.9046351, 48.8128038 -19.9044119, 48.8126644 -19.9043043, 48.8125372 -19.904197, 48.8124725 -19.9040608, 48.8123872 -19.9037818, 48.8122726 -19.9032911, 48.8122349 -19.90287, 48.8121986 -19.9024494, 48.8119653 -19.9018635, 48.811872 -19.9017429, 48.8117333 -19.9016612, 48.8110783 -19.9013266, 48.8108574 -19.9011916, 48.8107345 -19.9010915, 48.8104693 -19.9006262)",
375500657,False,residential,yes,False,4.1,,"LINESTRING (48.8049978 -19.8994889, 48.8049592 -19.8994954)",
375500657,False,residential,yes,True,124.221,,"LINESTRING (48.8049978 -19.8994889, 48.8050705 -19.899473, 48.80581 -19.8992697, 48.8061457 -19.8992036)",
375500660,False,residential,yes,False,103.364,,"LINESTRING (48.8049978 -19.8994889, 48.8050906 -19.8999516, 48.8051056 -19.9001041, 48.8051726 -19.9004031)",
375500675,False,residential,,False,67.854,,"LINESTRING (48.8074106 -19.8966137, 48.8075016 -19.8972179)",
375500675,False,residential,,True,29.156,,"LINESTRING (48.8074106 -19.8966137, 48.8073503 -19.8963577)",
532004397,False,residential,,False,18.673,,"LINESTRING (48.8074106 -19.8966137, 48.8075267 -19.8964861)",
532004397,False,residential,,True,18.673,,"LINESTRING (48.8075267 -19.8964861, 48.8074106 -19.8966137)",
570713452,False,tertiary,,False,54.174,N 11a,"LINESTRING (48.8075267 -19.8964861, 48.8079843 -19.8967146)",
570713452,False,tertiary,,True,23.324,N 11a,"LINESTRING (48.8075267 -19.8964861, 48.8073503 -19.8963577)",
375500660,False,residential,yes,False,44.683,,"LINESTRING (48.8051726 -19.9004031, 48.8052721 -19.9007939)",
375500660,False,residential,yes,True,103.364,,"LINESTRING (48.8051726 -19.9004031, 48.8051056 -19.9001041, 48.8050906 -19.8999516, 48.8049978 -19.8994889)",
532008779,False,residential,,False,150.935,,"LINESTRING (48.8051726 -19.9004031, 48.8053103 -19.9004168, 48.8054712 -19.9004723, 48.8057851 -19.9004693, 48.8061919 -19.900583, 48.8064409 -19.9006055, 48.806578 -19.9005603)",
570727625,False,residential,yes,False,5.149,,"LINESTRING (48.806578 -19.9005603, 48.8066135 -19.9005282)",
532008779,False,residential,,True,150.93500000000003,,"LINESTRING (48.806578 -19.9005603, 48.8064409 -19.9006055, 48.8061919 -19.900583, 48.8057851 -19.9004693, 48.8054712 -19.9004723, 48.8053103 -19.9004168, 48.8051726 -19.9004031)",
570727625,False,residential,yes,True,150.56199999999998,,"LINESTRING (48.806578 -19.9005603, 48.8064386 -19.9006337, 48.8063218 -19.9007256, 48.8061841 -19.9007551, 48.8060242 -19.9008251, 48.8059309 -19.9008632, 48.8058166 -19.9008876, 48.8056869 -19.9009267, 48.8055104 -19.9009227, 48.8053725 -19.900873, 48.8052721 -19.9007939)",
570675397,False,tertiary,,False,58.317,N 11a,"LINESTRING (48.8090491 -19.8993996, 48.8092272 -19.8998966)",
570675397,False,tertiary,,True,37.203,N 11a,"LINESTRING (48.8090491 -19.8993996, 48.8089536 -19.8990773)",
377509135,False,residential,,True,119.60000000000001,,"LINESTRING (48.8090491 -19.8993996, 48.8087252 -19.8995492, 48.8085329 -19.899616, 48.8083245 -19.8997665, 48.8080313 -19.8998754)",
570675388,False,residential,yes,True,145.326,,"LINESTRING (48.8117803 -19.900192, 48.8104693 -19.9006262)",
375500665,False,residential,yes,True,245.18,,"LINESTRING (48.8117755 -19.8982468, 48.8100016 -19.8987905, 48.8095456 -19.898929)",
375500681,False,residential,yes,True,125.454,,"LINESTRING (48.8084883 -19.9009186, 48.8080313 -19.8998754)",
"[375500681, 571660603]",False,residential,yes,False,127.195,,"LINESTRING (48.8084883 -19.9009186, 48.8086935 -19.9011698, 48.8095326 -19.9009215)",
"[571005549, 571660599]",False,residential,yes,"[False, True]",662.1800000000001,,"LINESTRING (48.8084883 -19.9009186, 48.8084552 -19.9010605, 48.8084286 -19.901293, 48.8083598 -19.9017014, 48.8083076 -19.9018909, 48.8082663 -19.9019929, 48.8083116 -19.9023277, 48.8084179 -19.9025727, 48.8085175 -19.9028901, 48.8086719 -19.903483, 48.8092481 -19.9032383, 48.8097158 -19.9029262, 48.809866 -19.9028606, 48.8099366 -19.9026935, 48.8100054 -19.9025049, 48.8099455 -19.9022287, 48.8095326 -19.9009215)",
375500679,False,residential,yes,True,118.353,,"LINESTRING (48.8095326 -19.9009215, 48.8092272 -19.8998966)",
"[570675389, 570968254, 570968255]",False,residential,yes,False,103.388,,"LINESTRING (48.8095326 -19.9009215, 48.8097064 -19.9008822, 48.8100827 -19.9007604, 48.8102321 -19.9007072, 48.8104693 -19.9006262)",yes
"[571005549, 571660599]",False,residential,yes,"[False, True]",662.18,,"LINESTRING (48.8095326 -19.9009215, 48.8099455 -19.9022287, 48.8100054 -19.9025049, 48.8099366 -19.9026935, 48.809866 -19.9028606, 48.8097158 -19.9029262, 48.8092481 -19.9032383, 48.8086719 -19.903483, 48.8085175 -19.9028901, 48.8084179 -19.9025727, 48.8083116 -19.9023277, 48.8082663 -19.9019929, 48.8083076 -19.9018909, 48.8083598 -19.9017014, 48.8084286 -19.901293, 48.8084552 -19.9010605, 48.8084883 -19.9009186)",
"[375500681, 571660603]",False,residential,yes,True,127.195,,"LINESTRING (48.8095326 -19.9009215, 48.8086935 -19.9011698, 48.8084883 -19.9009186)",
