osmid,lanes,highway,oneway,reversed,length,ref,geometry
85797646,2,tertiary,False,False,113.727,,"LINESTRING (48.347595 -21.2387816, 48.3477672 -21.2377715)"
85798358,,secondary,False,True,92.053,N 25,"LINESTRING (48.347595 -21.2387816, 48.3467147 -21.2386716)"
863489352,2,residential,False,True,109.199,,"LINESTRING (48.347595 -21.2387816, 48.3474381 -21.2397527)"
190042720,2,residential,False,False,89.981,,"LINESTRING (48.3474381 -21.2397527, 48.3465792 -21.2396346)"
863489352,2,residential,False,False,109.199,,"LINESTRING (48.3474381 -21.2397527, 48.347595 -21.2387816)"
863489352,2,residential,False,True,152.301,,"LINESTRING (48.3474381 -21.2397527, 48.3472109 -21.2411059)"
85797646,2,tertiary,False,False,195.222,,"LINESTRING (48.3479436 -21.2368353, 48.3481939 -21.2350952)"
85797646,2,tertiary,False,True,105.694,,"LINESTRING (48.3479436 -21.2368353, 48.3477672 -21.2377715)"
190042737,,residential,False,True,96.442,,"LINESTRING (48.3479436 -21.2368353, 48.3470166 -21.23676)"
85797646,2,tertiary,False,False,105.694,,"LINESTRING (48.3477672 -21.2377715, 48.3479436 -21.2368353)"
85797646,2,tertiary,False,True,113.727,,"LINESTRING (48.3477672 -21.2377715, 48.347595 -21.2387816)"
190042736,,residential,False,True,92.556,,"LINESTRING (48.3477672 -21.2377715, 48.3468816 -21.2376644)"
300755943,,residential,False,False,89.24,,"LINESTRING (48.3472109 -21.2411059, 48.3463594 -21.2409867)"
190042722,2,residential,False,True,275.033,,"LINESTRING (48.3472109 -21.2411059, 48.3471413 -21.2413637, 48.3470214 -21.2416393, 48.3468396 -21.241918, 48.3466727 -21.2420322, 48.3465624 -21.2420386, 48.3463538 -21.2420338, 48.3462538 -21.2419497, 48.3463594 -21.2409867)"
863489352,2,residential,False,False,152.301,,"LINESTRING (48.3472109 -21.2411059, 48.3474381 -21.2397527)"
85797646,2,tertiary,False,True,195.222,,"LINESTRING (48.3481939 -21.2350952, 48.3479436 -21.2368353)"
190042730,2,residential,False,False,71.123,,"LINESTRING (48.3481939 -21.2350952, 48.3475252 -21.2349516)"
85797646,2,tertiary,False,False,58.373999999999995,,"LINESTRING (48.3481939 -21.2350952, 48.3482498 -21.2348267, 48.3483004 -21.2345797)"
190042725,2,residential,False,False,58.806,,"LINESTRING (48.3483004 -21.2345797, 48.3477443 -21.2344748)"
85797646,2,tertiary,False,True,58.373999999999995,,"LINESTRING (48.3483004 -21.2345797, 48.3482498 -21.2348267, 48.3481939 -21.2350952)"
85798358,,secondary,False,False,92.053,N 25,"LINESTRING (48.3467147 -21.2386716, 48.347595 -21.2387816)"
85798358,,secondary,False,True,95.125,N 25,"LINESTRING (48.3467147 -21.2386716, 48.3458021 -21.2385805)"
190042722,2,residential,False,False,107.998,,"LINESTRING (48.3467147 -21.2386716, 48.3465792 -21.2396346)"
190042722,2,residential,False,True,113.324,,"LINESTRING (48.3467147 -21.2386716, 48.3468816 -21.2376644)"
85798358,,secondary,False,False,111.551,N 25,"LINESTRING (48.3447304 -21.2384878, 48.3458021 -21.2385805)"
190042720,2,residential,False,False,123.362,,"LINESTRING (48.3447304 -21.2384878, 48.3447669 -21.2384512, 48.3447824 -21.2383749, 48.3448186 -21.2382489, 48.3448508 -21.2380487, 48.3448488 -21.2379587, 48.3447991 -21.2378537, 48.3447895 -21.2376615, 48.3447963 -21.2375694, 48.3448413 -21.2374156)"
190042720,2,residential,False,True,196.945,,"LINESTRING (48.3447304 -21.2384878, 48.3445451 -21.2390267, 48.3446999 -21.2392008, 48.3449393 -21.2394231, 48.3456463 -21.2395061)"
85798358,,secondary,False,False,95.125,N 25,"LINESTRING (48.3458021 -21.2385805, 48.3467147 -21.2386716)"
85798358,,secondary,False,True,111.551,N 25,"LINESTRING (48.3458021 -21.2385805, 48.3447304 -21.2384878)"
190042741,,residential,False,False,104.181,,"LINESTRING (48.3458021 -21.2385805, 48.3456463 -21.2395061)"
190042741,,residential,False,True,114.813,,"LINESTRING (48.3458021 -21.2385805, 48.3458867 -21.2380987, 48.3459926 -21.2375634)"
190042720,2,residential,False,True,50.101,,"LINESTRING (48.3472167 -21.234389, 48.3471151 -21.2348295)"
190042725,2,residential,False,True,55.509,,"LINESTRING (48.3472167 -21.234389, 48.3477443 -21.2344748)"
190042722,2,residential,False,False,57.676,,"LINESTRING (48.3477443 -21.2344748, 48.3475252 -21.2349516)"
190042725,2,residential,False,False,55.509,,"LINESTRING (48.3477443 -21.2344748, 48.3472167 -21.234389)"
190042725,2,residential,False,True,58.806,,"LINESTRING (48.3477443 -21.2344748, 48.3483004 -21.2345797)"
190042720,2,residential,False,False,50.101,,"LINESTRING (48.3471151 -21.2348295, 48.3472167 -21.234389)"
190042730,2,residential,False,True,44.621,,"LINESTRING (48.3471151 -21.2348295, 48.3475252 -21.2349516)"
190042720,2,residential,False,True,63.330999999999996,,"LINESTRING (48.3471151 -21.2348295, 48.3469842 -21.2353127, 48.3469677 -21.2353822)"
190042722,2,residential,False,False,65.702,,"LINESTRING (48.3475252 -21.2349516, 48.3473158 -21.2355093)"
190042722,2,residential,False,True,57.676,,"LINESTRING (48.3475252 -21.2349516, 48.3477443 -21.2344748)"
190042730,2,residential,False,False,44.621,,"LINESTRING (48.3475252 -21.2349516, 48.3471151 -21.2348295)"
190042730,2,residential,False,True,71.123,,"LINESTRING (48.3475252 -21.2349516, 48.3481939 -21.2350952)"
1010195926,,residential,False,False,46.564,,"LINESTRING (48.3461876 -21.2362418, 48.3461237 -21.2366563)"
190042720,2,residential,False,False,130.755,,"LINESTRING (48.3461876 -21.2362418, 48.346539 -21.2360131, 48.3468079 -21.2358088, 48.3469382 -21.2355061, 48.3469677 -21.2353822)"
190042720,2,residential,False,True,69.72,,"LINESTRING (48.3461876 -21.2362418, 48.3460225 -21.2362975, 48.3458426 -21.2364017, 48.3456432 -21.2365919)"
190042737,,residential,False,False,50.313,,"LINESTRING (48.3456432 -21.2365919, 48.3461237 -21.2366563)"
