osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
90612319,Main Road,primary,40,False,True,180.29999999999998,"LINESTRING (173.0407676 1.3520351, 173.0408524 1.3523912, 173.0409754 1.3528336, 173.0411321 1.3532337, 173.0413038 1.3535576)",
231289406,Main Road,primary,40,False,True,184.308,"LINESTRING (173.0407676 1.3520351, 173.0406105 1.3513038, 173.0405419 1.3510956, 173.0404308 1.3508707, 173.0401943 1.3505002)",
576097296,,residential,,False,False,107.24699999999999,"LINESTRING (173.0407676 1.3520351, 173.0410758 1.3519895, 173.0412099 1.3519949, 173.041352 1.3519761, 173.0414379 1.3519251, 173.0416471 1.3517455)",
231289406,Main Road,primary,40,False,False,184.308,"LINESTRING (173.0401943 1.3505002, 173.0404308 1.3508707, 173.0405419 1.3510956, 173.0406105 1.3513038, 173.0407676 1.3520351)",
231289406,Main Road,primary,40,False,True,110.40799999999999,"LINESTRING (173.0401943 1.3505002, 173.0398213 1.3499301, 173.0396465 1.349672)",
576097297,,residential,,False,False,380.25199999999995,"LINESTRING (173.0401943 1.3505002, 173.0392636 1.3511851, 173.0392314 1.3512507, 173.0392458 1.351314, 173.0392838 1.3513864, 173.0402678 1.3531788)",
90612319,Main Road,primary,40,False,False,180.3,"LINESTRING (173.0413038 1.3535576, 173.0411321 1.3532337, 173.0409754 1.3528336, 173.0408524 1.3523912, 173.0407676 1.3520351)",
576097293,,residential,,False,False,262.74399999999997,"LINESTRING (173.0413038 1.3535576, 173.0416363 1.3534576, 173.0417705 1.3533088, 173.0418858 1.3531949, 173.0420226 1.3530849, 173.0420843 1.3527537, 173.0421795 1.3526478, 173.0423793 1.3525472, 173.0423927 1.3524507, 173.0424249 1.3523971, 173.0425295 1.3523408, 173.0426046 1.3522818, 173.0426931 1.3521745, 173.0428755 1.3519868)",
231289406,Main Road,primary,40,False,False,18.144,"LINESTRING (173.0395538 1.3495377, 173.0396465 1.349672)",
231289406,Main Road,primary,40,False,True,236.561,"LINESTRING (173.0395538 1.3495377, 173.0391995 1.3492492, 173.0384064 1.3485316, 173.038389 1.3485158, 173.0379437 1.3481476)",
231289431,,unclassified,,True,False,20.955,"LINESTRING (173.0395538 1.3495377, 173.0395382 1.3496168, 173.0395083 1.3497204)",
231289406,Main Road,primary,40,False,True,18.144,"LINESTRING (173.0396465 1.349672, 173.0395538 1.3495377)",
231289406,Main Road,primary,40,False,False,110.40799999999999,"LINESTRING (173.0396465 1.349672, 173.0398213 1.3499301, 173.0401943 1.3505002)",
231289438,,unclassified,,True,False,94.53200000000001,"LINESTRING (173.0393232 1.3499043, 173.0392746 1.3498885, 173.0392164 1.3498487, 173.0391771 1.349851, 173.039118 1.3498896, 173.039075 1.3499323, 173.0390836 1.3499749, 173.039109 1.3500407, 173.0391601 1.3500993, 173.0392214 1.3501293, 173.0392811 1.3501173, 173.0393239 1.3500794, 173.0393406 1.3500425, 173.0393263 1.3499621, 173.0393232 1.3499043)",
"[231289422, 865367335]",,unclassified,,False,True,29.062,"LINESTRING (173.0393232 1.3499043, 173.0393545 1.3498811, 173.0395083 1.3497204)",yes
576097293,,residential,,False,True,262.74399999999997,"LINESTRING (173.0428755 1.3519868, 173.0426931 1.3521745, 173.0426046 1.3522818, 173.0425295 1.3523408, 173.0424249 1.3523971, 173.0423927 1.3524507, 173.0423793 1.3525472, 173.0421795 1.3526478, 173.0420843 1.3527537, 173.0420226 1.3530849, 173.0418858 1.3531949, 173.0417705 1.3533088, 173.0416363 1.3534576, 173.0413038 1.3535576)",
576097296,,residential,,False,True,107.247,"LINESTRING (173.0416471 1.3517455, 173.0414379 1.3519251, 173.041352 1.3519761, 173.0412099 1.3519949, 173.0410758 1.3519895, 173.0407676 1.3520351)",
576097297,,residential,,False,True,380.25199999999995,"LINESTRING (173.0402678 1.3531788, 173.0392838 1.3513864, 173.0392458 1.351314, 173.0392314 1.3512507, 173.0392636 1.3511851, 173.0401943 1.3505002)",
231289420,,unclassified,,True,False,16.278,"LINESTRING (173.0395083 1.3497204, 173.0396465 1.349672)",
"[231289422, 865367335]",,unclassified,,False,False,29.062,"LINESTRING (173.0395083 1.3497204, 173.0393545 1.3498811, 173.0393232 1.3499043)",yes
909703357,,residential,,False,False,67.902,"LINESTRING (173.0374746 1.3485387, 173.0376663 1.3483773, 173.0379437 1.3481476)",
231289406,Main Road,primary,40,False,False,236.561,"LINESTRING (173.0379437 1.3481476, 173.038389 1.3485158, 173.0384064 1.3485316, 173.0391995 1.3492492, 173.0395538 1.3495377)",
909703357,,residential,,False,True,67.902,"LINESTRING (173.0379437 1.3481476, 173.0376663 1.3483773, 173.0374746 1.3485387)",
