osmid,name,highway,oneway,reversed,length,geometry,ref,bridge
48367581,Rue Henri Christophe,residential,False,False,163.184,"LINESTRING (-73.3964007 18.2827591, -73.396295 18.281943, -73.3962306 18.2815126, -73.3962011 18.2813039)",,
446063386,Route Nationale # 2,primary,False,False,120.91499999999999,"LINESTRING (-73.3964007 18.2827591, -73.3968346 18.2826424, -73.3971435 18.2825108, -73.3974593 18.2823554)",RN 2,
446063386,Route Nationale # 2,primary,False,True,62.271,"LINESTRING (-73.3964007 18.2827591, -73.3960286 18.2828248, -73.3958205 18.2828596)",RN 2,
768393387,,residential,False,True,463.914,"LINESTRING (-73.3964007 18.2827591, -73.3964624 18.28304, -73.3965334 18.2836321, -73.3966783 18.2851449, -73.3967668 18.2858007, -73.3967909 18.2858465, -73.3968432 18.285858, -73.3968835 18.2858503, -73.3969143 18.2858045, -73.396925 18.2856377, -73.3970256 18.2855218, -73.3975441 18.2851856)",,
137972277,Rue D. Saint Preux,residential,False,True,147.008,"LINESTRING (-73.3949746 18.2801554, -73.3951204 18.2814702)",,
139297886,Rue Sténio Vincent,residential,False,False,115.801,"LINESTRING (-73.3949746 18.2801554, -73.3960622 18.280021)",,
137972277,Rue D. Saint Preux,residential,False,False,145.036,"LINESTRING (-73.3949746 18.2801554, -73.3948343 18.2790871, -73.3947876 18.2788637)",,
139297886,Rue Sténio Vincent,residential,False,True,118.353,"LINESTRING (-73.3949746 18.2801554, -73.3945157 18.2802164, -73.3938596 18.2802581)",,
48367581,Rue Henri Christophe,residential,False,True,143.404,"LINESTRING (-73.3960622 18.280021, -73.3962011 18.2813039)",,
139256124,,residential,False,False,105.212,"LINESTRING (-73.3960622 18.280021, -73.3970553 18.2799431)",,
139297886,Rue Sténio Vincent,residential,False,True,115.801,"LINESTRING (-73.3960622 18.280021, -73.3949746 18.2801554)",,
48367581,Rue Henri Christophe,residential,False,False,143.52800000000002,"LINESTRING (-73.3960622 18.280021, -73.3960045 18.2793349, -73.3959697 18.2789887, -73.3959094 18.2787405)",,
48367581,Rue Henri Christophe,residential,False,False,154.919,"LINESTRING (-73.3959094 18.2787405, -73.3957261 18.2773582)",,
