osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access
50759101,Rue 20,unclassified,False,True,47.038,"LINESTRING (-72.2047828 19.7635039, -72.2046485 19.7639076)",,,
223286104,Rue Q,residential,False,True,51.676,"LINESTRING (-72.2047828 19.7635039, -72.2049605 19.7630703)",,,
"[212733130, 50759094]",Rue 20,unclassified,False,False,44.522999999999996,"LINESTRING (-72.2047828 19.7635039, -72.2046579 19.7634534, -72.2043865 19.7633585)",,,
217711916,,tertiary,True,False,35.908,"LINESTRING (-72.2018284 19.7553892, -72.2020988 19.755588)",,,
231123063,Boulevard,tertiary,False,True,70.022,"LINESTRING (-72.2018284 19.7553892, -72.201393 19.7553122, -72.2012379 19.7553041, -72.2011678 19.7553131)",,,
212733130,Rue 20,unclassified,False,False,51.737,"LINESTRING (-72.202609 19.7627364, -72.2021439 19.7625786)",,,
212733130,Rue 20,unclassified,False,True,53.716,"LINESTRING (-72.202609 19.7627364, -72.20309 19.7629051)",,,
214459206,Rue L,tertiary,False,False,47.37,"LINESTRING (-72.202609 19.7627364, -72.2027767 19.7623407)",RD 105,,
214459206,Rue L,tertiary,False,True,49.929,"LINESTRING (-72.202609 19.7627364, -72.2024397 19.7631562)",RD 105,,
48426743,Rue A,tertiary,False,False,48.704,"LINESTRING (-72.197991 19.7611202, -72.1982661 19.7607669)",,,
48426743,Rue A,tertiary,False,True,49.961,"LINESTRING (-72.197991 19.7611202, -72.1977114 19.7614844)",,,
212733130,Rue 20,unclassified,False,True,57.934,"LINESTRING (-72.197991 19.7611202, -72.1985099 19.7613018)",,,
30034552,Rue F,residential,False,True,52.095,"LINESTRING (-72.1993831 19.7635538, -72.199562 19.7631166)",,,
48428271,Rue 24,unclassified,False,False,47.126,"LINESTRING (-72.1993831 19.7635538, -72.1997999 19.7637143)",,,
48428271,Rue 24,unclassified,False,True,52.887,"LINESTRING (-72.1993831 19.7635538, -72.1989135 19.763378)",,,
48411452,Rue P,unclassified,False,False,48.208,"LINESTRING (-72.2043865 19.7633585, -72.2045414 19.7629502)",,,
48411452,Rue P,unclassified,False,True,48.25,"LINESTRING (-72.2043865 19.7633585, -72.204238 19.7637693)",,,
212733130,Rue 20,unclassified,False,False,48.043,"LINESTRING (-72.2043865 19.7633585, -72.2042934 19.7633023, -72.2041818 19.7632708, -72.2040814 19.7632314, -72.2039607 19.7632081)",,,
"[212733130, 50759094]",Rue 20,unclassified,False,True,44.522999999999996,"LINESTRING (-72.2043865 19.7633585, -72.2046579 19.7634534, -72.2047828 19.7635039)",,,
30034552,Rue F,residential,False,False,46.857,"LINESTRING (-72.2026678 19.7557774, -72.2025315 19.7561788)",,,
30034552,Rue F,residential,False,True,47.559,"LINESTRING (-72.2026678 19.7557774, -72.2028218 19.755375)",,,
48413279,Rue 5,residential,False,False,52.206,"LINESTRING (-72.2026678 19.7557774, -72.2022037 19.7556052)",,,
48413279,Rue 5,residential,False,True,66.866,"LINESTRING (-72.2026678 19.7557774, -72.2032737 19.7559683)",,,
30034552,Rue F,residential,False,False,52.5,"LINESTRING (-72.2000474 19.7618526, -72.1998837 19.7622989)",,,
30034552,Rue F,residential,False,True,46.043,"LINESTRING (-72.2000474 19.7618526, -72.2002212 19.7614722)",,,
212733130,Rue 20,unclassified,False,False,46.953,"LINESTRING (-72.2000474 19.7618526, -72.199629 19.7617001)",,,
212733130,Rue 20,unclassified,False,True,51.790000000000006,"LINESTRING (-72.2000474 19.7618526, -72.2001951 19.7618916, -72.2005144 19.7620056)",,,
48427021,,unclassified,False,False,70.241,"LINESTRING (-72.1976492 19.7595398, -72.1981943 19.7599084)",,,
49801642,Boulevard,tertiary,False,True,284.073,"LINESTRING (-72.1976492 19.7595398, -72.1975844 19.7596494, -72.1975203 19.7598347, -72.1974755 19.7599919, -72.1974464 19.7601512, -72.1973954 19.7602414, -72.1968886 19.761012, -72.196754 19.7612166, -72.1966008 19.7614495, -72.1963679 19.7617685)",,,
231123063,Boulevard,tertiary,False,False,98.871,"LINESTRING (-72.1976492 19.7595398, -72.1978643 19.7593241, -72.1979919 19.759234, -72.198182 19.759109, -72.198288 19.759029, -72.1983543 19.7589546)",,,
48411416,Rue 7,residential,False,True,37.158,"LINESTRING (-72.2004639 19.755982, -72.2007925 19.7561086)",,,
231123063,Boulevard,tertiary,False,True,45.281,"LINESTRING (-72.2004639 19.755982, -72.200212 19.7563131)",,,
231123063,Boulevard,tertiary,False,False,85.88000000000001,"LINESTRING (-72.2004639 19.755982, -72.2007458 19.7555905, -72.200858 19.755458, -72.2009711 19.7553834)",,,
50759104,rue du quaie,residential,False,False,38.017,"LINESTRING (-72.2011678 19.7553131, -72.2009965 19.7556146)",,,
231123063,Boulevard,tertiary,False,False,70.022,"LINESTRING (-72.2011678 19.7553131, -72.2012379 19.7553041, -72.201393 19.7553122, -72.2018284 19.7553892)",,,
231123063,Boulevard,tertiary,False,True,22.231,"LINESTRING (-72.2011678 19.7553131, -72.2010453 19.7553424, -72.2009711 19.7553834)",,,
50759615,Rue I,residential,False,False,49.822,"LINESTRING (-72.2013157 19.7622838, -72.2011476 19.762703)",,,
50759615,Rue I,residential,False,True,46.829,"LINESTRING (-72.2013157 19.7622838, -72.2014592 19.7618849)",,,
212733130,Rue 20,unclassified,False,False,48.117,"LINESTRING (-72.2013157 19.7622838, -72.200877 19.7621542)",,,
212733130,Rue 20,unclassified,False,True,46.366,"LINESTRING (-72.2013157 19.7622838, -72.201731 19.7624291)",,,
48413279,Rue 5,residential,False,False,46.586,"LINESTRING (-72.2036889 19.7561194, -72.2032737 19.7559683)",,,
48413279,Rue 5,residential,False,True,48.632,"LINESTRING (-72.2036889 19.7561194, -72.2041203 19.756282)",,,
50759615,Rue I,residential,False,False,47.674,"LINESTRING (-72.2036889 19.7561194, -72.2035379 19.7565239)",,,
