osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,bridge,access
48587837,residential,False,False,38.187,,,"LINESTRING (-71.9585461 19.6394927, -71.9584234 19.6398161)",,,
222650616,primary,False,False,23.82,RN 6,Route Nationale # 6,"LINESTRING (-71.9585461 19.6394927, -71.9587386 19.6396068)",,,
222653347,primary,False,True,100.233,RN 6,Route Nationale # 6,"LINESTRING (-71.9585461 19.6394927, -71.9578814 19.6390984, -71.9577343 19.6390153)",,,
30026524,unclassified,False,False,36.938,,Rue Morgue,"LINESTRING (-71.9545708 19.637557, -71.9547309 19.637261)",,,
30026524,unclassified,False,True,25.219,,Rue Morgue,"LINESTRING (-71.9545708 19.637557, -71.9544817 19.6377677)",,,
48587587,residential,False,False,99.237,,Rue Saint-Pierre,"LINESTRING (-71.9545708 19.637557, -71.9541518 19.637508, -71.9539274 19.6374597, -71.9537832 19.6374286, -71.9536366 19.6374158)",1,,
222653347,primary,False,True,36.41,RN 6,Route Nationale # 6,"LINESTRING (-71.9577343 19.6390153, -71.9574362 19.6388468)",,,
222653347,primary,False,False,100.233,RN 6,Route Nationale # 6,"LINESTRING (-71.9577343 19.6390153, -71.9578814 19.6390984, -71.9585461 19.6394927)",,,
223420910,residential,False,False,49.128,,,"LINESTRING (-71.9577343 19.6390153, -71.9577846 19.6389336, -71.9577975 19.6388326, -71.9578738 19.6385977)",,,
216993914,primary,False,True,11.974,RN 6,Route Nationale # 6,"LINESTRING (-71.9523502 19.636018, -71.9522478 19.6359701)",,yes,
"[216993914, 216993915]",primary,False,False,73.088,RN 6,Route Nationale # 6,"LINESTRING (-71.9523502 19.636018, -71.9523862 19.6360366, -71.9529622 19.6363339)",,yes,
"[88614608, 801978420, 88614605]",residential,False,True,297.51399999999995,,,"LINESTRING (-71.9523502 19.636018, -71.9523188 19.6361101, -71.9520939 19.636711, -71.9521382 19.6371038, -71.9522749 19.6373211, -71.9523769 19.6373539, -71.9526639 19.6374019, -71.9530367 19.63743, -71.9533967 19.637435, -71.9536366 19.6374158)",,yes,
222649196,tertiary,False,True,22.69,,Rue Notre-Dame,"LINESTRING (-71.955955 19.6351016, -71.9558192 19.6352606)",,,
"[224502255, 220761591]",tertiary,False,False,58.87,,Rue Notre-Dame,"LINESTRING (-71.955955 19.6351016, -71.9560353 19.6350132, -71.9563396 19.6347157)",,,
"[223461050, 220761595]",residential,False,True,44.966,,"['Pont Nan Boss Ti Louis', 'Ruelle Quartier Miraille']","LINESTRING (-71.955955 19.6351016, -71.9559623 19.6351921, -71.9559449 19.6355053)",,,
216993915,primary,False,True,8.77,RN 6,Route Nationale # 6,"LINESTRING (-71.9548035 19.6373003, -71.9547309 19.637261)",,,
222653347,primary,False,False,11.549,RN 6,Route Nationale # 6,"LINESTRING (-71.9548035 19.6373003, -71.9548992 19.6373519)",,,
"[88607938, 310383106, 220759535]",tertiary,False,False,40.926,,"['Rue Notre-Dame', 'Ti Pont Grand-Bassin']","LINESTRING (-71.9548035 19.6373003, -71.9548351 19.6372502, -71.9548546 19.6372115, -71.95496 19.6369637)",,yes,
223461050,residential,False,False,58.63,,Ruelle Quartier Miraille,"LINESTRING (-71.9559678 19.6372431, -71.9559534 19.636716)",,,
48587834,residential,False,False,101.54199999999999,,,"LINESTRING (-71.9559678 19.6372431, -71.956738 19.6372205, -71.956907 19.6372215, -71.956937 19.6372217)",,,
88614599,residential,False,True,64.16,,,"LINESTRING (-71.9559678 19.6372431, -71.9556723 19.6371766, -71.9553762 19.637094)",,,
223461050,residential,False,True,70.44,,Ruelle Quartier Miraille,"LINESTRING (-71.9559678 19.6372431, -71.9559293 19.6374664, -71.9558948 19.6375696, -71.9558363 19.6377199, -71.955803 19.6378553)",,,
48587835,residential,False,False,69.646,,,"LINESTRING (-71.9559151 19.6360117, -71.9565612 19.63616)",,,
223461050,residential,False,False,56.396,,Ruelle Quartier Miraille,"LINESTRING (-71.9559151 19.6360117, -71.9559449 19.6355053)",,,
223461050,residential,False,True,62.015,,Ruelle Quartier Miraille,"LINESTRING (-71.9559151 19.6360117, -71.9559451 19.6365687)",,,
"[88608035, 232911766, 221236631]",residential,False,False,48.109,,,"LINESTRING (-71.9559151 19.6360117, -71.9555599 19.6358887, -71.9555125 19.6358669, -71.955488 19.6358538)",,yes,
221295754,residential,False,False,81.324,,Rue Adventiste,"LINESTRING (-71.9541215 19.635081, -71.9537289 19.63445)",,,
221295754,residential,False,True,27.046,,Rue Adventiste,"LINESTRING (-71.9541215 19.635081, -71.9541401 19.6353236)",,,
88608070,residential,False,False,46.219,,Rue Vieux Marché,"LINESTRING (-71.9541215 19.635081, -71.9541643 19.6350875, -71.9542575 19.6351205, -71.954505 19.6352775)",,,
48587836,residential,False,True,69.999,,Rue Mascriti,"LINESTRING (-71.9537289 19.63445, -71.9543903 19.6343593)",,,
221295754,residential,False,True,81.324,,Rue Adventiste,"LINESTRING (-71.9537289 19.63445, -71.9541215 19.635081)",,,
88607931,residential,False,False,87.155,,Rue Cimetière,"LINESTRING (-71.9537289 19.63445, -71.9536485 19.6345707, -71.953615 19.6346364, -71.9534822 19.6351909)",,,
"[224371290, 224371291, 88607974]",residential,False,False,97.90299999999999,,Pont Derex,"LINESTRING (-71.9537289 19.63445, -71.9535554 19.6340329, -71.9534876 19.6338597, -71.9534759 19.6337669, -71.9534719 19.6336125)",,yes,
88607968,residential,False,False,41.557,,,"LINESTRING (-71.9546977 19.6360438, -71.9546064 19.6364075)",,,
88607971,residential,False,False,26.409,,,"LINESTRING (-71.9546977 19.6360438, -71.9547827 19.6358202)",,,
220516888,residential,False,True,64.091,,,"LINESTRING (-71.9546977 19.6360438, -71.9552581 19.6362754)",,,
216903486,residential,False,False,58.077,,,"LINESTRING (-71.9546977 19.6360438, -71.9546107 19.6360171, -71.9545366 19.635962, -71.9544469 19.6359336, -71.9543982 19.6359171, -71.9541803 19.6358759)",,,
48587588,residential,False,False,51.150999999999996,,Rue Saint-Pierre,"LINESTRING (-71.9536577 19.637167, -71.9537214 19.6370849, -71.9538203 19.6370112, -71.9539697 19.6369236, -71.9540394 19.6368899)",,,
48587588,residential,False,True,27.759999999999998,,Rue Saint-Pierre,"LINESTRING (-71.9536577 19.637167, -71.9536453 19.6372786, -71.9536366 19.6374158)",,,
88614598,residential,False,False,50.370999999999995,,,"LINESTRING (-71.9536577 19.637167, -71.9536417 19.6370289, -71.9536434 19.6369319, -71.9536955 19.6368103, -71.9537356 19.6367331)",,,
48587587,residential,False,True,99.237,,Rue Saint-Pierre,"LINESTRING (-71.9536366 19.6374158, -71.9537832 19.6374286, -71.9539274 19.6374597, -71.9541518 19.637508, -71.9545708 19.637557)",1,,
48587588,residential,False,False,27.759999999999998,,Rue Saint-Pierre,"LINESTRING (-71.9536366 19.6374158, -71.9536453 19.6372786, -71.9536577 19.637167)",,,
"[88614608, 801978420, 88614605]",residential,False,False,297.514,,,"LINESTRING (-71.9536366 19.6374158, -71.9533967 19.637435, -71.9530367 19.63743, -71.9526639 19.6374019, -71.9523769 19.6373539, -71.9522749 19.6373211, -71.9521382 19.6371038, -71.9520939 19.636711, -71.9523188 19.6361101, -71.9523502 19.636018)",,yes,
48587837,residential,False,True,38.187,,,"LINESTRING (-71.9584234 19.6398161, -71.9585461 19.6394927)",,,
48587837,residential,False,False,49.067,,,"LINESTRING (-71.9584234 19.6398161, -71.958422 19.6399752, -71.958372 19.6402534)",,,
222650619,residential,False,False,133.883,,,"LINESTRING (-71.9584234 19.6398161, -71.9577978 19.6394706, -71.9572506 19.6393942)",,,
48587838,residential,False,True,56.272,,Rue Ti Soeurca,"LINESTRING (-71.9559455 19.6391678, -71.9563535 19.6394971)",,,
222650619,residential,False,True,57.912,,,"LINESTRING (-71.9559455 19.6391678, -71.9564863 19.6392765)",,,
"[222650619, 223419597, 223419598]",residential,False,False,46.42,,,"LINESTRING (-71.9559455 19.6391678, -71.9558176 19.6390987, -71.955745 19.639056, -71.9556988 19.6390288, -71.9555668 19.638951)",,yes,
88614585,residential,False,False,134.338,,,"LINESTRING (-71.9550134 19.6387753, -71.9549209 19.6389845, -71.9548033 19.6389853, -71.9546075 19.6389095, -71.9545512 19.6388464, -71.9544439 19.6388009, -71.9539421 19.6387285)",,,
