osmid,oneway,name,highway,reversed,length,geometry,bridge,ref
327393079,True,S Nyýazow şaýoly,tertiary,False,110.81,"LINESTRING (59.1511365 42.3229615, 59.1508869 42.3219822)",,
644444463,True,Gurgenç şaýoly,primary,False,17.093,"LINESTRING (59.1511365 42.3229615, 59.15134 42.32293)",,
189528828,False,Mollanepes köçesi,residential,False,32.758,"LINESTRING (59.1557924 42.3247236, 59.1557924 42.324429)",,
189528828,False,Mollanepes köçesi,residential,True,11.403,"LINESTRING (59.1557924 42.3247236, 59.1558131 42.324825)",,
219033662,False,,residential,True,131.856,"LINESTRING (59.1557924 42.3247236, 59.1545325 42.3247342, 59.1543544 42.3245167)",,
189528831,False,,residential,False,20.807,"LINESTRING (59.151946 42.3256502, 59.1521938 42.3256121)",,
189528831,False,,residential,True,90.083,"LINESTRING (59.151946 42.3256502, 59.150872 42.3258109)",,
327393079,True,S Nyýazow şaýoly,tertiary,False,141.062,"LINESTRING (59.151946 42.3256502, 59.1515613 42.3244139)",,
189528828,False,Mollanepes köçesi,residential,False,61.786,"LINESTRING (59.1554773 42.3260478, 59.1556647 42.3255097)",,
"[327393075, 750644781]",False,G. Atabaýew köçesi,tertiary,True,278.486,"LINESTRING (59.1554773 42.3260478, 59.1526254 42.3255223, 59.1521938 42.3256121)",,
189528831,False,,residential,False,384.351,"LINESTRING (59.1480914 42.3277037, 59.1480717 42.3273581, 59.1481189 42.3264917, 59.1481528 42.3264069, 59.148209 42.3263221, 59.1483163 42.3262384, 59.1484522 42.3261737, 59.1500097 42.3259593, 59.150872 42.3258109)",,
189528831,False,,residential,True,61.277,"LINESTRING (59.1480914 42.3277037, 59.1481516 42.3279565, 59.1482471 42.3282423)",,
189528831,False,,residential,False,61.277,"LINESTRING (59.1482471 42.3282423, 59.1481516 42.3279565, 59.1480914 42.3277037)",,
"[215075115, 257452366, 189528831]",False,10 Ýyl Abadanlyk köçesi,residential,True,137.324,"LINESTRING (59.1482471 42.3282423, 59.1482864 42.3283487, 59.1484496 42.3287623, 59.1487246 42.3294257)",yes,
