osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,junction
107958481,вулиця 50-річчя УПА,tertiary,False,False,28.214000000000002,"LINESTRING (23.5674534 49.9314723, 23.5674015 49.9314466, 23.5673656 49.931427, 23.5671606 49.9313027)",,,
638328062,вулиця 50-річчя УПА,tertiary,True,False,32.575,"LINESTRING (23.5674534 49.9314723, 23.5676305 49.9315543, 23.567711 49.9315983, 23.5678067 49.9316562)",,,
152822661,,residential,False,False,75.75,"LINESTRING (23.5659376 49.9275308, 23.5660906 49.927558, 23.5669577 49.927712)",,,
316262114,вулиця Андрея Шептицького,tertiary,False,True,245.034,"LINESTRING (23.5659376 49.9275308, 23.5653776 49.9279813, 23.5649622 49.9282794, 23.5649286 49.9283022, 23.5645 49.9285866, 23.5636698 49.9291799)",,,
152822677,вулиця Січових Стрільців,residential,False,True,301.864,"LINESTRING (23.5724798 49.9278847, 23.570939 49.9280971, 23.5704454 49.9281901, 23.569994 49.9283267, 23.5685203 49.9287724)",,,
152822661,,residential,False,True,166.917,"LINESTRING (23.5685203 49.9287724, 23.5682348 49.9284257, 23.5676891 49.9280115, 23.5673992 49.9278593, 23.5671364 49.9277419, 23.5669577 49.927712)",,,
152822677,вулиця Січових Стрільців,residential,False,False,301.864,"LINESTRING (23.5685203 49.9287724, 23.569994 49.9283267, 23.5704454 49.9281901, 23.570939 49.9280971, 23.5724798 49.9278847)",,,
152822677,вулиця Січових Стрільців,residential,False,True,189.892,"LINESTRING (23.5685203 49.9287724, 23.5676923 49.9292121, 23.5673614 49.9293877, 23.5665522 49.9299143)",,,
107958481,вулиця 50-річчя УПА,tertiary,False,True,102.941,"LINESTRING (23.5636698 49.9291799, 23.5647113 49.9298183)",,,
316262114,вулиця Андрея Шептицького,tertiary,False,False,245.034,"LINESTRING (23.5636698 49.9291799, 23.5645 49.9285866, 23.5649286 49.9283022, 23.5649622 49.9282794, 23.5653776 49.9279813, 23.5659376 49.9275308)",,,
488110462,,residential,False,True,336.46399999999994,"LINESTRING (23.5636698 49.9291799, 23.5615668 49.9306392, 23.5610363 49.9309146, 23.5605985 49.9311778, 23.5602762 49.9312165)",,,
152822677,вулиця Січових Стрільців,residential,False,False,189.892,"LINESTRING (23.5665522 49.9299143, 23.5673614 49.9293877, 23.5676923 49.9292121, 23.5685203 49.9287724)",,,
488105229,,residential,False,False,126.409,"LINESTRING (23.5665522 49.9299143, 23.5662834 49.9297767, 23.566211 49.9297698, 23.5661574 49.9297906, 23.5659669 49.929889, 23.5658891 49.9299028, 23.5658328 49.9298855, 23.5651757 49.9294901)",,,
488105229,,residential,False,True,159.803,"LINESTRING (23.5665522 49.9299143, 23.5667429 49.9300241, 23.5671766 49.930274, 23.5671873 49.9303206, 23.5671739 49.9303621, 23.5670425 49.930495, 23.5670318 49.9305606, 23.5670774 49.9306055, 23.5671224 49.9306326, 23.56768 49.9309683)",,,
152822589,вулиця Шептицького,tertiary,False,False,291.03299999999996,"LINESTRING (23.5596927 49.9322858, 23.5593519 49.9330964, 23.5593035 49.9332759, 23.5592447 49.933673, 23.5592481 49.9337721, 23.5592503 49.9338376, 23.5592535 49.9339314, 23.5593062 49.9342188, 23.5593977 49.9345373, 23.5595391 49.934849)",,,
152822589,вулиця Шептицького,tertiary,False,True,126.119,"LINESTRING (23.5596927 49.9322858, 23.5601193 49.9314483, 23.5602762 49.9312165)",,,
759707035,вулиця Романа Шухевича,residential,True,False,12.501,"LINESTRING (23.5725632 49.9345586, 23.5726719 49.9346466)",,,
"[759707037, 152822686]",вулиця Романа Шухевича,residential,False,True,450.37100000000004,"LINESTRING (23.5725632 49.9345586, 23.5723667 49.9344555, 23.571464 49.9338553, 23.5714378 49.9338378, 23.5706691 49.9333784, 23.5699632 49.9329565, 23.569739 49.9328229, 23.569707 49.9328127, 23.5696392 49.9327912, 23.5693823 49.9327844, 23.5692394 49.9327292, 23.5690664 49.9326194, 23.5690109 49.9325798, 23.568126 49.9319481, 23.5679653 49.931868)",,,
107958480,вулиця Тараса Шевченка,tertiary,False,True,411.14200000000005,"LINESTRING (23.5635033 49.934715, 23.5639165 49.9344324, 23.5641 49.9343069, 23.5646941 49.9339005, 23.5648969 49.9337618, 23.5655842 49.9332912, 23.5661416 49.9329269, 23.5662337 49.9328633, 23.5672769 49.9321424, 23.5673641 49.9320831, 23.567448 49.9320274)",,,
152822661,,residential,False,False,166.917,"LINESTRING (23.5669577 49.927712, 23.5671364 49.9277419, 23.5673992 49.9278593, 23.5676891 49.9280115, 23.5682348 49.9284257, 23.5685203 49.9287724)",,,
152822661,,residential,False,True,75.75,"LINESTRING (23.5669577 49.927712, 23.5660906 49.927558, 23.5659376 49.9275308)",,,
488105229,,residential,False,True,261.669,"LINESTRING (23.5669577 49.927712, 23.5658207 49.928492, 23.5657148 49.9285646, 23.5656451 49.9286216, 23.5655887 49.9287097, 23.565519 49.9287977, 23.5651837 49.928998, 23.5651542 49.9290274, 23.5651623 49.9290602, 23.5652588 49.9291275, 23.565283 49.9291655, 23.5652642 49.9292018, 23.5650389 49.9293468, 23.5650308 49.9293813, 23.5650657 49.9294159, 23.5651757 49.9294901)",,,
488105229,,residential,False,False,261.669,"LINESTRING (23.5651757 49.9294901, 23.5650657 49.9294159, 23.5650308 49.9293813, 23.5650389 49.9293468, 23.5652642 49.9292018, 23.565283 49.9291655, 23.5652588 49.9291275, 23.5651623 49.9290602, 23.5651542 49.9290274, 23.5651837 49.928998, 23.565519 49.9287977, 23.5655887 49.9287097, 23.5656451 49.9286216, 23.5657148 49.9285646, 23.5658207 49.928492, 23.5669577 49.927712)",,,
488105229,,residential,False,True,126.40900000000002,"LINESTRING (23.5651757 49.9294901, 23.5658328 49.9298855, 23.5658891 49.9299028, 23.5659669 49.929889, 23.5661574 49.9297906, 23.566211 49.9297698, 23.5662834 49.9297767, 23.5665522 49.9299143)",,,
"[532612976, 532612977, 488105230]",,residential,False,True,49.364000000000004,"LINESTRING (23.5651757 49.9294901, 23.5651238 49.9295268, 23.5650117 49.929606, 23.5648621 49.9297114, 23.5647113 49.9298183)",building_passage,,
107958481,вулиця 50-річчя УПА,tertiary,False,False,102.941,"LINESTRING (23.5647113 49.9298183, 23.5636698 49.9291799)",,,
107958481,вулиця 50-річчя УПА,tertiary,False,True,240.79,"LINESTRING (23.5647113 49.9298183, 23.5648547 49.9299052, 23.565692 49.9304127, 23.5663945 49.9308384, 23.5671606 49.9313027)",,,
"[532612976, 532612977, 488105230]",,residential,False,False,49.364,"LINESTRING (23.5647113 49.9298183, 23.5648621 49.9297114, 23.5650117 49.929606, 23.5651238 49.9295268, 23.5651757 49.9294901)",building_passage,,
152822589,вулиця Шептицького,tertiary,False,False,126.119,"LINESTRING (23.5602762 49.9312165, 23.5601193 49.9314483, 23.5596927 49.9322858)",,,
488110462,,residential,False,False,336.464,"LINESTRING (23.5602762 49.9312165, 23.5605985 49.9311778, 23.5610363 49.9309146, 23.5615668 49.9306392, 23.5636698 49.9291799)",,,
759707034,вулиця Михайла Вербицького,residential,True,False,14.729000000000001,"LINESTRING (23.572798 49.9347443, 23.5726948 49.934747, 23.5726169 49.9347563, 23.572594 49.934759)",,,
759707032,вулиця Михайла Вербицького,residential,True,False,14.291,"LINESTRING (23.5723941 49.9347804, 23.5724934 49.9346689)",,,
152822589,вулиця Шептицького,tertiary,False,True,291.03299999999996,"LINESTRING (23.5595391 49.934849, 23.5593977 49.9345373, 23.5593062 49.9342188, 23.5592535 49.9339314, 23.5592503 49.9338376, 23.5592481 49.9337721, 23.5592447 49.933673, 23.5593035 49.9332759, 23.5593519 49.9330964, 23.5596927 49.9322858)",,,
488105229,,residential,False,False,159.80299999999997,"LINESTRING (23.56768 49.9309683, 23.5671224 49.9306326, 23.5670774 49.9306055, 23.5670318 49.9305606, 23.5670425 49.930495, 23.5671739 49.9303621, 23.5671873 49.9303206, 23.5671766 49.930274, 23.5667429 49.9300241, 23.5665522 49.9299143)",,,
"[532612978, 532612979, 498110845]",,residential,False,False,52.580999999999996,"LINESTRING (23.56768 49.9309683, 23.5676085 49.9310143, 23.567484 49.9310945, 23.5673256 49.9311965, 23.5671606 49.9313027)",building_passage,,
107958481,вулиця 50-річчя УПА,tertiary,False,False,240.79,"LINESTRING (23.5671606 49.9313027, 23.5663945 49.9308384, 23.565692 49.9304127, 23.5648547 49.9299052, 23.5647113 49.9298183)",,,
107958481,вулиця 50-річчя УПА,tertiary,False,True,28.214000000000002,"LINESTRING (23.5671606 49.9313027, 23.5673656 49.931427, 23.5674015 49.9314466, 23.5674534 49.9314723)",,,
"[532612978, 532612979, 498110845]",,residential,False,True,52.580999999999996,"LINESTRING (23.5671606 49.9313027, 23.5673256 49.9311965, 23.567484 49.9310945, 23.5676085 49.9310143, 23.56768 49.9309683)",building_passage,,
