osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width
94506934,Озёрный переулок,residential,False,False,45.265,"LINESTRING (33.9641962 44.8348582, 33.9641411 44.8347446, 33.9641082 44.8346418, 33.9641125 44.8344603)",,,
538324383,Альминская улица,tertiary,False,False,45.781,"LINESTRING (33.9641962 44.8348582, 33.9641134 44.8350071, 33.9640211 44.8352501)",35Н-019;О-010202,60,6
94508070,,unclassified,False,False,213.02,"LINESTRING (33.9637112 44.8358762, 33.9648335 44.8358961, 33.965964 44.8360351, 33.9660166 44.8360505, 33.9663629 44.8361518)",,,
538324383,Альминская улица,tertiary,False,False,477.658,"LINESTRING (33.9637112 44.8358762, 33.9635043 44.8359735, 33.962856 44.8361704, 33.9625661 44.8362105, 33.9622479 44.8362148, 33.9604844 44.8361508, 33.9577617 44.836076)",35Н-019;О-010202,60,6
538324383,Альминская улица,tertiary,False,True,74.019,"LINESTRING (33.9637112 44.8358762, 33.9638224 44.8357218, 33.9640211 44.8352501)",35Н-019;О-010202,60,6
94505915,улица Шевченко,residential,False,False,127.154,"LINESTRING (33.9566312 44.8349513, 33.9571631 44.8351228, 33.9577938 44.8353417, 33.9579589 44.8354295, 33.9580594 44.8354756)",,,
94505917,,residential,False,False,123.411,"LINESTRING (33.9566312 44.8349513, 33.9570523 44.8342783, 33.9571721 44.8339145)",,,
94505915,улица Шевченко,residential,False,False,70.902,"LINESTRING (33.9580594 44.8354756, 33.9579613 44.8356492, 33.9578206 44.8359045, 33.9577617 44.836076)",,,
94505915,улица Шевченко,residential,False,True,127.154,"LINESTRING (33.9580594 44.8354756, 33.9579589 44.8354295, 33.9577938 44.8353417, 33.9571631 44.8351228, 33.9566312 44.8349513)",,,
94505916,,residential,False,False,178.104,"LINESTRING (33.9580594 44.8354756, 33.958329 44.8355458, 33.9585204 44.8355888, 33.9586332 44.835577, 33.9586996 44.8355356, 33.9588337 44.8353477, 33.9591341 44.8348943, 33.959164 44.834774, 33.9591596 44.8346855, 33.9591299 44.8344968)",,,
94505915,улица Шевченко,residential,False,True,70.90199999999999,"LINESTRING (33.9577617 44.836076, 33.9578206 44.8359045, 33.9579613 44.8356492, 33.9580594 44.8354756)",,,
538324383,Альминская улица,tertiary,False,True,477.6580000000001,"LINESTRING (33.9577617 44.836076, 33.9604844 44.8361508, 33.9622479 44.8362148, 33.9625661 44.8362105, 33.962856 44.8361704, 33.9635043 44.8359735, 33.9637112 44.8358762)",35Н-019;О-010202,60,6
94505916,,residential,False,True,178.10400000000004,"LINESTRING (33.9591299 44.8344968, 33.9591596 44.8346855, 33.959164 44.834774, 33.9591341 44.8348943, 33.9588337 44.8353477, 33.9586996 44.8355356, 33.9586332 44.835577, 33.9585204 44.8355888, 33.958329 44.8355458, 33.9580594 44.8354756)",,,
94506942,Озёрная улица,residential,False,True,39.559,"LINESTRING (33.9591299 44.8344968, 33.9594039 44.8343847, 33.9595892 44.8343877)",,,
538324375,Больничный переулок,residential,False,False,168.682,"LINESTRING (33.9591299 44.8344968, 33.9586274 44.8344275, 33.9581231 44.8342596, 33.9576921 44.8341282, 33.9571721 44.8339145)",,,
94505917,,residential,False,True,123.411,"LINESTRING (33.9571721 44.8339145, 33.9570523 44.8342783, 33.9566312 44.8349513)",,,
538324375,Больничный переулок,residential,False,True,168.68200000000002,"LINESTRING (33.9571721 44.8339145, 33.9576921 44.8341282, 33.9581231 44.8342596, 33.9586274 44.8344275, 33.9591299 44.8344968)",,,
94506930,,unclassified,False,False,215.029,"LINESTRING (33.9640211 44.8352501, 33.9635407 44.8352436, 33.9618391 44.8356064, 33.9613918 44.8357079)",,,
538324383,Альминская улица,tertiary,False,False,74.019,"LINESTRING (33.9640211 44.8352501, 33.9638224 44.8357218, 33.9637112 44.8358762)",35Н-019;О-010202,60,6
538324383,Альминская улица,tertiary,False,True,45.781,"LINESTRING (33.9640211 44.8352501, 33.9641134 44.8350071, 33.9641962 44.8348582)",35Н-019;О-010202,60,6
