osmid,name,highway,oneway,reversed,length,ref,geometry,access
292421385,вулиця Тараса Шевченка,residential,False,False,17.83,,"LINESTRING (26.4116788 50.0013929, 26.4118809 50.0012989)",
750284681,вулиця Бондарчука,primary,False,True,31.334,Р-48,"LINESTRING (26.4116788 50.0013929, 26.4121157 50.0014162)",
292422307,Козацька вулиця,residential,False,False,37.941,,"LINESTRING (26.4146293 50.0000148, 26.4141003 49.9999865)",
292421385,вулиця Тараса Шевченка,residential,False,True,230.64600000000002,,"LINESTRING (26.4146293 50.0000148, 26.4144522 50.0000982, 26.413602 50.0004985, 26.4128562 50.0008454, 26.4120193 50.0012346)",
"[649850433, 649850434, 757510551]",вулиця Тараса Шевченка,residential,False,False,469.1499999999999,,"LINESTRING (26.4146293 50.0000148, 26.4153906 49.9996756, 26.4160458 49.9993835, 26.4166501 49.9991141, 26.4168967 49.9990062, 26.4171406 49.9989697, 26.4179717 49.9989025, 26.4182487 49.9988801, 26.4191954 49.9988042, 26.420666 49.9986713)",permissive
649850433,вулиця Тараса Шевченка,residential,False,False,24.456,,"LINESTRING (26.420666 49.9986713, 26.4210062 49.9986478)",
429853034,вулиця Івана Франка,residential,False,True,88.54599999999999,,"LINESTRING (26.420666 49.9986713, 26.4205693 49.9979771, 26.420606 49.9978806)",
"[649850433, 649850434, 757510551]",вулиця Тараса Шевченка,residential,False,True,469.1500000000001,,"LINESTRING (26.420666 49.9986713, 26.4191954 49.9988042, 26.4182487 49.9988801, 26.4179717 49.9989025, 26.4171406 49.9989697, 26.4168967 49.9990062, 26.4166501 49.9991141, 26.4160458 49.9993835, 26.4153906 49.9996756, 26.4146293 50.0000148)",permissive
649850433,вулиця Тараса Шевченка,residential,False,True,24.456,,"LINESTRING (26.4210062 49.9986478, 26.420666 49.9986713)",
292421386,вулиця Данила Галицького,residential,False,False,50.261,,"LINESTRING (26.4210062 49.9986478, 26.4210225 49.9987679, 26.4210673 49.9990981)",
649850433,вулиця Тараса Шевченка,residential,False,False,168.721,,"LINESTRING (26.4210062 49.9986478, 26.4211764 49.9986413, 26.4219848 49.9986107, 26.4223597 49.9985965, 26.4225378 49.9986038, 26.4227468 49.9986123, 26.4233481 49.9987005)",
429771786,вулиця Устима Кармелюка,residential,False,False,119.024,,"LINESTRING (26.4231482 50.0014457, 26.4223617 50.0005022)",
292421389,вулиця Юрія Гагаріна,residential,False,True,439.9769999999999,,"LINESTRING (26.4231482 50.0014457, 26.4227684 50.0014806, 26.4223147 50.0014917, 26.422233 50.0014914, 26.4214175 50.001488, 26.421361 50.0014877, 26.4212101 50.0014872, 26.4210191 50.0014864, 26.4205344 50.0014812, 26.4204306 50.0014841, 26.4204246 50.0014841, 26.4202612 50.0014834, 26.4201553 50.001483, 26.4194767 50.0015108, 26.41926 50.0015198, 26.4185658 50.0015485, 26.4182029 50.0015635, 26.4179105 50.0015756, 26.4176062 50.0015882, 26.417487 50.0015934, 26.4170032 50.0016131)",
429771786,вулиця Устима Кармелюка,residential,False,True,119.024,,"LINESTRING (26.4223617 50.0005022, 26.4231482 50.0014457)",
429771790,вулиця Миколи Островського,residential,False,False,212.79,,"LINESTRING (26.4223617 50.0005022, 26.4224543 50.0004121, 26.422619 50.0001083, 26.4227605 49.9998473, 26.4228528 49.999677, 26.4230008 49.9994039, 26.4230538 49.9993061, 26.423317 49.9987675, 26.4233481 49.9987005)",
429782304,вулиця Данила Галицького,residential,False,False,77.304,,"LINESTRING (26.4223617 50.0005022, 26.4221084 50.0003595, 26.4217611 50.0002389, 26.4215231 50.0001767, 26.4214321 50.0001641)",
292421386,вулиця Данила Галицького,residential,False,True,121.368,,"LINESTRING (26.4214321 50.0001641, 26.4210673 49.9990981)",
"[292421386, 760269444]",вулиця Данила Галицького,residential,False,False,425.91999999999996,,"LINESTRING (26.4214321 50.0001641, 26.4211774 50.0001876, 26.4178406 50.000518, 26.4172164 50.000594, 26.4171189 50.0006234, 26.4170547 50.0006743, 26.4170086 50.0007276, 26.4169779 50.0007829, 26.4169633 50.0008371, 26.4169521 50.0009557, 26.4169724 50.0012661, 26.4169878 50.0014391, 26.4169994 50.0015665, 26.4170032 50.0016131)",
429782304,вулиця Данила Галицького,residential,False,True,77.304,,"LINESTRING (26.4214321 50.0001641, 26.4215231 50.0001767, 26.4217611 50.0002389, 26.4221084 50.0003595, 26.4223617 50.0005022)",
292421386,вулиця Данила Галицького,residential,False,False,121.368,,"LINESTRING (26.4210673 49.9990981, 26.4214321 50.0001641)",
292421386,вулиця Данила Галицького,residential,False,True,50.261,,"LINESTRING (26.4210673 49.9990981, 26.4210225 49.9987679, 26.4210062 49.9986478)",
"[292421388, 760391269]",Вишнева вулиця,residential,False,False,288.93899999999996,,"LINESTRING (26.4210673 49.9990981, 26.4206019 49.9991542, 26.4198179 49.9992194, 26.4190431 49.9992639, 26.418688 49.9993173, 26.4183098 49.9994536, 26.4180667 49.9994988, 26.4178624 49.9995367, 26.4176157 49.999586, 26.4175004 49.9996149, 26.4173797 49.9996519, 26.4171833 49.9997167)",
