osmid,ref,highway,oneway,reversed,length,name,geometry
489234653,Т-05-12,secondary,False,False,350.056,,"LINESTRING (37.7349123 47.4217379, 37.7395607 47.4218761)"
489234653,Т-05-12,secondary,False,True,180.228,,"LINESTRING (37.7349123 47.4217379, 37.7325191 47.4216661)"
977437015,,residential,False,True,112.422,Центральна вулиця,"LINESTRING (37.7349123 47.4217379, 37.7348947 47.4220741, 37.7348866 47.422228, 37.7348818 47.4223212, 37.7348594 47.4227483)"
"[122259728, 489234653]","['Т-05-12', 'С051644']","['secondary', 'tertiary']",False,True,1227.553,,"LINESTRING (37.7363536 47.4208345, 37.7363809 47.420883, 37.736417 47.4209288, 37.7364614 47.4209711, 37.7365134 47.4210092, 37.7365722 47.4210425, 37.7366368 47.4210705, 37.7367061 47.4210926, 37.736779 47.4211087, 37.7368544 47.4211183, 37.7369309 47.4211213, 37.7419671 47.4210412, 37.7437476 47.4209513, 37.743858 47.4209531, 37.7439678 47.4209611, 37.7440763 47.4209754, 37.7441825 47.4209957, 37.7442859 47.421022, 37.7443857 47.421054, 37.7444812 47.4210916, 37.7445716 47.4211345, 37.7446565 47.4211824, 37.7447351 47.4212348, 37.7456613 47.422047, 37.7395607 47.4218761)"
489234653,Т-05-12,secondary,False,True,350.056,,"LINESTRING (37.7395607 47.4218761, 37.7349123 47.4217379)"
"[122259728, 489234653]","['Т-05-12', 'С051644']","['secondary', 'tertiary']",False,False,1227.5529999999997,,"LINESTRING (37.7395607 47.4218761, 37.7456613 47.422047, 37.7447351 47.4212348, 37.7446565 47.4211824, 37.7445716 47.4211345, 37.7444812 47.4210916, 37.7443857 47.421054, 37.7442859 47.421022, 37.7441825 47.4209957, 37.7440763 47.4209754, 37.7439678 47.4209611, 37.743858 47.4209531, 37.7437476 47.4209513, 37.7419671 47.4210412, 37.7369309 47.4211213, 37.7368544 47.4211183, 37.736779 47.4211087, 37.7367061 47.4210926, 37.7366368 47.4210705, 37.7365722 47.4210425, 37.7365134 47.4210092, 37.7364614 47.4209711, 37.736417 47.4209288, 37.7363809 47.420883, 37.7363536 47.4208345)"
302442474,,residential,False,True,467.63699999999994,Мічуріна вулиця,"LINESTRING (37.7357977 47.4283745, 37.7355096 47.4282053, 37.7334124 47.4269738, 37.7311032 47.4256177)"
302448548,,residential,False,False,257.171,Больнична вулиця,"LINESTRING (37.7283282 47.4215195, 37.7285468 47.4217468, 37.7307718 47.4231259)"
489234653,Т-05-12,secondary,False,False,315.726,,"LINESTRING (37.7283282 47.4215195, 37.7311976 47.4216278, 37.7325191 47.4216661)"
489234653,Т-05-12,secondary,False,False,180.228,,"LINESTRING (37.7325191 47.4216661, 37.7349123 47.4217379)"
302448583,,residential,False,False,181.618,Садовий провулок,"LINESTRING (37.7325191 47.4216661, 37.732525 47.4220052, 37.7325467 47.4221715, 37.7326456 47.4223381, 37.7334659 47.4231063)"
489234653,Т-05-12,secondary,False,True,315.726,,"LINESTRING (37.7325191 47.4216661, 37.7311976 47.4216278, 37.7283282 47.4215195)"
1085379532,,residential,False,True,56.562,Садова вулиця,"LINESTRING (37.7310348 47.4221708, 37.731592 47.4225123)"
302448570,,residential,False,False,91.994,Октябрський провулок,"LINESTRING (37.731592 47.4225123, 37.7307718 47.4231259)"
1085379532,,residential,False,False,56.562,Садова вулиця,"LINESTRING (37.731592 47.4225123, 37.7310348 47.4221708)"
1085379532,,residential,False,True,138.287,Садова вулиця,"LINESTRING (37.731592 47.4225123, 37.7329364 47.4233604)"
"[302448585, 1085379529]",,residential,False,False,180.102,30 лєт Побєди вулиця,"LINESTRING (37.7348594 47.4227483, 37.7343894 47.4230739, 37.7338528 47.4234649, 37.7331766 47.4233642, 37.7329364 47.4233604)"
302448594,,residential,False,True,218.698,Центральна вулиця,"LINESTRING (37.7348594 47.4227483, 37.7363054 47.4235994, 37.7364157 47.4236643, 37.7370526 47.4240392)"
977437015,,residential,False,False,112.422,Центральна вулиця,"LINESTRING (37.7348594 47.4227483, 37.7348818 47.4223212, 37.7348866 47.422228, 37.7348947 47.4220741, 37.7349123 47.4217379)"
302448570,,residential,False,False,92.15,Октябрський провулок,"LINESTRING (37.7307718 47.4231259, 37.7299314 47.4237288)"
302448570,,residential,False,True,91.994,Октябрський провулок,"LINESTRING (37.7307718 47.4231259, 37.731592 47.4225123)"
"[977437074, 302448548]",,residential,False,False,188.954,Больнична вулиця,"LINESTRING (37.7307718 47.4231259, 37.7315849 47.4236189, 37.7326157 47.4234858, 37.7329364 47.4233604)"
302448548,,residential,False,True,257.171,Больнична вулиця,"LINESTRING (37.7307718 47.4231259, 37.7285468 47.4217468, 37.7283282 47.4215195)"
302448583,,residential,False,True,181.618,Садовий провулок,"LINESTRING (37.7334659 47.4231063, 37.7326456 47.4223381, 37.7325467 47.4221715, 37.732525 47.4220052, 37.7325191 47.4216661)"
1085379532,,residential,False,False,138.287,Садова вулиця,"LINESTRING (37.7329364 47.4233604, 37.731592 47.4225123)"
"[977437074, 302448548]",,residential,False,True,188.954,Больнична вулиця,"LINESTRING (37.7329364 47.4233604, 37.7326157 47.4234858, 37.7315849 47.4236189, 37.7307718 47.4231259)"
"[1085379529, 302448585]",,residential,False,True,180.102,30 лєт Побєди вулиця,"LINESTRING (37.7329364 47.4233604, 37.7331766 47.4233642, 37.7338528 47.4234649, 37.7343894 47.4230739, 37.7348594 47.4227483)"
