osmid,lanes,name,highway,maxspeed,oneway,reversed,length,width,geometry
39953231,4,проспект Мазепи,tertiary,50,False,False,6.791,,"LINESTRING (30.4857083 50.5831338, 30.4856605 50.5830808)"
39953231,4,проспект Мазепи,tertiary,50,False,True,4.88,,"LINESTRING (30.4857083 50.5831338, 30.4857426 50.5831719)"
"[1120775520, 383612018, 61281268, 1120775519]",,площа Шевченка,residential,,False,False,400.9629999999999,4,"LINESTRING (30.4857083 50.5831338, 30.4855163 50.5832007, 30.485203 50.5833139, 30.48518 50.5832903, 30.4850732 50.5831808, 30.4850261 50.5831488, 30.4845245 50.5825697, 30.4845038 50.5825476, 30.4843986 50.5824384, 30.4840093 50.5820486, 30.483844 50.5820574, 30.4830069 50.5824991, 30.4829103 50.5825452, 30.4824049 50.5827964, 30.4820184 50.5830111, 30.4818993 50.5830792, 30.4818374 50.5831146)"
39953231,4,проспект Мазепи,tertiary,50,False,True,6.791,,"LINESTRING (30.4856605 50.5830808, 30.4857083 50.5831338)"
26793470,2,проспект Шевченка,tertiary,50,True,False,27.003999999999998,,"LINESTRING (30.4856605 50.5830808, 30.4857721 50.5830233, 30.4859747 50.5829431)"
26793470,2,проспект Шевченка,tertiary,50,True,False,100.238,,"LINESTRING (30.4859747 50.5829431, 30.4872167 50.5825064)"
42151555,,площа Шевченка,residential,,False,False,116.032,,"LINESTRING (30.4859747 50.5829431, 30.4859112 50.5828742, 30.4853522 50.5822611, 30.4851533 50.5820393)"
40320232,2,,tertiary,,False,False,12.272,,"LINESTRING (30.4883835 50.5820961, 30.4884766 50.5821893)"
26793470,2,проспект Шевченка,tertiary,50,True,False,149.09,,"LINESTRING (30.4883835 50.5820961, 30.4897471 50.5816001, 30.4902157 50.5814296)"
39953231,4,проспект Мазепи,tertiary,50,False,False,305.349,,"LINESTRING (30.4885513 50.5862887, 30.4884516 50.5861782, 30.4881312 50.5858226, 30.48809 50.5857769, 30.4873372 50.5849415, 30.4872682 50.5848649, 30.4872185 50.5848097, 30.4864788 50.5839889, 30.4864034 50.5839052)"
1245352065,2,Київська вулиця,unclassified,50,False,False,143.523,,"LINESTRING (30.4798866 50.5780006, 30.4792218 50.5783221, 30.4782805 50.5787916)"
1245352065,2,Київська вулиця,unclassified,50,False,True,26.137,,"LINESTRING (30.4798866 50.5780006, 30.480053 50.5779855, 30.4802427 50.5780297)"
40002026,2,вулиця Кургузова,unclassified,,False,True,124.506,,"LINESTRING (30.481506 50.583818, 30.4823706 50.5847939)"
42463245,2,,unclassified,,False,False,85.951,,"LINESTRING (30.481506 50.583818, 30.482045 50.5841634, 30.4823733 50.5843603)"
31293143,2,Шкільна вулиця,unclassified,,False,False,210.807,,"LINESTRING (30.4802427 50.5780297, 30.4809094 50.5785223, 30.4814327 50.5789227, 30.481745 50.5791218, 30.4822394 50.5794371)"
1245352065,2,Київська вулиця,unclassified,50,False,False,26.137,,"LINESTRING (30.4802427 50.5780297, 30.480053 50.5779855, 30.4798866 50.5780006)"
31293143,2,Шкільна вулиця,unclassified,,False,False,155.537,,"LINESTRING (30.4822394 50.5794371, 30.4823937 50.5795301, 30.4833883 50.5801634, 30.4834316 50.5801921, 30.4835905 50.5802868, 30.4838016 50.5804231)"
31293143,2,Шкільна вулиця,unclassified,,False,True,210.807,,"LINESTRING (30.4822394 50.5794371, 30.481745 50.5791218, 30.4814327 50.5789227, 30.4809094 50.5785223, 30.4802427 50.5780297)"
26793470,2,проспект Шевченка,tertiary,50,True,False,94.17500000000001,,"LINESTRING (30.4872167 50.5825064, 30.4874726 50.5824196, 30.4883835 50.5820961)"
31293143,2,Шкільна вулиця,unclassified,,False,True,334.39,,"LINESTRING (30.4872167 50.5825064, 30.4871193 50.5824415, 30.487024 50.5823827, 30.4840612 50.5805758, 30.4839963 50.5805363, 30.4838016 50.5804231)"
