osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,junction
70316317,С260306,вулиця Валерія Красняна,residential,False,False,264.33799999999997,"LINESTRING (25.9284222 48.085688, 25.9284058 48.0855268, 25.9283241 48.0849906, 25.928189 48.0841042, 25.9280717 48.0833224)",,,
138246370,,,secondary,False,True,67.4,"LINESTRING (25.9284222 48.085688, 25.9278767 48.0855089, 25.9276079 48.0854206)",,,
314022317,,"Центральна вулиця, О26044",tertiary,False,False,319.43999999999994,"LINESTRING (25.9284222 48.085688, 25.9283894 48.0859062, 25.9283918 48.08595, 25.9284342 48.0867295, 25.9284604 48.0871729, 25.9281926 48.0885472)",,,
556847786,Т-26-05,Головна вулиця,secondary,False,False,282.165,"LINESTRING (25.9284222 48.085688, 25.9286466 48.0857589, 25.9288515 48.0858211, 25.9296502 48.0860687, 25.9297374 48.086092, 25.9311956 48.0865894, 25.9314528 48.0866624, 25.9316482 48.0867025, 25.9318726 48.0867355)",,,
314022317,,"Центральна вулиця, О26044",tertiary,False,False,84.684,"LINESTRING (25.9281926 48.0885472, 25.9281105 48.0893068)",,,
230240672,,,residential,False,False,105.90599999999999,"LINESTRING (25.9281926 48.0885472, 25.9279972 48.0885971, 25.9267936 48.0884784)",,,
314022317,,"Центральна вулиця, О26044",tertiary,False,True,319.44,"LINESTRING (25.9281926 48.0885472, 25.9284604 48.0871729, 25.9284342 48.0867295, 25.9283918 48.08595, 25.9283894 48.0859062, 25.9284222 48.085688)",,,
698775496,Т-26-05,Головна вулиця,secondary,False,False,93.177,"LINESTRING (25.9330865 48.08687, 25.9341878 48.0872712)",,,
"[698775496, 556847785, 556847786]",Т-26-05,Головна вулиця,secondary,False,True,91.813,"LINESTRING (25.9330865 48.08687, 25.9329764 48.0868425, 25.9328628 48.0868238, 25.9327085 48.0867952, 25.9321686 48.0867471, 25.9321204 48.0867425, 25.9318726 48.0867355)",yes,,
230240672,,,residential,False,True,84.145,"LINESTRING (25.9256724 48.0883701, 25.9267936 48.0884784)",,,
230240973,,вулиця М. Грушевського,residential,False,False,200.939,"LINESTRING (25.9256724 48.0883701, 25.9250725 48.0901322)",,2,
230240973,,вулиця М. Грушевського,residential,False,True,101.682,"LINESTRING (25.9256724 48.0883701, 25.9259496 48.0874746)",,2,
230240672,,,residential,False,False,74.749,"LINESTRING (25.9256724 48.0883701, 25.9253042 48.088357, 25.924881 48.0883396, 25.9246674 48.0883365)",,,
230240672,,,residential,False,False,84.145,"LINESTRING (25.9267936 48.0884784, 25.9256724 48.0883701)",,,
230240672,,,residential,False,True,105.90599999999999,"LINESTRING (25.9267936 48.0884784, 25.9279972 48.0885971, 25.9281926 48.0885472)",,,
734242601,,,residential,False,True,161.39,"LINESTRING (25.9237768 48.0884421, 25.9236681 48.0887261, 25.9235682 48.0890094, 25.9232691 48.0898533)",,,
860879970,,,residential,False,True,48.633,"LINESTRING (25.9237768 48.0884421, 25.9243157 48.0883995, 25.9244085 48.0883575)",,,
230240964,,,residential,False,False,90.173,"LINESTRING (25.9236769 48.0816728, 25.9248704 48.0818207)",,,
314094816,,,unclassified,False,False,110.423,"LINESTRING (25.9236769 48.0816728, 25.9234303 48.0826521)",,,
283864211,,вулиця 10-ї річниці Незалежності України,residential,False,False,68.863,"LINESTRING (25.9250227 48.0827297, 25.9259433 48.0828024)",,,
