osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes
1169652407,С141017,вулиця Данила Галицького,secondary,50,False,True,213.559,"LINESTRING (23.3740667 49.7867469, 23.3770304 49.7865818)",,
200517373,Р-40,вулиця 1 Листопада,secondary,,False,False,121.93900000000002,"LINESTRING (23.3740667 49.7867469, 23.3741775 49.7873237, 23.374212 49.787416, 23.3742553 49.7874968, 23.3744694 49.7878019)",,
"[309229544, 993412008, 1169652407]",С141017,"['вулиця Данила Галицького', 'площа Івана Франка']",secondary,50,False,False,113.06,"LINESTRING (23.3740667 49.7867469, 23.373401 49.7867782, 23.3732072 49.7868076, 23.372784 49.7869457, 23.3725992 49.7870385)",yes,2
993412008,С141017,площа Івана Франка,secondary,50,False,True,11.959,"LINESTRING (23.3724672 49.7871041, 23.3725992 49.7870385)",,2
222635592,,вулиця Ананія Грішного,residential,,False,True,45.532,"LINESTRING (23.3724672 49.7871041, 23.3721312 49.7868705, 23.3720381 49.7868026)",,
993412008,С141017,площа Івана Франка,secondary,50,False,False,116.00300000000001,"LINESTRING (23.3724672 49.7871041, 23.3723751 49.7872059, 23.3722369 49.7873081, 23.3714788 49.7879278)",,2
1169652407,С141017,вулиця Данила Галицького,secondary,50,False,False,22.643,"LINESTRING (23.3773453 49.7865704, 23.3770304 49.7865818)",,
515645447,Р-40,вулиця 1 Листопада,secondary,,False,False,75.17,"LINESTRING (23.3769617 49.7916349, 23.377474 49.7922245)",,
515645447,Р-40,вулиця 1 Листопада,secondary,,False,True,119.344,"LINESTRING (23.3769617 49.7916349, 23.3763438 49.7906385)",,
516491634,,вулиця Тараса Шевченка,residential,,False,True,110.856,"LINESTRING (23.3769617 49.7916349, 23.3782922 49.7911288)",,
516491634,,вулиця Тараса Шевченка,residential,,False,False,197.048,"LINESTRING (23.3769617 49.7916349, 23.3762045 49.7919386, 23.3754734 49.7921817, 23.374522 49.7924385)",,
516491634,,вулиця Тараса Шевченка,residential,,False,True,197.048,"LINESTRING (23.374522 49.7924385, 23.3754734 49.7921817, 23.3762045 49.7919386, 23.3769617 49.7916349)",,
838291942,,вулиця Олеся Гончара,residential,,False,True,354.097,"LINESTRING (23.374522 49.7924385, 23.373589 49.791086, 23.3733536 49.7907355, 23.3724835 49.7895389)",,
229900869,,Піонерський провулок,residential,,False,False,144.157,"LINESTRING (23.3730149 49.7852651, 23.3730291 49.7839687)",,
222635566,,Садова вулиця,residential,,False,True,140.245,"LINESTRING (23.3730149 49.7852651, 23.3727224 49.7853192, 23.3721275 49.7853872, 23.3711145 49.785553)",,
222635561,,Садова вулиця,residential,,False,True,273.953,"LINESTRING (23.3711145 49.785553, 23.3709758 49.7855699, 23.3704528 49.7856942, 23.3702385 49.7858019, 23.3699828 49.78603, 23.3697089 49.7864004, 23.3695452 49.7866122, 23.3692163 49.7869743, 23.3686633 49.7873083)",,
222635566,,Садова вулиця,residential,,False,False,140.245,"LINESTRING (23.3711145 49.785553, 23.3721275 49.7853872, 23.3727224 49.7853192, 23.3730149 49.7852651)",,
222635592,,вулиця Ананія Грішного,residential,,False,False,103.86,"LINESTRING (23.3711145 49.785553, 23.3711469 49.7856499, 23.3712845 49.7858926, 23.3716593 49.7864158)",,
222635592,,вулиця Ананія Грішного,residential,,False,False,50.886,"LINESTRING (23.3716593 49.7864158, 23.3720381 49.7868026)",,
222635586,,Кільцева вулиця,residential,,False,True,230.12599999999998,"LINESTRING (23.3716593 49.7864158, 23.3711214 49.7866951, 23.3699455 49.787932, 23.3697835 49.7880693)",,
222635592,,вулиця Ананія Грішного,residential,,False,True,103.86,"LINESTRING (23.3716593 49.7864158, 23.3712845 49.7858926, 23.3711469 49.7856499, 23.3711145 49.785553)",,
222635584,,вулиця Степана Бандери,residential,,False,False,133.127,"LINESTRING (23.3770304 49.7865818, 23.3783732 49.7874075)",,
1169652407,С141017,вулиця Данила Галицького,secondary,50,False,False,213.559,"LINESTRING (23.3770304 49.7865818, 23.3740667 49.7867469)",,
1169652407,С141017,вулиця Данила Галицького,secondary,50,False,True,22.643,"LINESTRING (23.3770304 49.7865818, 23.3773453 49.7865704)",,
222635561,,Садова вулиця,residential,,False,False,273.95300000000003,"LINESTRING (23.3686633 49.7873083, 23.3692163 49.7869743, 23.3695452 49.7866122, 23.3697089 49.7864004, 23.3699828 49.78603, 23.3702385 49.7858019, 23.3704528 49.7856942, 23.3709758 49.7855699, 23.3711145 49.785553)",,
222635561,,Садова вулиця,residential,,False,True,79.887,"LINESTRING (23.3686633 49.7873083, 23.3684139 49.7874993, 23.3683316 49.7875982, 23.3683621 49.7876811, 23.3686289 49.7878905)",,
222635584,,вулиця Степана Бандери,residential,,False,True,133.127,"LINESTRING (23.3783732 49.7874075, 23.3770304 49.7865818)",,
222635605,,вулиця Маркіяна Шашкевича,residential,,False,False,68.555,"LINESTRING (23.3783732 49.7874075, 23.3775624 49.7877332)",,
222635605,,вулиця Маркіяна Шашкевича,residential,,False,True,68.555,"LINESTRING (23.3775624 49.7877332, 23.3783732 49.7874075)",,
"[222635588, 222635605]",,"['вулиця Маркіяна Шашкевича', 'вулиця Лесі Українки']",residential,,False,"[False, True]",304.779,"LINESTRING (23.3775624 49.7877332, 23.37668 49.7881149, 23.3760235 49.7884455, 23.3759669 49.7885124, 23.3760055 49.7885765, 23.3760981 49.7886757, 23.3769091 49.7893586, 23.3770551 49.7894659, 23.3771478 49.7894863, 23.3772815 49.789479, 23.3774282 49.7894369)",,
222635615,,вулиця Івана Франка,residential,,False,False,272.118,"LINESTRING (23.3775624 49.7877332, 23.3788061 49.7886242, 23.3788353 49.7886857, 23.3787779 49.7887443, 23.3782202 49.7890607, 23.3781161 49.7891101, 23.3774282 49.7894369)",,
222635560,,вулиця Івана Вишенського,residential,,False,False,86.949,"LINESTRING (23.3686289 49.7878905, 23.3689281 49.7878861, 23.3692246 49.7879066, 23.3694948 49.7879949, 23.3697835 49.7880693)",,
222635561,,Садова вулиця,residential,,False,False,79.887,"LINESTRING (23.3686289 49.7878905, 23.3683621 49.7876811, 23.3683316 49.7875982, 23.3684139 49.7874993, 23.3686633 49.7873083)",,
222635560,,вулиця Івана Вишенського,residential,,False,False,33.793,"LINESTRING (23.3697835 49.7880693, 23.3700202 49.7881786, 23.3701714 49.7882413)",,
222635560,,вулиця Івана Вишенського,residential,,False,True,86.949,"LINESTRING (23.3697835 49.7880693, 23.3694948 49.7879949, 23.3692246 49.7879066, 23.3689281 49.7878861, 23.3686289 49.7878905)",,
222635586,,Кільцева вулиця,residential,,False,False,230.12599999999998,"LINESTRING (23.3697835 49.7880693, 23.3699455 49.787932, 23.3711214 49.7866951, 23.3716593 49.7864158)",,
222635560,,вулиця Івана Вишенського,residential,,False,True,44.649,"LINESTRING (23.370586 49.7885406, 23.3704488 49.7884432, 23.3701714 49.7882413)",,
838283630,,площа Івана Франка,residential,,False,True,34.665,"LINESTRING (23.370586 49.7885406, 23.3707623 49.7886965, 23.3708707 49.7887924)",,
993412008,С141017,площа Івана Франка,secondary,50,False,True,94.211,"LINESTRING (23.370586 49.7885406, 23.3708816 49.7883999, 23.3710065 49.7883172, 23.3713636 49.788028, 23.3714788 49.7879278)",,2
222635571,,вулиця Михайла Коцюбинського,residential,,False,True,144.153,"LINESTRING (23.3795897 49.7892265, 23.3779378 49.7899636)",,
222635571,,вулиця Михайла Коцюбинського,residential,,False,False,144.153,"LINESTRING (23.3779378 49.7899636, 23.3795897 49.7892265)",,
222635588,,вулиця Лесі Українки,residential,,False,True,67.633,"LINESTRING (23.3779378 49.7899636, 23.3783897 49.7904973)",,
222635588,,вулиця Лесі Українки,residential,,False,False,70.27700000000002,"LINESTRING (23.3779378 49.7899636, 23.3777676 49.7897183, 23.377666 49.7895875, 23.3775642 49.7895033, 23.3774282 49.7894369)",,
222635588,,вулиця Лесі Українки,residential,,False,False,67.633,"LINESTRING (23.3783897 49.7904973, 23.3779378 49.7899636)",,
222635588,,вулиця Лесі Українки,residential,,False,True,56.962,"LINESTRING (23.3783897 49.7904973, 23.3787773 49.7909443)",,
200517414,,вулиця Тараса Шевченка,residential,,False,False,11.13,"LINESTRING (23.3787773 49.7909443, 23.3786437 49.7909951)",,
222635588,,вулиця Лесі Українки,residential,,False,False,56.962,"LINESTRING (23.3787773 49.7909443, 23.3783897 49.7904973)",,
222635587,,вулиця Василя Стефаника,residential,,False,False,51.604,"LINESTRING (23.377474 49.7922245, 23.3768143 49.7924089)",,
