osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel
43620117,Галицька вулиця,secondary,50,False,False,181.45700000000002,"LINESTRING (25.3893365 49.0601264, 25.3894873 49.0601806, 25.390095 49.060375, 25.39052 49.06056, 25.3910017 49.0608137, 25.391263 49.0611037)",,,
43620117,Галицька вулиця,secondary,50,False,True,287.64,"LINESTRING (25.3893365 49.0601264, 25.3889966 49.059948, 25.3887365 49.0597976, 25.3885098 49.0596887, 25.3882228 49.0596034, 25.3879412 49.0595542, 25.3876569 49.0595287, 25.387351 49.0595182, 25.386997 49.0595123, 25.3867704 49.0594988, 25.3866054 49.0594488, 25.386478 49.0593784, 25.3863681 49.059273, 25.3862634 49.0591096, 25.386124 49.0589437)",,,
283554759,вулиця Василя Стуса,tertiary,50,False,True,426.70000000000005,"LINESTRING (25.3893365 49.0601264, 25.3893735 49.0602782, 25.3894848 49.0604084, 25.389651 49.0605754, 25.3898732 49.0608955, 25.3899944 49.0610991, 25.3900788 49.0612764, 25.3901231 49.0614383, 25.3901607 49.0615965, 25.3901727 49.0619728, 25.3901859 49.0620327, 25.3902331 49.0621308, 25.3903187 49.0622266, 25.3907293 49.0625543, 25.391195 49.0628896, 25.3915098 49.0631325, 25.3916788 49.0632995, 25.3918242 49.0634837)",,,
172535249,,secondary,50,False,True,37.502,"LINESTRING (25.3961481 49.0627458, 25.3959061 49.0627227, 25.3956516 49.0626633)",,,
226973043,,secondary,50,False,True,370.775,"LINESTRING (25.3961481 49.0627458, 25.396162 49.0629533, 25.3961254 49.0630862, 25.3960621 49.0631563, 25.3959674 49.0632306, 25.3958664 49.0633086, 25.3957185 49.0633712, 25.3949817 49.0636009, 25.3946487 49.0637325, 25.3943706 49.0638627, 25.3939801 49.0640573, 25.393356 49.0643632, 25.3926659 49.0647116, 25.3924803 49.0648436)",,,
226973037,Підгаєцька вулиця,secondary,50,False,True,103.30600000000001,"LINESTRING (25.3908233 49.0652188, 25.390637 49.0652909, 25.3904866 49.0653592, 25.3901365 49.0655876, 25.3898066 49.0658548)",,,
226973042,,tertiary,,False,True,166.32600000000002,"LINESTRING (25.3908233 49.0652188, 25.3907255 49.0650598, 25.3907266 49.0649629, 25.3907631 49.0648827, 25.3916837 49.0639109)",,,
844407304,Підгаєцька вулиця,secondary,50,False,False,99.21499999999999,"LINESTRING (25.3908233 49.0652188, 25.3910722 49.0651847, 25.3921352 49.064981)",,,
148204210,Мулярська вулиця,tertiary,,False,False,78.386,"LINESTRING (25.3952293 49.0625573, 25.3952659 49.0624161, 25.3952194 49.0623286, 25.3951162 49.0622565, 25.3948768 49.0621045, 25.3947311 49.0619865)",О200305,,
172535249,,secondary,50,False,False,32.966,"LINESTRING (25.3952293 49.0625573, 25.3953398 49.0625806, 25.3956516 49.0626633)",,,
