osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction
633954570,вулиця Грушевського,tertiary,False,True,151.199,"LINESTRING (26.1308216 51.8137905, 26.1314129 51.8124808)",,,
747416398,вулиця Грушевського,tertiary,False,False,56.724,"LINESTRING (26.1308216 51.8137905, 26.1305949 51.814281)",,,
633954535,вулиця Василя Войтовича,tertiary,False,False,107.38,"LINESTRING (26.1308216 51.8137905, 26.1317959 51.8139317, 26.1323444 51.8140055)",,,
633954541,Фестивальна вулиця,tertiary,False,False,21.181,"LINESTRING (26.1277563 51.8138542, 26.1276849 51.8140395)",50,,
633954548,вулиця Лесі Українки,tertiary,False,False,94.018,"LINESTRING (26.1277563 51.8138542, 26.1290847 51.8140554)",,,
633954541,Фестивальна вулиця,tertiary,False,True,216.76800000000003,"LINESTRING (26.1277563 51.8138542, 26.1279096 51.8134841, 26.1279446 51.8133998, 26.1282384 51.8126906, 26.1285219 51.8120491, 26.1285619 51.8119696)",50,,
633954570,вулиця Грушевського,tertiary,False,False,151.199,"LINESTRING (26.1314129 51.8124808, 26.1308216 51.8137905)",,,
633954589,вулиця Шевченка,tertiary,False,False,204.069,"LINESTRING (26.1314129 51.8124808, 26.1285619 51.8119696)",,,
335402691,вулиця Шевченка,residential,False,True,128.574,"LINESTRING (26.1314129 51.8124808, 26.1322393 51.812646, 26.1325919 51.8128268, 26.133118 51.8129116)",,,
633954589,вулиця Шевченка,tertiary,False,True,204.069,"LINESTRING (26.1285619 51.8119696, 26.1314129 51.8124808)",,,
633954541,Фестивальна вулиця,tertiary,False,False,216.76799999999997,"LINESTRING (26.1285619 51.8119696, 26.1285219 51.8120491, 26.1282384 51.8126906, 26.1279446 51.8133998, 26.1279096 51.8134841, 26.1277563 51.8138542)",50,,
633954573,Фестивальна вулиця,tertiary,False,True,75.821,"LINESTRING (26.1285619 51.8119696, 26.1287122 51.8116333, 26.1288858 51.8113181)",50,3,
220246596,вулиця 1 Грудня,residential,False,False,78.01,"LINESTRING (26.1277306 51.8089213, 26.1273946 51.8095914)",,,
633954585,Центральна вулиця,tertiary,False,False,9.448,"LINESTRING (26.1222539 51.8099779, 26.1223832 51.8100067)",50,,
220246577,Калецька вулиця,residential,False,True,436.38300000000004,"LINESTRING (26.1222539 51.8099779, 26.1227097 51.8090824, 26.1228192 51.8090215, 26.1231005 51.8090204, 26.1253846 51.8094084, 26.1273946 51.8095914)",,,
220246596,вулиця 1 Грудня,residential,False,False,152.374,"LINESTRING (26.1273946 51.8095914, 26.1268153 51.8109141)",,,
220246596,вулиця 1 Грудня,residential,False,True,78.01,"LINESTRING (26.1273946 51.8095914, 26.1277306 51.8089213)",,,
220246577,Калецька вулиця,residential,False,False,436.383,"LINESTRING (26.1273946 51.8095914, 26.1253846 51.8094084, 26.1231005 51.8090204, 26.1228192 51.8090215, 26.1227097 51.8090824, 26.1222539 51.8099779)",,,
