osmid,name,highway,maxspeed,oneway,reversed,length,access,geometry,lanes
145006408,вулиця Шевченка,secondary,50,False,True,85.57,,"LINESTRING (33.0058173 50.0116509, 33.0069299 50.0119355)",
173496469,,residential,,False,False,65.018,no,"LINESTRING (33.0058173 50.0116509, 33.0061296 50.0111017)",
145006408,вулиця Шевченка,secondary,50,False,False,128.69899999999998,,"LINESTRING (33.0058173 50.0116509, 33.0042452 50.0112547, 33.0041406 50.0112283)",
420504425,Монастирська вулиця,secondary,,False,False,169.913,,"LINESTRING (33.0058173 50.0116509, 33.0057543 50.011737, 33.0049389 50.0129892, 33.0049127 50.0130628)",
172446829,Монастирська вулиця,secondary,,False,False,334.548,,"LINESTRING (33.0049127 50.0130628, 33.0048269 50.0140117, 33.0048599 50.014319, 33.0049332 50.0150012, 33.0049468 50.0151568, 33.0049877 50.0152677, 33.0053939 50.0160202)",
420504413,вулиця Григора Тютюнника,residential,,False,True,129.407,,"LINESTRING (33.0049127 50.0130628, 33.0048346 50.0130329, 33.0040933 50.0128483, 33.0033749 50.0126376, 33.00325 50.012604)",
420504425,Монастирська вулиця,secondary,,False,True,169.913,,"LINESTRING (33.0049127 50.0130628, 33.0049389 50.0129892, 33.0057543 50.011737, 33.0058173 50.0116509)",
671666647,,residential,,False,True,108.515,,"LINESTRING (33.0049127 50.0130628, 33.0049792 50.0130924, 33.0053788 50.0131928, 33.0060776 50.0134188, 33.0061916 50.0134489, 33.0062921 50.0134638)",
118711350,Старотроїцька вулиця,residential,,False,False,303.225,,"LINESTRING (33.0046046 50.010476, 33.0044672 50.0104456, 33.003702 50.0102447, 33.0010832 50.0095573, 33.0007465 50.0095117, 33.0006493 50.0095016)",
144337665,вулиця Посульський Узвіз,residential,,False,False,172.701,,"LINESTRING (33.0046046 50.010476, 33.0046365 50.0104223, 33.005112 50.0096214, 33.0052993 50.0093025, 33.0054661 50.0090249)",
145006416,вулиця Франка,residential,,False,False,126.39600000000002,,"LINESTRING (33.0046046 50.010476, 33.0047159 50.0105085, 33.0051052 50.010611, 33.0061619 50.0108999, 33.0062332 50.0109194)",
174188159,Володимирський проспект,tertiary,,False,False,89.99999999999999,,"LINESTRING (33.0046046 50.010476, 33.0045597 50.0105494, 33.0042196 50.0111061, 33.0041975 50.0111474, 33.0041406 50.0112283)",
118711350,Старотроїцька вулиця,residential,,False,True,303.225,,"LINESTRING (33.0006493 50.0095016, 33.0007465 50.0095117, 33.0010832 50.0095573, 33.003702 50.0102447, 33.0044672 50.0104456, 33.0046046 50.010476)",
145122002,Інститутська вулиця,residential,,False,False,166.83100000000002,,"LINESTRING (33.0006493 50.0095016, 33.0005705 50.0094955, 32.9996107 50.0094096, 32.9984996 50.0089933)",
174264342,вулиця Ярослава Мудрого,secondary,,False,False,204.10799999999998,,"LINESTRING (33.0006493 50.0095016, 33.0008164 50.0083491, 33.0008508 50.0081974, 33.0009551 50.0077381, 33.0009687 50.0076781)",
144335806,вулиця Владислава Бєлоруса,residential,,False,True,411.155,,"LINESTRING (32.9987069 50.0127474, 32.9985684 50.0139452, 32.9983217 50.0154398, 32.9983364 50.0154637, 32.9983648 50.0154774, 32.9985223 50.0154843, 32.9989223 50.0154945, 32.9994989 50.0155382, 32.9997345 50.0155578, 32.9998284 50.0155632)",
145122012,вулиця 1-ші Плютенці,residential,,False,False,162.453,,"LINESTRING (32.9987069 50.0127474, 32.9984537 50.0127116, 32.998338 50.0126951, 32.9977387 50.012791, 32.9965079 50.0130124)",
145122012,вулиця 1-ші Плютенці,residential,,False,True,110.167,,"LINESTRING (32.9987069 50.0127474, 33.0001295 50.0127845, 33.0002472 50.0127897)",
671666650,,residential,,False,False,110.113,,"LINESTRING (33.0071589 50.0129692, 33.0070249 50.0129061, 33.0069881 50.0128916, 33.0069359 50.0128742, 33.0068796 50.0128636, 33.006821 50.0128601, 33.0067626 50.0128639, 33.0067064 50.0128749, 33.0066545 50.0128926, 33.0066088 50.0129164, 33.0065711 50.0129453, 33.0064626 50.0130523, 33.0064062 50.0131666, 33.0062921 50.0134638)",
