osmid,oneway,lanes,ref,highway,junction,reversed,length,geometry,name,maxspeed
526913844,True,2,Н-01;Н-02,primary,roundabout,False,11.89,"LINESTRING (30.8228373 49.8651589, 30.8229192 49.8651504, 30.8230019 49.8651544)",,
23508539,True,2,Н-01,primary,,False,30.515,"LINESTRING (30.822807 49.8657108, 30.8227439 49.8654394)",,
136333154,False,,Н-01;О-101201,primary,,False,223.06699999999998,"LINESTRING (30.822807 49.8657108, 30.8227947 49.8657771, 30.8227919 49.8657923, 30.8227864 49.865822, 30.822782 49.8658638, 30.82275 49.866167, 30.8228226 49.866893, 30.8228578 49.8672454, 30.8228784 49.867451, 30.8229014 49.867681, 30.8229045 49.8677121)",Столична вулиця,50
136333162,True,,Н-01;Н-02,primary,,False,43.999,"LINESTRING (30.8230019 49.8651544, 30.8236104 49.8651022)",,
494402255,True,,Н-01,primary,roundabout,False,27.695999999999998,"LINESTRING (30.8230019 49.8651544, 30.8231136 49.8651958, 30.8231817 49.8652663, 30.82319 49.8653491)",,
59692357,True,2,Н-01;Н-02,primary,,False,40.764,"LINESTRING (30.8236104 49.8651022, 30.82319 49.8653491)",,
136333144,False,2,Н-01;Н-02,primary,,False,26.93,"LINESTRING (30.8236104 49.8651022, 30.8239621 49.865017)",вулиця Незалежності,50
385249689,True,2,Н-02,primary,,False,28.762,"LINESTRING (30.8226668 49.8653333, 30.8223123 49.8652121)",,
136333165,True,2,Н-01,primary,roundabout,False,24.429,"LINESTRING (30.8226668 49.8653333, 30.8226814 49.8652607, 30.8227419 49.8651987, 30.8228373 49.8651589)",,
494402258,True,2,Н-01;Н-02,primary,roundabout,False,19.643,"LINESTRING (30.82319 49.8653491, 30.8231582 49.8654043, 30.8230992 49.8654493, 30.82302 49.8654786)",,
526913845,True,2,Н-01;Н-02,primary,roundabout,False,13.27,"LINESTRING (30.8227439 49.8654394, 30.8227055 49.8654083, 30.8226793 49.8653723, 30.8226668 49.8653333)",,
136333163,True,2,Н-01,primary,,False,29.995,"LINESTRING (30.82302 49.8654786, 30.822807 49.8657108)",,
494402256,True,,Н-01;Н-02,primary,roundabout,False,21.253,"LINESTRING (30.82302 49.8654786, 30.8229224 49.8654887, 30.8228259 49.865475, 30.8227439 49.8654394)",,
136333144,False,2,Н-01;Н-02,primary,,True,26.93,"LINESTRING (30.8239621 49.865017, 30.8236104 49.8651022)",вулиця Незалежності,50
136333144,False,2,Н-01;Н-02,primary,,False,137.554,"LINESTRING (30.8239621 49.865017, 30.8240931 49.8649878, 30.8250451 49.8647703, 30.8256262 49.8646376, 30.8257739 49.8646095)",вулиця Незалежності,50
167885122,False,,,residential,,False,376.524,"LINESTRING (30.8239621 49.865017, 30.8238765 49.8648302, 30.8238669 49.8647177, 30.8237586 49.8634449, 30.8237049 49.8628134, 30.823683 49.8625562, 30.8236054 49.8616436)",Паркова вулиця,
59692344,False,2,Н-02,primary,,False,51.849999999999994,"LINESTRING (30.8223123 49.8652121, 30.82217 49.8652134, 30.8215893 49.8652271)",вулиця Ставʼянка,
385249688,True,2,Н-02,primary,,False,38.113,"LINESTRING (30.8223123 49.8652121, 30.8225533 49.8651819, 30.8228373 49.8651589)",,
