osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,width
212734288,вулиця Олега Степанюка,residential,False,True,94.926,,"LINESTRING (28.8525817 48.673583, 28.8526803 48.6744342)",,
241349190,вулиця Миколи Леонтовича,primary,False,False,49.662,Р-08;О-022112,"LINESTRING (28.8525817 48.673583, 28.8532574 48.6735635)",,
822180620,вулиця Миколи Леонтовича,primary,False,True,56.411,Р-08;О-022112,"LINESTRING (28.8525817 48.673583, 28.8524696 48.6735865, 28.8518143 48.673607)",,
239926245,вулиця Незалежності,tertiary,False,True,32.857,,"LINESTRING (28.8599765 48.6733172, 28.8599924 48.6736125)",2,
127161430,вулиця Ростислава Покиньчереди,residential,False,True,50.414,,"LINESTRING (28.8599765 48.6733172, 28.8599659 48.6731951, 28.8601012 48.6728763)",,
239926243,вулиця Миколи Леонтовича,secondary,False,True,275.358,О-022112,"LINESTRING (28.8599765 48.6733172, 28.8582922 48.6733952, 28.8562335 48.6734677)",2,
124064620,,residential,False,True,37.313,,"LINESTRING (28.8567416 48.6760762, 28.8562477 48.6759972)",,
241349191,вулиця Незалежності,primary,False,False,128.10399999999998,Р-08,"LINESTRING (28.8567416 48.6760762, 28.8567952 48.6759903, 28.8568917 48.6759003, 28.8578872 48.675216)",2,
162365512,Соборна вулиця,primary,False,False,232.44899999999998,Р-08,"LINESTRING (28.8578872 48.675216, 28.856221 48.6736168, 28.8562335 48.6734677)",2,
239926245,вулиця Незалежності,tertiary,False,False,238.663,,"LINESTRING (28.8578872 48.675216, 28.8597083 48.6740086, 28.8598987 48.6738122, 28.8599924 48.6736125)",2,
241349191,вулиця Незалежності,primary,False,True,128.10399999999998,Р-08,"LINESTRING (28.8578872 48.675216, 28.8568917 48.6759003, 28.8567952 48.6759903, 28.8567416 48.6760762)",2,
239926245,вулиця Незалежності,tertiary,False,False,32.857,,"LINESTRING (28.8599924 48.6736125, 28.8599765 48.6733172)",2,
"[162365505, 162365517]","['вулиця Перемоги', 'вулиця 30 років Перемоги']",residential,False,False,230.36200000000002,,"LINESTRING (28.8599924 48.6736125, 28.8602061 48.673676, 28.8605453 48.6738675, 28.8618999 48.6750188, 28.8621074 48.6749281)",,
