osmid,oneway,name,highway,reversed,length,geometry,maxspeed,access,ref
25213804,False,Свободи вулиця,residential,True,139.612,"LINESTRING (38.0008712 48.5896667, 38.0006027 48.5896078, 37.9997257 48.5894156, 37.9990694 48.5892717)",,,
"[140128210, 453135308]",False,Свободи вулиця,secondary,False,156.727,"LINESTRING (38.0008712 48.5896667, 38.0018067 48.5898476, 38.0027242 48.5900306, 38.0029137 48.5900684)",,,
843910259,False,Миру вулиця,residential,True,19.802,"LINESTRING (38.0008712 48.5896667, 38.0009274 48.5895459, 38.0009504 48.5894965)",20,no,
1008707862,False,Незалежності вулиця,secondary,False,43.704,"LINESTRING (38.0029137 48.5900684, 38.0030817 48.5896914)",50,,Т-05-13
25213790,True,Незалежності вулиця,secondary,False,197.95499999999998,"LINESTRING (38.0029137 48.5900684, 38.0027218 48.5905072, 38.0025584 48.5908807, 38.0025204 48.5909676, 38.0021656 48.5917785)",,,Т-05-13
"[140128210, 453135308]",False,Свободи вулиця,secondary,True,156.727,"LINESTRING (38.0029137 48.5900684, 38.0027242 48.5900306, 38.0018067 48.5898476, 38.0008712 48.5896667)",,,
140128217,False,Василя Першина вулиця,residential,True,154.59199999999998,"LINESTRING (38.002098 48.5869827, 38.0023427 48.5870263, 38.0026065 48.5870733, 38.0036512 48.5872594, 38.0039616 48.5873147, 38.0041269 48.5873456)",,,
403237123,False,Василя Першина вулиця,residential,False,155.933,"LINESTRING (38.002098 48.5869827, 38.001334 48.5868363, 38.0000619 48.5865921)",,,
844716605,False,Миру вулиця,residential,True,177.726,"LINESTRING (38.002098 48.5869827, 38.0026173 48.5856891, 38.002688 48.585513, 38.0027181 48.5854379)",,,
403237123,False,Василя Першина вулиця,residential,True,196.963,"LINESTRING (37.9974897 48.5860996, 38.0000619 48.5865921)",,,
37900056,False,Садова вулиця,tertiary,True,300.044,"LINESTRING (37.9974897 48.5860996, 37.9974422 48.5862617, 37.9968 48.5885503, 37.9967721 48.5886537, 37.9967458 48.5887527)",50,,
133038672,False,Сибірцева вулиця,residential,False,112.361,"LINESTRING (37.9986372 48.5902409, 37.9990694 48.5892717)",,,
133038672,False,Сибірцева вулиця,residential,True,112.361,"LINESTRING (37.9990694 48.5892717, 37.9986372 48.5902409)",,,
25213804,False,Свободи вулиця,residential,False,139.612,"LINESTRING (37.9990694 48.5892717, 37.9997257 48.5894156, 38.0006027 48.5896078, 38.0008712 48.5896667)",,,
25213804,False,Свободи вулиця,residential,True,180.38400000000001,"LINESTRING (37.9990694 48.5892717, 37.9989328 48.5892404, 37.9967458 48.5887527)",,,
25213804,False,Свободи вулиця,residential,False,180.38400000000001,"LINESTRING (37.9967458 48.5887527, 37.9989328 48.5892404, 37.9990694 48.5892717)",,,
37900056,False,Садова вулиця,tertiary,False,300.044,"LINESTRING (37.9967458 48.5887527, 37.9967721 48.5886537, 37.9968 48.5885503, 37.9974422 48.5862617, 37.9974897 48.5860996)",50,,
37900056,False,Садова вулиця,tertiary,True,188.34,"LINESTRING (37.9967458 48.5887527, 37.9967223 48.5888284, 37.9966954 48.5889126, 37.9964678 48.5895963, 37.9963682 48.5899235, 37.9962287 48.5903141, 37.9961732 48.590402)",50,,
140128217,False,Василя Першина вулиця,residential,False,154.59199999999998,"LINESTRING (38.0041269 48.5873456, 38.0039616 48.5873147, 38.0036512 48.5872594, 38.0026065 48.5870733, 38.0023427 48.5870263, 38.002098 48.5869827)",,,
1008707862,False,Незалежності вулиця,secondary,True,176.70999999999998,"LINESTRING (38.0041269 48.5873456, 38.0037765 48.5881642, 38.0034504 48.5888704)",50,,Т-05-13
403237123,False,Василя Першина вулиця,residential,False,196.963,"LINESTRING (38.0000619 48.5865921, 37.9974897 48.5860996)",,,
144277549,False,Сибірцева вулиця,residential,False,221.196,"LINESTRING (38.0000619 48.5865921, 37.9998161 48.5871884, 37.9994582 48.5880566, 37.9992708 48.5885113)",,,
144277549,False,Сибірцева вулиця,residential,True,176.247,"LINESTRING (38.0000619 48.5865921, 38.0004498 48.585651, 38.0006922 48.5850629)",,,
403237123,False,Василя Першина вулиця,residential,True,155.933,"LINESTRING (38.0000619 48.5865921, 38.001334 48.5868363, 38.002098 48.5869827)",,,
144277549,False,Сибірцева вулиця,residential,True,221.196,"LINESTRING (37.9992708 48.5885113, 37.9994582 48.5880566, 37.9998161 48.5871884, 38.0000619 48.5865921)",,,
163710355,False,Лермонтова вулиця,residential,True,153.94,"LINESTRING (38.0021656 48.5917785, 38.0012721 48.5916014, 38.0001606 48.5913811)",,,
188003109,False,Лермонтова вулиця,residential,False,151.382,"LINESTRING (38.0021656 48.5917785, 38.0023561 48.5917955, 38.0026269 48.5918068, 38.0031599 48.591829, 38.0042185 48.591873)",,,
163710355,False,Лермонтова вулиця,residential,False,153.94,"LINESTRING (38.0001606 48.5913811, 38.0012721 48.5916014, 38.0021656 48.5917785)",,,
862781064,True,Миру вулиця,secondary,False,197.667,"LINESTRING (38.0001606 48.5913811, 38.0006679 48.5901571, 38.0007069 48.5900632, 38.0008712 48.5896667)",,,
199618612,False,Базарна вулиця,residential,True,381.20799999999997,"LINESTRING (38.0071275 48.5859892, 38.0070831 48.5860813, 38.0070033 48.5863264, 38.0070024 48.5864339, 38.0070072 48.5865894, 38.0070122 48.5866192, 38.0070173 48.5866498, 38.0070892 48.587079, 38.0069677 48.5879234, 38.0067774 48.588655, 38.0066493 48.5893848)",,,
188003102,False,,residential,True,95.891,"LINESTRING (38.0079378 48.5895163, 38.0066493 48.5893848)",,,
223232513,False,,residential,False,30.731,"LINESTRING (38.0079378 48.5895163, 38.0083502 48.5895607)",,,
