osmid,ref,highway,oneway,reversed,length,lanes,width,geometry
203099599,О-030214,tertiary,False,False,36.153,,,"LINESTRING (25.026156 50.5237512, 25.0258993 50.52347)"
1004656169,О-030208,tertiary,False,False,38.307,2,7,"LINESTRING (25.026156 50.5237512, 25.0261536 50.5234067)"
199544970,О-030214,tertiary,False,True,184.597,2,7,"LINESTRING (25.026156 50.5237512, 25.0261557 50.523799, 25.0262825 50.5254093)"
199544970,О-030214,tertiary,False,False,184.597,2,7,"LINESTRING (25.0262825 50.5254093, 25.0261557 50.523799, 25.026156 50.5237512)"
199544970,О-030214,tertiary,False,True,140.33,2,7,"LINESTRING (25.0262825 50.5254093, 25.0262837 50.525571, 25.0263067 50.5256588, 25.0263977 50.5258319, 25.0269292 50.5265887)"
199544970,О-030214,tertiary,False,False,35.010999999999996,2,7,"LINESTRING (25.0270454 50.5270415, 25.0270427 50.5268041, 25.0270268 50.5267273)"
199544970,О-030214,tertiary,False,True,192.29600000000002,2,7,"LINESTRING (25.0270454 50.5270415, 25.0263013 50.5281557, 25.0261676 50.5283285, 25.0258985 50.5286064)"
199544970,О-030214,tertiary,False,False,192.296,2,7,"LINESTRING (25.0258985 50.5286064, 25.0261676 50.5283285, 25.0263013 50.5281557, 25.0270454 50.5270415)"
199544970,О-030214,tertiary,False,True,338.2819999999999,2,7,"LINESTRING (25.0258985 50.5286064, 25.025365 50.5290606, 25.0252084 50.5292244, 25.0251383 50.5293435, 25.0250732 50.5295163, 25.0250194 50.5297771, 25.024874 50.5311508, 25.0248078 50.5314872)"
203149895,,residential,False,False,467.094,,,"LINESTRING (25.0258985 50.5286064, 25.0272902 50.5287308, 25.0294387 50.5289175, 25.0324428 50.5291885)"
199544970,О-030214,tertiary,False,False,338.28200000000004,2,7,"LINESTRING (25.0248078 50.5314872, 25.024874 50.5311508, 25.0250194 50.5297771, 25.0250732 50.5295163, 25.0251383 50.5293435, 25.0252084 50.5292244, 25.025365 50.5290606, 25.0258985 50.5286064)"
203099599,О-030214,tertiary,False,True,36.153,,,"LINESTRING (25.0258993 50.52347, 25.026156 50.5237512)"
361707671,,tertiary_link,False,False,21.247,,,"LINESTRING (25.0258993 50.52347, 25.0260041 50.5234796, 25.0260864 50.523459, 25.0261536 50.5234067)"
203149895,,residential,False,False,176.518,,,"LINESTRING (25.0324428 50.5291885, 25.034919 50.5293942)"
203149895,,residential,False,True,467.09400000000005,,,"LINESTRING (25.0324428 50.5291885, 25.0294387 50.5289175, 25.0272902 50.5287308, 25.0258985 50.5286064)"
973069958,,residential,False,False,253.734,,,"LINESTRING (25.0324428 50.5291885, 25.0321797 50.5304096, 25.0305359 50.5303129)"
203149895,,residential,False,True,176.518,,,"LINESTRING (25.034919 50.5293942, 25.0324428 50.5291885)"
199544970,О-030214,tertiary,False,True,16.885,2,7,"LINESTRING (25.0269292 50.5265887, 25.0270268 50.5267273)"
1195628254,,residential,False,True,25.859,,,"LINESTRING (25.0269292 50.5265887, 25.0272783 50.5266582)"
199544970,О-030214,tertiary,False,False,140.33,2,7,"LINESTRING (25.0269292 50.5265887, 25.0263977 50.5258319, 25.0263067 50.5256588, 25.0262837 50.525571, 25.0262825 50.5254093)"
1004656169,О-030208,tertiary,False,True,38.307,2,7,"LINESTRING (25.0261536 50.5234067, 25.026156 50.5237512)"
361707671,,tertiary_link,False,True,21.247,,,"LINESTRING (25.0261536 50.5234067, 25.0260864 50.523459, 25.0260041 50.5234796, 25.0258993 50.52347)"
1195628254,,residential,False,False,25.859,,,"LINESTRING (25.0272783 50.5266582, 25.0269292 50.5265887)"
361707669,,residential,False,False,19.648,,,"LINESTRING (25.0272783 50.5266582, 25.0271372 50.5266808, 25.0270268 50.5267273)"
199544970,О-030214,tertiary,False,False,16.885,2,7,"LINESTRING (25.0270268 50.5267273, 25.0269292 50.5265887)"
199544970,О-030214,tertiary,False,True,35.010999999999996,2,7,"LINESTRING (25.0270268 50.5267273, 25.0270427 50.5268041, 25.0270454 50.5270415)"
361707669,,residential,False,True,19.648,,,"LINESTRING (25.0270268 50.5267273, 25.0271372 50.5266808, 25.0272783 50.5266582)"
973069958,,residential,False,True,253.734,,,"LINESTRING (25.0305359 50.5303129, 25.0321797 50.5304096, 25.0324428 50.5291885)"
