osmid,ref,highway,oneway,reversed,length,name,bridge,geometry
203557872,С050960,tertiary,False,True,6.682,,,"LINESTRING (36.9224492 48.3111598, 36.9223875 48.3112037)"
723820677,С050960,tertiary,False,True,308.848,,,"LINESTRING (36.9224492 48.3111598, 36.9255187 48.3130432)"
203557872,С050960,tertiary,False,False,166.043,,,"LINESTRING (36.9194796 48.3132271, 36.9210005 48.3121286)"
842217659,,residential,False,False,318.442,,,"LINESTRING (36.9194796 48.3132271, 36.9226669 48.3151528)"
846496484,С050960,tertiary,False,False,6.1,Центральна вулиця,,"LINESTRING (36.9297672 48.3101609, 36.9298258 48.3101223)"
"[383953787, 846496484, 846496485]",С050960,tertiary,False,True,451.863,Центральна вулиця,yes,"LINESTRING (36.9297672 48.3101609, 36.9291053 48.3106314, 36.9289031 48.3107817, 36.9278903 48.311499, 36.9276613 48.3116145, 36.927444 48.3117019, 36.9270663 48.3118278, 36.9255187 48.3130432)"
203557876,С050959,tertiary,False,True,6.885,Поштова вулиця,,"LINESTRING (36.9255187 48.3130432, 36.9255547 48.3131003)"
723820677,С050960,tertiary,False,False,308.848,,,"LINESTRING (36.9255187 48.3130432, 36.9224492 48.3111598)"
"[383953787, 846496484, 846496485]",С050960,tertiary,False,False,451.86299999999994,Центральна вулиця,yes,"LINESTRING (36.9255187 48.3130432, 36.9270663 48.3118278, 36.927444 48.3117019, 36.9276613 48.3116145, 36.9278903 48.311499, 36.9289031 48.3107817, 36.9291053 48.3106314, 36.9297672 48.3101609)"
846496484,С050960,tertiary,False,True,154.304,Центральна вулиця,,"LINESTRING (36.9312463 48.3091059, 36.9298258 48.3101223)"
846496484,С050960,tertiary,False,False,154.304,Центральна вулиця,,"LINESTRING (36.9298258 48.3101223, 36.9312463 48.3091059)"
846496484,С050960,tertiary,False,True,6.1,Центральна вулиця,,"LINESTRING (36.9298258 48.3101223, 36.9297672 48.3101609)"
203557872,С050960,tertiary,False,False,6.682,,,"LINESTRING (36.9223875 48.3112037, 36.9224492 48.3111598)"
203557872,С050960,tertiary,False,True,145.286,,,"LINESTRING (36.9223875 48.3112037, 36.9215911 48.3117149, 36.9210005 48.3121286)"
203557872,С050960,tertiary,False,True,166.043,,,"LINESTRING (36.9210005 48.3121286, 36.9194796 48.3132271)"
383953792,,residential,False,False,321.861,,,"LINESTRING (36.9210005 48.3121286, 36.9241328 48.3141383)"
203557872,С050960,tertiary,False,False,145.286,,,"LINESTRING (36.9210005 48.3121286, 36.9215911 48.3117149, 36.9223875 48.3112037)"
203557876,С050959,tertiary,False,False,6.885,Поштова вулиця,,"LINESTRING (36.9255547 48.3131003, 36.9255187 48.3130432)"
203557876,С050959,tertiary,False,True,325.443,Поштова вулиця,,"LINESTRING (36.9255547 48.3131003, 36.9287988 48.315078)"
383953779,,residential,False,False,99.48599999999999,,,"LINESTRING (36.9255547 48.3131003, 36.9250733 48.3134736, 36.9246644 48.3137709)"
383953779,,residential,False,False,56.696,,,"LINESTRING (36.9246644 48.3137709, 36.9241328 48.3141383)"
383953774,,residential,False,True,404.39,,,"LINESTRING (36.9246644 48.3137709, 36.9252259 48.3141179, 36.9255878 48.3143247, 36.9261299 48.3146668, 36.9266345 48.3149603, 36.9271576 48.3152869, 36.9275229 48.3154964, 36.927566 48.3155124, 36.9277525 48.3155816, 36.9279398 48.3155881, 36.9281656 48.3154944, 36.9284892 48.3152741, 36.9287988 48.315078)"
383953779,,residential,False,True,99.48599999999999,,,"LINESTRING (36.9246644 48.3137709, 36.9250733 48.3134736, 36.9255547 48.3131003)"
383953779,,residential,False,True,56.696,,,"LINESTRING (36.9241328 48.3141383, 36.9246644 48.3137709)"
383953792,,residential,False,True,321.861,,,"LINESTRING (36.9241328 48.3141383, 36.9210005 48.3121286)"
383953779,,residential,False,False,156.453,,,"LINESTRING (36.9241328 48.3141383, 36.9237465 48.3144109, 36.9226669 48.3151528)"
203557876,С050959,tertiary,False,False,325.443,Поштова вулиця,,"LINESTRING (36.9287988 48.315078, 36.9255547 48.3131003)"
203557876,С050959,tertiary,False,True,260.377,Поштова вулиця,,"LINESTRING (36.9287988 48.315078, 36.9301262 48.3158971, 36.9310954 48.3164951, 36.9313822 48.3166691)"
383953774,,residential,False,False,404.39,,,"LINESTRING (36.9287988 48.315078, 36.9284892 48.3152741, 36.9281656 48.3154944, 36.9279398 48.3155881, 36.9277525 48.3155816, 36.927566 48.3155124, 36.9275229 48.3154964, 36.9271576 48.3152869, 36.9266345 48.3149603, 36.9261299 48.3146668, 36.9255878 48.3143247, 36.9252259 48.3141179, 36.9246644 48.3137709)"
842217659,,residential,False,True,318.442,,,"LINESTRING (36.9226669 48.3151528, 36.9194796 48.3132271)"
383953779,,residential,False,False,186.178,,,"LINESTRING (36.9226669 48.3151528, 36.9218198 48.3157622, 36.9211876 48.3162077, 36.9209495 48.3163771)"
383953779,,residential,False,True,156.453,,,"LINESTRING (36.9226669 48.3151528, 36.9237465 48.3144109, 36.9241328 48.3141383)"
383953779,,residential,False,True,186.178,,,"LINESTRING (36.9209495 48.3163771, 36.9211876 48.3162077, 36.9218198 48.3157622, 36.9226669 48.3151528)"
203557876,С050959,tertiary,False,False,260.377,Поштова вулиця,,"LINESTRING (36.9313822 48.3166691, 36.9310954 48.3164951, 36.9301262 48.3158971, 36.9287988 48.315078)"
