osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width
172813585,True,Хлібна вулиця,tertiary,50,False,169.929,"LINESTRING (28.6741914 50.2569652, 28.6741203 50.2570513, 28.6735645 50.2577431, 28.6734339 50.2579053, 28.6731693 50.2582324, 28.6730948 50.2583231)",,,
172813587,True,площа Житній Ринок,unclassified,,False,250.043,"LINESTRING (28.6741914 50.2569652, 28.6740556 50.2569073, 28.672943 50.2565719, 28.6721164 50.2563121, 28.6713191 50.2560666, 28.6710269 50.2559867)",,,
1092933450,False,Покровська вулиця,trunk,50,True,9.168,"LINESTRING (28.6631917 50.2581886, 28.6632495 50.2581149)",4,М-21,
31556598,False,Львівська вулиця,unclassified,,False,392.69700000000006,"LINESTRING (28.6631917 50.2581886, 28.6633208 50.2582291, 28.6637438 50.2583695, 28.6639659 50.2584402, 28.6640162 50.2584564, 28.6647997 50.2587064, 28.6651267 50.2588119, 28.6658086 50.2590426, 28.6668088 50.2593661, 28.6674359 50.2595751, 28.6676 50.2596282, 28.6678773 50.2597212, 28.6679544 50.2597493, 28.6679884 50.2597609, 28.6681039 50.2598034)",,,
1092933450,False,Покровська вулиця,trunk,50,False,60.878,"LINESTRING (28.6631917 50.2581886, 28.6631337 50.2582626, 28.6630185 50.2584102, 28.6629619 50.2584828, 28.6628094 50.2586785)",4,М-21,
172813585,True,Хлібна вулиця,tertiary,50,False,91.189,"LINESTRING (28.6747699 50.2562333, 28.6747385 50.2562706, 28.6746335 50.2564056, 28.6742667 50.2568741, 28.6741914 50.2569652)",,,
283594626,True,вулиця Небесної Сотні,tertiary,,False,6.881,"LINESTRING (28.6666438 50.2616014, 28.6666935 50.2615483)",,,
172813586,False,вулиця Небесної Сотні,tertiary,,False,239.411,"LINESTRING (28.6666438 50.2616014, 28.6665563 50.2616919, 28.66654 50.2617088, 28.6661198 50.2621192, 28.6656024 50.2627958, 28.6651264 50.2634046, 28.6650547 50.2634964)",,,
172813586,False,вулиця Небесної Сотні,tertiary,,True,239.411,"LINESTRING (28.6650547 50.2634964, 28.6651264 50.2634046, 28.6656024 50.2627958, 28.6661198 50.2621192, 28.66654 50.2617088, 28.6665563 50.2616919, 28.6666438 50.2616014)",,,
1150005192,False,вулиця Князів Острозьких,tertiary,,False,4.49,"LINESTRING (28.6734913 50.2637966, 28.6735211 50.263761)",,,
"[1150005193, 1149999585]",True,вулиця Михайла Грушевського,secondary,50,False,302.693,"LINESTRING (28.6734913 50.2637966, 28.6733095 50.263737, 28.6730126 50.2636396, 28.672613 50.2635097, 28.6720161 50.2633212, 28.6709409 50.262981, 28.6698497 50.2626296, 28.6696866 50.2625742)",,,
172813584,False,Хлібна вулиця,tertiary,50,True,240.442,"LINESTRING (28.6681325 50.2644948, 28.6681895 50.2644242, 28.6684997 50.2640401, 28.6693165 50.2630271, 28.6696149 50.2626604, 28.6696866 50.2625742)",,,
800369151,True,вулиця Степана Бандери,residential,,False,245.338,"LINESTRING (28.6681325 50.2644948, 28.667968 50.2644418, 28.6670113 50.2641335, 28.666438 50.2639482, 28.6658266 50.2637524, 28.6657054 50.2637104, 28.6655872 50.2636724, 28.6652425 50.2635585, 28.6650547 50.2634964)",,,
31556598,False,Львівська вулиця,unclassified,,True,392.697,"LINESTRING (28.6681039 50.2598034, 28.6679884 50.2597609, 28.6679544 50.2597493, 28.6678773 50.2597212, 28.6676 50.2596282, 28.6674359 50.2595751, 28.6668088 50.2593661, 28.6658086 50.2590426, 28.6651267 50.2588119, 28.6647997 50.2587064, 28.6640162 50.2584564, 28.6639659 50.2584402, 28.6637438 50.2583695, 28.6633208 50.2582291, 28.6631917 50.2581886)",,,
283594627,True,вулиця Небесної Сотні,tertiary,50,False,200.52300000000002,"LINESTRING (28.6681039 50.2598034, 28.6682221 50.2596601, 28.6683158 50.2595592, 28.6692992 50.2582991, 28.6693114 50.2582834, 28.6693744 50.2581938)",,,
