osmid,highway,oneway,reversed,length,maxspeed,geometry,name,lanes,ref
"[962202603, 962202605]",tertiary,False,False,267.358,20,"LINESTRING (34.0542923 45.015247, 34.0537467 45.0150228, 34.0526266 45.0145625, 34.0513362 45.0140581)",,,
"[962202604, 962202606]",tertiary,False,True,60.151,,"LINESTRING (34.0542923 45.015247, 34.0544585 45.0150472, 34.0546563 45.0148094, 34.0546802 45.0147807)",Парковая улица,,
"[962202604, 962202606]",tertiary,False,False,60.150999999999996,,"LINESTRING (34.0546802 45.0147807, 34.0546563 45.0148094, 34.0544585 45.0150472, 34.0542923 45.015247)",Парковая улица,,
295045013,trunk,True,False,612.2180000000001,RU:rural,"LINESTRING (34.0478172 45.0189235, 34.0479203 45.0186593, 34.0480454 45.0183392, 34.0482752 45.0177759, 34.0484849 45.0173077, 34.048935 45.016473, 34.0492652 45.0159317, 34.0501119 45.014659, 34.0505238 45.0140973, 34.0507339 45.0138362)",,2,35А-002;М-18
591082438,trunk_link,True,False,19.144,,"LINESTRING (34.0478172 45.0189235, 34.0479043 45.018868, 34.0479491 45.0188464, 34.0480162 45.0188278)",,,
1071081236,unclassified,True,False,31.426,,"LINESTRING (34.0515622 45.012913, 34.051224 45.0127623)",,,
96796389,unclassified,False,True,54.556,,"LINESTRING (34.05053 45.0127655, 34.051224 45.0127623)",,,
96796389,unclassified,False,False,651.505,,"LINESTRING (34.05053 45.0127655, 34.0496259 45.0127166, 34.0493635 45.0141898, 34.0492348 45.0142407, 34.0488129 45.0142334, 34.046779 45.0140373, 34.0451044 45.0138758, 34.0449793 45.0138637, 34.0448836 45.0138544, 34.044284 45.0137966, 34.0441447 45.0137832)",,,
96796389,unclassified,False,True,651.505,,"LINESTRING (34.0441447 45.0137832, 34.044284 45.0137966, 34.0448836 45.0138544, 34.0449793 45.0138637, 34.0451044 45.0138758, 34.046779 45.0140373, 34.0488129 45.0142334, 34.0492348 45.0142407, 34.0493635 45.0141898, 34.0496259 45.0127166, 34.05053 45.0127655)",,,
96796389,unclassified,False,False,54.556,,"LINESTRING (34.051224 45.0127623, 34.05053 45.0127655)",,,
295045004,trunk,True,False,120.651,RU:rural,"LINESTRING (34.0480162 45.0188278, 34.047714 45.0198916)",,2,35А-002;М-18
96580505,trunk_link,True,False,137.422,,"LINESTRING (34.0480162 45.0188278, 34.0481139 45.0188328, 34.0481644 45.018854, 34.0482005 45.0188778, 34.0482253 45.0189174, 34.0482307 45.0189643, 34.0482067 45.0190483, 34.0480005 45.0193305, 34.047714 45.0198916)",,,
962202609,tertiary,False,True,11.654,,"LINESTRING (34.0507339 45.0138362, 34.0508654 45.0138846)",,,
1071081234,trunk,True,False,121.565,RU:rural,"LINESTRING (34.0507339 45.0138362, 34.0510759 45.0134502, 34.0515622 45.012913)",,2,35А-002;М-18
591082407,trunk,True,False,59.239,RU:rural,"LINESTRING (34.0508654 45.0138846, 34.0504989 45.0143501)",,2,35А-002;М-18
962202609,tertiary,False,False,11.654,,"LINESTRING (34.0508654 45.0138846, 34.0507339 45.0138362)",,,
1071081235,tertiary,False,True,41.735,20,"LINESTRING (34.0508654 45.0138846, 34.0513362 45.0140581)",,,
1071081235,tertiary,False,False,41.735,20,"LINESTRING (34.0513362 45.0140581, 34.0508654 45.0138846)",,,
"[962202603, 962202605]",tertiary,False,True,267.358,20,"LINESTRING (34.0513362 45.0140581, 34.0526266 45.0145625, 34.0537467 45.0150228, 34.0542923 45.015247)",,,
1071081233,tertiary_link,True,False,77.657,,"LINESTRING (34.0513362 45.0140581, 34.0512118 45.014058, 34.0511149 45.0140597, 34.0510168 45.0140778, 34.0508989 45.0141059, 34.0507927 45.0141373, 34.0506864 45.0141843, 34.0504989 45.0143501)",,,
962202608,trunk,True,False,81.218,RU:rural,"LINESTRING (34.0514041 45.0132615, 34.0511967 45.0134878, 34.0508654 45.0138846)",,2,35А-002;М-18
1071081232,tertiary_link,True,False,92.55100000000002,,"LINESTRING (34.0514041 45.0132615, 34.0513227 45.0134134, 34.0512643 45.0135034, 34.0512421 45.0135504, 34.0512328 45.0136066, 34.0512305 45.0136841, 34.0512328 45.0137626, 34.0512421 45.0138591, 34.0512643 45.0139441, 34.0512888 45.0139994, 34.0513362 45.0140581)",,,
591082407,trunk,True,False,536.665,RU:rural,"LINESTRING (34.0504989 45.0143501, 34.0502253 45.0147125, 34.0493519 45.0159491, 34.0490348 45.0165027, 34.0486099 45.0173321, 34.0482896 45.0180668, 34.0482226 45.018235, 34.0480162 45.0188278)",,2,35А-002;М-18
