osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,lanes
641823430,residential,False,False,117.87,"LINESTRING (25.882353 50.8265625, 25.8816401 50.8266761, 25.8807258 50.8268217)",,,,,
"[790347148, 877945262, 877945263]",secondary,False,True,305.69399999999996,"LINESTRING (25.882353 50.8265625, 25.8833845 50.8276254, 25.8837504 50.8280026, 25.8840385 50.8283714, 25.8844306 50.8289711)",Т-03-12,вулиця Васильєва,50,yes,
877945262,secondary,False,False,42.34,"LINESTRING (25.8846453 50.8293269, 25.8844306 50.8289711)",Т-03-12,вулиця Васильєва,50,,
947261238,secondary,False,True,140.979,"LINESTRING (25.8846453 50.8293269, 25.8835579 50.8303926)",Т-03-12,вулиця Васильєва,50,,
550577063,tertiary,False,False,174.34799999999998,"LINESTRING (25.8846453 50.8293269, 25.8852339 50.8298123, 25.8853479 50.8298934, 25.8854936 50.8299647, 25.8857135 50.8300443, 25.886224 50.8301939, 25.8865457 50.8302675)",О-030533,Широка вулиця,,,2
443390714,residential,False,False,71.718,"LINESTRING (25.877767 50.8315721, 25.8776417 50.8322122)",,вулиця Тараса Шевченка,,,
550577064,tertiary,False,False,60.294,"LINESTRING (25.877767 50.8315721, 25.8786032 50.8314493)",О-030533,вулиця Тараса Шевченка,,,
183499602,residential,False,False,12.646,"LINESTRING (25.8835579 50.8303926, 25.8837173 50.8304455)",,вулиця Незалежності,,,
947261238,secondary,False,False,140.979,"LINESTRING (25.8835579 50.8303926, 25.8846453 50.8293269)",Т-03-12,вулиця Васильєва,50,,
947261238,secondary,False,True,53.898,"LINESTRING (25.8835579 50.8303926, 25.8832477 50.8306844, 25.8831943 50.8308133)",Т-03-12,вулиця Васильєва,50,,
183499602,residential,False,True,12.646,"LINESTRING (25.8837173 50.8304455, 25.8835579 50.8303926)",,вулиця Незалежності,,,
641823436,residential,False,False,98.635,"LINESTRING (25.8837173 50.8304455, 25.8850815 50.8302348)",,Широка вулиця,,,
183499602,residential,False,False,198.44899999999998,"LINESTRING (25.8837173 50.8304455, 25.8838575 50.8308558, 25.8839062 50.8311168, 25.8838494 50.8314393, 25.8837256 50.832213)",,вулиця Незалежності,,,
443390700,residential,False,True,83.592,"LINESTRING (25.8907813 50.831211, 25.8911057 50.8304877)",,Соловʼїна вулиця,,,
550577063,tertiary,False,True,24.408,"LINESTRING (25.8907813 50.831211, 25.8904597 50.8311278)",О-030533,Широка вулиця,,,2
1181741274,residential,False,True,225.8,"LINESTRING (25.8837256 50.832213, 25.8868344 50.832731)",,Стрітенська вулиця,,,
