osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed
163002070,Глухий провулок,residential,False,True,108.893,"LINESTRING (35.2140972 47.7436812, 35.2152157 47.7437533, 35.2155456 47.7437822)",,,,
652390781,Миру вулиця,tertiary,False,False,74.979,"LINESTRING (35.2155456 47.7437822, 35.2152647 47.7444295)",2,О-080720,,
163002070,Глухий провулок,residential,False,False,108.893,"LINESTRING (35.2155456 47.7437822, 35.2152157 47.7437533, 35.2140972 47.7436812)",,,,
652390781,Миру вулиця,tertiary,False,False,81.795,"LINESTRING (35.2152647 47.7444295, 35.2149393 47.7451318)",2,О-080720,,
652390781,Миру вулиця,tertiary,False,True,74.979,"LINESTRING (35.2152647 47.7444295, 35.2155456 47.7437822)",2,О-080720,,
"[163002078, 652389966]",Зелений провулок,residential,False,True,353.89300000000003,"LINESTRING (35.2152647 47.7444295, 35.213903 47.7443026, 35.2126015 47.7441814, 35.2117141 47.7440987, 35.2115799 47.7442358, 35.2115411 47.7443251, 35.211456 47.744837)",,,,
"[652389966, 163002078]",Зелений провулок,residential,False,False,353.89300000000003,"LINESTRING (35.211456 47.744837, 35.2115411 47.7443251, 35.2115799 47.7442358, 35.2117141 47.7440987, 35.2126015 47.7441814, 35.213903 47.7443026, 35.2152647 47.7444295)",,,,
163002078,,residential,False,True,126.75399999999999,"LINESTRING (35.211456 47.744837, 35.2114391 47.7453934, 35.2114364 47.7459768)",,,,
"[163398696, 1161755628]",,residential,False,True,314.03799999999995,"LINESTRING (35.211456 47.744837, 35.2112511 47.7449052, 35.2103149 47.7452758, 35.2102024 47.7453177, 35.2098793 47.7454429, 35.209807 47.7455109, 35.2097605 47.7455935, 35.2097521 47.7456753, 35.209796 47.7457855, 35.2098955 47.7459537, 35.2099586 47.7459907, 35.209992 47.7459947, 35.2100484 47.7460015, 35.2104051 47.7459663, 35.2105527 47.7459636, 35.2114364 47.7459768)",,,,
163398696,,residential,False,False,262.754,"LINESTRING (35.211456 47.744837, 35.2122249 47.7449109, 35.2127466 47.7449461, 35.2132388 47.7449551, 35.2138812 47.7450236, 35.2149393 47.7451318)",,,,
652390781,Миру вулиця,tertiary,False,False,36.677,"LINESTRING (35.2149393 47.7451318, 35.214814 47.7454507)",2,О-080720,,
652390781,Миру вулиця,tertiary,False,True,81.795,"LINESTRING (35.2149393 47.7451318, 35.2152647 47.7444295)",2,О-080720,,
163398696,,residential,False,True,262.754,"LINESTRING (35.2149393 47.7451318, 35.2138812 47.7450236, 35.2132388 47.7449551, 35.2127466 47.7449461, 35.2122249 47.7449109, 35.211456 47.744837)",,,,
652390781,Миру вулиця,tertiary,False,True,36.677,"LINESTRING (35.214814 47.7454507, 35.2149393 47.7451318)",2,О-080720,,
163002073,,residential,False,False,153.344,"LINESTRING (35.214814 47.7454507, 35.2149582 47.745474, 35.2154142 47.7455425, 35.2161786 47.7456669, 35.2168248 47.7457063)",,,,
"[652390780, 652390781, 488355757]",Миру вулиця,tertiary,False,False,55.244,"LINESTRING (35.214814 47.7454507, 35.2147615 47.7455887, 35.2147078 47.7457255, 35.2146942 47.7457738, 35.2146631 47.7459362)",2,О-080720,yes,
163002073,,residential,False,False,169.189,"LINESTRING (35.2168248 47.7457063, 35.216876 47.7457246, 35.2171013 47.7457914, 35.2175358 47.745822, 35.2179301 47.7457878, 35.2181929 47.7457715, 35.2184795 47.7457995, 35.2188554 47.7458022, 35.2190486 47.745786)",,,,
163002073,,residential,False,True,153.344,"LINESTRING (35.2168248 47.7457063, 35.2161786 47.7456669, 35.2154142 47.7455425, 35.2149582 47.745474, 35.214814 47.7454507)",,,,
163002073,,residential,False,False,155.74,"LINESTRING (35.2190486 47.745786, 35.2191428 47.7457764, 35.2192578 47.745785, 35.2195662 47.7458455, 35.2196729 47.7458924, 35.2197943 47.7459253, 35.2202636 47.7459808, 35.2207523 47.7459854, 35.2209341 47.745997, 35.2210736 47.7460222)",,,,
163002073,,residential,False,True,169.18900000000002,"LINESTRING (35.2190486 47.745786, 35.2188554 47.7458022, 35.2184795 47.7457995, 35.2181929 47.7457715, 35.2179301 47.7457878, 35.2175358 47.745822, 35.2171013 47.7457914, 35.216876 47.7457246, 35.2168248 47.7457063)",,,,
