osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name
237482296,Р-61,primary,50,False,True,141.794,"LINESTRING (33.9796041 50.993831, 33.9793426 50.9937107, 33.9782478 50.9928904)",
459873623,Р-61,primary,50,False,False,200.73299999999998,"LINESTRING (33.9796041 50.993831, 33.9801404 50.9939184, 33.9808893 50.99402, 33.9815039 50.9941018, 33.9819477 50.9941278, 33.9824204 50.9941044)",вулиця Небесної Сотні
459873637,Р-61,primary,50,False,False,13.646,"LINESTRING (33.9824204 50.9941044, 33.9826118 50.994081)",вулиця Небесної Сотні
459873623,Р-61,primary,50,False,True,200.733,"LINESTRING (33.9824204 50.9941044, 33.9819477 50.9941278, 33.9815039 50.9941018, 33.9808893 50.99402, 33.9801404 50.9939184, 33.9796041 50.993831)",вулиця Небесної Сотні
1265214474,Т-19-04,secondary,,False,False,402.04100000000005,"LINESTRING (33.9824204 50.9941044, 33.9823076 50.9947719, 33.9821652 50.9952736, 33.9817542 50.9959614, 33.9811954 50.9967521, 33.9807993 50.9972674, 33.9806422 50.9975101)",
1265214474,Т-19-04,secondary,,False,False,57.038,"LINESTRING (33.9806422 50.9975101, 33.9805162 50.9977437, 33.9804842 50.9980092)",
1265214474,Т-19-04,secondary,,False,True,402.04100000000005,"LINESTRING (33.9806422 50.9975101, 33.9807993 50.9972674, 33.9811954 50.9967521, 33.9817542 50.9959614, 33.9821652 50.9952736, 33.9823076 50.9947719, 33.9824204 50.9941044)",
1265214474,Т-19-04,secondary,,False,True,57.038,"LINESTRING (33.9804842 50.9980092, 33.9805162 50.9977437, 33.9806422 50.9975101)",
315806549,С-191003,unclassified,50,False,True,63.245999999999995,"LINESTRING (33.9832845 50.9897594, 33.9829847 50.9900106, 33.9827468 50.9902165)",
237477850,,unclassified,,False,False,58.834,"LINESTRING (33.9827468 50.9902165, 33.9822849 50.9903486, 33.9819601 50.9903955)",
315806549,С-191003,unclassified,50,False,False,63.245999999999995,"LINESTRING (33.9827468 50.9902165, 33.9829847 50.9900106, 33.9832845 50.9897594)",
315806549,С-191003,unclassified,50,False,True,65.314,"LINESTRING (33.9827468 50.9902165, 33.9825133 50.990463, 33.982445 50.9907603)",
237477850,,unclassified,,False,False,138.975,"LINESTRING (33.9819601 50.9903955, 33.9808303 50.9904899, 33.980002 50.9905979)",
237477850,,unclassified,,False,True,58.834,"LINESTRING (33.9819601 50.9903955, 33.9822849 50.9903486, 33.9827468 50.9902165)",
243838639,,unclassified,,False,False,56.413,"LINESTRING (33.9819601 50.9903955, 33.9822319 50.9904713, 33.9823302 50.9905682, 33.982445 50.9907603)",
237477844,,unclassified,,False,False,339.69599999999997,"LINESTRING (33.9856849 50.9906094, 33.9858784 50.9914898, 33.9859267 50.9918483, 33.9859908 50.9923242, 33.986153 50.9928819, 33.9864254 50.9932247, 33.9867567 50.9935406)",
237477850,,unclassified,,False,False,60.486,"LINESTRING (33.980002 50.9905979, 33.9794563 50.9906881, 33.9791937 50.9907794)",
237477850,,unclassified,,False,True,138.975,"LINESTRING (33.980002 50.9905979, 33.9808303 50.9904899, 33.9819601 50.9903955)",
237477846,,unclassified,,False,False,251.827,"LINESTRING (33.9791937 50.9907794, 33.9791651 50.9912817, 33.9790683 50.9917771, 33.9789174 50.992306, 33.97873 50.9925379, 33.9785179 50.9927054, 33.9782478 50.9928904)",
237477850,,unclassified,,False,True,60.486,"LINESTRING (33.9791937 50.9907794, 33.9794563 50.9906881, 33.980002 50.9905979)",
243838639,,unclassified,,False,True,56.413,"LINESTRING (33.982445 50.9907603, 33.9823302 50.9905682, 33.9822319 50.9904713, 33.9819601 50.9903955)",
315806549,С-191003,unclassified,50,False,False,65.314,"LINESTRING (33.982445 50.9907603, 33.9825133 50.990463, 33.9827468 50.9902165)",
315806549,С-191003,unclassified,50,False,True,377.651,"LINESTRING (33.982445 50.9907603, 33.9825665 50.9911231, 33.9828383 50.9915351, 33.9829872 50.991925, 33.9829989 50.9923256, 33.9829158 50.9927227, 33.9827692 50.993114, 33.9826382 50.9935389, 33.9826118 50.994081)",
237477846,,unclassified,,False,True,251.82700000000003,"LINESTRING (33.9782478 50.9928904, 33.9785179 50.9927054, 33.97873 50.9925379, 33.9789174 50.992306, 33.9790683 50.9917771, 33.9791651 50.9912817, 33.9791937 50.9907794)",
237482296,Р-61,primary,50,False,False,141.794,"LINESTRING (33.9782478 50.9928904, 33.9793426 50.9937107, 33.9796041 50.993831)",
237477844,,unclassified,,False,True,339.696,"LINESTRING (33.9867567 50.9935406, 33.9864254 50.9932247, 33.986153 50.9928819, 33.9859908 50.9923242, 33.9859267 50.9918483, 33.9858784 50.9914898, 33.9856849 50.9906094)",
459873637,Р-61,primary,50,False,True,296.246,"LINESTRING (33.9867567 50.9935406, 33.9836896 50.9939417, 33.9826118 50.994081)",вулиця Небесної Сотні
459873637,Р-61,primary,50,False,True,13.646,"LINESTRING (33.9826118 50.994081, 33.9824204 50.9941044)",вулиця Небесної Сотні
315806549,С-191003,unclassified,50,False,False,377.651,"LINESTRING (33.9826118 50.994081, 33.9826382 50.9935389, 33.9827692 50.993114, 33.9829158 50.9927227, 33.9829989 50.9923256, 33.9829872 50.991925, 33.9828383 50.9915351, 33.9825665 50.9911231, 33.982445 50.9907603)",
459873637,Р-61,primary,50,False,False,296.246,"LINESTRING (33.9826118 50.994081, 33.9836896 50.9939417, 33.9867567 50.9935406)",вулиця Небесної Сотні
