osmid,oneway,lanes,ref,highway,reversed,length,name,geometry,maxspeed,bridge
239798729,True,1,Н-02,primary,False,8.793,,"LINESTRING (29.662586 49.7339626, 29.6624637 49.7339605)",,
952737079,False,,,residential,False,183.889,Соборна вулиця,"LINESTRING (29.662586 49.7339626, 29.6624155 49.7341529, 29.6619273 49.7345985, 29.6616943 49.7348982, 29.6615978 49.7350322, 29.6615228 49.7351848, 29.6615998 49.7354242)",,
165938317,False,,,residential,True,235.749,вулиця Шевченка,"LINESTRING (29.6659116 49.7355605, 29.6648461 49.7359407, 29.6638972 49.7362348, 29.6631813 49.7363747, 29.6629183 49.7363747)",,
"[1023393385, 233358490, 233358491, 157689326]",False,2,Н-02;Р-18,primary,False,240.696,Київська вулиця,"LINESTRING (29.6659116 49.7355605, 29.665851 49.7355319, 29.6657904 49.7355034, 29.6655989 49.7354132, 29.6651232 49.7351096, 29.664424 49.7346202, 29.6641003 49.7344035, 29.6635468 49.7340329)",50,yes
233358490,False,2,Н-02;Р-18,primary,True,75.598,Київська вулиця,"LINESTRING (29.6659116 49.7355605, 29.6660823 49.735611, 29.6664263 49.7357127, 29.6668656 49.7358469)",50,
165938317,False,,,residential,False,147.62900000000002,вулиця Шевченка,"LINESTRING (29.6615998 49.7354242, 29.6617059 49.735592, 29.6618606 49.7358367, 29.6624599 49.7362312, 29.6629183 49.7363747)",,
952737079,False,,,residential,True,183.88899999999998,Соборна вулиця,"LINESTRING (29.6615998 49.7354242, 29.6615228 49.7351848, 29.6615978 49.7350322, 29.6616943 49.7348982, 29.6619273 49.7345985, 29.6624155 49.7341529, 29.662586 49.7339626)",,
233358486,False,,,residential,False,37.488,Липовецька вулиця,"LINESTRING (29.6659551 49.7295969, 29.6655857 49.7298349)",,
233358479,False,,,residential,True,173.301,,"LINESTRING (29.6616797 49.7300081, 29.6617799 49.7300915, 29.6621265 49.7303706, 29.662204 49.7304417, 29.6631165 49.7312592)",,
496723095,False,,,residential,True,164.311,вулиця Карла Болсуновського,"LINESTRING (29.6616797 49.7300081, 29.6605149 49.7306995, 29.6599914 49.7310044)",,
233358486,False,,,residential,True,101.358,Липовецька вулиця,"LINESTRING (29.6645767 49.7304717, 29.6655857 49.7298349)",,
233358476,True,,,residential,False,185.39600000000002,,"LINESTRING (29.6645767 49.7304717, 29.6661932 49.7316182, 29.6663193 49.7317009)",,
233358486,False,,,residential,False,136.69400000000002,Липовецька вулиця,"LINESTRING (29.6645767 49.7304717, 29.6638085 49.7308761, 29.6631165 49.7312592)",,
233358483,False,,,residential,False,177.494,провулок Гоголя,"LINESTRING (29.6599914 49.7310044, 29.6615624 49.732236)",,
496723095,False,,,residential,True,227.782,вулиця Карла Болсуновського,"LINESTRING (29.6599914 49.7310044, 29.6576467 49.7323826)",,
496723095,False,,,residential,False,164.311,вулиця Карла Болсуновського,"LINESTRING (29.6599914 49.7310044, 29.6605149 49.7306995, 29.6616797 49.7300081)",,
496723900,False,,,residential,False,65.862,,"LINESTRING (29.6631165 49.7312592, 29.6636521 49.7317398)",,
233358479,False,,,residential,False,173.301,,"LINESTRING (29.6631165 49.7312592, 29.662204 49.7304417, 29.6621265 49.7303706, 29.6617799 49.7300915, 29.6616797 49.7300081)",,
233358486,False,,,residential,True,136.69400000000002,Липовецька вулиця,"LINESTRING (29.6631165 49.7312592, 29.6638085 49.7308761, 29.6645767 49.7304717)",,
496723900,False,,,residential,True,65.862,,"LINESTRING (29.6636521 49.7317398, 29.6631165 49.7312592)",,
233358487,False,,,residential,False,164.358,вулиця Гоголя,"LINESTRING (29.6636521 49.7317398, 29.6633949 49.7318046, 29.6630968 49.7318239, 29.6628414 49.7318597, 29.6626327 49.7319037, 29.6624241 49.7319147, 29.6623006 49.7319202, 29.6621516 49.7319477, 29.6619217 49.7320331, 29.6615624 49.732236)",,
496723900,False,,,residential,False,126.119,,"LINESTRING (29.6636521 49.7317398, 29.6641773 49.7321515, 29.6646549 49.732467, 29.6647508 49.73253, 29.664837 49.7325737)",,
496719414,False,2,Р-18,primary,False,144.12499999999997,Соборна вулиця,"LINESTRING (29.6663193 49.7317009, 29.6661754 49.7317814, 29.6656225 49.7321137, 29.664958 49.7324996, 29.664837 49.7325737)",,
496719414,False,2,Р-18,primary,True,84.32300000000001,Соборна вулиця,"LINESTRING (29.6663193 49.7317009, 29.6666581 49.7315215, 29.6672394 49.7312305)",,
233358483,False,,,residential,False,113.881,провулок Гоголя,"LINESTRING (29.6615624 49.732236, 29.6625704 49.7330262)",,
233358483,False,,,residential,True,177.494,провулок Гоголя,"LINESTRING (29.6615624 49.732236, 29.6599914 49.7310044)",,
233358487,False,,,residential,False,228.298,вулиця Гоголя,"LINESTRING (29.6615624 49.732236, 29.6606048 49.7327157, 29.6595252 49.7333264, 29.6591272 49.7335529)",,
233358487,False,,,residential,True,164.358,вулиця Гоголя,"LINESTRING (29.6615624 49.732236, 29.6619217 49.7320331, 29.6621516 49.7319477, 29.6623006 49.7319202, 29.6624241 49.7319147, 29.6626327 49.7319037, 29.6628414 49.7318597, 29.6630968 49.7318239, 29.6633949 49.7318046, 29.6636521 49.7317398)",,
381682678,False,,,residential,False,175.53,Каштановий провулок,"LINESTRING (29.6576467 49.7323826, 29.6560026 49.7312153)",,
381682678,False,,,residential,True,168.096,Каштановий провулок,"LINESTRING (29.6576467 49.7323826, 29.6591272 49.7335529)",,
496723095,False,,,residential,False,227.782,вулиця Карла Болсуновського,"LINESTRING (29.6576467 49.7323826, 29.6599914 49.7310044)",,
496719414,False,2,Р-18,primary,False,154.686,Соборна вулиця,"LINESTRING (29.664837 49.7325737, 29.6647476 49.7326396, 29.6634103 49.7334761, 29.6632903 49.7335402)",,
496719414,False,2,Р-18,primary,True,144.125,Соборна вулиця,"LINESTRING (29.664837 49.7325737, 29.664958 49.7324996, 29.6656225 49.7321137, 29.6661754 49.7317814, 29.6663193 49.7317009)",,
496723900,False,,,residential,True,126.119,,"LINESTRING (29.664837 49.7325737, 29.6647508 49.73253, 29.6646549 49.732467, 29.6641773 49.7321515, 29.6636521 49.7317398)",,
233358483,False,,,residential,True,113.881,провулок Гоголя,"LINESTRING (29.6625704 49.7330262, 29.6615624 49.732236)",,
233358483,False,,,residential,False,77.094,провулок Гоголя,"LINESTRING (29.6625704 49.7330262, 29.6631608 49.7334477, 29.6632903 49.7335402)",,
670522691,False,,,residential,False,102.35300000000001,,"LINESTRING (29.6625704 49.7330262, 29.6620707 49.7332302, 29.6618451 49.733266, 29.6616875 49.733288, 29.6613767 49.7334889)",,
381682678,False,,,residential,False,168.096,Каштановий провулок,"LINESTRING (29.6591272 49.7335529, 29.6576467 49.7323826)",,
233358487,False,,,residential,False,232.714,вулиця Гоголя,"LINESTRING (29.6591272 49.7335529, 29.6580093 49.7341589, 29.6572278 49.7346023, 29.6566789 49.7349222)",,
233358487,False,,,residential,True,228.298,вулиця Гоголя,"LINESTRING (29.6591272 49.7335529, 29.6595252 49.7333264, 29.6606048 49.7327157, 29.6615624 49.732236)",,
496719414,False,2,Р-18,primary,False,2.814,Соборна вулиця,"LINESTRING (29.6632903 49.7335402, 29.6632601 49.7335563)",,
233358483,False,,,residential,True,77.094,провулок Гоголя,"LINESTRING (29.6632903 49.7335402, 29.6631608 49.7334477, 29.6625704 49.7330262)",,
496719414,False,2,Р-18,primary,True,154.686,Соборна вулиця,"LINESTRING (29.6632903 49.7335402, 29.6634103 49.7334761, 29.6647476 49.7326396, 29.664837 49.7325737)",,
"[1023393385, 233358490, 233358491, 157689326]",False,2,Н-02;Р-18,primary,True,240.696,Київська вулиця,"LINESTRING (29.6635468 49.7340329, 29.6641003 49.7344035, 29.664424 49.7346202, 29.6651232 49.7351096, 29.6655989 49.7354132, 29.6657904 49.7355034, 29.665851 49.7355319, 29.6659116 49.7355605)",50,yes
751003385,True,1,Н-02;Р-18,primary,False,36.313,Київська вулиця,"LINESTRING (29.6635468 49.7340329, 29.6632269 49.7339859, 29.6630538 49.7339614)",,
233358470,False,,,residential,True,81.56,,"LINESTRING (29.6566789 49.7349222, 29.6574037 49.7354866)",,
233358487,False,,,residential,True,232.714,вулиця Гоголя,"LINESTRING (29.6566789 49.7349222, 29.6572278 49.7346023, 29.6580093 49.7341589, 29.6591272 49.7335529)",,
233358470,False,,,residential,False,81.56,,"LINESTRING (29.6574037 49.7354866, 29.6566789 49.7349222)",,
496721811,False,2,Н-02,primary,False,401.31200000000007,вулиця Незалежності,"LINESTRING (29.6574037 49.7354866, 29.661997 49.7340923, 29.6621758 49.7340418, 29.6624099 49.7339757, 29.6624637 49.7339605)",50,
233358490,False,2,Н-02;Р-18,primary,False,48.527,Київська вулиця,"LINESTRING (29.6674702 49.7360411, 29.6671073 49.7359208, 29.6668656 49.7358469)",50,
717384634,False,,,residential,True,100.499,,"LINESTRING (29.6674702 49.7360411, 29.6674081 49.7361141, 29.667293 49.7362122, 29.667018 49.7363455, 29.6667369 49.7364949, 29.6666556 49.7365877, 29.6666619 49.736721)",,
333078791,True,1,Н-02,primary,False,30.683,,"LINESTRING (29.6624637 49.7339605, 29.6626632 49.7338752, 29.6628079 49.7337979)",,
496721811,False,2,Н-02,primary,True,401.312,вулиця Незалежності,"LINESTRING (29.6624637 49.7339605, 29.6624099 49.7339757, 29.6621758 49.7340418, 29.661997 49.7340923, 29.6574037 49.7354866)",50,
239798729,True,1,Н-02,primary,False,27.296,,"LINESTRING (29.6629649 49.7339457, 29.662586 49.7339626)",,
1023393107,True,1,Н-02;Р-18,primary,False,20.143,,"LINESTRING (29.6629649 49.7339457, 29.6629209 49.7339226, 29.6628079 49.7337979)",,
"[1023393107, 526913838]",True,1,Н-02;Р-18,primary,False,27.197,,"LINESTRING (29.6632118 49.7337863, 29.6632315 49.7338188, 29.6632355 49.7338537, 29.6632247 49.7338838, 29.6632233 49.7338877, 29.663196 49.7339179, 29.6631562 49.7339415, 29.6631073 49.7339565, 29.6630538 49.7339614)",,
755252303,True,1,Н-02;Р-18,primary,False,36.491,Київська вулиця,"LINESTRING (29.6632118 49.7337863, 29.6633371 49.7338782, 29.6635468 49.7340329)",,
1023393107,True,1,Н-02;Р-18,primary,False,6.679,,"LINESTRING (29.6630538 49.7339614, 29.6630078 49.7339573, 29.6629649 49.7339457)",,
717768156,False,,,residential,False,59.713,,"LINESTRING (29.6629183 49.7363747, 29.6632734 49.7368602)",,
165938317,False,,,residential,False,235.749,вулиця Шевченка,"LINESTRING (29.6629183 49.7363747, 29.6631813 49.7363747, 29.6638972 49.7362348, 29.6648461 49.7359407, 29.6659116 49.7355605)",,
