osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref,bridge
40122524,False,2,вулиця Михайла Грушевського,primary,50,False,197.33200000000002,"LINESTRING (30.8478311 48.0450837, 30.8473819 48.0449304, 30.8472528 48.0448429, 30.846915 48.0446137, 30.8468732 48.0445854, 30.8467369 48.0444761, 30.8460321 48.0439105, 30.8459607 48.0438532)",,,
62384674,True,,вулиця Михайла Грушевського,primary,,False,127.84800000000001,"LINESTRING (30.8478311 48.0450837, 30.8483978 48.0451958, 30.8488114 48.0452901, 30.8494282 48.0454996)",,,
62384644,True,,,primary,,False,5.082,"LINESTRING (30.8494282 48.0454996, 30.8494893 48.0455201)",roundabout,,
62384672,True,,,primary,,False,11.963,"LINESTRING (30.8469058 48.0496251, 30.8468941 48.0497324)",roundabout,Н-24,
62384672,True,,,primary,,False,39.378,"LINESTRING (30.8460939 48.0496978, 30.8460982 48.0496121, 30.8461296 48.0495201, 30.8461868 48.0494399, 30.8462664 48.0493734)",roundabout,Н-24,
186891379,True,,вулиця Миколи Вінграновського,primary,,False,64.711,"LINESTRING (30.8460939 48.0496978, 30.8459005 48.0495117, 30.8457808 48.0494053, 30.8455099 48.0492765)",,Н-24,
62384672,True,,,primary,,False,60.596,"LINESTRING (30.8463337 48.0493431, 30.8465865 48.0493529, 30.8467906 48.0494214, 30.846878 48.0495082, 30.8469058 48.0496251)",roundabout,Н-24,
"[126870560, 62384658, 227099923]",True,,,primary,,False,441.351,"LINESTRING (30.8463337 48.0493431, 30.8463385 48.0492923, 30.8463927 48.049215, 30.8476066 48.0479386, 30.8478195 48.0477082, 30.8478913 48.047628, 30.8481735 48.0473125, 30.8486906 48.0468101, 30.8487861 48.0466731, 30.8488886 48.0465278, 30.8489669 48.0463338, 30.8489551 48.046181, 30.8489511 48.0458681)",,,yes
62384644,True,,,primary,,False,50.693000000000005,"LINESTRING (30.8489208 48.0457198, 30.8489531 48.0456469, 30.8490144 48.045583, 30.8491001 48.045533, 30.8492032 48.0455011, 30.8493155 48.0454896, 30.8494282 48.0454996)",roundabout,,
62384663,True,,вулиця Михайла Грушевського,primary,,False,108.404,"LINESTRING (30.8489208 48.0457198, 30.8486858 48.0455161, 30.8483095 48.0453042, 30.8480821 48.045191, 30.8478311 48.0450837)",,,
62384644,True,,,primary,,False,58.965,"LINESTRING (30.8496145 48.0459423, 30.8495264 48.04599, 30.849422 48.0460194, 30.8493095 48.0460282, 30.8491977 48.0460157, 30.8490956 48.0459829, 30.8490112 48.0459323, 30.8489511 48.0458681)",roundabout,,
"[109995760, 126870561, 62384661]",True,,,primary,,False,458.983,"LINESTRING (30.8496145 48.0459423, 30.8496061 48.04608, 30.8494144 48.0463124, 30.8482947 48.0475292, 30.8481928 48.0476399, 30.848001 48.0478695, 30.8478869 48.0480437, 30.8469815 48.049463, 30.8469058 48.0496251)",,,yes
62384672,True,,,primary,,False,67.371,"LINESTRING (30.8468941 48.0497324, 30.8467916 48.0498105, 30.846671 48.0498571, 30.8465236 48.0498757, 30.8463669 48.0498686, 30.8462161 48.0498163, 30.8461161 48.049756)",roundabout,Н-24,
62384644,True,,,primary,,False,16.808,"LINESTRING (30.8489511 48.0458681, 30.8489203 48.0457954, 30.8489208 48.0457198)",roundabout,,
104108088,False,,Вокзальна вулиця,tertiary,50,True,235.873,"LINESTRING (30.8455649 48.04129, 30.8486888 48.0416607)",,,
109862072,False,1,вулиця Івана Виговського,residential,50,False,227.909,"LINESTRING (30.8455649 48.04129, 30.8458428 48.0414823, 30.8476949 48.0427641)",,,
104225612,False,1,Театральна вулиця,tertiary,50,True,15.556000000000001,"LINESTRING (30.850623 48.0455294, 30.8507141 48.0455079, 30.8508203 48.0454828)",,,
