osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes
"[417551866, 171229620, 171229622]",Т-14-24,"['вулиця Івана Франка', 'вулиця Тараса Шевченка']",secondary,UA:urban,False,True,312.87399999999997,yes,"LINESTRING (23.4458878 48.8451938, 23.4459386 48.8451966, 23.4464081 48.8452287, 23.4473378 48.8452817, 23.447501 48.8453226, 23.4476057 48.8453575, 23.4477173 48.8454136, 23.4478913 48.8455437, 23.4482039 48.8458638, 23.4483835 48.8460159, 23.4485499 48.8461305, 23.4486919 48.8462283, 23.4489497 48.8463876, 23.4492188 48.8465412, 23.4492946 48.8465805)",
417552223,С141501,вулиця Тараса Шевченка,tertiary,,False,True,363.826,,"LINESTRING (23.4458878 48.8451938, 23.4458314 48.845196, 23.4457308 48.8452013, 23.4452462 48.8452313, 23.4447512 48.8452908, 23.444497 48.8453054, 23.444306 48.8452942, 23.4440879 48.8452595, 23.4435863 48.845128, 23.4434415 48.8450954, 23.4431878 48.8450933, 23.44272 48.8451104, 23.4425758 48.8450896, 23.4423381 48.8450112, 23.4416798 48.8447537, 23.4411957 48.8445702)",
"[1198622609, 841522942]",С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,False,140.767,,"LINESTRING (23.4458878 48.8451938, 23.4459333 48.8450189, 23.4460508 48.8447961, 23.446461 48.8439873)",
189844837,С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,False,39.34,,"LINESTRING (23.447277 48.8408992, 23.4475104 48.8405805)",
187786817,,провулок Миколи Устияновича,residential,,False,False,160.49200000000002,,"LINESTRING (23.447277 48.8408992, 23.4475413 48.8408694, 23.4482029 48.8408711, 23.4485954 48.8408959, 23.4490022 48.8409417, 23.4494243 48.8410557)",
"[189844834, 47701100, 189844837]",С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,True,285.38100000000003,yes,"LINESTRING (23.447277 48.8408992, 23.4471731 48.8413169, 23.4471244 48.8416126, 23.4470792 48.8418543, 23.4470715 48.8418986, 23.4469935 48.8423439, 23.446813 48.843056, 23.4467081 48.8434373)",
47701100,С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,True,63.775,,"LINESTRING (23.4467081 48.8434373, 23.446461 48.8439873)",
"[189844834, 47701100, 189844837]",С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,False,285.38100000000003,yes,"LINESTRING (23.4467081 48.8434373, 23.446813 48.843056, 23.4469935 48.8423439, 23.4470715 48.8418986, 23.4470792 48.8418543, 23.4471244 48.8416126, 23.4471731 48.8413169, 23.447277 48.8408992)",
171229617,,вулиця Петра Сагайдачного,residential,,False,False,287.846,,"LINESTRING (23.4467081 48.8434373, 23.4469647 48.8434469, 23.4470007 48.8434483, 23.4472342 48.8434193, 23.4473415 48.8433941, 23.447472 48.8433634, 23.4476581 48.8433563, 23.4485012 48.8435339, 23.4493363 48.8437099, 23.4504367 48.8440277)",
417552223,С141501,вулиця Тараса Шевченка,tertiary,,False,False,185.955,,"LINESTRING (23.4389973 48.8437941, 23.4394717 48.8440776, 23.4395036 48.8440967, 23.4397485 48.8442294, 23.4399067 48.8442814, 23.4400175 48.8443107, 23.4407808 48.8444599, 23.4411957 48.8445702)",
489929472,,вулиця Василя Стуса,residential,,False,False,240.266,,"LINESTRING (23.4389973 48.8437941, 23.4391188 48.8436048, 23.4392862 48.8434163, 23.4394678 48.8432667, 23.4394881 48.8432186, 23.4394437 48.843166, 23.4392894 48.8430518, 23.4389381 48.8428231, 23.4383567 48.84234, 23.4380677 48.8420569)",
47701100,С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,False,63.775,,"LINESTRING (23.446461 48.8439873, 23.4467081 48.8434373)",
171229623,,вулиця Данила Галицького,residential,,False,False,172.893,,"LINESTRING (23.446461 48.8439873, 23.4465864 48.8439922, 23.4478631 48.8443017, 23.448218 48.8444258, 23.4486583 48.8445423)",
"[1198622609, 841522942]",С141516,вулиця Миколи Устияновича,tertiary,UA:urban,False,True,140.767,,"LINESTRING (23.446461 48.8439873, 23.4460508 48.8447961, 23.4459333 48.8450189, 23.4458878 48.8451938)",
171229617,,вулиця Петра Сагайдачного,residential,,False,False,94.093,,"LINESTRING (23.4504367 48.8440277, 23.4505258 48.8441021, 23.4505515 48.8441882, 23.4505191 48.8442664, 23.4500709 48.8447689)",
171229617,,вулиця Петра Сагайдачного,residential,,False,True,287.846,,"LINESTRING (23.4504367 48.8440277, 23.4493363 48.8437099, 23.4485012 48.8435339, 23.4476581 48.8433563, 23.447472 48.8433634, 23.4473415 48.8433941, 23.4472342 48.8434193, 23.4470007 48.8434483, 23.4469647 48.8434469, 23.4467081 48.8434373)",
"[195870185, 190913059, 191152359]",,вулиця Петра Сагайдачного,residential,,False,"[False, True]",315.824,yes,"LINESTRING (23.4504367 48.8440277, 23.4505847 48.8438238, 23.4507687 48.8435592, 23.4507801 48.8434847, 23.4507248 48.8434518, 23.4506473 48.8434414, 23.4505088 48.8434854, 23.4503534 48.8434729, 23.4499017 48.8433624, 23.4494544 48.8432253, 23.449352 48.8431329, 23.4493164 48.8429958, 23.4493326 48.8428973, 23.4501304 48.8421072)",
171229623,,вулиця Данила Галицького,residential,,False,False,106.398,,"LINESTRING (23.4486583 48.8445423, 23.4500709 48.8447689)",
171229623,,вулиця Данила Галицького,residential,,False,True,172.893,,"LINESTRING (23.4486583 48.8445423, 23.448218 48.8444258, 23.4478631 48.8443017, 23.4465864 48.8439922, 23.446461 48.8439873)",
190913051,,вулиця Володимира Івасюка,residential,,False,False,292.91200000000003,,"LINESTRING (23.4486583 48.8445423, 23.4483544 48.8450352, 23.4481657 48.8453134, 23.4480268 48.8454396, 23.4479932 48.8454855, 23.4480081 48.845518, 23.4481924 48.8456638, 23.4484671 48.845863, 23.4485994 48.8459524, 23.4487559 48.8460011, 23.4489503 48.8459925, 23.4493789 48.8460083, 23.4496273 48.846058, 23.4498303 48.8461442, 23.449954 48.846231)",
417552223,С141501,вулиця Тараса Шевченка,tertiary,,False,False,363.826,,"LINESTRING (23.4411957 48.8445702, 23.4416798 48.8447537, 23.4423381 48.8450112, 23.4425758 48.8450896, 23.44272 48.8451104, 23.4431878 48.8450933, 23.4434415 48.8450954, 23.4435863 48.845128, 23.4440879 48.8452595, 23.444306 48.8452942, 23.444497 48.8453054, 23.4447512 48.8452908, 23.4452462 48.8452313, 23.4457308 48.8452013, 23.4458314 48.845196, 23.4458878 48.8451938)",
417552223,С141501,вулиця Тараса Шевченка,tertiary,,False,True,185.955,,"LINESTRING (23.4411957 48.8445702, 23.4407808 48.8444599, 23.4400175 48.8443107, 23.4399067 48.8442814, 23.4397485 48.8442294, 23.4395036 48.8440967, 23.4394717 48.8440776, 23.4389973 48.8437941)",
1041718857,,,residential,,False,False,121.01599999999999,,"LINESTRING (23.4411957 48.8445702, 23.4417987 48.8438501, 23.4418349 48.8438351, 23.4418899 48.8438209, 23.4419744 48.8438081, 23.442026 48.843809, 23.4420964 48.8438174, 23.4421822 48.8438404)",
171229623,,вулиця Данила Галицького,residential,,False,True,106.398,,"LINESTRING (23.4500709 48.8447689, 23.4486583 48.8445423)",
171229617,,вулиця Петра Сагайдачного,residential,,False,True,94.09300000000002,,"LINESTRING (23.4500709 48.8447689, 23.4505191 48.8442664, 23.4505515 48.8441882, 23.4505258 48.8441021, 23.4504367 48.8440277)",
171229623,,вулиця Данила Галицького,residential,,False,False,68.24,,"LINESTRING (23.4500709 48.8447689, 23.4504501 48.844871, 23.4505239 48.8449136, 23.4505624 48.8449843, 23.4505233 48.8450859, 23.4504791 48.8451811)",
190913051,,вулиця Володимира Івасюка,residential,,False,False,35.814,,"LINESTRING (23.449954 48.846231, 23.4502206 48.8465011)",
1198622608,,вулиця Данила Галицького,residential,,False,True,122.905,,"LINESTRING (23.449954 48.846231, 23.4504791 48.8451811)",
190913051,,вулиця Володимира Івасюка,residential,,False,True,292.91200000000003,,"LINESTRING (23.449954 48.846231, 23.4498303 48.8461442, 23.4496273 48.846058, 23.4493789 48.8460083, 23.4489503 48.8459925, 23.4487559 48.8460011, 23.4485994 48.8459524, 23.4484671 48.845863, 23.4481924 48.8456638, 23.4480081 48.845518, 23.4479932 48.8454855, 23.4480268 48.8454396, 23.4481657 48.8453134, 23.4483544 48.8450352, 23.4486583 48.8445423)",
228359351,,вулиця Андрія Шептицького,residential,,False,True,207.53,,"LINESTRING (23.4475726 48.8488373, 23.4480802 48.8485181, 23.4484135 48.8483286, 23.4489038 48.8480499, 23.4491282 48.8479477, 23.4495626 48.8479068, 23.4498333 48.8478359, 23.4498729 48.8478255)",
