osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,access,tunnel
66641425,4,вулиця Небесної Сотні,primary,50,False,True,43.069,"LINESTRING (34.5521898 49.5870067, 34.5517057 49.5872337)",,,,
110603088,4,Європейська вулиця,primary,50,False,True,47.759,"LINESTRING (34.5521898 49.5870067, 34.5519896 49.5868176, 34.5518144 49.5866528)",,,,
110603091,4,Європейська вулиця,secondary,50,False,False,105.015,"LINESTRING (34.5521898 49.5870067, 34.5523112 49.5871233, 34.5530048 49.5877895)",,,,
"[210558880, 1260583603]",4,вулиця Небесної Сотні,primary,50,False,False,197.062,"LINESTRING (34.5521898 49.5870067, 34.5523256 49.5869389, 34.5528616 49.5866915, 34.554413 49.5859756)",,,,
29974554,,вулиця Просвіти,residential,50,False,True,161.06,"LINESTRING (34.5468112 49.5894562, 34.5470169 49.5894523, 34.5480649 49.5894268, 34.5486974 49.5894114, 34.5487865 49.5894087, 34.5490441 49.5894046)",6,,,
110370962,2,вулиця Раїси Кириченко,residential,,False,True,215.45100000000002,"LINESTRING (34.5468112 49.5894562, 34.5467988 49.5894149, 34.5467818 49.5893265, 34.5467389 49.5891993, 34.5465351 49.5889964, 34.5465163 49.588979, 34.5464419 49.5889097, 34.5460679 49.588562, 34.5456742 49.5881959, 34.5455789 49.5881073, 34.5453387 49.5878844, 34.5452699 49.58782)",,,,
760591803,,вулиця Антона Грицая,residential,50,False,True,207.60999999999999,"LINESTRING (34.5468112 49.5894562, 34.5468222 49.589499, 34.546847 49.5895882, 34.5469235 49.5898177, 34.547485 49.5911636, 34.5475239 49.5912645)",,,,
"[882849313, 420596135]",3,вулиця Соборності,primary,50,True,False,126.72800000000002,"LINESTRING (34.5498909 49.5884472, 34.5499302 49.5884286, 34.5500919 49.5883605, 34.5502587 49.5883032, 34.5504448 49.5882527, 34.5507139 49.5882017, 34.5508633 49.5881837, 34.551064 49.5881704, 34.5512619 49.5881692, 34.5515543 49.5881893)",,roundabout,,
"[882849314, 739690581]",3,вулиця Соборності,primary,50,True,False,136.025,"LINESTRING (34.5529612 49.5887777, 34.5530519 49.5888717, 34.5531371 49.5889788, 34.5531972 49.589072, 34.553256 49.5891885, 34.5532986 49.5893071, 34.5533226 49.589412, 34.5533354 49.5895685, 34.5533305 49.5896591, 34.5533127 49.5897663, 34.5532967 49.5898277, 34.5532765 49.5898886, 34.5532541 49.5899476)",,roundabout,,
29908029,,вулиця Вʼячеслава Чорновола,residential,50,False,False,159.021,"LINESTRING (34.5524599 49.5906876, 34.5525839 49.5908015, 34.5529912 49.5911759, 34.5534696 49.5916157, 34.5537314 49.5918563)",,,,
739690581,3,вулиця Соборності,primary,50,True,False,118.448,"LINESTRING (34.5524599 49.5906876, 34.5523978 49.5907162, 34.5522737 49.5907672, 34.552117 49.5908215, 34.5519318 49.5908726, 34.5517257 49.5909147, 34.5515609 49.5909381, 34.5513866 49.5909535, 34.5511632 49.5909598, 34.5510303 49.5909593, 34.5509071 49.5909504)",,roundabout,,
420596135,3,вулиця Соборності,primary,50,True,False,113.311,"LINESTRING (34.5494246 49.5903702, 34.5493674 49.5903143, 34.5492886 49.5902282, 34.5492449 49.5901719, 34.549229 49.5901513, 34.5491752 49.5900693, 34.5491262 49.5899782, 34.5490892 49.5898913, 34.5490553 49.5897807, 34.5490332 49.5896491, 34.5490302 49.5895216, 34.5490341 49.5894675, 34.5490441 49.5894046)",,roundabout,,
760591802,2,вулиця Соборності,primary,50,False,True,169.29,"LINESTRING (34.5494246 49.5903702, 34.5487307 49.5906967, 34.5475239 49.5912645)",,,,
29974554,,вулиця Просвіти,residential,50,False,False,161.06,"LINESTRING (34.5490441 49.5894046, 34.5487865 49.5894087, 34.5486974 49.5894114, 34.5480649 49.5894268, 34.5470169 49.5894523, 34.5468112 49.5894562)",6,,,
420596135,3,вулиця Соборності,primary,50,True,False,126.19700000000002,"LINESTRING (34.5490441 49.5894046, 34.5490528 49.5893532, 34.5490897 49.5892355, 34.5491367 49.5891286, 34.5491961 49.5890252, 34.549259 49.5889366, 34.5493433 49.5888381, 34.5494278 49.5887497, 34.5495331 49.5886667, 34.5496315 49.5885958, 34.5497582 49.5885172, 34.5498246 49.5884816, 34.5498909 49.5884472)",,roundabout,,
29908029,,вулиця Вʼячеслава Чорновола,residential,50,False,True,204.877,"LINESTRING (34.5553696 49.593362, 34.5552685 49.5932691, 34.5549085 49.5929382, 34.5545958 49.5926508, 34.5542153 49.592301, 34.5537314 49.5918563)",,,,
829617942,2,вулиця Володимира Козака,secondary,50,False,True,72.162,"LINESTRING (34.5553696 49.593362, 34.5554944 49.5932602, 34.5555361 49.5932262, 34.5559926 49.592854)",,,,
167310729,,вулиця Юліана Матвійчука,tertiary,50,True,False,233.00199999999998,"LINESTRING (34.5504348 49.5853581, 34.5502939 49.5854293, 34.5499529 49.5855936, 34.5491472 49.5859763, 34.5488859 49.5861009, 34.5487214 49.5861794, 34.5484516 49.5863091, 34.5481206 49.5864674, 34.5479515 49.5865471, 34.5478344 49.5866025)",,,,
"[689056751, 169765996, 802966711]",2,Європейська вулиця,primary,50,False,False,174.985,"LINESTRING (34.5504348 49.5853581, 34.5504955 49.5854147, 34.5509424 49.5858368, 34.5512291 49.5861076, 34.5512967 49.5861764, 34.5514355 49.5863023, 34.5515425 49.5864025, 34.5517759 49.5866166, 34.5518144 49.5866528)",,,,
113618231,2,майдан Незалежності,residential,40,False,False,108.031,"LINESTRING (34.5455799 49.5921766, 34.5457704 49.5922783, 34.5464393 49.5925251, 34.5468663 49.5926705)",5,,,
"[844343428, 420596134]",2,вулиця Соборності,primary,50,False,False,172.99099999999999,"LINESTRING (34.5455799 49.5921766, 34.5457377 49.5920991, 34.546232 49.5918676, 34.54627 49.5918499, 34.5467045 49.591647, 34.5473803 49.5913263, 34.5475239 49.5912645)",,,,
